,p,Rel-Nonrel,Nonrel-Rel,Rel_div_p,Nonrel_div_p,Egal-Util,Util-Egal,decision
0,1.0,0.3464107680090946,0.6535892319909055,0.001516643247464,0.0289952798378001,0.0,1.0,0.019476384232698964
1,1.3,0.3456947482458718,0.654305251754128,-0.018455971253308,0.0189350472567392,0.03333333333333334,0.9666666666666667,0.0060091685262516955
2,2.0,0.3514664884747237,0.6485335115252762,-0.0279393259615672,0.0131709383177746,0.1111111111111111,0.8888888888888888,-0.001277941908753532
3,10.0,0.3718931564505311,0.6281068435494689,-0.0522949768144195,0.0105240569570403,1.0,0.0,-0.012837911797400396
