context,p,decision
63,1,"[-0.26176556445115934, -0.328892182223133]"
63,2,"[-0.1564995276244876, -0.2616068234864341]"
63,3,"[np.float64(-0.07937013103984913), np.float64(-0.21584534224470747)]"
64,0,"[np.float64(-0.032860736039353425), np.float64(-0.19445460952050664)]"
64,1,"[0.12478279760439978, -0.1381154269666701]"
64,2,"[0.05998168362298491, -0.15438089225958265]"
64,3,"[np.float64(-0.04113577732836391), np.float64(-0.2005541345297374)]"
65,0,"[np.float64(-0.018017488667614295), np.float64(-0.1232433374766545)]"
65,1,"[-0.03558925853089351, -0.13581782561900327]"
65,2,"[-0.02385056493824947, -0.14000838341334151]"
65,3,"[np.float64(-0.018017488667614295), np.float64(-0.1232433374766545)]"
66,0,"[np.float64(0.43007835609383793), np.float64(0.0862885370970744)]"
66,1,"[0.4051102474818806, 0.2531446688565094]"
66,2,"[0.4256879131992053, 0.1674579209018164]"
66,3,"[np.float64(0.4326117213781411), np.float64(0.11398766512649282)]"
67,0,"[np.float64(0.09164690557252514), np.float64(0.34869111454737944)]"
67,1,"[0.22775251152537102, 0.3405594868518166]"
67,2,"[0.10616019500706905, 0.33265799933297274]"
67,3,"[np.float64(0.070335865796999), np.float64(0.33315484789736727)]"
68,0,"[np.float64(-0.14866547356343043), np.float64(-0.06854943777298643)]"
68,1,"[-0.05422847913920324, -0.10934958440408477]"
68,2,"[-0.11035524157454102, -0.09607722368014796]"
68,3,"[np.float64(-0.14968698277604012), np.float64(-0.10060741593387545)]"
69,0,"[np.float64(0.08050117427664344), np.float64(-0.14455886418929165)]"
69,1,"[-0.047124582341879995, -0.26513814664433294]"
69,2,"[0.014282629712871517, -0.22661780859880443]"
69,3,"[0.04098187959408496, -0.20778670180098793]"
70,0,"[np.float64(-0.09627107886225394), np.float64(0.2958140743868569)]"
70,1,"[-0.079554744477633, 0.28079935003946976]"
70,2,"[-0.0880958320479339, 0.29332410618516847]"
70,3,"[np.float64(-0.09345681472160094), np.float64(0.29731917086287385)]"
71,0,"[np.float64(-0.0489719612243671), np.float64(0.07871980746176029)]"
71,1,"[-0.1415051814695225, 0.05257270041579291]"
71,2,"[-0.07572745228898754, 0.0792668703965047]"
71,3,"[np.float64(-0.03860568191014363), np.float64(0.08707796147073363)]"
72,0,"[np.float64(-0.08160462414988587), np.float64(-0.05617096384623274)]"
72,1,"[-0.11029720706559751, -0.11290020652889474]"
72,2,"[-0.08337169311210654, -0.0754116277641884]"
72,3,"[np.float64(-0.07371910736996728), np.float64(-0.04960946590595562)]"
73,0,"[np.float64(0.06099041044023758), np.float64(0.026005112645367874)]"
73,1,"[0.06206151958085319, -0.1312481834957118]"
73,2,"[0.06085285641632473, -0.03081173298463146]"
73,3,"[np.float64(0.060020055589721726), np.float64(0.016661636465328523)]"
74,0,"[np.float64(-0.023022815903831137), np.float64(-0.17235310138532556)]"
74,1,"[0.03413282330929645, -0.19706309186749316]"
74,2,"[0.004737384988704588, -0.17797126869739027]"
74,3,"[-0.0017321659990234967, -0.1733048343400313]"
0,0,"[np.float64(-0.1674382266303665), np.float64(-0.04228590905685402)]"
0,1,"[-0.11632436892170064, -0.05983340252139327]"
0,2,"[-0.1674382266303665, -0.04228590905685402]"
0,3,"[-0.14463282074569492, -0.052603563649764255]"
1,0,"[np.float64(-0.07702589867083103), np.float64(0.08818667055856519)]"
1,1,"[-0.13552594092607959, -0.13625336077500894]"
1,2,"[-0.12801583053245516, -0.13379174723622078]"
1,3,"[np.float64(-0.07058148443612924), np.float64(0.018975366861854692)]"
2,0,"[np.float64(0.02412816426262727), np.float64(0.10160329405760919)]"
2,1,"[0.11558548382359954, 0.09933030336869235]"
2,2,"[0.07310390571842668, 0.11011122325619783]"
2,3,"[np.float64(0.005837943347963108), np.float64(0.09780480940938768)]"
3,0,"[np.float64(0.03695882692492468), np.float64(0.2903393286092077)]"
3,1,"[0.1488681651981635, 0.375162369004722]"
3,2,"[0.11098163985508375, 0.3519778729500155]"
3,3,"[0.09315990832935965, 0.3353987245242133]"
4,0,"[np.float64(-0.11840684171539573), np.float64(0.37410392205494836)]"
4,1,"[-0.057099310498757466, 0.44184709387632437]"
4,2,"[-0.0851960261007037, 0.3814666043738664]"
4,3,"[np.float64(-0.1179318317032183), np.float64(0.3598279465945983)]"
5,0,"[np.float64(-0.21155109035824904), np.float64(0.06285396309836971)]"
5,1,"[-0.16794592783316975, 0.06618550708574375]"
5,2,"[-0.17523257921432617, 0.06411254131240904]"
5,3,"[np.float64(-0.2031735994482571), np.float64(0.06253914550373432)]"
6,0,"[np.float64(0.29578201312088515), np.float64(0.013706343218922066)]"
6,1,"[0.22244641296911638, 0.12115619985125954]"
6,2,"[0.30262571794002047, 0.06661500752698427]"
6,3,"[np.float64(0.3275216918506499), np.float64(0.008154137256659685)]"
7,0,"[np.float64(-0.033838949230887094), np.float64(-0.07087599288406413)]"
7,1,"[-0.06627216880912268, -0.1432697998864889]"
7,2,"[-0.0559352370083864, -0.07470491394715148]"
7,3,"[np.float64(-0.05094347518685233), np.float64(-0.056089406306587916)]"
8,0,"[np.float64(0.003940796232336532), np.float64(-0.1868051315988964)]"
8,1,"[-0.014552367686198296, -0.20507829129897437]"
8,2,"[0.004061144364778748, -0.18690408082006796]"
8,3,"[np.float64(0.004137206319302086), np.float64(-0.18602447889126564)]"
9,0,"[np.float64(0.09553697465468668), np.float64(-0.16417281154545826)]"
9,1,"[0.0942554564831797, 0.0479367652318716]"
9,2,"[np.float64(0.096443360869115), np.float64(-0.21018533440187923)]"
9,3,"[np.float64(0.09618070619576938), np.float64(-0.19097787528178062)]"
10,0,"[np.float64(0.11553182342121124), np.float64(-0.08130518950140259)]"
10,1,"[0.14195016682403483, -0.19198212672715753]"
10,2,"[0.13471629659395587, -0.17068819388005452]"
10,3,"[np.float64(0.10965721593099045), np.float64(-0.08927567765855021)]"
11,0,"[np.float64(-0.16553245506506395), np.float64(-0.13556810365239638)]"
11,1,"[-0.10168165602797445, -0.24302791442336558]"
11,2,"[-0.11238834636628581, -0.1896722741592804]"
11,3,"[np.float64(-0.16917116771859195), np.float64(-0.08751426595225517)]"
12,0,"[np.float64(0.1192329715583568), np.float64(-0.07786474570505986)]"
12,1,"[0.32507823924675805, 0.22830302371491204]"
12,2,"[0.28793580721185924, 0.177894413545264]"
12,3,"[np.float64(0.16050453920779306), np.float64(-0.0013008021853290475)]"
13,0,"[np.float64(-0.00019485026082842472), np.float64(0.007896416635741515)]"
13,1,"[0.12307732489382854, 0.049187949095307784]"
13,2,"[0.05968988274909458, 0.01713580703587795]"
13,3,"[np.float64(0.010198856281416063), np.float64(0.0036682144204186647)]"
14,0,"[np.float64(0.03550262091119894), np.float64(-0.33774884626604385)]"
14,1,"[0.01332002056268921, -0.18742229262165022]"
14,2,"[0.029639166954025794, -0.27384535346997363]"
14,3,"[np.float64(0.04791188806611856), np.float64(-0.3301823351557803)]"
15,0,"[np.float64(0.10137406864309814), np.float64(-0.381987263663527)]"
15,1,"[0.0978013649373333, -0.3817139309426686]"
15,2,"[0.10050371589594448, -0.38293520354030547]"
15,3,"[np.float64(0.10220525635185755), np.float64(-0.38254820722615773)]"
16,0,"[np.float64(-0.2081044051914934), np.float64(0.06988558268822762)]"
16,1,"[-0.13227278572279128, 0.027377400354060333]"
16,2,"[-0.18154373780092534, 0.06716626065467493]"
16,3,"[np.float64(-0.1969597604553198), np.float64(0.0724153737563255)]"
17,0,"[np.float64(-0.03579276230839013), np.float64(0.06184026217402115)]"
17,1,"[-0.18743987172873255, 0.1121199724049386]"
17,2,"[-0.18525081713638236, 0.10979205041214712]"
17,3,"[np.float64(-0.043187300734665084), np.float64(0.0508571954241613)]"
18,0,"[np.float64(-0.1815962060444047), np.float64(0.16185794566770734)]"
18,1,"[-0.18919164725298596, 0.17692671613210426]"
18,2,"[-0.17239079477048702, 0.16286775344494986]"
18,3,"[np.float64(-0.17187602264708085), np.float64(0.15714401027125854)]"
19,0,"[np.float64(-0.09471913522464602), np.float64(-0.02565449900226764)]"
19,1,"[0.08504859043044981, 0.18434975596773562]"
19,2,"[0.0013486165346286716, 0.11607228609316275]"
19,3,"[np.float64(-0.08558826899312102), np.float64(0.019185932973461092)]"
20,0,"[np.float64(0.005525124135502567), np.float64(-0.15296844731123693)]"
20,1,"[0.06715602386372033, -0.16955443712241167]"
20,2,"[0.05081713023562376, -0.15677392262580547]"
20,3,"[np.float64(0.029320938442520705), np.float64(-0.15236071196335924)]"
21,0,"[np.float64(0.09318764642068346), np.float64(-0.11639368522325745)]"
21,1,"[0.05739276845384496, -0.09335184906588335]"
21,2,"[0.08189314798326125, -0.12735599841452638]"
21,3,"[np.float64(0.09270500783226529), np.float64(-0.13329816623219734)]"
22,0,"[np.float64(-0.07860767822807845), np.float64(0.0652367685281583)]"
22,1,"[-0.05368294923432776, -0.01309846097026704]"
22,2,"[-0.07804877345201293, 0.06434944900164974]"
22,3,"[np.float64(-0.08224717801364784), np.float64(0.07567632654745074)]"
23,0,"[np.float64(-0.19657403939526247), np.float64(-0.0727976117950604)]"
23,1,"[-0.1441461113666715, -0.04789527396802813]"
23,2,"[-0.17135039800069932, -0.05905465358011937]"
23,3,"[np.float64(-0.20223579272411912), np.float64(-0.07167468695556921)]"
24,0,"[np.float64(0.1793106778039803), np.float64(0.2108926304562082)]"
24,1,"[0.06320911351314934, 0.3316622347782986]"
24,2,"[0.09208047408446313, 0.3190477103627241]"
24,3,"[np.float64(0.2333505188060287), np.float64(0.21287007475590292)]"
25,0,"[np.float64(0.4283358686199385), np.float64(0.2261736426375937)]"
25,1,"[0.4384483923311887, 0.2159752160494082]"
25,2,"[0.43229326659986406, 0.2253167687272493]"
25,3,"[np.float64(0.42543651456781495), np.float64(0.22670373469476596)]"
26,0,"[np.float64(-0.0679477273273527), np.float64(-0.31229193646411624)]"
26,1,"[0.1979604505063426, -0.35781621285988474]"
26,2,"[0.031095689621002346, -0.342614905154362]"
26,3,"[np.float64(-0.015135957031869082), np.float64(-0.3330359208188273)]"
27,0,"[np.float64(0.06790189797360166), np.float64(0.07466827422494945)]"
27,1,"[0.08737896722921712, 0.13232995101033634]"
27,2,"[0.07344621458909474, 0.09232817604495332]"
27,3,"[np.float64(0.069119065277546), np.float64(0.07315245835354467)]"
28,0,"[np.float64(0.0693657066226736), np.float64(-0.01978536447264697)]"
28,1,"[0.1325049897381923, -0.12671945498518286]"
28,2,"[np.float64(0.04532237569242494), np.float64(0.026922041985118116)]"
28,3,"[np.float64(0.047338367438322454), np.float64(0.023454072951541238)]"
29,0,"[np.float64(0.27390207901669017), np.float64(-0.22813727179843024)]"
29,1,"[0.22420551209102116, -0.2350270670186274]"
29,2,"[0.2382469402830831, -0.22920565148162558]"
29,3,"[np.float64(0.2529357624269818), np.float64(-0.23576503458438697)]"
30,0,"[np.float64(0.20876899586270703), np.float64(-0.049310898732197114)]"
30,1,"[0.20241346119026746, -0.24110489221302495]"
30,2,"[0.20599732681693822, -0.2006492520833537]"
30,3,"[np.float64(0.20983401121656564), np.float64(-0.08657701256180608)]"
31,0,"[np.float64(0.07427331815635302), np.float64(0.053833830689137)]"
31,1,"[0.19702835183242046, 0.02283983167855442]"
31,2,"[0.18954667749359355, 0.039850431429692204]"
31,3,"[np.float64(0.1038061082524203), np.float64(0.05523219970787768)]"
32,0,"[np.float64(-0.18455974706973813), np.float64(-0.13308685413923507)]"
32,1,"[-0.2337565758931672, -0.24459534484924814]"
32,2,"[-0.2042214469075073, -0.2179384905999606]"
32,3,"[np.float64(-0.17934881767334587), np.float64(-0.10672710680165397)]"
33,0,"[np.float64(-0.09791784595823463), np.float64(-0.17343524530022952)]"
33,1,"[-0.020177587423121326, -0.20987846298989996]"
33,2,"[-0.05168638670873148, -0.17895604600112938]"
33,3,"[-0.06865094960470167, -0.1748209735215907]"
34,0,"[np.float64(0.16869431623857248), np.float64(0.30440734517949175)]"
34,1,"[0.18694979130290884, 0.25553550019951066]"
34,2,"[0.170303344388396, 0.30054543005384193]"
34,3,"[np.float64(0.16254677204241616), np.float64(0.3185550522105017)]"
35,0,"[np.float64(-0.15802550445793773), np.float64(-0.11299886208285397)]"
35,1,"[-0.21706736143768496, -0.11723150021293094]"
35,2,"[-0.1900342525581717, -0.12234334897523393]"
35,3,"[np.float64(-0.16698600953611542), np.float64(-0.1341225406499938)]"
36,0,"[np.float64(-0.017861056894648633), np.float64(0.12608201284719922)]"
36,1,"[0.1983819473137858, 0.15408032605052216]"
36,2,"[0.10265583110082305, 0.13280247519549754]"
36,3,"[np.float64(-0.013114643628287043), np.float64(0.11991254433245666)]"
37,0,"[np.float64(-0.007382335749553149), np.float64(-0.0887542075580595)]"
37,1,"[0.17034557948869614, 0.17515446858951705]"
37,2,"[0.08442692646582658, 0.047245464740331714]"
37,3,"[np.float64(0.022190790800216333), np.float64(-0.03477724475600215)]"
38,0,"[np.float64(-0.15071802942148005), np.float64(-0.24603834860716373)]"
38,1,"[-0.2256011377749545, -0.2814718337600044]"
38,2,"[-0.1954024322833528, -0.2544678728279866]"
38,3,"[np.float64(-0.17695854971570268), np.float64(-0.2347552601451512)]"
39,0,"[np.float64(0.13828863449094703), np.float64(-0.043543286456798946)]"
39,1,"[0.19381225881712083, 0.0560488189382555]"
39,2,"[0.16277290483218096, -0.04488761903493618]"
39,3,"[np.float64(0.1433528415305279), np.float64(-0.05790207437613647)]"
40,0,"[np.float64(-0.012274447631101602), np.float64(-0.30860879600006813)]"
40,1,"[0.0976012211278639, -0.12138253604800034]"
40,2,"[0.015131277536765306, -0.2627254013418042]"
40,3,"[np.float64(-0.013429919408671968), np.float64(-0.31780287131997736)]"
41,0,"[np.float64(0.10755073507425036), np.float64(0.011675759811907223)]"
41,1,"[0.06399758789463107, 0.0542841971499641]"
41,2,"[0.06637398941868645, 0.04893571566850918]"
41,3,"[np.float64(0.12122084939537633), np.float64(-0.0005023533773936203)]"
42,0,"[np.float64(0.06900203162641366), np.float64(-0.18670367990153142)]"
42,1,"[0.14726938277972573, -0.23352188772367286]"
42,2,"[np.float64(0.03955439597306988), np.float64(-0.1651287592990541)]"
42,3,"[np.float64(0.05798196202288805), np.float64(-0.17856483766047457)]"
43,0,"[np.float64(-0.05950759242088176), np.float64(-0.05903470161139137)]"
43,1,"[-0.19505256174674568, -0.07101905411262843]"
43,2,"[np.float64(-0.09930911206030688), np.float64(-0.058235659720849445)]"
43,3,"[np.float64(-0.0993091120603068), np.float64(-0.058235659720849424)]"
44,0,"[np.float64(0.1412144629989081), np.float64(0.04025231050763482)]"
44,1,"[0.07978619967880281, 0.13839610975628525]"
44,2,"[0.10026759011353682, 0.11939154295458104]"
44,3,"[np.float64(0.15087752058995674), np.float64(0.07364368353423946)]"
45,0,"[np.float64(-0.08048710329501077), np.float64(-0.07074087909778304)]"
45,1,"[-0.12852864672417844, -0.019225562356173273]"
45,2,"[-0.08655004452268808, -0.05275075615973675]"
45,3,"[np.float64(-0.05898201854554086), np.float64(-0.08407388218534861)]"
46,0,"[np.float64(-0.16774948190152622), np.float64(-0.1172609053908104)]"
46,1,"[-0.03882956002950758, -0.1463934760583688]"
46,2,"[-0.09769067718542568, -0.12172725186469646]"
46,3,"[np.float64(-0.14382746783983), np.float64(-0.10902385419352442)]"
47,0,"[np.float64(-0.19433811549027308), np.float64(0.17702335386909235)]"
47,1,"[-0.16150324269096616, 0.21987334241757023]"
47,2,"[np.float64(-0.19220439050715465), np.float64(0.17612263860275662)]"
47,3,"[np.float64(-0.1927818309541408), np.float64(0.1757004068866336)]"
48,0,"[np.float64(-0.35032131743561146), np.float64(0.05666217431815393)]"
48,1,"[-0.44742414221325716, 0.10823553143573914]"
48,2,"[-0.3556509549633671, 0.06508865553821874]"
48,3,"[np.float64(-0.3319491972759323), np.float64(0.05594699692453188)]"
49,0,"[np.float64(0.33204238782180273), np.float64(-0.157186887549274)]"
49,1,"[0.32358511836030607, -0.0031668155715351975]"
49,2,"[0.3288636950964398, -0.11346580134273872]"
49,3,"[np.float64(0.3370306997702064), np.float64(-0.17747419525168864)]"
50,0,"[np.float64(0.0866682668809689), np.float64(-0.21328802017863294)]"
50,1,"[-0.14903233576117791, -0.013294341303588638]"
50,2,"[-0.0006732557555743091, -0.10566685140860432]"
50,3,"[np.float64(0.07434783507094214), np.float64(-0.18093525540027222)]"
51,0,"[np.float64(-0.045666300001086874), np.float64(-0.20239644025494255)]"
51,1,"[-0.044008316940351774, -0.2893252281607071]"
51,2,"[-0.0455500094749422, -0.236862665875844]"
51,3,"[np.float64(-0.04640131145435786), np.float64(-0.20863227710642435)]"
52,0,"[np.float64(0.20189288455998977), np.float64(0.38475660070824225)]"
52,1,"[0.16955011798795785, 0.3415247314658511]"
52,2,"[0.19682531137542236, 0.3358707590326012]"
52,3,"[np.float64(0.20600558258934193), np.float64(0.35182033770061594)]"
53,0,"[np.float64(0.14370644987653364), np.float64(-0.07815686427726083)]"
53,1,"[0.15507933330080098, 0.11966892126117762]"
53,2,"[0.1459916851336644, 0.04248573930438608]"
53,3,"[np.float64(0.14370644987653364), np.float64(-0.07815686427726083)]"
54,0,"[np.float64(-0.08064938039252677), np.float64(0.057123369119384836)]"
54,1,"[-0.05090752552060915, -0.11372458039267276]"
54,2,"[np.float64(-0.10507722739466646), np.float64(0.0692799223554535)]"
54,3,"[np.float64(-0.09254723445180585), np.float64(0.0294922569199515)]"
55,0,"[np.float64(0.038108769025276136), np.float64(0.12721770873588664)]"
55,1,"[0.27334175743144384, 0.039534248799532073]"
55,2,"[0.15194941169122395, 0.12780646919294794]"
55,3,"[np.float64(0.08585469780289967), np.float64(0.14344295705213606)]"
56,0,"[np.float64(0.2762283194309921), np.float64(-0.08838147951065312)]"
56,1,"[0.3577368700522893, -0.076067709257818]"
56,2,"[0.28674551778340196, -0.05977947751644709]"
56,3,"[np.float64(0.2762283194309921), np.float64(-0.08838147951065312)]"
57,0,"[np.float64(0.1891078018133698), np.float64(0.0008597660899913248)]"
57,1,"[0.2072200922743824, -0.10947842062042885]"
57,2,"[0.20501023015512895, -0.007138459469184857]"
57,3,"[np.float64(0.20330761089067761), np.float64(0.036842292867859464)]"
58,0,"[np.float64(0.10383179502223913), np.float64(-0.3827523966163996)]"
58,1,"[0.10301958615313753, -0.26752868779418293]"
58,2,"[0.10800748018299201, -0.3172964777303532]"
58,3,"[np.float64(0.11046343199830469), np.float64(-0.38080054749345543)]"
59,0,"[np.float64(-0.45509660999475254), np.float64(-0.009797442170379367)]"
59,1,"[-0.13609885033002006, 0.08718955319291127]"
59,2,"[-0.2692563314934523, 0.0008623093427285317]"
59,3,"[np.float64(-0.36312035522698566), np.float64(-0.023726526648080597)]"
60,0,"[np.float64(0.0675240755630522), np.float64(0.09265176634932543)]"
60,1,"[0.14981940014630604, 0.006819263042297748]"
60,2,"[0.08582265155042998, 0.06141438453607205]"
60,3,"[np.float64(0.0675240755630522), np.float64(0.09265176634932543)]"
61,0,"[np.float64(0.23315414068578466), np.float64(-0.22071972184456798)]"
61,1,"[0.2944791991667234, -0.19146256352307262]"
61,2,"[0.23231857110020132, -0.21979082940507363]"
61,3,"[np.float64(0.21022682363305722), np.float64(-0.2266429493522568)]"
62,0,"[np.float64(0.22641226426800692), np.float64(-0.24407798247227996)]"
62,1,"[0.17616545459689642, -0.19749032453378224]"
62,2,"[0.21037335205147578, -0.2503347165545344]"
62,3,"[np.float64(0.22351971344577637), np.float64(-0.25628893719835877)]"
63,0,"[np.float64(0.2369362702197763), np.float64(-0.376207745299873)]"
63,1,"[0.2039611071131582, -0.24084242629187053]"
63,2,"[0.23464043413675262, -0.317033637825868]"
63,3,"[np.float64(0.25014512372600717), np.float64(-0.36954478294029014)]"
64,0,"[np.float64(0.011204086295738346), np.float64(0.03615431985775604)]"
64,1,"[0.14544159034664345, -0.022077834850181312]"
64,2,"[0.045952752525600896, 0.02580634600022666]"
64,3,"[np.float64(-0.004114908221998455), np.float64(0.0395995672824149)]"
65,0,"[np.float64(-0.02056115353920926), np.float64(-0.127178443755462)]"
65,1,"[0.03445852177794878, -0.08689851683835881]"
65,2,"[-0.00020725355500895992, -0.10847696686653997]"
65,3,"[np.float64(-0.030460057620657413), np.float64(-0.13738189532974113)]"
66,0,"[np.float64(0.23390853269170206), np.float64(-0.05780198531242158)]"
66,1,"[-0.02604877003124076, -0.04925002481587881]"
66,2,"[0.15680651138556875, -0.06548387117179223]"
66,3,"[np.float64(0.22323639203290743), np.float64(-0.0733025029615838)]"
67,0,"[np.float64(-0.14645607550288545), np.float64(0.06112182109782578)]"
67,1,"[-0.23605636455069717, 0.1195341840161139]"
67,2,"[-0.21206186523028198, 0.07476418256696031]"
67,3,"[np.float64(-0.1465740437163059), np.float64(0.034843781465327586)]"
68,0,"[np.float64(0.09534257265040852), np.float64(-0.0709840175999844)]"
68,1,"[0.0343512967973681, -0.09246990684980137]"
68,2,"[0.0453845862556895, -0.09217892802680064]"
68,3,"[np.float64(0.10738231941667836), np.float64(-0.06420132260076142)]"
69,0,"[np.float64(0.05546931137056682), np.float64(0.14366965963288153)]"
69,1,"[-0.16646606282652557, 0.0011890479649295516]"
69,2,"[-0.05838999022253605, 0.1134857174702713]"
69,3,"[np.float64(0.029328065548553744), np.float64(0.17157825775311497)]"
70,0,"[np.float64(-0.3235083532165917), np.float64(0.11491550950250916)]"
70,1,"[-0.2716240274127831, 0.022548035105230152]"
70,2,"[-0.32599070411875597, 0.05447460396223028]"
70,3,"[np.float64(-0.34026662975657956), np.float64(0.09064835238056998)]"
71,0,"[np.float64(-0.05902155169404328), np.float64(-0.19988411944526974)]"
71,1,"[0.0055322025395877425, -0.23438663837250387]"
71,2,"[0.004322304765702514, -0.21067467178618504]"
71,3,"[np.float64(-0.051265690399933166), np.float64(-0.19381756061480937)]"
72,0,"[np.float64(0.033958059810928636), np.float64(-0.10186443050423169)]"
72,1,"[0.11606452057686129, 0.051826233939260086]"
72,2,"[0.038230019761187145, -0.04620751799244337]"
72,3,"[np.float64(0.0184130504312501), np.float64(-0.08808664368174488)]"
73,0,"[np.float64(-0.02700464641505244), np.float64(0.3903332485974091)]"
73,1,"[0.16028343779857834, 0.15587623011901305]"
73,2,"[0.09585303344711968, 0.24203949516893644]"
73,3,"[np.float64(0.002808287534179301), np.float64(0.3431743472022756)]"
74,0,"[np.float64(-0.11262321666540456), np.float64(-0.048517243765187665)]"
74,1,"[-0.12831114197379637, -0.2191791060114446]"
74,2,"[-0.11174687257328522, -0.11887832731827191]"
74,3,"[np.float64(-0.10986776622191885), np.float64(-0.0704705101713589)]"
0,0,"[np.float64(-0.29100346785805353), np.float64(0.04590632323897803)]"
0,1,"[-0.1707002223169671, 0.03873521022765504]"
0,2,"[-0.2367254554075362, 0.062121530863997375]"
0,3,"[np.float64(-0.25863678081678304), np.float64(0.06290252591221768)]"
1,0,"[np.float64(0.06903725004066112), np.float64(0.43166132578007543)]"
1,1,"[0.018879078045675853, 0.13687297531329948]"
1,2,"[0.05614392189748837, 0.28246089773375976]"
1,3,"[np.float64(0.07023080075809449), np.float64(0.35159779395225454)]"
2,0,"[np.float64(0.06552212837614327), np.float64(-0.015215775295350838)]"
2,1,"[0.037403080443422124, -0.10642664866248655]"
2,2,"[0.0651378784465614, -0.03593236853145085]"
2,3,"[np.float64(0.07505873433946632), np.float64(0.005007559753484901)]"
3,0,"[np.float64(0.11010077170670814), np.float64(0.030208902777204796)]"
3,1,"[-0.06165383813799992, 0.028381530790275125]"
3,2,"[0.03242589358310502, 0.03034228183562282]"
3,3,"[np.float64(0.12001259473490544), np.float64(0.02955002239301871)]"
4,0,"[np.float64(-0.2187537051445776), np.float64(-0.14317821037397202)]"
4,1,"[-0.22444497874005012, -0.07386411566028897]"
4,2,"[-0.2166192671803607, -0.14454170661766153]"
4,3,"[np.float64(-0.21600712074560077), np.float64(-0.16217062088995512)]"
5,0,"[np.float64(-0.17814525414019886), np.float64(-0.14459736655953145)]"
5,1,"[0.04320504124047418, -0.08632995403981625]"
5,2,"[-0.05177482816806189, -0.10112471513232466]"
5,3,"[np.float64(-0.1663571101320005), np.float64(-0.1335657139672824)]"
6,0,"[np.float64(0.05486412123033671), np.float64(-0.020084071715876197)]"
6,1,"[0.055363818617140514, -0.06706862096557918]"
6,2,"[0.05776027179161024, -0.023122552002593874]"
6,3,"[np.float64(0.05427952953065043), np.float64(-0.010277507491568846)]"
7,0,"[np.float64(0.06783537665653147), np.float64(0.21680714685156996)]"
7,1,"[0.04111853477162637, 0.19295106339851995]"
7,2,"[0.04595238254382428, 0.19727180176792344]"
7,3,"[np.float64(0.05778350197414032), np.float64(0.20027600004515345)]"
8,0,"[np.float64(-0.21276126988104438), np.float64(-0.34827620897586337)]"
8,1,"[-0.24196704783854756, -0.446993977992715]"
8,2,"[-0.2414829853597434, -0.44513103212156113]"
8,3,"[np.float64(-0.2055997986921963), np.float64(-0.3461941475050965)]"
9,0,"[np.float64(0.058571608280667084), np.float64(-0.17449191801415082)]"
9,1,"[0.055489193916763865, -0.1986152909094498]"
9,2,"[0.05420867627955126, -0.1731623970166753]"
9,3,"[np.float64(0.058375228301833726), np.float64(-0.16383074177808932)]"
10,0,"[np.float64(0.27932459682208904), np.float64(0.13059701534308302)]"
10,1,"[0.24251102714446748, 0.17352828818291596]"
10,2,"[0.2653398582613491, 0.13726329073933619]"
10,3,"[np.float64(0.28714736129383184), np.float64(0.127058144275575)]"
11,0,"[np.float64(0.013335424650476546), np.float64(0.0037946092376029417)]"
11,1,"[0.11684329265590508, -0.07294557227826554]"
11,2,"[0.028393688122840238, -0.028254679773022734]"
11,3,"[np.float64(-0.014660242022492012), np.float64(0.009472305883821266)]"
12,0,"[np.float64(-0.09294224452872443), np.float64(0.013528699815728561)]"
12,1,"[-0.058847904684753816, -0.005268200458493966]"
12,2,"[-0.09855327599739497, 0.05635501751982097]"
12,3,"[np.float64(-0.10331293410967246), np.float64(0.056325343046681436)]"
13,0,"[np.float64(0.0653468103172413), np.float64(-0.2961473466359563)]"
13,1,"[-0.06982648911556769, -0.31595485867337664]"
13,2,"[-0.017948033703101617, -0.3093242497921394]"
13,3,"[np.float64(0.020733931047403203), np.float64(-0.296708251571017)]"
14,0,"[np.float64(-0.007755593637853234), np.float64(-0.2175414224143386)]"
14,1,"[0.016288825661545686, -0.39855457408056416]"
14,2,"[-0.004191436327024012, -0.3193056842111747]"
14,3,"[np.float64(-0.01216953581273117), np.float64(-0.25069960901423854)]"
15,0,"[np.float64(0.3812749666961426), np.float64(0.21347718610129876)]"
15,1,"[0.21788183432098387, 0.21127773647380466]"
15,2,"[0.2919862689409195, 0.21520415919948516]"
15,3,"[np.float64(0.3889757447372195), np.float64(0.2075685880925625)]"
16,0,"[np.float64(-0.14370711452860055), np.float64(0.12843530404960218)]"
16,1,"[-0.11780979060775575, 0.090688103944185]"
16,2,"[-0.1414917291571752, 0.12685346234274608]"
16,3,"[np.float64(-0.15716728797297183), np.float64(0.14207286900208088)]"
17,0,"[np.float64(0.10839385573667129), np.float64(-0.29741726567656335)]"
17,1,"[0.12757692178504879, -0.17557239865351104]"
17,2,"[0.1120942282108669, -0.24050021105422176]"
17,3,"[np.float64(0.08976976218312294), np.float64(-0.30083820834405817)]"
18,0,"[np.float64(0.2488020494045043), np.float64(0.168497647047915)]"
18,1,"[0.29151189073576267, 0.20332494252508648]"
18,2,"[0.2687606235332899, 0.17025292770530132]"
18,3,"[np.float64(0.2556446409937052), np.float64(0.1634888199633542)]"
19,0,"[np.float64(0.2666937575299173), np.float64(0.10017178935045763)]"
19,1,"[0.19006316714937582, 0.03517808576147606]"
19,2,"[0.2553768394350822, 0.10630156575096705]"
19,3,"[np.float64(0.26679740779169164), np.float64(0.12895904426757054)]"
