context,p,decision
40,0,"[np.float64(0.059529247908871), np.float64(0.29683450167471687)]"
40,1,"[0.008511141189583626, 0.3891140192717727]"
40,2,"[0.029067849326481102, 0.3376451588955699]"
40,3,"[np.float64(0.05548031757166999), np.float64(0.2963307627317013)]"
41,0,"[np.float64(0.027750643860419713), np.float64(0.005324535491452441)]"
41,1,"[0.011902748564611154, 0.02992050797756609]"
41,2,"[0.033380076295259756, 0.024792735069690472]"
41,3,"[np.float64(0.02522947080287924), np.float64(0.004429446356269863)]"
42,0,"[np.float64(0.12735839265795404), np.float64(0.005744027609798141)]"
42,1,"[0.13085951335682885, -0.01773110505296438]"
42,2,"[0.12890122316867667, -0.018796942357598045]"
42,3,"[np.float64(0.12609935581830506), np.float64(-0.0011470996032360709)]"
43,0,"[np.float64(0.2959272140076408), np.float64(-0.09812466546095869)]"
43,1,"[0.3309332361740887, -0.18318954168621424]"
43,2,"[0.318060200493525, -0.14504925873978958]"
43,3,"[np.float64(0.27177314036710937), np.float64(-0.07226769782081716)]"
44,0,"[np.float64(0.038599402722353696), np.float64(-0.3183505520568829)]"
44,1,"[0.013091530024443507, -0.32130727724907693]"
44,2,"[0.03859940272235371, -0.325619807814717]"
44,3,"[np.float64(0.04883245787398971), np.float64(-0.32818139857100037)]"
45,0,"[np.float64(-0.04182963361029394), np.float64(0.024512713458445565)]"
45,1,"[0.01776541069469951, 0.04943260479252015]"
45,2,"[-0.021103974897508218, 0.03647536426080507]"
45,3,"[np.float64(-0.0556982564956811), np.float64(0.01652383310314494)]"
46,0,"[np.float64(0.05495215485968457), np.float64(-0.06088436974015675)]"
46,1,"[0.11068599735423, -0.09512662987009199]"
46,2,"[0.07200426221005019, -0.07405610937624062]"
46,3,"[np.float64(0.04128176762187065), np.float64(-0.05019914663711113)]"
47,0,"[np.float64(-0.05897298124016166), np.float64(0.021606225903007627)]"
47,1,"[-0.01817290230791388, -0.022972689762175175]"
47,2,"[-0.05660728698975925, -0.007065757654250833]"
47,3,"[np.float64(-0.06575512836016206), np.float64(0.008670321528173281)]"
48,0,"[np.float64(0.21248514647177097), np.float64(0.1455977935415854)]"
48,1,"[0.1441370653591249, 0.1778964216999609]"
48,2,"[0.21103695421505222, 0.14924646966031166]"
48,3,"[np.float64(0.23682621320925085), np.float64(0.13762002538834137)]"
49,0,"[np.float64(0.02298269365032366), np.float64(0.3658377466580953)]"
49,1,"[0.05237897286759069, 0.3884467475579244]"
49,2,"[0.02089674569522705, 0.3762509509201825]"
49,3,"[np.float64(0.01926248890682808), np.float64(0.36889159530931664)]"
50,0,"[np.float64(0.07317464302745345), np.float64(-0.13847481468997996)]"
50,1,"[0.12629542101792313, -0.10229091046927087]"
50,2,"[0.12665482052228857, -0.1030500385774709]"
50,3,"[np.float64(0.034660766217775266), np.float64(-0.15448429622521315)]"
51,0,"[np.float64(-0.012620218692682365), np.float64(-0.027390539174335732)]"
51,1,"[0.11802729665883611, -0.002335976459877223]"
51,2,"[np.float64(-0.023888849743762937), np.float64(-0.04396976856393729)]"
51,3,"[np.float64(-0.008452158410567151), np.float64(-0.03863379575030552)]"
52,0,"[np.float64(0.06971641587553833), np.float64(0.021431670473213885)]"
52,1,"[0.0738137141702214, 0.002622082921124492]"
52,2,"[np.float64(0.07770097771152841), np.float64(0.027454384611639363)]"
52,3,"[np.float64(0.07753536959667925), np.float64(0.0270350890715609)]"
53,0,"[np.float64(-0.052269640287950836), np.float64(-0.06142953254179124)]"
53,1,"[-0.0942846426815732, -0.07674437520035282]"
53,2,"[-0.0498896660615891, -0.06030804773979452]"
53,3,"[np.float64(-0.047209254259516546), np.float64(-0.059656138543747315)]"
54,0,"[np.float64(-0.14301660786343612), np.float64(0.07766360043289046)]"
54,1,"[0.053284459658867425, 0.11498790627678576]"
54,2,"[-0.013419023553276142, 0.09113820202415447]"
54,3,"[np.float64(-0.11162601013309434), np.float64(0.06471399927430341)]"
55,0,"[np.float64(0.12425723166143174), np.float64(0.09261270336597208)]"
55,1,"[0.16178823204820517, 0.17569471178307122]"
55,2,"[0.12675374582646468, 0.12560359690177897]"
55,3,"[np.float64(0.1139106732144462), np.float64(0.10194690750399468)]"
56,0,"[np.float64(-0.23574133651380239), np.float64(-0.13231637337218782)]"
56,1,"[-0.29499220556629985, 0.18049214853181741]"
56,2,"[-0.29498254983139205, 0.1802399148336212]"
56,3,"[np.float64(-0.23574133651380239), np.float64(-0.13231637337218782)]"
57,0,"[np.float64(-0.2857160169546638), np.float64(0.22106228643216055)]"
57,1,"[-0.37342354357529145, 0.15079953624789036]"
57,2,"[-0.3184284041065546, 0.19199329189145634]"
57,3,"[np.float64(-0.2892354244206305), np.float64(0.21360223924054478)]"
58,0,"[np.float64(0.24733635264117146), np.float64(-0.0008869396407167052)]"
58,1,"[0.26646816468784684, 0.08404456413490694]"
58,2,"[0.2717013048974316, 0.026978876939568967]"
58,3,"[np.float64(0.2653826379481748), np.float64(-0.01985630351873867)]"
59,0,"[np.float64(0.19773782720467115), np.float64(-0.5595967809648706)]"
59,1,"[0.11541091503090639, -0.5149398082325496]"
59,2,"[0.11544187681738648, -0.5150475269053071]"
59,3,"[np.float64(0.16915734870271032), np.float64(-0.5640829347181016)]"
60,0,"[np.float64(0.06722438363763222), np.float64(0.12373922291476078)]"
60,1,"[0.03632459428764449, 0.07452028491442222]"
60,2,"[0.08224792547134571, 0.13713034648138164]"
60,3,"[np.float64(0.08669133250880041), np.float64(0.14401745995651954)]"
61,0,"[np.float64(-0.0783616206534398), np.float64(0.2637280008014067)]"
61,1,"[-0.11757774285205948, 0.3017406067456128]"
61,2,"[-0.10030273167687401, 0.25898329653743984]"
61,3,"[np.float64(-0.07433679555722669), np.float64(0.24929226838488577)]"
62,0,"[np.float64(0.0011903143732782725), np.float64(0.17079893135533739)]"
62,1,"[0.09613731904951056, 0.12863894187180364]"
62,2,"[0.025702325562265694, 0.12804032887512556]"
62,3,"[np.float64(0.0002412858097234974), np.float64(0.1490322593703988)]"
63,0,"[np.float64(-0.0008002693970603492), np.float64(-0.03128707681476479)]"
63,1,"[-0.12322549017300966, -0.05801475062014295]"
63,2,"[-0.015648829319031013, -0.033548648487459656]"
63,3,"[np.float64(0.045312314699576355), np.float64(-0.014411713363314073)]"
64,0,"[np.float64(0.10831685259517479), np.float64(-0.13449310249724916)]"
64,1,"[-0.02489519688298461, -0.16645061776476142]"
64,2,"[0.07500452637772576, -0.14477460606116815]"
64,3,"[np.float64(0.14493786910382594), np.float64(-0.12992275382929083)]"
65,0,"[np.float64(-0.30862804584828385), np.float64(-0.13652590749399576)]"
65,1,"[-0.05229456726371595, -0.14470184304531483]"
65,2,"[-0.11482164360446978, -0.13357976523161919]"
65,3,"[-0.18104228418567542, -0.13652590749399576]"
66,0,"[np.float64(0.00389759284671087), np.float64(-0.06898690609528157)]"
66,1,"[0.06284021717917959, -0.12277490448718645]"
66,2,"[0.007248458770413569, -0.07118474919984112]"
66,3,"[np.float64(-0.017196055355088606), np.float64(-0.052841453348152184)]"
67,0,"[np.float64(-0.08084343918272809), np.float64(-0.40017342399893713)]"
67,1,"[-0.1035809671923268, -0.09049071915881182]"
67,2,"[-0.10195475134746841, -0.17292620144124235]"
67,3,"[np.float64(-0.0908195117189664), np.float64(-0.3015690482158074)]"
68,0,"[np.float64(0.11838418904506104), np.float64(-0.08448586104721298)]"
68,1,"[0.025478403990679643, -0.09318274992701824]"
68,2,"[0.04122360102126834, -0.08953770996993686]"
68,3,"[np.float64(0.10615551984898214), np.float64(-0.08187221136541235)]"
69,0,"[np.float64(0.20375774210245942), np.float64(0.049075149302290844)]"
69,1,"[0.14579354353460353, 0.0316132746722655]"
69,2,"[0.1734262989441051, 0.04907514930229085]"
69,3,"[np.float64(0.1996886699563349), np.float64(0.05842537565742925)]"
70,0,"[np.float64(-0.0026299792775461364), np.float64(0.1924974999448975)]"
70,1,"[0.1746268615853601, 0.2882567556284384]"
70,2,"[0.08112212725197189, 0.19864861340234047]"
70,3,"[np.float64(-0.0013753180862234662), np.float64(0.15181926823289382)]"
71,0,"[np.float64(0.11045752921793436), np.float64(-0.11894146560868041)]"
71,1,"[-0.1799375482360619, -0.0800123763691198]"
71,2,"[-0.17517988885979088, -0.07441937769646059]"
71,3,"[np.float64(0.11045752921793436), np.float64(-0.11894146560868041)]"
72,0,"[np.float64(0.14627756111454054), np.float64(-0.13573023883218033)]"
72,1,"[0.10939232822778375, -0.2549152311518461]"
72,2,"[0.10978242100340825, -0.230339674921415]"
72,3,"[np.float64(0.14311698207797321), np.float64(-0.10794236165829371)]"
73,0,"[np.float64(0.04328115677298585), np.float64(-0.004102602015312956)]"
73,1,"[0.22640067947451686, -0.08211771577530662]"
73,2,"[0.12991656909869986, -0.03847952620561243]"
73,3,"[0.12340739875591278, -0.03244324287268521]"
74,0,"[np.float64(-0.11316836878013742), np.float64(-0.021373590150005173)]"
74,1,"[-0.07871059420207256, 0.016477986125633268]"
74,2,"[-0.11218525739696295, 0.003153418342711878]"
74,3,"[np.float64(-0.11619597417369135), np.float64(-0.011799516891995543)]"
0,0,"[np.float64(0.0973316321369532), np.float64(-0.4695492095324583)]"
0,1,"[0.02765716200422141, -0.06992223237234584]"
0,2,"[0.06645404523760728, -0.2822561196061094]"
0,3,"[np.float64(0.09170036283738749), np.float64(-0.4373681611939032)]"
1,0,"[np.float64(0.02631594815310008), np.float64(0.21689161944883434)]"
1,1,"[-0.06959468800324778, 0.20616707817516264]"
1,2,"[-0.050949924749980786, 0.2101010934473528]"
1,3,"[np.float64(-0.007435819965358959), np.float64(0.2222966618637228)]"
2,0,"[np.float64(0.18938743177901268), np.float64(0.305925817419908)]"
2,1,"[0.10487656695242081, 0.4331130861879499]"
2,2,"[0.16897147272507967, 0.38292435312113837]"
2,3,"[np.float64(0.20519863494093016), np.float64(0.3125383040190792)]"
3,0,"[np.float64(0.14030306376945662), np.float64(0.14187288331374742)]"
3,1,"[0.0615567278756185, 0.08141278075809875]"
3,2,"[0.10115568020233644, 0.1263719526929749]"
3,3,"[np.float64(0.12100966027993429), np.float64(0.14324407639448944)]"
4,0,"[np.float64(0.13718805558780123), np.float64(-0.07156465889936857)]"
4,1,"[0.28868313314573135, -0.09821535599295202]"
4,2,"[0.19631080987817692, -0.0881364410414356]"
4,3,"[np.float64(0.1657602807661721), np.float64(-0.08547138151205542)]"
5,0,"[np.float64(0.014466683660506234), np.float64(-0.16108622550738338)]"
5,1,"[-0.11247756748546064, -0.18134543618753982]"
5,2,"[-0.0721050233399387, -0.18984908107388226]"
5,3,"[np.float64(-0.0003522477325344081), np.float64(-0.16756043358206058)]"
6,0,"[np.float64(-0.10739469525444081), np.float64(0.09144049822620881)]"
6,1,"[-0.08253766396913598, 0.12870614797253407]"
6,2,"[-0.08970535197872302, 0.11524579522455075]"
6,3,"[np.float64(-0.10739469525444081), np.float64(0.09144049822620881)]"
7,0,"[np.float64(0.15393963186242082), np.float64(-0.1077589131562573)]"
7,1,"[0.1366855820615078, -0.1713873851066579]"
7,2,"[0.14510025378932023, -0.15472508122646586]"
7,3,"[np.float64(0.1626275541246158), np.float64(-0.10383409923277817)]"
8,0,"[np.float64(-0.05996379977550888), np.float64(-0.3186436300798667)]"
8,1,"[-0.1768198424374231, -0.17314926831231986]"
8,2,"[-0.08454148882814169, -0.2491506446850091]"
8,3,"[np.float64(-0.036304766571733), np.float64(-0.30773059097509003)]"
9,0,"[np.float64(0.07057721388813432), np.float64(0.020558618132145517)]"
9,1,"[0.2511240171132061, 0.09902936084901177]"
9,2,"[0.1653094157124349, 0.02975047603772231]"
9,3,"[0.17800480295952634, 0.038451048280798095]"
10,0,"[np.float64(0.17467488483921575), np.float64(0.11977999448535243)]"
10,1,"[0.043052390783834174, 0.11005697814539513]"
10,2,"[0.1080189342238767, 0.11927822802390609]"
10,3,"[np.float64(0.15399391011192548), np.float64(0.12039464786385048)]"
11,0,"[np.float64(0.24562992997851046), np.float64(-0.2636528933376425)]"
11,1,"[0.25714125454623027, -0.12344192336406729]"
11,2,"[0.2565656590668869, -0.1263662281145562]"
11,3,"[np.float64(0.2421987606394549), np.float64(-0.2688985098751304)]"
12,0,"[np.float64(0.4124491638448277), np.float64(0.2871898545671742)]"
12,1,"[0.22806962787116797, 0.38024497394167284]"
12,2,"[0.31647806626413627, 0.3372122110597089]"
12,3,"[np.float64(0.37933303996958045), np.float64(0.3117530876812288)]"
13,0,"[np.float64(-0.028851622982145053), np.float64(-0.046335610070060235)]"
13,1,"[0.035753638663238996, -0.09669059613393888]"
13,2,"[-0.038554222924015016, -0.046335610070060235]"
13,3,"[np.float64(-0.05370221221836857), np.float64(-0.03338402486209858)]"
14,0,"[np.float64(0.27046280372313075), np.float64(-0.20490680311258158)]"
14,1,"[0.300228015758136, -0.3192544989094527]"
14,2,"[0.28222398617273625, -0.28348261751118164]"
14,3,"[0.2729602833830483, -0.26162669188441023]"
15,0,"[np.float64(0.07442070064354962), np.float64(-0.09723845282779991)]"
15,1,"[-0.03007951022194716, -0.13991494168234014]"
15,2,"[0.032310025820110055, -0.12858929007175465]"
15,3,"[np.float64(0.11050745240107787), np.float64(-0.09574855988061856)]"
16,0,"[np.float64(0.1988144033926147), np.float64(0.18591826800772532)]"
16,1,"[0.05143536197705045, 0.31453312819772994]"
16,2,"[0.0860904337729493, 0.29052675994982907]"
16,3,"[np.float64(0.15590302918100113), np.float64(0.22285683940768053)]"
17,0,"[np.float64(-0.2036755198492733), np.float64(-0.22598250523575397)]"
17,1,"[-0.23351092079653138, -0.2562757834534699]"
17,2,"[-0.21077279050233666, -0.20386547276359276]"
17,3,"[np.float64(-0.2021233269857249), np.float64(-0.20693790028326375)]"
18,0,"[np.float64(-0.011410601034155324), np.float64(0.1347436848010412)]"
18,1,"[0.009609956574694795, 0.11906961265852237]"
18,2,"[-0.0106774818846649, 0.1264210705316733]"
18,3,"[np.float64(-0.010575379118326483), np.float64(0.13198920818870422)]"
19,0,"[np.float64(0.06426659617874363), np.float64(0.33234405669258743)]"
19,1,"[0.037588562536152864, 0.2483242266821346]"
19,2,"[0.061148676796718135, 0.2756113183963732]"
19,3,"[np.float64(0.06834100926691986), np.float64(0.29981699226044006)]"
20,0,"[np.float64(0.006425246210883112), np.float64(0.02157544267677109)]"
20,1,"[0.06889758927273984, 0.047518629931893035]"
20,2,"[0.02604924924169148, 0.032401396817880845]"
20,3,"[np.float64(0.007483008001179847), np.float64(0.01922868670526725)]"
21,0,"[np.float64(0.0518723386640689), np.float64(-0.3651624948855097)]"
21,1,"[0.16886600713910008, -0.3623789459774429]"
21,2,"[0.10381760371260855, -0.36434488749849075]"
21,3,"[np.float64(0.07952636342763393), np.float64(-0.36624519008980844)]"
22,0,"[np.float64(0.2117632739021778), np.float64(0.1189538471536799)]"
22,1,"[0.29431456860704763, -0.03769974551397154]"
22,2,"[0.22813862462700074, 0.031060528114545898]"
22,3,"[np.float64(0.18885770426019172), np.float64(0.1265853439930476)]"
23,0,"[np.float64(-0.06123129153295924), np.float64(0.12443984330870694)]"
23,1,"[-0.025421128293728678, -0.013811283603176211]"
23,2,"[-0.05779919480542253, 0.06531277698922641]"
23,3,"[np.float64(-0.07039186866526374), np.float64(0.115732087253615)]"
24,0,"[np.float64(0.18792691874496698), np.float64(-0.08464443903125574)]"
24,1,"[0.21756994698083354, -0.040575797142590436]"
24,2,"[0.2167986158645452, -0.04999952520039051]"
24,3,"[np.float64(0.18297790243100584), np.float64(-0.09082211643243115)]"
25,0,"[np.float64(0.10135775182490762), np.float64(-0.1635725597825133)]"
25,1,"[0.050000727123503855, -0.30131451162947864]"
25,2,"[0.10000909636847494, -0.2021847986978715]"
25,3,"[np.float64(0.11989927044987159), np.float64(-0.1506047303889451)]"
26,0,"[np.float64(-0.17107583425899817), np.float64(-0.3994207809237557)]"
26,1,"[-0.2571083770631393, -0.22257112728725914]"
26,2,"[-0.19594658469064144, -0.33913907018859146]"
26,3,"[np.float64(-0.15743606640533575), np.float64(-0.41614924021880473)]"
27,0,"[np.float64(0.17358760873832996), np.float64(-0.09573091944353894)]"
27,1,"[0.29457252322597427, -0.10049389973471762]"
27,2,"[0.2779711873925905, -0.09352845862207597]"
27,3,"[np.float64(0.19682793793026626), np.float64(-0.09751801104352684)]"
28,0,"[np.float64(0.24189705969930692), np.float64(0.05423730197204687)]"
28,1,"[0.20425663019928522, 0.03120807340046923]"
28,2,"[0.2423747028449637, 0.05139270135179858]"
28,3,"[np.float64(0.24794663035081824), np.float64(0.05938860654089993)]"
29,0,"[np.float64(-0.15289338522579654), np.float64(-0.06169714111797936)]"
29,1,"[-0.14994353223358683, 0.03101800859234126]"
29,2,"[-0.15983172504137355, -0.006539941586814571]"
29,3,"[np.float64(-0.14593821110252173), np.float64(-0.10157777293691518)]"
30,0,"[np.float64(0.2126808637898285), np.float64(0.1761028834495843)]"
30,1,"[0.2607155214384489, 0.1646188487541641]"
30,2,"[0.2480013217346767, 0.16862949577607844]"
30,3,"[np.float64(0.2027321775483468), np.float64(0.1778883143740011)]"
31,0,"[np.float64(0.24495686758567697), np.float64(0.22672271106227165)]"
31,1,"[0.2548288747731446, 0.38457604148084157]"
31,2,"[0.24889849446449658, 0.3303143914431751]"
31,3,"[np.float64(0.24204860244905316), np.float64(0.23385618220923227)]"
32,0,"[np.float64(0.16638502850221298), np.float64(-0.18148884442262317)]"
32,1,"[0.21749562025246494, -0.34028252235912904]"
32,2,"[0.20533566011550697, -0.2629107982906916]"
32,3,"[np.float64(0.1758944562137485), np.float64(-0.18336021153837462)]"
33,0,"[np.float64(-0.04760685108571695), np.float64(0.0945300692255459)]"
33,1,"[-0.013598381890350536, -0.025885465540098244]"
33,2,"[-0.03937328485892269, 0.018370637747888927]"
33,3,"[np.float64(-0.050988228506033774), np.float64(0.06227069699171445)]"
34,0,"[np.float64(-0.23123996370691596), np.float64(0.3945170506730124)]"
34,1,"[-0.2883556817310201, 0.3436125155030677]"
34,2,"[-0.25279732379273956, 0.39280352376990324]"
34,3,"[np.float64(-0.2369558643130968), np.float64(0.3994851579841849)]"
35,0,"[np.float64(0.08706613098654231), np.float64(-0.25732332630295207)]"
35,1,"[0.09965772416565631, -0.1573205174495883]"
35,2,"[0.09728054323109309, -0.24968699221838211]"
35,3,"[np.float64(0.09317661827285859), np.float64(-0.27110249018351346)]"
36,0,"[np.float64(-0.023117940972672474), np.float64(0.19148801549646113)]"
36,1,"[0.06603890291472128, 0.07609466298414637]"
36,2,"[0.00821001200351923, 0.18131098226266873]"
36,3,"[np.float64(-0.0054070042625746564), np.float64(0.19524998131454238)]"
37,0,"[np.float64(-0.04999425500150188), np.float64(0.16909467332356348)]"
37,1,"[-0.1066282715248235, 0.15266630283766552]"
37,2,"[-0.06336200231891741, 0.1650286225031106]"
37,3,"[np.float64(-0.03191848244856142), np.float64(0.17501483110437369)]"
38,0,"[np.float64(0.12024890484820658), np.float64(-0.1298627122248232)]"
38,1,"[0.15795598265342994, -0.17352461992672735]"
38,2,"[0.15793716811405148, -0.1734683978574331]"
38,3,"[np.float64(0.11259772966953065), np.float64(-0.12243123211012562)]"
39,0,"[np.float64(0.11726744621138935), np.float64(-0.1376298490460116)]"
39,1,"[0.14867466111064637, -0.10396325581028777]"
39,2,"[0.12794209590873357, -0.11612057712581556]"
39,3,"[np.float64(0.12219908556542292), np.float64(-0.13242079158079834)]"
40,0,"[np.float64(0.22795078376305494), np.float64(0.09985956459773047)]"
40,1,"[0.18732082068213135, 0.10642999715572365]"
40,2,"[0.22813838918106663, 0.10740481805163504]"
40,3,"[0.21625456113778407, 0.10043252580365844]"
41,0,"[np.float64(-0.1881915898664306), np.float64(-0.13020017477913165)]"
41,1,"[-0.10553682601189444, -0.07435402607654049]"
41,2,"[-0.1603384794339362, -0.13412585422624604]"
41,3,"[np.float64(-0.19559030872557498), np.float64(-0.14442332450361295)]"
42,0,"[np.float64(0.06880295384567402), np.float64(-0.0178372948879847)]"
42,1,"[0.10827260905483599, 0.23211581280794516]"
42,2,"[0.07044616361991751, 0.07233810478394681]"
42,3,"[np.float64(0.061190287308693456), np.float64(-0.010587138192914212)]"
43,0,"[np.float64(0.11737058269303713), np.float64(-0.05432994018743319)]"
43,1,"[0.20867390576192282, -0.15461045748766683]"
43,2,"[0.13729412853055958, -0.08037863816283222]"
43,3,"[np.float64(0.09281701167168999), np.float64(-0.02220606041346941)]"
44,0,"[np.float64(0.17638850769730402), np.float64(-0.10291062937463512)]"
44,1,"[0.05150921464589832, -0.006634103414614505]"
44,2,"[0.12752110507527326, -0.09620013331866312]"
44,3,"[np.float64(0.16490835169245413), np.float64(-0.12668716060658802)]"
45,0,"[np.float64(-0.05685184257857456), np.float64(-0.17073325128226854)]"
45,1,"[-0.10126595696420707, -0.11461892487410207]"
45,2,"[-0.06481994011171172, -0.161078411029078]"
45,3,"[np.float64(-0.04894013172584147), np.float64(-0.17976025690341813)]"
46,0,"[np.float64(-0.2570853334801869), np.float64(0.22219597006409655)]"
46,1,"[-0.2919950392365001, 0.03867405075369637]"
46,2,"[-0.257085333480187, 0.1460138102386696]"
46,3,"[-0.2585197166019315, 0.13700097702585703]"
47,0,"[np.float64(0.03346238249821645), np.float64(-0.20805840670226877)]"
47,1,"[0.031194205930141196, -0.19670843799006807]"
47,2,"[0.029087472293816453, -0.20695077610018764]"
47,3,"[np.float64(0.03742275933283361), np.float64(-0.2083768104896699)]"
48,0,"[np.float64(0.12147530769918666), np.float64(-0.04777349245425083)]"
48,1,"[0.040055065799751356, 0.006639987904124213]"
48,2,"[0.07596009874303593, -0.032258554318245466]"
48,3,"[np.float64(0.09118438331823062), np.float64(-0.04746501472980943)]"
49,0,"[np.float64(-0.24751341786316367), np.float64(-0.3278694764894705)]"
49,1,"[-0.2867932301948131, -0.3306811372831479]"
49,2,"[-0.24606081555748252, -0.33515726673235746]"
49,3,"[np.float64(-0.23211468807497643), np.float64(-0.3191460707418714)]"
50,0,"[np.float64(0.024942107427355593), np.float64(-0.02701592350587896)]"
50,1,"[0.1870783675301028, 0.02331414913688553]"
50,2,"[0.10321830703341396, 0.026739896912343103]"
50,3,"[np.float64(0.021014195990117723), np.float64(-0.008045803271709603)]"
51,0,"[np.float64(-0.1847790871190187), np.float64(0.05307389916107594)]"
51,1,"[-0.12220595619924478, 0.06693175460359692]"
51,2,"[-0.15144038231148302, 0.06105653269472599]"
51,3,"[np.float64(-0.20157443862675506), np.float64(0.04953768613909788)]"
52,0,"[np.float64(0.18555178523710208), np.float64(-0.23630493938534763)]"
52,1,"[0.35849759937927766, -0.10412769432100055]"
52,2,"[0.25512347844516964, -0.17245528359138934]"
52,3,"[np.float64(0.1966029701079915), np.float64(-0.21873445565904168)]"
53,0,"[np.float64(-0.0942007811000794), np.float64(-0.22319843629707498)]"
53,1,"[-0.023759248400321335, -0.1910401473045946]"
53,2,"[-0.055028085763367, -0.20058619728848137]"
53,3,"[np.float64(-0.09079003793296536), np.float64(-0.2176086287644793)]"
54,0,"[np.float64(-0.04918110133893088), np.float64(0.157207325800093)]"
54,1,"[-0.022531672917521204, 0.047860501963010504]"
54,2,"[-0.046409098545088935, 0.134146872114133]"
54,3,"[np.float64(-0.06591598971260927), np.float64(0.16479889585275087)]"
55,0,"[np.float64(0.055351608583944376), np.float64(-0.10900030646389952)]"
55,1,"[0.18755785138375275, 0.018932648194442445]"
55,2,"[0.11000665723696776, -0.031109786175931062]"
55,3,"[np.float64(0.05834919480654239), np.float64(-0.08215607043885374)]"
56,0,"[np.float64(-0.021538118585376645), np.float64(-0.2883105878537593)]"
56,1,"[0.023364322703543716, -0.3674747861664579]"
56,2,"[0.00498298026243954, -0.31008501626186713]"
56,3,"[np.float64(-0.03890379731224445), np.float64(-0.2539010274257482)]"
57,0,"[np.float64(0.12776336621343948), np.float64(-0.05023468386902847)]"
57,1,"[0.035743884650070445, -0.01559713232642116]"
57,2,"[0.12087521456883046, -0.04596230390670041]"
57,3,"[np.float64(0.1350955645064211), np.float64(-0.05161491811295782)]"
58,0,"[np.float64(-0.2502759732841551), np.float64(0.019423254862439853)]"
58,1,"[-0.10166204897974783, 0.003955548434097505]"
58,2,"[-0.18374619281841165, 0.019423254862439836]"
58,3,"[np.float64(-0.22186185592144658), np.float64(0.026177202256851707)]"
59,0,"[np.float64(-0.2120859449037642), np.float64(0.09831819295037833)]"
59,1,"[-0.3616115776621587, 0.06660079483009995]"
59,2,"[-0.27789851560947265, 0.08229179483330705]"
59,3,"[np.float64(-0.20615763605435397), np.float64(0.09767845501064346)]"
60,0,"[np.float64(-0.04642504714929979), np.float64(-0.19554881106696625)]"
60,1,"[0.12614957066110324, -0.14968783482781758]"
60,2,"[-0.0005745908688808768, -0.1986360532125121]"
60,3,"[0.017302503399395423, -0.19590476946911617]"
61,0,"[np.float64(-0.17682901984763247), np.float64(0.1385708369293458)]"
61,1,"[-0.017195172832724204, 0.17291055846089143]"
61,2,"[-0.14609936349239794, 0.14495005224624705]"
61,3,"[-0.14609936453189998, 0.1449500568477356]"
62,0,"[np.float64(-0.08502794506440445), np.float64(0.02624386848435711)]"
62,1,"[-0.07950489420756462, 0.1450424513765378]"
62,2,"[-0.07886373427275628, 0.062085712928994605]"
62,3,"[np.float64(-0.08175524645827592), np.float64(0.032996176807215796)]"
63,0,"[np.float64(-0.06515860568995181), np.float64(0.23358785765719536)]"
63,1,"[-0.03879955746078361, 0.08853406232648861]"
63,2,"[-0.050298098718241105, 0.1583529309271853]"
63,3,"[np.float64(-0.07308796664006123), np.float64(0.23385294393938216)]"
64,0,"[np.float64(-0.07373660312699466), np.float64(-0.08414376054467373)]"
64,1,"[-0.04386675498679381, -0.07419620218496789]"
64,2,"[-0.04826260688983992, -0.07903397715006877]"
64,3,"[np.float64(-0.08655772852082808), np.float64(-0.08641680885298358)]"
65,0,"[np.float64(0.268578887440193), np.float64(0.015356666620915754)]"
65,1,"[0.13656008015946494, -0.02482874412041572]"
65,2,"[0.16814674923343767, -0.024163559203995544]"
65,3,"[np.float64(0.22567552886054093), np.float64(-0.0007948534207138092)]"
66,0,"[np.float64(0.06872021836624248), np.float64(-0.3604441760304444)]"
66,1,"[0.07467778383214894, -0.1489633167743531]"
66,2,"[0.09024655064045428, -0.2481271462302308]"
66,3,"[np.float64(0.08125866945841737), np.float64(-0.2855928814234856)]"
67,0,"[np.float64(-0.15948722781847116), np.float64(-0.0826122107049952)]"
67,1,"[-0.14069182998227933, -0.13675147984461578]"
67,2,"[-0.15438015713000003, -0.09222933626296288]"
67,3,"[np.float64(-0.16615494189684782), np.float64(-0.06769100784887044)]"
68,0,"[np.float64(-0.26636815175155), np.float64(-0.018479312864204754)]"
68,1,"[-0.22212407043728447, -0.14315642778383542]"
68,2,"[-0.27720753085008426, -0.04982359048719634]"
68,3,"[np.float64(-0.26636815175155), np.float64(-0.018479312864204754)]"
69,0,"[np.float64(0.15110467643353745), np.float64(-0.1290001674876647)]"
69,1,"[0.07521545391182809, -0.1831401390885265]"
69,2,"[0.12396710826475629, -0.13769873633155186]"
69,3,"[np.float64(0.14356696206829941), np.float64(-0.12241605082440415)]"
70,0,"[np.float64(0.04442603315732142), np.float64(-0.286973590310118)]"
70,1,"[0.05453201017849095, -0.23693105386869062]"
70,2,"[0.04694842704140797, -0.2637683476885906]"
70,3,"[np.float64(0.04328623948777796), np.float64(-0.3034430942480327)]"
71,0,"[np.float64(-0.5386053700502859), np.float64(0.21534198284317954)]"
71,1,"[-0.3126326504998606, 0.2870408187219924]"
71,2,"[-0.33224731574688887, 0.28213339437978485]"
71,3,"[np.float64(-0.48057246081897353), np.float64(0.1978381458522812)]"
72,0,"[np.float64(-0.17933933257603335), np.float64(-0.19579588958517197)]"
72,1,"[-0.10794472550941549, -0.17520881069972938]"
