15-01-2025-extreme-util-principles.csv,13-01-2025-against-principles.csv,15-01-2025-50-pc-support-principles.csv,15-01-2025-general-opposition-principles.csv,15-01-2025-general-support-principles.csv,15-01-2025-bottom-quartile-principles.csv,12-01-2025-principles.csv,15-01-2025-extreme-egal-principles.csv,15-01-2025-50-pc-opposition-principles.csv,15-01-2025-top-quartile-principles.csv,16-01-2025-ESS-principles.csv
229.69565217391303,724.9565217391304,819.8695652173913,763.6086956521739,675.0869565217391,387.2173913043478,525.1739130434783,1079.4782608695652,777.6086956521739,844.2173913043479,1200.0
1506.7826086956522,1011.5217391304348,916.6086956521739,972.9130434782609,1061.391304347826,1349.2608695652175,1211.304347826087,657.0,958.9130434782609,892.304347826087,283.6521739130435
