p,Dist_p,Dist_inf,Diff
1.1,0.0012427677063216918,0.0026663492100127795,0.0014235815036910877
1.2000000000000002,0.0011791923600938067,0.0025299487601710847,0.001350756400077278
1.3000000000000003,0.0011279448408994034,0.002419997574906103,0.0012920527340066995
1.4000000000000004,0.0010857947876928707,0.002329564937738636,0.0012437701500457653
1.5000000000000004,0.0010505409620484537,0.0022539281073971594,0.0012033871453487057
1.6000000000000005,0.0010206341001203116,0.002189763149400237,0.0011691290492799253
1.7000000000000006,0.0009949535251559272,0.0021346656598045135,0.0011397121346485863
1.8000000000000007,0.0009726693109826258,0.002086855037952583,0.001114185726969957
1.9000000000000008,0.0009531542021198274,0.0020449855117048777,0.0010918313095850504
2.000000000000001,0.0009359255964428868,0.0020080216616606113,0.0010720960652177245
2.100000000000001,0.0009988962699820532,0.0018968642605200665,0.0008979679905380133
2.200000000000001,0.0010609026130392917,0.0017917365720471915,0.0007308339590078997
2.300000000000001,0.0011218277916634045,0.001692000773595969,0.0005701729819325644
2.4000000000000012,0.0011815474223149877,0.0015971687724986073,0.00041562135018361965
2.5000000000000013,0.0012399359740203637,0.0015068639431345243,0.0002669279691141606
2.6000000000000014,0.0012968758630512156,0.0014207883463384617,0.00012391248328724605
