country,rel,nonrel
AT,242.0,1616.0
BE,608.0,1129.0
CH,172.0,1261.0
CZ,247.0,1813.0
DE,385.0,2367.0
EE,269.0,1651.0
ES,274.0,1436.0
FI,1140.0,698.0
FR,314.0,1648.0
GB,201.0,1627.0
HU,710.0,604.0
IE,791.0,1681.0
IL,573.0,1550.0
IS,125.0,657.0
IT,1841.0,377.0
LT,1316.0,393.0
NL,174.0,1409.0
NO,148.0,1335.0
PL,947.0,488.0
PT,991.0,189.0
RU,363.0,1545.0
SE,201.0,1234.0
SI,1187.0,12.0
