country,rel,nonrel
AT,260.0,1598.0
BE,730.0,1007.0
CH,201.0,1232.0
CZ,206.0,1854.0
DE,385.0,2367.0
EE,192.0,1728.0
ES,171.0,1539.0
FI,1526.0,312.0
FR,216.0,1746.0
GB,219.0,1609.0
HU,762.0,552.0
IE,2447.0,25.0
IL,1635.0,488.0
IS,78.0,704.0
IT,599.0,1619.0
LT,1504.0,205.0
NL,285.0,1298.0
NO,148.0,1335.0
PL,158.0,1277.0
PT,448.0,732.0
RU,343.0,1565.0
SE,201.0,1234.0
SI,935.0,264.0
