p,Up,Dist1,Distl,Rel_adp_p,Rel_div_p,Nonrel_adp_p,Nonrel_div_p,Rel_adp_n,Rel_div_n,Nonrel_adp_n,Nonrel_div_n
1.0,5.74,0.0,0.1868046768480126,0.36319533117690017,0.6368046767989689,0.45000000306018734,0.5789849377024334,-0.36319532849699854,-0.6368046752725393,-0.45000000275609914,-0.5789849378165656
1.1,4.329886959484414,0.06798382538788501,0.6264315475744224,0.3807125223892354,0.6192874776107642,0.45000000000000007,0.5745202066485535,-0.3807125223892354,-0.6192874776107642,-0.45000000000000007,-0.5745202066485535
1.2000000000000002,3.4372447071379404,0.06991183437395658,0.5474220678206689,0.38377746802020546,0.6162225319797948,0.45,0.574308911473913,-0.38377746802020546,-0.6162225319797948,-0.45,-0.574308911473913
1.3000000000000003,2.836620290070204,0.07589629523306898,0.4836528463328038,0.38805413579099707,0.6119458642090032,0.45,0.573697305221972,-0.38805413579099707,-0.6119458642090032,-0.45,-0.573697305221972
1.4000000000000004,2.4123458401851434,0.08313528505423243,0.4317328383856474,0.3929191963303932,0.6070808036696067,0.45000000000000007,0.5728341870208611,-0.3929191963303932,-0.6070808036696067,-0.45000000000000007,-0.5728341870208611
1.5000000000000004,2.100541636110388,0.09003679919240908,0.3893901288239317,0.3978519771071266,0.6021480228928733,0.45,0.5718339628226701,-0.3978519771071266,-0.6021480228928733,-0.45,-0.5718339628226701
1.6000000000000005,1.863867024094655,0.09421638724274257,0.3564593736893569,0.401884457112727,0.598115542887273,0.44999999999999996,0.5711949696510717,-0.401884457112727,-0.598115542887273,-0.44999999999999996,-0.5711949696510717
1.7000000000000006,1.6785627678551192,0.11490244072986158,0.31197688399991935,0.4132862331833199,0.5867137668166799,0.45,0.5702975459859912,-0.4132862331833199,-0.5867137668166799,-0.45,-0.5702975459859912
1.8000000000000007,1.5292238355082057,0.13792405400367902,0.26903685870713984,0.4264566057533438,0.5735433942466563,0.45000000000000007,0.5693751979225579,-0.4264566057533438,-0.5735433942466563,-0.45000000000000007,-0.5693751979225579
1.9000000000000008,1.4065710530295539,0.15799570525263112,0.23207527311100262,0.438893585733347,0.5611064142666529,0.45000000000000007,0.5684388217627161,-0.438893585733347,-0.5611064142666529,-0.45000000000000007,-0.5684388217627161
2.000000000000001,1.304358079669842,0.1743674645060129,0.20120091439532709,0.45000000000000007,0.5499999999999999,0.45,0.5675,-0.45000000000000007,-0.5499999999999999,-0.45,-0.5675
2.100000000000001,1.2181298684216368,0.18771022673996668,0.17526999708911586,0.4598904826057995,0.5401095173942004,0.45,0.5665512854412743,-0.4598904826057995,-0.5401095173942004,-0.45,-0.5665512854412743
2.200000000000001,1.1446065719071898,0.19835733074898895,0.15359408515645692,0.4685696380089674,0.5314303619910327,0.45,0.5656080998527082,-0.4685696380089674,-0.5314303619910327,-0.45,-0.5656080998527082
2.300000000000001,1.0813205381355375,0.2068324846887743,0.13537772045405877,0.4761855213578468,0.5238144786421532,0.45,0.564676314821489,-0.4761855213578468,-0.5238144786421532,-0.45,-0.564676314821489
2.4000000000000012,1.026383122898223,0.21357490192860606,0.11996990868351151,0.4828835570827728,0.5171164429172272,0.45,0.5637615360749212,-0.4828835570827728,-0.5171164429172272,-0.45,-0.5637615360749212
2.5000000000000013,0.9783277673562029,0.21893753461663346,0.10685003749796891,0.48879390366143755,0.5112060963385624,0.45,0.5628689843706156,-0.48879390366143755,-0.5112060963385624,-0.45,-0.5628689843706156
2.6000000000000014,0.9360010704433146,0.2231993380108911,0.09560458296531726,0.49402871444516133,0.5059712855548387,0.45,0.5620033506901956,-0.49402871444516133,-0.5059712855548387,-0.45,-0.5620033506901956
2.7000000000000015,0.8984854643826793,0.22657962390226727,0.0859049094727742,0.498683043492203,0.501316956507797,0.45,0.5611686957157611,-0.498683043492203,-0.501316956507797,-0.45,-0.5611686957157611
2.8000000000000016,0.8650433333475204,0.22925085844802928,0.07748877880887711,0.5028369302159957,0.4971630697840042,0.45,0.5603683863590705,-0.5028369302159957,-0.4971630697840042,-0.45,-0.5603683863590705
2.9000000000000017,0.8350760106591515,0.23134908167332502,0.0701457280107204,0.506557675256567,0.493442324743433,0.45,0.5596050538726752,-0.506557675256567,-0.493442324743433,-0.45,-0.5596050538726752
3.0000000000000018,0.8080932873902303,0.23298208738516607,0.06370573924096959,0.5099019475752256,0.4900980524247744,0.44999999999999996,0.5588805965825433,-0.5099019475752256,-0.4900980524247744,-0.44999999999999996,-0.5588805965825433
3.100000000000002,0.7836904619290234,0.2342357535916389,0.0580305141935166,0.5129176160237322,0.48708238397626785,0.44999999999999996,0.5581961978341065,-0.5129176160237322,-0.48708238397626785,-0.44999999999999996,-0.5581961978341065
3.200000000000002,0.7615308732689833,0.23517883311093138,0.05300683850133783,0.5156452408576812,0.48435475914231885,0.44999999999999996,0.5575523950123576,-0.5156452408576812,-0.48435475914231885,-0.44999999999999996,-0.5575523950123576
3.300000000000002,0.7413324711046758,0.2358667090918297,0.048541386910274806,0.5181193575466352,0.4818806424533648,0.45,0.5569491387250814,-0.5181193575466352,-0.4818806424533648,-0.45,-0.5569491387250814
3.400000000000002,0.7228573911007163,0.2363442335322134,0.044556748831795646,0.5203694974727708,0.47963050252722916,0.45,0.5563858610499176,-0.5203694974727708,-0.47963050252722916,-0.45,-0.5563858610499176
3.500000000000002,0.7059037906715123,0.2366479229654284,0.04098832624664948,0.52242102610567,0.47757897389433007,0.45,0.5558615952755346,-0.52242102610567,-0.47757897389433007,-0.45,-0.5558615952755346
