context,p,decision
21,3,"[np.float64(0.4323880602531956), np.float64(0.15715269483124297)]"
22,0,"[np.float64(0.03572702485736526), np.float64(-0.23985925352430626)]"
22,1,"[0.06645706698204246, -0.18326264635419837]"
22,2,"[0.032989411935969055, -0.20532431028136183]"
22,3,"[np.float64(0.019367239178938466), np.float64(-0.2440041335714191)]"
23,0,"[np.float64(-0.08889371077617125), np.float64(-0.11763915182903673)]"
23,1,"[-0.0913978989357885, -0.10253387150376705]"
23,2,"[-0.09128246688954447, -0.11567855244247485]"
23,3,"[np.float64(-0.08757277787096199), np.float64(-0.11915361781973247)]"
24,0,"[np.float64(-0.023000592772134794), np.float64(-0.1975498895753878)]"
24,1,"[-0.119247777514838, -0.16402871460004917]"
24,2,"[-0.06797471096525276, -0.19191417258555613]"
24,3,"[np.float64(-0.021513891718683106), np.float64(-0.20110147637158846)]"
25,0,"[np.float64(0.03703708611306013), np.float64(-0.39096547847431246)]"
25,1,"[-0.05071932783066297, -0.37487291753300067]"
25,2,"[np.float64(0.04899015575758178), np.float64(-0.40306205725061967)]"
25,3,"[np.float64(0.04899015575758178), np.float64(-0.40306205725061967)]"
26,0,"[np.float64(-0.10341457220638095), np.float64(-0.10812149056516521)]"
26,1,"[0.014025890348102615, -0.11531592890515982]"
26,2,"[-0.0437867533654312, -0.10893770700196541]"
26,3,"[np.float64(-0.10341457220638095), np.float64(-0.10812149056516521)]"
27,0,"[np.float64(0.10274266017958147), np.float64(-0.26146976912444997)]"
27,1,"[0.10709170384905732, -0.2096485522803579]"
27,2,"[0.10274266017958147, -0.21971471488585415]"
27,3,"[np.float64(0.10186877505016248), np.float64(-0.24603701096986896)]"
28,0,"[np.float64(0.01843776719516301), np.float64(0.21583709299157985)]"
28,1,"[-0.027936405862841143, 0.18051394471047255]"
28,2,"[np.float64(0.025309873161580232), np.float64(0.2224134523213801)]"
28,3,"[np.float64(0.006850999369194144), np.float64(0.2166426259702758)]"
29,0,"[np.float64(0.030627096596764325), np.float64(0.2002920223640749)]"
29,1,"[0.09432674836302206, 0.24050673258537145]"
29,2,"[0.057519733018022004, 0.2109753916446496]"
29,3,"[np.float64(0.03790062646906425), np.float64(0.20268739570200378)]"
30,0,"[np.float64(-0.08981722800102128), np.float64(0.06408763470710069)]"
30,1,"[-0.1389446564714571, 0.056321152173602604]"
30,2,"[-0.10291878891585858, 0.06493477962882738]"
30,3,"[np.float64(-0.09067161422261924), np.float64(0.06203512883134324)]"
31,0,"[np.float64(0.10620031481585052), np.float64(-0.1313711303076492)]"
31,1,"[0.030178935574496413, -0.011894526687015045]"
31,2,"[0.030172244927509695, -0.011917775363105176]"
31,3,"[np.float64(0.10887669647544727), np.float64(-0.14148391762756832)]"
32,0,"[np.float64(0.061533961874073145), np.float64(0.18452330270847)]"
32,1,"[0.10534334105799124, 0.3666602477390896]"
32,2,"[0.11004765814611536, 0.2544324732558486]"
32,3,"[np.float64(0.09421720222764338), np.float64(0.1735254698841214)]"
33,0,"[np.float64(0.37322164242507744), np.float64(-0.008533030722320173)]"
33,1,"[0.24563827813191666, 0.01859821415332002]"
33,2,"[0.27440695425640116, 0.006279513104441088]"
33,3,"[np.float64(0.3676904644895239), np.float64(-0.013380818131014473)]"
34,0,"[np.float64(0.2322970511334633), np.float64(-0.11308767294918563)]"
34,1,"[0.23639767773084872, -0.05197467817777332]"
34,2,"[0.23499194634272116, -0.08812592098010194]"
34,3,"[np.float64(0.22891363937403847), np.float64(-0.12642124389644738)]"
35,0,"[np.float64(-0.2389524376398807), np.float64(-0.2164946315900105)]"
35,1,"[-0.1428720883245929, -0.16319899688862746]"
35,2,"[-0.1821355420254559, -0.21191257315708795]"
35,3,"[np.float64(-0.2426345980405114), np.float64(-0.23372851104926834)]"
36,0,"[np.float64(0.003965094729169144), np.float64(0.109600332291803)]"
36,1,"[-0.032570420639319454, -0.10131083000814718]"
36,2,"[-0.016193291819767187, -0.07801708503454378]"
36,3,"[np.float64(0.007160170592052043), np.float64(0.08316875731974398)]"
37,0,"[np.float64(-0.1565713346805461), np.float64(0.058870173050000724)]"
37,1,"[-0.10718042386626508, 0.09051881066941284]"
37,2,"[np.float64(-0.13707321527987848), np.float64(0.05715853712228815)]"
37,3,"[-0.10903944894298151, 0.08299978290469631]"
38,0,"[np.float64(0.2726361231952487), np.float64(0.3655482540792888)]"
38,1,"[0.30479168900052156, 0.1660875603088735]"
38,2,"[0.2706639469862133, 0.30613347947159986]"
38,3,"[0.2725268252626365, 0.2957332300190578]"
39,0,"[np.float64(-0.20740616786472468), np.float64(-0.39598255840638547)]"
39,1,"[-0.15558234861296683, -0.2592855194206815]"
39,2,"[-0.1629268861600036, -0.27268606313340077]"
39,3,"[np.float64(-0.20810113467820224), np.float64(-0.3752245141657658)]"
40,0,"[np.float64(-0.18265431956826253), np.float64(0.06444403681366434)]"
40,1,"[-0.09686489365812924, -0.07045355186952337]"
40,2,"[-0.14912441649224145, -0.006223640472779658]"
40,3,"[np.float64(-0.19802123301024077), np.float64(0.06602939125957194)]"
41,0,"[np.float64(0.2688847301095538), np.float64(-0.03458842415118281)]"
41,1,"[0.3130229353944741, -0.03698875952008722]"
41,2,"[0.2793864912623166, -0.03756073778442345]"
41,3,"[np.float64(0.2593552265848825), np.float64(-0.03228827268643505)]"
42,0,"[np.float64(0.12327758457912485), np.float64(0.04396736617966032)]"
42,1,"[-0.020975292420534544, 0.06887136004557795]"
42,2,"[0.06535942143117907, 0.038016929115385165]"
42,3,"[0.056435132873761444, 0.03992288137889115]"
43,0,"[np.float64(0.11090034304783443), np.float64(0.078529472044547)]"
43,1,"[0.035142286093625054, 0.04767053904966645]"
43,2,"[0.06066873762187546, 0.06292983414708075]"
43,3,"[np.float64(0.13614149001052467), np.float64(0.08491035700417282)]"
44,0,"[np.float64(-0.05917556395422771), np.float64(-0.21554357644816105)]"
44,1,"[-0.1270557752832204, -0.3042661626704577]"
44,2,"[-0.08371747324040535, -0.2467206395791194]"
44,3,"[np.float64(-0.05039102073287364), np.float64(-0.22670399642949343)]"
45,0,"[np.float64(-0.18597374217192925), np.float64(-0.2166253743809698)]"
45,1,"[0.01781346189925542, 0.0221848464492512]"
45,2,"[-0.07860614024846041, -0.0914485923221288]"
45,3,"[np.float64(-0.1346211232362912), np.float64(-0.1514668499014704)]"
46,0,"[np.float64(-0.12946662119267038), np.float64(-0.09768525970980294)]"
46,1,"[-0.06645531915465311, -0.30687179920282404]"
46,2,"[-0.09659779232211954, -0.181870916222585]"
46,3,"[np.float64(-0.11358953821758166), np.float64(-0.1355584004820538)]"
47,0,"[np.float64(-0.030951805440973645), np.float64(0.11901378017160953)]"
47,1,"[-0.15212064383140717, 0.16112657892896096]"
47,2,"[-0.12764002263768076, 0.14031505868681904]"
47,3,"[np.float64(-0.06844032368564928), np.float64(0.11914200138204861)]"
48,0,"[np.float64(-0.2718282566469581), np.float64(0.2249289821750791)]"
48,1,"[-0.19626977276297017, 0.1391383248842086]"
48,2,"[-0.2224148053197486, 0.16797325059383264]"
48,3,"[np.float64(-0.2704320883845722), np.float64(0.20470063223663154)]"
49,0,"[np.float64(0.2251610083104562), np.float64(0.1210822410252144)]"
49,1,"[0.30531538608976666, 0.13429958615732246]"
49,2,"[0.24757167083647108, 0.11970710456772296]"
49,3,"[np.float64(0.19680264514838797), np.float64(0.12267113601761767)]"
50,0,"[np.float64(0.2483899957115553), np.float64(-0.02817664341708133)]"
50,1,"[0.23227771004803965, 0.10082117360431089]"
50,2,"[0.24637982934550687, 0.010271067709298212]"
50,3,"[np.float64(0.25173614959582946), np.float64(-0.025617258716526647)]"
51,0,"[np.float64(-0.26627133671597764), np.float64(0.091558011135857)]"
51,1,"[-0.08270780980950299, 0.1762298443309153]"
51,2,"[-0.19301640780971924, 0.11817331630639916]"
51,3,"[np.float64(-0.25080521373939163), np.float64(0.09489788728277543)]"
52,0,"[np.float64(-0.02104049321623523), np.float64(-0.2871286085068837)]"
52,1,"[-0.08825504684273229, -0.29625975074056254]"
52,2,"[-0.030305527909828375, -0.28746413429126355]"
52,3,"[np.float64(-0.007781611909717746), np.float64(-0.28667817066726897)]"
53,0,"[np.float64(0.1304972629560972), np.float64(0.0171768039906737)]"
53,1,"[0.16034422071558535, 0.05950653897842764]"
53,2,"[0.13846057270467332, 0.040414982791595805]"
53,3,"[np.float64(0.12516386102473182), np.float64(0.0029666449701911957)]"
54,0,"[np.float64(0.19417419021772084), np.float64(0.2863121242090172)]"
54,1,"[0.19932036347693324, 0.2996416473378048]"
54,2,"[0.1943656856831529, 0.28688185195214655]"
54,3,"[0.19514994522471257, 0.2890396569346701]"
55,0,"[np.float64(-0.30099377700577556), np.float64(-0.0551575212170992)]"
55,1,"[-0.32451955051321185, -0.1996564899491694]"
55,2,"[-0.3019145340446212, -0.1282710769840218]"
55,3,"[np.float64(-0.30099377700577556), np.float64(-0.0551575212170992)]"
56,0,"[np.float64(0.23186079796324674), np.float64(0.11251211257929288)]"
56,1,"[0.2632975813275091, 0.11164243741358772]"
56,2,"[0.2582778181089747, 0.12306463843008342]"
56,3,"[np.float64(0.23817785284661347), np.float64(0.11687723772543716)]"
57,0,"[np.float64(0.0970894921385942), np.float64(-0.16032700194049873)]"
57,1,"[0.14474118376307604, -0.18720467731125662]"
57,2,"[0.10692658135442867, -0.16724054643689623]"
57,3,"[np.float64(0.10143128281589914), np.float64(-0.1641670179002084)]"
58,0,"[np.float64(0.15863043067367305), np.float64(-0.3516550281097484)]"
58,1,"[0.026638719108470987, -0.32056097713790777]"
58,2,"[0.09295683664478666, -0.33702713480404817]"
58,3,"[np.float64(0.12421419131036154), np.float64(-0.34648833397624773)]"
59,0,"[np.float64(-0.08143166469065606), np.float64(0.037591811202797774)]"
59,1,"[-0.043202228097214274, 0.09022178919157754]"
59,2,"[-0.07932470213238615, 0.03816703419620743]"
59,3,"[-0.0742911784962536, 0.04441650362743241]"
60,0,"[np.float64(0.26295048846380875), np.float64(0.3002153054867706)]"
60,1,"[0.21579327436070656, 0.18382693852788087]"
60,2,"[0.2617938848590815, 0.26343901548241844]"
60,3,"[np.float64(0.28098987842526746), np.float64(0.31849988467639767)]"
61,0,"[np.float64(0.0610165626435946), np.float64(-0.08670298779949807)]"
61,1,"[-0.07764331854662027, 0.00042357792119550666]"
61,2,"[-0.0666140380638323, -0.01812370012498788]"
61,3,"[np.float64(0.02609958056301242), np.float64(-0.09147633777108508)]"
62,0,"[np.float64(0.10287283724990888), np.float64(-0.1622586713676599)]"
62,1,"[0.012605149790012565, -0.1349320623110593]"
62,2,"[0.05943513930156798, -0.15861258659606056]"
62,3,"[np.float64(0.09391818375664693), np.float64(-0.16426162079688275)]"
63,0,"[np.float64(-0.07942173107130443), np.float64(-0.13734622772593374)]"
63,1,"[-0.1282428783329229, -0.2785111156550048]"
63,2,"[-0.08413397801727326, -0.20111709993936405]"
63,3,"[np.float64(-0.050809300836848016), np.float64(-0.12551085078170418)]"
64,0,"[np.float64(0.34881069110261437), np.float64(0.05928660054167155)]"
64,1,"[0.42241736484139825, 0.02293215602835659]"
64,2,"[0.40702815387488406, 0.03762604503695318]"
64,3,"[np.float64(0.3536800657729686), np.float64(0.056397075334367115)]"
65,0,"[np.float64(0.002777381373762239), np.float64(0.2461620249404755)]"
65,1,"[0.022482678578260307, 0.16861338602877862]"
65,2,"[0.008272033921905106, 0.1801650070556894]"
65,3,"[np.float64(-0.005763365541141596), np.float64(0.21567704515528655)]"
66,0,"[np.float64(0.2477407227240845), np.float64(0.04423544164681792)]"
66,1,"[0.16274204551841115, 0.02180827856432871]"
66,2,"[0.23539222978269933, 0.04324080397253656]"
66,3,"[np.float64(0.26082951763543155), np.float64(0.046978383752759215)]"
67,0,"[np.float64(-0.15547858949828633), np.float64(-0.005817385402733355)]"
67,1,"[-0.11604569708639853, -0.053966646685194894]"
67,2,"[-0.11402991815068408, -0.013364894779648834]"
67,3,"[np.float64(-0.14296626417874383), np.float64(0.013563017132463273)]"
68,0,"[np.float64(-0.01512092683297836), np.float64(-0.1896440752584633)]"
68,1,"[-0.1234717857750744, 0.033810470670436715]"
68,2,"[-0.11852680755694663, 0.015778830313554267]"
68,3,"[np.float64(0.017170566179405045), np.float64(-0.16324768427317923)]"
69,0,"[np.float64(-0.13231034371038486), np.float64(0.05351001679715354)]"
69,1,"[-0.09431056609275365, 0.09009352888572295]"
69,2,"[-0.12139490117742424, 0.0642995414987585]"
69,3,"[np.float64(-0.1387670355504256), np.float64(0.047175845024323)]"
70,0,"[np.float64(0.14827849975029542), np.float64(0.12113953972732724)]"
70,1,"[0.19062936887556967, 0.2448572734525134]"
70,2,"[0.15415829171893877, 0.1893787023419805]"
70,3,"[0.1751022755836801, 0.2271022406470562]"
71,0,"[np.float64(0.1516777210641121), np.float64(0.21212752833818707)]"
71,1,"[0.14982490170447954, 0.24617434443509312]"
71,2,"[0.15678160503489738, 0.20960638123201508]"
71,3,"[np.float64(0.15653040918550104), np.float64(0.20110394844357368)]"
72,0,"[np.float64(0.002206023211009746), np.float64(-0.2315041244427853)]"
72,1,"[-0.10517314236868476, -0.05894331140835122]"
72,2,"[-0.10048937140601737, -0.09197824990151515]"
72,3,"[np.float64(-0.01779732622396816), np.float64(-0.1988597857261169)]"
73,0,"[np.float64(0.15792730492204918), np.float64(0.4066641300007061)]"
73,1,"[0.08153635022734906, 0.3106907941793821]"
73,2,"[0.1349088867701673, 0.37314243532287633]"
73,3,"[np.float64(0.19186978353785034), np.float64(0.45608783232946876)]"
74,0,"[np.float64(0.03254740354464756), np.float64(-0.10103346423876727)]"
74,1,"[-0.05999671029032425, -0.0924541989286015]"
74,2,"[0.034264411135127015, -0.09822120981227735]"
74,3,"[np.float64(0.0535281351319673), np.float64(-0.1020052994752148)]"
0,0,"[np.float64(0.09746860564134645), np.float64(0.13608528510518525)]"
0,1,"[0.12764053938119727, 0.2564415485631187]"
0,2,"[0.07543454571106598, 0.20141716705743665]"
0,3,"[np.float64(0.06391622877220757), np.float64(0.14204537176448007)]"
1,0,"[np.float64(-0.18339381824613085), np.float64(-0.15691952226437073)]"
1,1,"[-0.20681562772627532, -0.16496114340859813]"
1,2,"[-0.18493045213561837, -0.15647764546112208]"
1,3,"[np.float64(-0.17970986519407783), np.float64(-0.15196640755870455)]"
2,0,"[np.float64(-0.03662826864365529), np.float64(0.2015706787550729)]"
2,1,"[-0.0073134682898595565, 0.235982610877451]"
2,2,"[0.006946721680796214, 0.20617976751916214]"
2,3,"[np.float64(-0.007544150853909748), np.float64(0.19876543964860743)]"
3,0,"[np.float64(0.07482452424228588), np.float64(-0.3289295881298055)]"
3,1,"[0.03285422982529766, -0.26733352467501115]"
3,2,"[0.0537662350467669, -0.2863445931937451]"
3,3,"[np.float64(0.08771110516038985), np.float64(-0.3184972686228207)]"
4,0,"[np.float64(0.3060700763098146), np.float64(-0.2106581934558665)]"
4,1,"[0.059176282077876396, -0.2449618833811117]"
4,2,"[0.08243061295044794, -0.23909146251405622]"
4,3,"[0.1807923329733727, -0.2134249791064351]"
5,0,"[np.float64(-0.31503344200705397), np.float64(0.06102634781257393)]"
5,1,"[-0.17696801227901743, 0.09875720848238662]"
5,2,"[-0.23968207191303345, 0.06739031304231193]"
5,3,"[np.float64(-0.2907334139643842), np.float64(0.0533558231423604)]"
6,0,"[np.float64(0.2137563811302751), np.float64(0.14488753927352696)]"
6,1,"[0.08928456223819156, -0.05316831752684514]"
6,2,"[0.15939652795854384, 0.06682241515955059]"
6,3,"[np.float64(0.19748764192760832), np.float64(0.11474452334045901)]"
7,0,"[np.float64(0.14906331928088037), np.float64(0.08432315726829606)]"
7,1,"[0.2205366261310573, -0.015209242628180214]"
7,2,"[0.17040926044103571, 0.018309085945964088]"
7,3,"[np.float64(0.13815024560434938), np.float64(0.058708436500250066)]"
8,0,"[np.float64(-0.08217653608585801), np.float64(0.10664563209657517)]"
8,1,"[0.06374480591548487, 0.1562925932763901]"
8,2,"[-0.023868568534784314, 0.12760670489659395]"
8,3,"[np.float64(-0.09831029520358817), np.float64(0.08689646007662313)]"
9,0,"[np.float64(0.19711344776497816), np.float64(0.26385862719232894)]"
9,1,"[0.18780048326697732, 0.2519864506070081]"
9,2,"[0.19635323740537308, 0.26706898413954505]"
9,3,"[np.float64(0.19684408248086938), np.float64(0.2674766650168435)]"
10,0,"[np.float64(-0.22826121559803508), np.float64(-0.13358457386027706)]"
10,1,"[-0.16634522451120656, -0.14222938869156077]"
10,2,"[-0.21461223132067875, -0.13532408624336456]"
10,3,"[np.float64(-0.2442396241679898), np.float64(-0.1316492051749766)]"
11,0,"[np.float64(0.24774465769158727), np.float64(-0.03288034290965427)]"
11,1,"[0.26032994599919584, 0.06246273636506054]"
11,2,"[0.26034626867012567, 0.04042323107233734]"
11,3,"[np.float64(0.2412839813268057), np.float64(-0.01585474594744061)]"
12,0,"[np.float64(0.08802284405247415), np.float64(0.015472000963365637)]"
12,1,"[0.22281239368912625, 0.10847753320046125]"
12,2,"[0.2183274805445482, 0.10887210468133049]"
12,3,"[np.float64(0.11436397238531543), np.float64(0.029211130264801363)]"
13,0,"[np.float64(0.07938395180963212), np.float64(0.14710478552926493)]"
13,1,"[-0.059074297911092644, 0.06648650628222312]"
13,2,"[-0.02219235697176669, 0.13357678666829648]"
13,3,"[np.float64(0.03183409141225971), np.float64(0.16502325146630234)]"
14,0,"[np.float64(-0.0012645898455212745), np.float64(0.07131754800387999)]"
14,1,"[-0.23678847945512155, -0.05308197631929365]"
14,2,"[-0.22174585297087707, -0.04777291641490957]"
14,3,"[np.float64(0.01570899523687591), np.float64(0.08131092596958278)]"
15,0,"[np.float64(0.08962639807854195), np.float64(-0.1579912132743616)]"
15,1,"[-0.05819320904279026, -0.15747186717643663]"
15,2,"[0.030996047079545525, -0.14348249258638499]"
15,3,"[np.float64(0.0784345345585234), np.float64(-0.15067395675180842)]"
16,0,"[np.float64(0.22553154079137727), np.float64(-0.32677217096450195)]"
16,1,"[0.1872878815440167, -0.3021575612528396]"
16,2,"[0.20550858517027637, -0.3266220471617879]"
16,3,"[np.float64(0.21708759697325644), np.float64(-0.3345882084488648)]"
17,0,"[np.float64(-0.06452119212860757), np.float64(0.04613631727565458)]"
17,1,"[-0.07405415695357502, 0.020541799734966858]"
17,2,"[np.float64(-0.07247080418160001), np.float64(0.05612085746251182)]"
17,3,"[np.float64(-0.07453816935191351), np.float64(0.05086309359257474)]"
18,0,"[np.float64(-0.09372406812884913), np.float64(-0.21798762388059179)]"
18,1,"[-0.11868947611009233, -0.18080800210056308]"
18,2,"[-0.10337517630328813, -0.18700944444238474]"
18,3,"[np.float64(-0.09041357471829439), np.float64(-0.21640808038800163)]"
19,0,"[np.float64(-0.056092860661037046), np.float64(-0.22813763622702912)]"
19,1,"[0.04070981519827433, -0.1741163652331409]"
19,2,"[0.03307134211162715, -0.21685085001516044]"
19,3,"[np.float64(0.02336799933761194), np.float64(-0.23045843130937677)]"
20,0,"[np.float64(0.19676846116936442), np.float64(0.10157080525251236)]"
20,1,"[0.24027759488924513, 0.22685429480352598]"
20,2,"[0.21852710827910263, 0.1615256108622486]"
20,3,"[np.float64(0.20078612648766278), np.float64(0.11396223231137538)]"
21,0,"[np.float64(-0.005836342761186927), np.float64(-0.28714164424261496)]"
21,1,"[0.08057988851450296, -0.3214177819933726]"
21,2,"[0.010565116480965933, -0.2961822584499516]"
21,3,"[np.float64(-0.018226486110384646), np.float64(-0.2801786880770841)]"
22,0,"[np.float64(-0.18542548334388886), np.float64(0.0674782270675224)]"
22,1,"[-0.26881913089840065, 0.11865950884828727]"
22,2,"[-0.2252105356818065, 0.08773715968438595]"
22,3,"[np.float64(-0.16777706267088555), np.float64(0.0589972334689393)]"
23,0,"[np.float64(0.10308058768129699), np.float64(0.24888233454085332)]"
23,1,"[-0.0468884890843005, 0.2174041879542034]"
23,2,"[-0.025306780731793266, 0.2414438946374872]"
23,3,"[np.float64(0.10308058768129699), np.float64(0.24888233454085332)]"
24,0,"[np.float64(0.25145938460271844), np.float64(-0.02769948078350512)]"
24,1,"[0.33267098380218607, -0.06773627374100487]"
24,2,"[0.2913459033114559, -0.0459275433454507]"
24,3,"[np.float64(0.23744483516547), np.float64(-0.02141502803886658)]"
25,0,"[np.float64(0.06101451101640634), np.float64(-0.18480505634644478)]"
25,1,"[0.057643495166149056, -0.2344963728896651]"
25,2,"[0.051245917702464505, -0.21605533058796939]"
25,3,"[np.float64(0.05383059665091944), np.float64(-0.20814747387083413)]"
26,0,"[np.float64(-0.27975807295960303), np.float64(0.022762761204917242)]"
26,1,"[-0.3839118573352226, 0.05536544791697834]"
26,2,"[-0.3190358383299548, 0.01831662359709072]"
26,3,"[np.float64(-0.2872269027722909), np.float64(0.012032011348323782)]"
27,0,"[np.float64(-0.17486351188292706), np.float64(-0.3889070265640752)]"
27,1,"[-0.032943400768272735, -0.3778345197873637]"
27,2,"[-0.09837711870173543, -0.3581094001728339]"
27,3,"[np.float64(-0.16966193602704213), np.float64(-0.37028358643791304)]"
28,0,"[np.float64(-0.19491807474889822), np.float64(-0.04382734635973448)]"
28,1,"[-0.10125106156881704, -0.056028626057384484]"
28,2,"[-0.1545960309536157, -0.02865996214325241]"
28,3,"[-0.16542290454082173, -0.024885264343897307]"
29,0,"[np.float64(0.16237487334199224), np.float64(-0.09691757314433515)]"
29,1,"[0.20177343270819686, -0.15017272583105562]"
29,2,"[0.18839691235732065, -0.14775058262914736]"
29,3,"[0.1645548752266907, -0.12444057335999086]"
30,0,"[np.float64(-0.011566718393219084), np.float64(-0.1600689782535035)]"
30,1,"[-0.044302114400895265, -0.14889841650968827]"
30,2,"[-0.036817141912159596, -0.15714195186639943]"
30,3,"[np.float64(-0.026419307128208794), np.float64(-0.17005499750078734)]"
31,0,"[np.float64(0.15537150058770613), np.float64(-0.1276185197829809)]"
31,1,"[-0.14768327818087598, -0.05055306242615193]"
31,2,"[0.012925533881718479, -0.10824030104778021]"
31,3,"[np.float64(0.15686479719925936), np.float64(-0.14702246185027942)]"
32,0,"[np.float64(-0.07593342540008349), np.float64(-0.1295328622383283)]"
32,1,"[-0.1320486746228671, -0.09880751555214097]"
32,2,"[-0.11260027205893676, -0.1101012357817845]"
32,3,"[np.float64(-0.07086147145172789), np.float64(-0.1322318748146551)]"
33,0,"[np.float64(0.08311929725348575), np.float64(0.0017727682087864266)]"
33,1,"[0.09242250532599058, 0.0005501951711537889]"
33,2,"[np.float64(0.07741888404435868), np.float64(0.010263025849925889)]"
33,3,"[np.float64(0.07913625409399647), np.float64(0.010077179971433689)]"
34,0,"[np.float64(-0.05154988965360571), np.float64(-0.02224599042670873)]"
34,1,"[-0.013623529366958737, -0.009316715292684075]"
34,2,"[-0.060772796071961954, -0.015350977821667777]"
34,3,"[np.float64(-0.07203707815999122), np.float64(-0.02640166376462065)]"
35,0,"[np.float64(-0.011740957083268042), np.float64(0.2702809667312771)]"
35,1,"[0.008340450125462626, 0.2642293225412905]"
35,2,"[-0.003323205287895134, 0.26884255476257]"
35,3,"[np.float64(-0.02407911870533666), np.float64(0.2713084131062313)]"
36,0,"[np.float64(0.1397264688487497), np.float64(0.008478507042323655)]"
36,1,"[0.12867163108619467, 0.1819731602058353]"
36,2,"[0.12291338640447169, 0.07621463784511996]"
36,3,"[np.float64(0.11637362384407327), np.float64(0.02356616467732739)]"
37,0,"[np.float64(0.10391934567681316), np.float64(-0.040099697354483745)]"
37,1,"[0.04081182017447137, 0.03349728704934214]"
37,2,"[0.09209963413905375, -0.0026863374161770204]"
37,3,"[np.float64(0.1306757389821374), np.float64(-0.026547897759869096)]"
38,0,"[np.float64(0.035986597053255714), np.float64(-0.3592998007537958)]"
38,1,"[0.06216724935373391, -0.2312530142507011]"
38,2,"[0.05318441913585076, -0.29896098059769227]"
38,3,"[np.float64(0.0421231424882689), np.float64(-0.36863581815831525)]"
39,0,"[np.float64(-0.17617860389219375), np.float64(0.04462644804301848)]"
39,1,"[-0.24872182463855663, 0.028428772058723815]"
39,2,"[-0.20964712494283821, 0.051592080224765274]"
39,3,"[-0.1900643012763436, 0.04939758232564788]"
40,0,"[np.float64(0.17718440442921865), np.float64(0.07378921874015533)]"
40,1,"[0.012874641451546208, -0.05027654822361935]"
40,2,"[0.07377467727572756, -0.014268811060791524]"
40,3,"[np.float64(0.15719152003959297), np.float64(0.054635939530778846)]"
41,0,"[np.float64(-0.04199660254714347), np.float64(0.10540354239354313)]"
41,1,"[-0.054022076581606265, 0.031038665746802224]"
41,2,"[-0.050495346726205946, 0.06373348617353639]"
41,3,"[np.float64(-0.04130160934384714), np.float64(0.1010858980367119)]"
42,0,"[np.float64(0.134069756876588), np.float64(-0.10241691417327592)]"
42,1,"[0.06044513923608893, -0.2685089773165311]"
42,2,"[0.11659277689718536, -0.18728815963086443]"
42,3,"[np.float64(0.15107328036842615), np.float64(-0.11414203040097702)]"
43,0,"[np.float64(0.06583074075624341), np.float64(-0.3149389244253623)]"
43,1,"[-0.18877217195662505, -0.31478072626472925]"
43,2,"[-0.03183487815075069, -0.31359382661309654]"
43,3,"[np.float64(0.02121039095957994), np.float64(-0.3147490924031072)]"
44,0,"[np.float64(-0.1477449902341312), np.float64(-0.1605588309509825)]"
44,1,"[-0.23882395939800127, -0.11996660026382486]"
44,2,"[-0.18378913774100458, -0.1506372843044223]"
44,3,"[np.float64(-0.16435186562521678), np.float64(-0.15793666358767372)]"
45,0,"[np.float64(0.13100568024595427), np.float64(-0.23173795108157574)]"
45,1,"[0.1767794442998596, -0.15090547033581656]"
45,2,"[0.15538925139296383, -0.22970491541321966]"
45,3,"[0.16021868638221123, -0.19730056360603396]"
46,0,"[np.float64(0.22496271186157435), np.float64(0.04546569353432327)]"
46,1,"[0.20683479180428893, 0.05115168107233868]"
46,2,"[0.2261652823893739, 0.04656532855492315]"
46,3,"[np.float64(0.23179572532019654), np.float64(0.04814480527494325)]"
47,0,"[np.float64(0.2541081736816947), np.float64(0.1425343521995161)]"
47,1,"[0.3311892904432143, 0.23648126328078725]"
47,2,"[0.2627370415361009, 0.14375953167831376]"
47,3,"[np.float64(0.23170198343716863), np.float64(0.11846913313616368)]"
48,0,"[np.float64(0.35745802762986245), np.float64(0.06998321078789692)]"
48,1,"[0.35214400948777524, -0.005062860280391712]"
48,2,"[0.357323960133051, 0.025132226334909753]"
48,3,"[np.float64(0.35760293011681915), np.float64(0.07409679322534622)]"
49,0,"[np.float64(0.06393286394004859), np.float64(0.054179673494040445)]"
49,1,"[0.06582284605416613, 0.09623522822219871]"
49,2,"[0.06645876637441898, 0.06060548419929869]"
49,3,"[np.float64(0.07011427498584426), np.float64(0.04047482484167775)]"
50,0,"[np.float64(-0.09516644279322482), np.float64(0.2036479305268847)]"
50,1,"[-0.20243221387071872, 0.07688681208193841]"
50,2,"[-0.1542388662109831, 0.13187659705145194]"
50,3,"[np.float64(-0.08644069503337276), np.float64(0.21151865038195172)]"
51,0,"[np.float64(-0.004037557971338639), np.float64(-0.028662201480776105)]"
51,1,"[-0.09232379720961897, -0.03878233139594019]"
51,2,"[-0.038687509537066955, -0.03666393344745788]"
51,3,"[np.float64(-0.006804280942540021), np.float64(-0.029143142809531987)]"
52,0,"[np.float64(-0.014674353738920305), np.float64(0.1265932105260772)]"
52,1,"[-0.10546037310620127, 0.09995169525222544]"
52,2,"[-0.047261060377832884, 0.11869141358955557]"
52,3,"[np.float64(-0.03871571577191049), np.float64(0.12484288219554494)]"
53,0,"[np.float64(0.15806745667832575), np.float64(0.060568289289149646)]"
53,1,"[-0.14353110267580785, 0.2867707114552112]"
53,2,"[0.04792485382240222, 0.170233586444482]"
53,3,"[np.float64(0.13116171095434226), np.float64(0.10664065947842288)]"
