context,p,decision
30,3,"[0.0026956629131557695, -0.13679456066181853]"
31,0,"[np.float64(0.37036796816952994), np.float64(-0.029527966928050563)]"
31,1,"[0.10246915538071401, 0.05765356024767499]"
31,2,"[0.1295337652698586, 0.04958131879765368]"
31,3,"[0.12299110798033834, 0.05168340175525387]"
32,0,"[np.float64(0.296819426028103), np.float64(-0.04538655427485663)]"
32,1,"[0.02773268915431285, 0.025122543247660105]"
32,2,"[0.18422316422531082, -0.017506829788607566]"
32,3,"[np.float64(0.2612817533217872), np.float64(-0.036663895247489114)]"
33,0,"[np.float64(-0.04803918039960661), np.float64(-0.15149948782986147)]"
33,1,"[0.03331706692639555, -0.10194577444693412]"
33,2,"[np.float64(-0.025183266318109396), np.float64(-0.11369773487943882)]"
33,3,"[np.float64(-0.04462642718035412), np.float64(-0.13944325497165572)]"
34,0,"[np.float64(0.07108542318420108), np.float64(0.35722040395645716)]"
34,1,"[0.08844167730311499, 0.03795779859594853]"
34,2,"[np.float64(0.058296741024039964), np.float64(0.1958900750398034)]"
34,3,"[np.float64(0.058296741024039964), np.float64(0.1958900750398034)]"
35,0,"[np.float64(0.10790754631748796), np.float64(0.0662328964728337)]"
35,1,"[-0.017232723437106634, 0.027154572752905087]"
35,2,"[np.float64(0.08637686229629611), np.float64(0.06574621828759464)]"
35,3,"[np.float64(0.04383898871180537), np.float64(0.06673519918239908)]"
36,0,"[np.float64(0.13360031797590072), np.float64(-0.04701810502313208)]"
36,1,"[0.002778913614660963, 0.03584130300866922]"
36,2,"[np.float64(0.10080931962575845), np.float64(-0.08056295878855593)]"
36,3,"[0.07082318379251927, -0.047157186547245995]"
37,0,"[np.float64(0.08814654004147635), np.float64(-0.16151999643131693)]"
37,1,"[-0.018024829411407012, 0.016899186611829275]"
37,2,"[-0.01658971614031251, -0.02084548748296063]"
37,3,"[-0.01781137365929, 0.006877035001535694]"
38,0,"[np.float64(0.05019029865819327), np.float64(-0.023764819903999868)]"
38,1,"[-0.00846776420161848, -0.10066226696685442]"
38,2,"[0.08936691231473087, -0.028625973962261825]"
38,3,"[0.05127705315040874, -0.05976441234360176]"
0,0,"[np.float64(-0.36139912246600303), np.float64(0.2641173742507537)]"
0,1,"[-0.022411621093302497, 0.1434249851249275]"
0,2,"[-0.16164738346087953, 0.21123164954279014]"
0,3,"[-0.175252338341005, 0.21756595169027773]"
1,0,"[np.float64(0.48313336726743633), np.float64(0.271692614645259)]"
1,1,"[0.41713095175710624, 0.36116426979912775]"
1,2,"[0.44336433135846476, 0.340128702919996]"
1,3,"[0.4512381670594827, 0.3289655780121384]"
2,0,"[np.float64(0.016400505359955637), np.float64(0.23742156602025805)]"
2,1,"[-0.1153902265052455, -0.1794164302461989]"
2,2,"[-0.06092722113534081, -0.04629565016994607]"
2,3,"[np.float64(-0.02067839936487017), np.float64(0.07577443470256977)]"
3,0,"[np.float64(0.4952892502460586), np.float64(-0.17860641211613754)]"
3,1,"[0.22155310717779764, 0.1282562255641674]"
3,2,"[0.33580858836263194, -0.01313855051599681]"
3,3,"[0.31123497146433077, 0.01677091098405488]"
4,0,"[np.float64(-0.01668796731696176), np.float64(0.12495267566507562)]"
4,1,"[-0.10593128001459454, -0.007653957437258302]"
4,2,"[-0.09416286258643541, 0.00611552288916109]"
4,3,"[np.float64(-0.04416507999085961), np.float64(0.07129651937410275)]"
5,0,"[np.float64(0.2579422857348834), np.float64(-0.004689968095522537)]"
5,1,"[0.03951700531170686, 0.15122859611215947]"
5,2,"[0.15304268008979083, 0.0942447620357496]"
5,3,"[0.16839200271144972, 0.08300565965400539]"
6,0,"[np.float64(0.04079535500400943), np.float64(-0.19959037042627598)]"
6,1,"[-0.1316512101763413, -0.14385674931979542]"
6,2,"[-0.06245392387781437, -0.14656932693053207]"
6,3,"[np.float64(-0.02530461806232033), np.float64(-0.1639165121342119)]"
7,0,"[np.float64(-0.3054898340034068), np.float64(0.39384707404210334)]"
7,1,"[-0.14427942355176723, -0.09512633009010908]"
7,2,"[-0.2570967406880246, 0.1383339743675544]"
7,3,"[np.float64(-0.280644781348946), np.float64(0.233648449962724)]"
8,0,"[np.float64(0.602686897985526), np.float64(-0.007397325252589321)]"
8,1,"[0.42907823650745736, 0.05122961122698658]"
8,2,"[0.4769450020439253, 0.01922558159611862]"
8,3,"[0.45272114045022593, 0.029193469649305193]"
9,0,"[np.float64(0.02316812039838871), np.float64(-0.0335349008474619)]"
9,1,"[-0.04132523594171933, 0.07728163730340717]"
9,2,"[0.0004639837229551691, 0.023351070455377473]"
9,3,"[np.float64(0.012686975312851179), np.float64(-0.018115033215820003)]"
10,0,"[np.float64(0.07686696398569512), np.float64(-0.3248899635293266)]"
10,1,"[-0.01795660660015801, -0.30064518781278887]"
10,2,"[-0.01539048506927325, -0.31218369006093516]"
10,3,"[np.float64(0.047749162165848236), np.float64(-0.32201196444875624)]"
11,0,"[np.float64(-0.09155682338968889), np.float64(-0.33980334628856335)]"
11,1,"[0.03442940032482483, -0.2745546668920946]"
11,2,"[0.008416043821554357, -0.28655430426338063]"
11,3,"[-0.004310907847063047, -0.29194051050272035]"
12,0,"[np.float64(0.4077538198014143), np.float64(0.0013882861954401422)]"
12,1,"[-0.06222108820844467, -0.11250873295759761]"
12,2,"[0.18057096781040477, -0.0597686603885541]"
12,3,"[0.042571134752482476, -0.0966863051333836]"
13,0,"[np.float64(0.2071285444806763), np.float64(0.14571946834891827)]"
13,1,"[0.2637507391439453, 0.2321876172156906]"
13,2,"[0.24901322488598548, 0.18684975100511744]"
13,3,"[np.float64(0.22897230667959192), np.float64(0.16717882298222542)]"
14,0,"[np.float64(0.06840636111985451), np.float64(0.18454373702399035)]"
14,1,"[0.06421351102887213, 0.10590742385938348]"
14,2,"[0.06535634940299287, 0.1480810733569995]"
14,3,"[0.06498661049731899, 0.14562250549314645]"
15,0,"[np.float64(0.2135261592126288), np.float64(5.631016577023473e-06)]"
15,1,"[0.04702210358140223, -0.045043058626646926]"
15,2,"[0.12508492243375874, -0.025654849602646905]"
15,3,"[np.float64(0.16586857237452385), np.float64(-0.0065470645166218755)]"
16,0,"[np.float64(-0.2798073650704823), np.float64(0.0729968360609134)]"
16,1,"[-0.22677687979500588, -0.07162200112677478]"
16,2,"[-0.23630991118110584, 0.013872728704220016]"
16,3,"[-0.2271944353533364, -0.017688639333720613]"
17,0,"[np.float64(0.10155495497515352), np.float64(0.36637171840322347)]"
17,1,"[0.021078117077801176, 0.439833695462425]"
17,2,"[0.021966309988744645, 0.4424650705939364]"
17,3,"[np.float64(0.08605035001451623), np.float64(0.37155571344578187)]"
18,0,"[np.float64(0.40336699587703856), np.float64(-0.05137801463661931)]"
18,1,"[0.3298617120681191, 0.033076939232851585]"
18,2,"[0.3463251422364849, 0.005484195967629994]"
18,3,"[0.36703640514809943, -0.021302242088352966]"
19,0,"[np.float64(0.3501134458655988), np.float64(-0.02593408974341364)]"
19,1,"[0.23893708531294686, 0.01929507382315397]"
19,2,"[0.30134069071388536, -0.006071348559663289]"
19,3,"[np.float64(0.313666401382757), np.float64(-0.012167319088658448)]"
20,0,"[np.float64(0.015062848512160748), np.float64(-0.13322994437513275)]"
20,1,"[-0.25214740322262486, -0.07582759715469646]"
20,2,"[-0.10850073583014623, -0.09403370203193545]"
20,3,"[-0.10850073583014623, -0.09403370203193545]"
21,0,"[np.float64(0.3152410387813847), np.float64(-0.20956350814484745)]"
21,1,"[0.1602546365570361, -0.0022851081464468903]"
21,2,"[0.23635654512961718, -0.07938560773503124]"
21,3,"[0.25361168816458357, -0.10335832539619083]"
22,0,"[np.float64(0.006940446053639346), np.float64(0.6552346127815544)]"
22,1,"[0.17691436194074323, 0.07079474662671612]"
22,2,"[0.128737069029001, 0.2268355450880024]"
22,3,"[np.float64(0.05748405867840787), np.float64(0.4848020768231077)]"
23,0,"[np.float64(0.26888401271028894), np.float64(-0.007999468757580078)]"
23,1,"[0.26038566425642173, 0.04814365748152056]"
23,2,"[0.26746920013341047, 0.034411125899986135]"
23,3,"[np.float64(0.2676075346194263), np.float64(0.009500700191485738)]"
24,0,"[np.float64(0.2398414958495114), np.float64(-0.16706927455707662)]"
24,1,"[0.17927193358056037, -0.10067432081096764]"
24,2,"[0.17994728331878684, -0.1060860509683846]"
24,3,"[np.float64(0.21597430849501761), np.float64(-0.13962146411715012)]"
25,0,"[np.float64(-0.09725663609144203), np.float64(0.021776268910550303)]"
25,1,"[-0.026991323167377415, 0.02745130255627199]"
25,2,"[np.float64(-0.08609877359855381), np.float64(0.012811938093291814)]"
25,3,"[np.float64(-0.07081372742905528), np.float64(0.0461063397498873)]"
26,0,"[np.float64(0.12204601925575151), np.float64(-0.262067057092616)]"
26,1,"[0.013153842693555705, 0.0013318812587668769]"
26,2,"[np.float64(0.06082283884064908), np.float64(-0.06636598951890568)]"
26,3,"[0.03619617021358558, -0.004299966146815912]"
27,0,"[np.float64(-0.001783599502061993), np.float64(-0.13680718086561783)]"
27,1,"[0.12608153121889573, -0.16894596232858922]"
27,2,"[0.07902814825601095, -0.18908295664001123]"
27,3,"[np.float64(0.06183083108933729), np.float64(-0.18932415283221044)]"
28,0,"[np.float64(0.18590953221730838), np.float64(-0.03444494025449493)]"
28,1,"[0.03343829367176843, -0.01305698247686498]"
28,2,"[0.16761459679475682, -0.006899519557415766]"
28,3,"[0.18116006140060437, -0.012843954325241559]"
29,0,"[np.float64(-0.1141769473531471), np.float64(0.1519037810129535)]"
29,1,"[-0.008454788280753515, 0.08221355785608184]"
29,2,"[np.float64(-0.0984863867512292), np.float64(0.10169327432903877)]"
29,3,"[np.float64(-0.10108403359896324), np.float64(0.10235306130106515)]"
30,0,"[np.float64(0.21545675512714688), np.float64(-0.18933947954924635)]"
30,1,"[0.08755902101618326, -0.08136297258662034]"
30,2,"[np.float64(0.20685704318909737), np.float64(-0.18714403220501075)]"
30,3,"[0.18162876497368607, -0.17577871549352853]"
31,0,"[np.float64(-0.04640218285727302), np.float64(0.002478123434472179)]"
31,1,"[0.07170347179165498, -0.05951882043554257]"
31,2,"[np.float64(-0.022389080952460505), np.float64(0.0008226031806928408)]"
31,3,"[0.019951950291049937, -0.07112132371961231]"
32,0,"[np.float64(0.12608276682501984), np.float64(0.2118123717696698)]"
32,1,"[0.08209401933130746, 0.06453024729320905]"
32,2,"[0.12059056621320637, 0.10965175545861693]"
32,3,"[np.float64(0.12524229767654269), np.float64(0.14427575812486607)]"
33,0,"[np.float64(-0.20449846674550168), np.float64(0.2975619139367853)]"
33,1,"[-0.0979465134796807, 0.12713446124069194]"
33,2,"[-0.07391474020711951, 0.21031347726202732]"
33,3,"[np.float64(-0.18742566335849004), np.float64(0.2902551433624579)]"
34,0,"[np.float64(-0.21201370708214345), np.float64(0.17050326831543222)]"
34,1,"[0.05178101247115126, -0.11585192746718297]"
34,2,"[0.046627248798804144, -0.09548978329507395]"
34,3,"[np.float64(-0.07620963651485199), np.float64(0.1254775684655457)]"
35,0,"[np.float64(0.08753095367357455), np.float64(-0.16234030648968217)]"
35,1,"[-0.03345508284893616, -0.06787031249214705]"
35,2,"[-0.03345508284893616, -0.06787031249214705]"
35,3,"[np.float64(0.025642458287928754), np.float64(-0.12390080483113547)]"
36,0,"[np.float64(0.10950979315556283), np.float64(0.028926569350883162)]"
36,1,"[0.013121325474474747, 0.019532293886721896]"
36,2,"[0.024591817590801812, 0.06815559546238063]"
36,3,"[np.float64(0.05885456814002546), np.float64(0.04674627815580047)]"
37,0,"[np.float64(0.17265430936556705), np.float64(0.043315729812417464)]"
37,1,"[-0.009909218320200322, 0.08200958941515278]"
37,2,"[0.03454494419817755, 0.06808246030414877]"
37,3,"[np.float64(0.10312142495451423), np.float64(0.044192802174518)]"
38,0,"[np.float64(0.2320626046231192), np.float64(-0.2456810428005623)]"
38,1,"[-0.027022076664205693, -0.03393354305027123]"
38,2,"[0.08680601918107562, -0.18675740507086502]"
38,3,"[np.float64(0.12375177865486242), np.float64(-0.2147350229604095)]"
0,0,"[np.float64(0.1868386806049221), np.float64(0.23383567521322002)]"
0,1,"[0.06728434635696551, 0.13007728376397637]"
0,2,"[0.12721881889627196, 0.17550444249151154]"
0,3,"[0.09911735300095513, 0.1447089682071912]"
1,0,"[np.float64(0.23660552792291245), np.float64(-0.045414896718266734)]"
1,1,"[0.2024663543155867, -0.026153769330507306]"
1,2,"[0.21953770407918824, -0.034931118189976795]"
1,3,"[0.20698356878482155, -0.029432369857298912]"
2,0,"[np.float64(0.2286540104894128), np.float64(0.20349535165382737)]"
2,1,"[-0.007690502185242368, 0.24883591835912272]"
2,2,"[0.14672428147825275, 0.23764311913511213]"
2,3,"[0.05031869004711379, 0.25957655407450175]"
3,0,"[np.float64(0.1801081969782316), np.float64(-0.006695575948215293)]"
3,1,"[0.114456103113873, 0.008999378277207454]"
3,2,"[0.1647014650224409, 0.03622049184810262]"
3,3,"[np.float64(0.1728254209774454), np.float64(0.025761407042093787)]"
4,0,"[np.float64(0.48764304754775817), np.float64(-0.33782712803640014)]"
4,1,"[0.03143339910846585, -0.12284649488328447]"
4,2,"[0.23475521164316493, -0.24748629164222263]"
4,3,"[0.21523005882664098, -0.23875822316273676]"
5,0,"[np.float64(0.08843559999229478), np.float64(0.2750827322424376)]"
5,1,"[-0.15393940249666324, 0.11630451164380186]"
5,2,"[-0.05183986791860977, 0.1792884948118083]"
5,3,"[np.float64(0.06047142414055408), np.float64(0.25391483837729617)]"
6,0,"[np.float64(0.2879554475368673), np.float64(-0.2011469897882469)]"
6,1,"[0.24378914266830656, -0.03282937119034402]"
6,2,"[0.24682564960183462, -0.06821969966082687]"
6,3,"[np.float64(0.2633350500233289), np.float64(-0.1488436238778627)]"
7,0,"[np.float64(-0.15849455225470668), np.float64(0.11798686325963127)]"
7,1,"[0.021616191781769392, -0.10696371443867311]"
7,2,"[-0.06585841305910617, -0.04581129729060425]"
7,3,"[np.float64(-0.12207614691054425), np.float64(0.05944862365799708)]"
8,0,"[np.float64(-0.14229936659321096), np.float64(-0.14868919642623932)]"
8,1,"[-0.02015051026851932, -0.016480768348934527]"
8,2,"[-0.071126273096656, -0.05548949216979815]"
8,3,"[np.float64(-0.12101597811341118), np.float64(-0.1245244365933606)]"
9,0,"[np.float64(0.3236479163307608), np.float64(0.03523069165498468)]"
9,1,"[0.042362881960993526, 0.14104307003475142]"
9,2,"[0.16238918142981815, 0.06885761397800937]"
9,3,"[np.float64(0.2536946702544133), np.float64(0.051593236998463125)]"
10,0,"[np.float64(-0.006896060343416235), np.float64(-0.07847382988508278)]"
10,1,"[0.1425951861597253, 0.04509258498813452]"
10,2,"[0.05871948572631411, -0.008059832576848454]"
10,3,"[np.float64(0.04302785870040078), np.float64(-0.03004456785420817)]"
11,0,"[np.float64(0.15864108835900945), np.float64(-0.04028216210174851)]"
11,1,"[0.07277883367927968, 0.14337178734240127]"
11,2,"[0.13913443603410838, 0.07277182644667946]"
11,3,"[0.10101511500129928, 0.13124469420387172]"
12,0,"[np.float64(0.43293324800836175), np.float64(-0.07399685640595746)]"
12,1,"[0.3409487084136814, 0.011137073346011737]"
12,2,"[0.39773805382394867, -0.03717438823332979]"
12,3,"[0.3907228069885832, -0.030181189615174502]"
13,0,"[np.float64(0.3059229506939487), np.float64(0.07895422913374174)]"
13,1,"[0.10142894196263035, 0.015503939504835057]"
13,2,"[0.20811470019359277, 0.05853006850524077]"
13,3,"[0.105944988054582, 0.02547879942735349]"
14,0,"[np.float64(-0.02444742826713958), np.float64(0.09441790659947749)]"
14,1,"[-0.18407260030795367, 0.08854782337385013]"
14,2,"[-0.14190190533138272, 0.10846120328966173]"
14,3,"[np.float64(-0.10253313242740776), np.float64(0.10463911983935728)]"
15,0,"[np.float64(0.0763252388191902), np.float64(-0.10376603957731176)]"
15,1,"[0.0763329638969384, 0.028545156789830262]"
15,2,"[0.06367779099680632, -0.029376470896437853]"
15,3,"[0.0687554073521756, 0.015092405990479785]"
16,0,"[np.float64(0.4301960163642846), np.float64(-0.08399750227298636)]"
16,1,"[0.0871310641591533, -0.14563881197109416]"
16,2,"[0.23761317660846848, -0.11287084109501087]"
16,3,"[np.float64(0.37372294834656794), np.float64(-0.09614232117443669)]"
17,0,"[np.float64(-0.042404747173080154), np.float64(0.1763340274373127)]"
17,1,"[0.005859167181064259, 0.029016607080553813]"
17,2,"[-0.02021356879518177, 0.055010604575370804]"
17,3,"[-0.004554075336920482, 0.04438585074954309]"
18,0,"[np.float64(-0.12624636652662813), np.float64(-0.15091773930955313)]"
18,1,"[-0.08276074409126416, -0.12433414447285747]"
18,2,"[-0.08799180667464576, -0.13395484171239838]"
18,3,"[np.float64(-0.11715422727772012), np.float64(-0.14782597117496696)]"
19,0,"[np.float64(0.011728927802810513), np.float64(0.11378797258294215)]"
19,1,"[-0.21834760059229003, 0.06295141945889936]"
19,2,"[-0.11616237879736685, 0.07722466463862]"
19,3,"[-0.10622676947019837, 0.07973385597964044]"
20,0,"[np.float64(0.14222827031193197), np.float64(-0.03534571162318944)]"
20,1,"[0.24999134483998384, -0.10310085680823458]"
20,2,"[0.21804434213947504, -0.09408605643884771]"
20,3,"[0.21261410561324892, -0.09073017380360676]"
21,0,"[np.float64(0.058676730754115364), np.float64(0.1488293082952915)]"
21,1,"[0.17606305814456663, -0.10373487981784577]"
21,2,"[0.1620694200357533, -0.05106172440757249]"
21,3,"[np.float64(0.058676730754115364), np.float64(0.1488293082952915)]"
22,0,"[np.float64(-0.3751925481352215), np.float64(0.2969155137107699)]"
22,1,"[-0.4082560533320299, 0.018718199686859477]"
22,2,"[-0.4070885235503654, 0.02403991488535087]"
22,3,"[np.float64(-0.38030879531862105), np.float64(0.2051216873968067)]"
23,0,"[np.float64(0.34182930772803843), np.float64(-0.118612343256592)]"
23,1,"[0.29562363904676703, 0.033118755766906316]"
23,2,"[0.2952944763683246, 0.019147907398399056]"
23,3,"[0.292708176550337, 0.026391448394678982]"
24,0,"[np.float64(0.006915770272691427), np.float64(0.17079057134361977)]"
24,1,"[-0.05293674001672884, 0.16814260452353563]"
24,2,"[-0.01612569738221771, 0.16874158344303639]"
24,3,"[np.float64(-0.007787521836261982), np.float64(0.16865886246605785)]"
25,0,"[np.float64(-0.1137306514471639), np.float64(0.12116113120108471)]"
25,1,"[0.05857655810811793, -0.06270666048587437]"
25,2,"[-0.048022159548517046, -0.0016838804042678505]"
25,3,"[-0.048022159548517046, -0.0016838804042678505]"
26,0,"[np.float64(-0.15041159396391274), np.float64(0.2206971701040434)]"
26,1,"[-0.12655070067772828, 0.11086189131834111]"
26,2,"[-0.1327717405271042, 0.14434185918915185]"
26,3,"[-0.139417662207013, 0.20340671969927682]"
27,0,"[np.float64(-0.18068721857279257), np.float64(0.003228151733518647)]"
27,1,"[0.006516082962421711, 0.02402066463760958]"
27,2,"[-0.11218833941750514, -0.04744874424564191]"
27,3,"[-0.008130460981323685, 0.010227839269578196]"
28,0,"[np.float64(-0.17103135921177703), np.float64(0.0168900392360544)]"
28,1,"[0.0036114008639224105, 0.02026101794475433]"
28,2,"[-0.08522001787506953, 0.019916073613307647]"
28,3,"[-0.020740582934233195, 0.021972950110185654]"
29,0,"[np.float64(0.3756690367888288), np.float64(0.15759049848789988)]"
29,1,"[0.07277448564658359, 0.001279730984467852]"
29,2,"[0.2878903017558042, 0.08192142021305948]"
29,3,"[np.float64(0.3358887518433127), np.float64(0.12018523446539349)]"
30,0,"[np.float64(0.4950830488250602), np.float64(-0.17213643467213527)]"
30,1,"[0.1018884256731927, -0.10958983258987966]"
30,2,"[np.float64(0.30738090778244426), np.float64(-0.2018231190715596)]"
30,3,"[np.float64(0.48415940349808667), np.float64(-0.1887418943890492)]"
31,0,"[np.float64(0.03769119563721571), np.float64(0.07783593892323881)]"
31,1,"[-0.015549691203322055, 0.140421392873263]"
31,2,"[0.023539308369027196, 0.11899092102729289]"
31,3,"[np.float64(0.04228015943213485), np.float64(0.08810842452320182)]"
32,0,"[np.float64(-0.25097023657669215), np.float64(-0.13578175354764166)]"
32,1,"[0.04128308065858831, -0.07247288272005542]"
32,2,"[0.032522255748686536, -0.08039554175266807]"
32,3,"[-0.018798521267405832, -0.09817477996637053]"
33,0,"[np.float64(0.10033875026540234), np.float64(-0.15660589382921714)]"
33,1,"[0.012936537681971949, -0.05579805406630757]"
33,2,"[0.06817729638721581, -0.10039666207916109]"
33,3,"[0.07413131283250611, -0.10609908467952195]"
34,0,"[np.float64(0.3036346508254065), np.float64(0.4200677820626588)]"
34,1,"[0.12460599313174622, 0.11366906071123617]"
34,2,"[np.float64(0.274401474838946), np.float64(0.344590914813523)]"
34,3,"[0.1855776771186859, 0.17673976877817993]"
35,0,"[np.float64(0.042813994491698565), np.float64(-0.09343983095407346)]"
35,1,"[-0.036423537930431335, 0.01595457610673546]"
35,2,"[np.float64(0.04337792541670262), np.float64(-0.05169084342481395)]"
35,3,"[np.float64(0.04434000664104902), np.float64(-0.0593313845955466)]"
36,0,"[np.float64(0.3429002851620533), np.float64(0.022445092539698563)]"
36,1,"[0.02064689131154174, 0.052402265288610764]"
36,2,"[np.float64(0.30991286040033994), np.float64(0.08895023060393517)]"
36,3,"[np.float64(0.21426946204732578), np.float64(0.10437281651080928)]"
37,0,"[np.float64(0.1177337156229046), np.float64(-0.16230748507882195)]"
37,1,"[-0.0006350843023288852, -0.007398454673237064]"
37,2,"[0.046814023816267404, -0.013290353913146775]"
37,3,"[0.07696390798189626, -0.05413847980424923]"
38,0,"[np.float64(-0.18058290257363194), np.float64(-0.22241168339822326)]"
38,1,"[-0.03606715209041424, -0.0878356201793995]"
38,2,"[-0.05827401983204028, -0.21025095329161153]"
38,3,"[np.float64(-0.0941432920937197), np.float64(-0.2101077184144914)]"
0,0,"[np.float64(0.34381141238925483), np.float64(0.33396358116345215)]"
0,1,"[0.3468456542277156, 0.09458205974598101]"
0,2,"[0.3640893430148341, 0.21375059452176806]"
0,3,"[np.float64(0.35307223772066054), np.float64(0.28189284618987087)]"
1,0,"[np.float64(0.20294606776042973), np.float64(-0.07728501084630979)]"
1,1,"[0.033448805768568235, -0.08752866169119823]"
1,2,"[0.12404155402679624, -0.07658505181301345]"
1,3,"[np.float64(0.1608166055594448), np.float64(-0.0771552263603199)]"
2,0,"[np.float64(0.2509855207588944), np.float64(-0.08236800640819521)]"
2,1,"[0.0938548791799224, 0.06402841265336959]"
2,2,"[0.16584117832648926, -0.014997309943334591]"
2,3,"[np.float64(0.1973242238588571), np.float64(-0.03821638906038252)]"
3,0,"[np.float64(0.2420144416705267), np.float64(-0.15235487263973507)]"
3,1,"[0.25471550934444814, -0.057966772566596145]"
3,2,"[0.24491977331972845, -0.09747743923776514]"
3,3,"[np.float64(0.24570122575392156), np.float64(-0.11050874125056766)]"
4,0,"[np.float64(0.3381124846842641), np.float64(0.04245438117001549)]"
4,1,"[0.07465613705795122, 0.1575187293533773]"
4,2,"[0.17533671953389546, 0.09364472089370775]"
4,3,"[np.float64(0.2769234005864559), np.float64(0.05155537078966946)]"
5,0,"[np.float64(-0.02061730227935643), np.float64(0.19517360100764147)]"
5,1,"[0.23574133487276702, 0.05051342476808687]"
5,2,"[0.09942189944254722, 0.13915739364975058]"
5,3,"[np.float64(0.037714444791207474), np.float64(0.16728316810540506)]"
6,0,"[np.float64(0.5308399687436212), np.float64(-0.0054713777280827325)]"
6,1,"[0.3104334787232122, -0.15349289848903896]"
6,2,"[0.36877394421769505, -0.07137050450299375]"
6,3,"[0.3468633505654434, -0.09600881789225596]"
7,0,"[np.float64(0.09654061598615604), np.float64(0.11622889520989341)]"
7,1,"[0.18632387561605823, 0.08357701041369121]"
7,2,"[0.14933825597091566, 0.10713430992793369]"
7,3,"[0.14074282902798935, 0.10843164687867093]"
8,0,"[np.float64(-0.18928881409795062), np.float64(0.1380238633724225)]"
8,1,"[-0.1640475462773564, 0.10881669755758754]"
8,2,"[-0.1850688698368933, 0.13887536559849128]"
8,3,"[-0.17721992352685723, 0.12591864007974118]"
9,0,"[np.float64(0.6733055004914579), np.float64(0.12284917186898388)]"
9,1,"[0.37488195257328766, 0.018221912906894025]"
9,2,"[0.4574807612877358, 0.04937055410201345]"
9,3,"[np.float64(0.5590255568620658), np.float64(0.08496018855596243)]"
10,0,"[np.float64(0.20307741842073704), np.float64(0.1273788247670093)]"
10,1,"[0.18236259575574085, 0.10171803846325733]"
10,2,"[0.1837464652014204, 0.12331336258310693]"
10,3,"[0.18456657404898252, 0.12223000478670124]"
11,0,"[np.float64(-0.030816778962780567), np.float64(0.11014086751238769)]"
11,1,"[-0.11929418562979596, 0.07133120302260576]"
11,2,"[-0.02270839571282246, 0.08740146468466874]"
11,3,"[np.float64(-0.012158763612319837), np.float64(0.09883963839855742)]"
12,0,"[np.float64(0.0026577589280466496), np.float64(0.1287644315005224)]"
12,1,"[0.04058708706612894, 0.1894614989491814]"
12,2,"[0.023766276243567676, 0.18541412872521726]"
12,3,"[np.float64(0.006868376482528721), np.float64(0.1420193698786227)]"
13,0,"[np.float64(0.4810460876131916), np.float64(-0.1238118073570627)]"
13,1,"[0.2590712893166392, -0.09321487169372217]"
13,2,"[0.33018930180370626, -0.08016410423768129]"
13,3,"[np.float64(0.42489802908291474), np.float64(-0.11391699988466998)]"
14,0,"[np.float64(-0.11200481039819164), np.float64(0.5005720708485794)]"
14,1,"[-0.13300269748875604, 0.3921056868654217]"
14,2,"[-0.12888143430483054, 0.40232767624550814]"
14,3,"[np.float64(-0.11668485130990981), np.float64(0.47216815153258695)]"
15,0,"[np.float64(-0.355145579784948), np.float64(0.07291279906672274)]"
15,1,"[-0.34323949862921693, -0.15128198899438494]"
15,2,"[-0.35262206606682167, -0.011815867960619286]"
15,3,"[-0.35335630410642904, -0.10083956201709549]"
16,0,"[np.float64(-0.00825649736958245), np.float64(-0.15418858203181818)]"
16,1,"[-0.2490116568919416, -0.14229856200424196]"
16,2,"[-0.13450255500413844, -0.16957685345862972]"
16,3,"[-0.23377848844344923, -0.1614467314727001]"
17,0,"[np.float64(0.27614583316013047), np.float64(0.2156151098474972)]"
17,1,"[0.40488570243668276, 0.23949640145499512]"
17,2,"[0.3604383557505436, 0.23246896618294693]"
17,3,"[0.3857259819389092, 0.24083359538310273]"
18,0,"[np.float64(-0.104472493369891), np.float64(0.22401303792959354)]"
18,1,"[-0.09189209607019108, -0.0383364286632947]"
18,2,"[-0.0908307556269871, 0.007917553321795404]"
18,3,"[np.float64(-0.10219092427177873), np.float64(0.21698301760339564)]"
19,0,"[np.float64(-0.15418302617056853), np.float64(0.3589793690894692)]"
19,1,"[-0.1922075679793035, 0.34346730943108705]"
19,2,"[-0.1623597754942821, 0.35442210997132667]"
19,3,"[-0.17259189384104043, 0.3530252007912511]"
20,0,"[np.float64(-0.00538421869241576), np.float64(-0.12809696805677706)]"
20,1,"[-0.021879383349472682, -0.1316476825552327]"
20,2,"[-0.018660037603050066, -0.1443509120718344]"
20,3,"[-0.01643735177562467, -0.14555091696617975]"
21,0,"[np.float64(0.14329303188795145), np.float64(0.13567892420240996)]"
21,1,"[0.06033821767707921, 0.11143496067228309]"
21,2,"[0.05733774538476165, 0.12482183947883738]"
21,3,"[0.059211358735968014, 0.1259272549858477]"
22,0,"[np.float64(0.2479957201501423), np.float64(0.012888886993707362)]"
22,1,"[0.23160889858871997, -0.06190095750926551]"
22,2,"[0.23903149785796746, -0.012220665332097886]"
22,3,"[np.float64(0.2436053648386075), np.float64(0.0013174512867576461)]"
23,0,"[np.float64(0.44481545529701727), np.float64(-0.5340758567751775)]"
23,1,"[-0.042171329371074054, -0.43977257473013615]"
23,2,"[0.16237045959443536, -0.48224239186474727]"
23,3,"[np.float64(0.28052293549315355), np.float64(-0.5054752828804142)]"
