0,0,0.0
0,1,0.4622438920089401
0,2,0.5377561079910599
0,3,0.0
1,0,0.0
1,1,0.46891123514959476
1,2,0.5310887648504052
1,3,0.0
2,0,0.0
2,1,0.46309991855136196
2,2,0.5369000814486381
2,3,0.0
3,0,0.0
3,1,0.4622438920089401
3,2,0.5377561079910599
3,3,0.0
0,0,0.0
0,1,0.4819068876444419
0,2,0.5180931123555581
0,3,0.0
1,0,0.0
1,1,0.48437776693145124
1,2,0.5156222330685488
1,3,0.0
2,0,0.0
2,1,0.48212354763229154
2,2,0.5178764523677085
2,3,0.0
3,0,0.0
3,1,0.4827418652640273
3,2,0.5172581347359727
3,3,0.0
