p,Up,Dist1,Distl,Rel-Rel,Rel-Nonrel,Nonrel-Rel,Nonrel-Nonrel
1.0,4.275994403334655,0.0,0.032987803132853655,-8.226813770029881e-24,0.34553283100071297,0.654467168999287,-8.226813770029881e-24
1.1,3.1523822173448046,0.011142588831255221,0.0508039472412633,0.0,0.3514664884747237,0.6485335115252762,0.0
1.2000000000000002,2.4350880040478056,0.010572575674960148,0.048205007375690015,0.0,0.3514664884747237,0.6485335115252762,0.0
1.3000000000000003,1.9629545707096112,0.010113093156947816,0.046110025145177994,0.0,0.3514664884747237,0.6485335115252762,0.0
1.4000000000000004,1.6359557994815292,0.009735178032740082,0.044386944421058484,0.0,0.3514664884747237,0.6485335115252762,0.0
1.5000000000000004,1.4000244050814779,0.009419094116263727,0.042945779278947833,0.0,0.3514664884747237,0.6485335115252762,0.0
1.6000000000000005,1.2240164928246329,0.00915095079068221,0.04172319630723051,0.0,0.3514664884747237,0.6485335115252762,0.0
1.7000000000000006,1.0890250877264693,0.008920700128130564,0.040673382597895054,0.0,0.3514664884747237,0.6485335115252762,0.0
1.8000000000000007,0.9830553275111967,0.008720901054902589,0.03976241103384931,0.0,0.3514664884747237,0.6485335115252762,0.0
1.9000000000000008,0.8982075902322646,0.008545929631885052,0.038964639611217496,0.0,0.3514664884747237,0.6485335115252762,0.0
2.000000000000001,0.829109633525702,0.00839145887422257,0.03826033970915258,0.0,0.3514664884747237,0.6485335115252762,0.0
2.100000000000001,0.7719677015177722,0.009941029308896872,0.03594716948366556,0.0,0.35267917202974824,0.6473208279702517,0.0
2.200000000000001,0.7240764148209864,0.01130493310011055,0.033899935406748884,0.0,0.35378249347854845,0.6462175065214515,0.0
2.300000000000001,0.6834903516282688,0.012502597996690717,0.03208725092580406,0.0,0.354782318301756,0.645217681698244,0.0
2.4000000000000012,0.6487549097169595,0.013555085016031684,0.03047834930721633,0.0,0.35568767090430564,0.6443123290956944,0.0
2.5000000000000013,0.6187641210972966,0.014482009051782742,0.02904565814103636,0.0,0.3565081415187833,0.6434918584812167,0.0
2.6000000000000014,0.5926644370413096,0.015300975638434716,0.02776498723325388,0.0,0.35725312095696266,0.6427468790430374,0.0
2.7000000000000015,0.5697882195465778,0.016027022799597435,0.02661580386726892,0.0,0.3579310774173764,0.6420689225826236,0.0
2.8000000000000016,0.5496068978008956,0.01667296457226665,0.025580673385169627,0.0,0.3585495675360384,0.6414504324639616,0.0
2.9000000000000017,0.5316973515612969,0.017251942977414083,0.024642540552815645,0.0,0.3591170466454172,0.6408829533545828,0.0
3.0000000000000018,0.5157174792391483,0.01777422870284081,0.0237877988540294,0.0,0.3596402456711194,0.6403597543288806,0.0
3.100000000000002,0.5013881589603446,0.01824807436900087,0.023005334796779804,0.0,0.3601246889104247,0.6398753110895753,0.0
3.200000000000002,0.4884797382442499,0.018680192452184118,0.022285968571492187,0.0,0.36057496567230995,0.63942503432769,0.0
3.300000000000002,0.4768017987370089,0.019076119800818372,0.02162202427400952,0.0,0.36099494355727396,0.639005056442726,0.0
3.400000000000002,0.4661953180607663,0.01944046230378266,0.02100703252000815,0.0,0.3613879079611688,0.6386120920388312,0.0
3.500000000000002,0.4565266068828655,0.019777096940398597,0.02043548550075904,0.0,0.3617566828601124,0.6382433171398876,0.0
3.6000000000000023,0.44768257518306387,0.020089317938791217,0.01990265568608062,0.0,0.3621037177354951,0.6378962822645048,0.0
3.7000000000000024,0.4395670040264627,0.020379947329967462,0.01940445630171218,0.0,0.3624311536852224,0.6375688463147776,0.0
3.8000000000000025,0.4320975853061016,0.020651429045536025,0.01893732320710858,0.0,0.3627408822021935,0.6372591177978065,0.0
3.9000000000000026,0.42520355332141285,0.020905893822107797,0.01849812995490588,0.0,0.36303458446687376,0.6369654155331262,0.0
