,p,Rel-Nonrel,Nonrel-Rel,Rel_div_p,Nonrel_div_p,Egal-Util,Util-Egal,decision
0,1.0,0.3464107680090946,0.6535892319909055,0.0102766773054079,0.1449763984865076,0.0,1.0,0.09831496462155194
1,1.4,0.3457763109448384,0.6542236890551614,-0.0892101956356611,0.07745146240069,0.04444444444444443,0.9555555555555556,0.01982380910893031
2,2.1,0.3526791720297482,0.6473208279702517,-0.1135649878536923,0.0427273734942679,0.12222222222222223,0.8777777777777778,-0.012393687100504928
3,10.0,0.3718931564505311,0.6281068435494689,-0.0423395528718275,0.0071897855201531,1.0,0.0,-0.01122983647134704
