,p,Rel-Nonrel,Nonrel-Rel,Rel_div_p,Nonrel_div_p,decision
0,1.0,0.3455328310007129,0.654467168999287,0.002109704634544,0.0289952798356732,0.019705430923344463
1,1.1,0.3460426286717086,0.6539573713282915,-0.0063146942426167,0.0281381499508641,0.016215997180935193
2,1.5,0.3461167379185594,0.6538832620814408,-0.0222795370163722,0.0160030652068097,0.002752815806288194
3,4.0,0.2457545433076127,0.7542454566923873,0.0838438230475709,0.1572718495938539,0.13922657846399286
4,10.0,0.1504047704703109,0.849595229529689,0.1847357036784673,0.2800186320955974,0.2656876251172799
