p,Up,Dist1,Distl,Rel_div_p,Nonrel_div_p,Rel_div_n,Nonrel_div_n
1.0,9.572793443366116,0.0,0.04310178090157627,0.0021097040228340957,0.028995279611619677,-0.0021097040228340957,-0.028995279611619677
1.1,6.61546064846191,0.0812774203597448,0.031192677054295945,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
1.2000000000000002,4.843419373095805,0.07352730294069755,0.028429012913760696,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
1.3000000000000003,3.7332896209685935,0.06759586839622424,0.02632264556726834,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
1.4000000000000004,2.9955759185563275,0.06293313288313859,0.024674497233884637,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
1.5000000000000004,2.4815983792446383,0.059186439621736524,0.02335677398140987,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
1.6000000000000005,2.1094108465691326,0.0561203674572209,0.022284087765307683,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
1.7000000000000006,1.8311445992257218,0.05357234934535399,0.021397436364783834,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
1.8000000000000007,1.6174447561051435,0.051426846827943684,0.020654871291409707,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
1.9000000000000008,1.4495534773210224,0.049599684244934036,0.02002583087139379,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
2.000000000000001,1.3150544193306024,0.048028199641201245,0.019487573574178414,-0.027939325961567275,0.013170938317774624,0.027939325961567275,-0.013170938317774624
2.100000000000001,1.2054570648541136,0.048084614533162075,0.017577118785382893,-0.02894179707260626,0.012869525430189486,0.02894179707260626,-0.012869525430189486
2.200000000000001,1.114815386818685,0.048173134090815986,0.015859807911467235,-0.029904453906128357,0.012628674685555041,0.029904453906128357,-0.012628674685555041
2.300000000000001,1.0388799137708558,0.04828928169435652,0.014305170566346873,-0.03082675942688299,0.012441169703705016,0.03082675942688299,-0.012441169703705016
2.4000000000000012,0.9745376530205312,0.04842648623444803,0.012893217429594823,-0.031706654793415376,0.012301007399036341,0.031706654793415376,-0.012301007399036341
2.5000000000000013,0.9194656590082919,0.04857785746401015,0.011610472399342438,-0.03254175771172131,0.0122027485099461,0.03254175771172131,-0.0122027485099461
2.6000000000000014,0.8719015827616636,0.048737172903241116,0.010447471665193999,-0.0333301672051134,0.012141247536869121,0.0333301672051134,-0.012141247536869121
2.7000000000000015,0.8304882750231896,0.048899393193621014,0.00939730099488772,-0.034070926827192136,0.012111519372131967,0.034070926827192136,-0.012111519372131967
2.8000000000000016,0.7941664046295007,0.04906084496061734,0.008454923753460271,-0.034764215836929395,0.01210872008763986,0.034764215836929395,-0.01210872008763986
2.9000000000000017,0.7620988900875497,0.04921917864583859,0.007617112558141467,-0.035411337243188394,0.012128219144842838,0.035411337243188394,-0.012128219144842838
3.0000000000000018,0.733616827088102,0.04937319583821647,0.006882768786120483,-0.03601455361021874,0.012165629847011507,0.03601455361021874,-0.012165629847011507
3.100000000000002,0.7081802027057906,0.049522605205594115,0.006253332956058954,-0.03657685739555753,0.01221688796088506,0.03657685739555753,-0.01221688796088506
3.200000000000002,0.6853489491712954,0.04966776951026486,0.005732701123543252,-0.03710171976758239,0.012278304604566118,0.03710171976758239,-0.012278304604566118
3.300000000000002,0.6647613376417867,0.04980947443303871,0.005325696280563643,-0.03759285300567652,0.012346579220475901,0.03759285300567652,-0.012346579220475901
3.400000000000002,0.6461176560625553,0.04994873664941611,0.005034298811817826,-0.038054017082335564,0.012418835458279681,0.038054017082335564,-0.012418835458279681
3.500000000000002,0.6291677409374112,0.05008665888952674,0.004852452055388131,-0.03848886715957973,0.01249260342015895,0.03848886715957973,-0.01249260342015895
3.6000000000000023,0.6137013542572319,0.050224324891936054,0.0047631276270327485,-0.038900847338530053,0.012565815143355242,0.038900847338530053,-0.012565815143355242
3.7000000000000024,0.5995406848126319,0.050362731299957136,0.004741084267843452,-0.03929312116265273,0.01263676360283921,0.03929312116265273,-0.01263676360283921
3.8000000000000025,0.5865344525821515,0.05050274490590926,0.004759844381620184,-0.03966853437764234,0.012704085258437825,0.03966853437764234,-0.012704085258437825
3.9000000000000026,0.5745532348195095,0.05064508108462979,0.004797771029817983,-0.04002959972440023,0.012766720003082923,0.04002959972440023,-0.012766720003082923
4.000000000000003,0.5634857318220644,0.05079029660884144,0.00484040213526967,-0.040378497943418475,0.01282385183270526,0.040378497943418475,-0.01282385183270526
4.100000000000002,0.5532357617222277,0.050938790278735886,0.004879855613680056,-0.0407170929044701,0.012874918469093052,0.0407170929044701,-0.012874918469093052
4.200000000000002,0.5437198254511679,0.051090812980861045,0.00491285203057701,-0.0410469509672375,0.012919530924578187,0.0410469509672375,-0.012919530924578187
4.300000000000002,0.5348651210217729,0.051246478856035865,0.004938633978083226,-0.041369366467847696,0.012957461535728807,0.041369366467847696,-0.012957461535728807
4.400000000000001,0.5266079144174126,0.05140578066054861,0.004957412087372749,-0.04168538993491071,0.012988625839177512,0.04168538993491071,-0.012988625839177512
4.500000000000001,0.5188921954027138,0.051568605564660266,0.0049698288594919385,-0.041995855285790064,0.013013039553355523,0.041995855285790064,-0.013013039553355523
4.6000000000000005,0.5116685624220072,0.05173475148616842,0.004976877695848226,-0.042301407782133996,0.013030801040057629,0.042301407782133996,-0.013030801040057629
4.7,0.5048932927937629,0.051903942028670665,0.0049799438966705335,-0.0426025300177751,0.013042091271056535,0.0426025300177751,-0.013042091271056535
4.8,0.49852756362941925,0.05207584264649558,0.004980833883282322,-0.0428995665461675,0.013047122519204948,0.0428995665461675,-0.013047122519204948
4.8999999999999995,0.49253679601473394,0.052250073599591614,0.004981913896703757,-0.04319274644141624,0.01304616120770393,0.04319274644141624,-0.01304616120770393
4.999999999999999,0.48689010051133047,0.0524262231218525,0.004986177002005,-0.04348220347983995,0.01303948966124939,0.04348220347983995,-0.01303948966124939
5.099999999999999,0.4815598063485768,0.05260385868312901,0.0049973317549419,-0.04376799474511521,0.013027425293729923,0.04376799474511521,-0.013027425293729923
5.199999999999998,0.47652106006576456,0.05278253731367381,0.005019712362546948,-0.04405011643538675,0.013010278559872478,0.04405011643538675,-0.013010278559872478
5.299999999999998,0.4717514820444604,0.052961813854422043,0.005058065425366108,-0.04432851800869333,0.012988377758338374,0.04432851800869333,-0.012988377758338374
5.399999999999998,0.46723087150116316,0.053141248618437886,0.005117026769404819,-0.04460311434858424,0.012962049005861266,0.04460311434858424,-0.012962049005861266
5.499999999999997,0.4629409522125526,0.053320413452671404,0.005200388938193396,-0.044873796092940316,0.012931613123581294,0.044873796092940316,-0.012931613123581294
5.599999999999997,0.4588651526124527,0.053498896653543286,0.005310334162301501,-0.04514043834504039,0.012897385268995606,0.04514043834504039,-0.012897385268995606
5.699999999999997,0.4549884150024228,0.05367630706500164,0.005446938349082189,-0.04540290812560439,0.01285967803399641,0.04540290812560439,-0.01285967803399641
5.799999999999996,0.45129702951168016,0.05385227680465964,0.0056081744170249125,-0.0456610700179674,0.012818787448792794,0.0456610700179674,-0.012818787448792794
5.899999999999996,0.4477784891696253,0.05402646346235296,0.0057904316192122765,-0.04591479106996779,0.012774997226518018,0.04591479106996779,-0.012774997226518018
5.999999999999996,0.4444213630489843,0.05419855192986356,0.00598928772471293,-0.04616394500826754,0.012728590021633917,0.04616394500826754,-0.012728590021633917
6.099999999999995,0.4412151849257157,0.054368254534268246,0.006200223055469759,-0.04640841445838521,0.01267982529924127,0.04640841445838521,-0.01267982529924127
6.199999999999995,0.4381503553040294,0.05453531164895057,0.006419123031448782,-0.04664809349465221,0.012628952368677376,0.04664809349465221,-0.012628952368677376
6.2999999999999945,0.4352180549875125,0.05469949146293819,0.006642520100709424,-0.046882889109910085,0.012576208152176391,0.046882889109910085,-0.012576208152176391
6.399999999999994,0.4324101686534857,0.05486058948007266,0.0068676459508363605,-0.047112722245075,0.01252181820892905,0.047112722245075,-0.01252181820892905
6.499999999999994,0.42971921711773986,0.05501842751545922,0.007092373973199284,-0.047337528170080745,0.012465993770810686,0.047337528170080745,-0.012465993770810686
6.599999999999993,0.42713829716908314,0.05517285254494203,0.007315116787085418,-0.04755725657894669,0.012408931056194734,0.04755725657894669,-0.012408931056194734
6.699999999999993,0.4246610280143955,0.05532373590330519,0.007534717184872674,-0.047771871873440196,0.012350819227617126,0.047771871873440196,-0.012350819227617126
6.799999999999993,0.42228150351057875,0.05547097116627545,0.007750348023939101,-0.047981352092481944,0.012291828856964816,0.047981352092481944,-0.012291828856964816
6.899999999999992,0.4199942494743254,0.05561447359303246,0.007961432212511664,-0.04818568919206462,0.01223212578459162,0.04818568919206462,-0.01223212578459162
6.999999999999992,0.4177941854575989,0.05575417788623884,0.008167577787681977,-0.04838488766319978,0.012171860656114801,0.04838488766319978,-0.012171860656114801
