experiment_score_t.53.0,experiment_score_1.37.0,experiment_score_10.40.0,experiment_score_10.91.0,experiment_score_h.85.0,experiment_score_h.48.0,experiment_score_t.0.0,experiment_score_t.88.0,experiment_score_h.27.0,experiment_score_1.15.0,experiment_score_h.41.0,experiment_score_10.92.0,experiment_score_h.45.0,experiment_score_t.12.0,experiment_score_10.46.0,experiment_score_h.3.0,experiment_score_1.11.0,experiment_score_10.96.0,experiment_score_10.30.0,experiment_score_h.29.0,experiment_score_1.91.0,experiment_score_1.81.0,experiment_score_1.72.0,experiment_score_1.52.0,experiment_score_h.77.0,experiment_score_1.36.0,experiment_score_10.66.0,experiment_score_1.34.0,experiment_score_t.4.0,experiment_score_h.42.0,experiment_score_10.37.0,experiment_score_1.95.0,experiment_score_10.26.0,experiment_score_10.25.0,experiment_score_1.45.0,experiment_score_t.46.0,experiment_score_h.70.0,experiment_score_t.10.0,experiment_score_1.62.0,experiment_score_h.68.0,experiment_score_1.82.0,experiment_score_t.41.0,experiment_score_10.86.0,experiment_score_t.32.0,experiment_score_h.82.0,experiment_score_10.4.0,experiment_score_10.2.0,experiment_score_t.22.0,experiment_score_h.18.0,experiment_score_1.12.0,experiment_score_h.97.0,experiment_score_t.84.0,experiment_score_1.24.0,experiment_score_10.18.0,experiment_score_h.12.0,experiment_score_10.1.0,experiment_score_t.60.0,experiment_score_1.35.0,experiment_score_h.43.0,experiment_score_10.82.0,experiment_score_10.77.0,experiment_score_10.6.0,experiment_score_1.99.0,experiment_score_t.45.0,experiment_score_h.47.0,experiment_score_10.95.0,experiment_score_10.21.0,experiment_score_h.40.0,experiment_score_1.78.0,experiment_score_10.8.0,experiment_score_t.94.0,experiment_score_t.82.0,experiment_score_h.39.0,experiment_score_10.63.0,experiment_score_1.64.0,experiment_score_10.99.0,experiment_score_1.55.0,experiment_score_1.46.0,experiment_score_h.9.0,experiment_score_h.78.0,experiment_score_h.46.0,experiment_score_1.17.0,experiment_score_1.58.0,experiment_score_h.55.0,experiment_score_1.92.0,experiment_score_h.49.0,experiment_score_h.23.0,experiment_score_h.66.0,experiment_score_10.74.0,experiment_score_h.8.0,experiment_score_1.56.0,experiment_score_1.25.0,experiment_score_h.94.0,experiment_score_10.61.0,experiment_score_h.4.0,experiment_score_t.89.0,experiment_score_h.95.0,experiment_score_10.7.0,experiment_score_10.62.0,experiment_score_1.51.0,experiment_score_t.72.0,experiment_score_t.51.0,experiment_score_h.67.0,experiment_score_t.75.0,experiment_score_1.77.0,experiment_score_t.8.0,experiment_score_10.39.0,experiment_score_t.2.0,experiment_score_1.96.0,experiment_score_1.22.0,experiment_score_1.67.0,experiment_score_t.44.0,experiment_score_1.39.0,experiment_score_1.19.0,experiment_score_h.81.0,experiment_score_h.19.0,experiment_score_t.70.0,experiment_score_h.92.0,experiment_score_h.44.0,experiment_score_10.38.0,experiment_score_h.16.0,experiment_score_h.21.0,experiment_score_h.63.0,experiment_score_h.33.0,experiment_score_t.83.0,experiment_score_h.56.0,experiment_score_t.93.0,experiment_score_h.74.0,experiment_score_10.45.0,experiment_score_10.60.0,experiment_score_10.89.0,experiment_score_h.93.0,decisions_1,experiment_score_t.87.0,experiment_score_h.34.0,experiment_score_10.24.0,experiment_score_1.27.0,experiment_score_1.47.0,experiment_score_1.31.0,experiment_score_t.28.0,experiment_score_10.81.0,experiment_score_10.31.0,experiment_score_h.30.0,experiment_score_10.17.0,experiment_score_t.15.0,experiment_score_t.11.0,experiment_score_1.29.0,experiment_score_1.98.0,experiment_score_t.1.0,experiment_score_t.67.0,experiment_score_10.85.0,experiment_score_t.61.0,experiment_score_h.31.0,experiment_score_h.61.0,experiment_score_t.74.0,experiment_score_t.49.0,experiment_score_t.78.0,experiment_score_h.20.0,experiment_score_10.29.0,experiment_score_10.56.0,experiment_score_h.15.0,experiment_score_t.95.0,experiment_score_h.5.0,experiment_score_1.93.0,experiment_score_h.84.0,experiment_score_10.55.0,experiment_score_10.44.0,experiment_score_t.71.0,experiment_score_h.64.0,experiment_score_1.44.0,experiment_score_h.38.0,preference_consensus_h,experiment_score_1.83.0,experiment_score_h.37.0,experiment_score_h.28.0,sample,hcva_point,experiment_score_h.50.0,experiment_score_1.43.0,experiment_score_t.16.0,experiment_score_t.3.0,experiment_score_h.36.0,experiment_score_10.32.0,experiment_score_1.63.0,experiment_score_h.51.0,experiment_score_1.53.0,experiment_score_t.43.0,experiment_score_1.73.0,experiment_score_1.54.0,experiment_score_h.65.0,experiment_score_t.31.0,transition_point,experiment_score_10.35.0,experiment_score_t.90.0,experiment_score_t.14.0,experiment_score_1.14.0,experiment_score_h.7.0,experiment_score_10.69.0,experiment_score_h.17.0,experiment_score_h.54.0,experiment_score_h.0.0,experiment_score_t.76.0,experiment_score_t.23.0,experiment_score_t.13.0,experiment_score_h.83.0,experiment_score_10.13.0,experiment_score_10.36.0,experiment_score_t.92.0,experiment_score_10.70.0,experiment_score_10.51.0,experiment_score_10.12.0,experiment_score_10.65.0,experiment_score_h.22.0,experiment_score_1.75.0,experiment_score_10.98.0,experiment_score_1.68.0,experiment_score_t.33.0,iteration,experiment_score_1.87.0,experiment_score_h.88.0,experiment_score_1.97.0,experiment_score_10.20.0,experiment_score_10.23.0,experiment_score_1.32.0,preference_consensus_t,experiment_score_1.5.0,experiment_score_10.58.0,experiment_score_t.52.0,experiment_score_t.21.0,experiment_score_1.6.0,experiment_score_t.79.0,experiment_score_t.7.0,experiment_score_10.11.0,experiment_score_10.53.0,experiment_score_1.79.0,experiment_score_t.19.0,experiment_score_t.39.0,experiment_score_h.53.0,experiment_score_10.64.0,experiment_score_1.41.0,experiment_score_10.93.0,experiment_score_10.22.0,experiment_score_10.72.0,experiment_score_1.61.0,experiment_score_1.21.0,decisions_10,experiment_score_t.65.0,experiment_score_t.6.0,experiment_score_1.74.0,experiment_score_1.16.0,experiment_score_t.57.0,experiment_score_10.88.0,experiment_score_10.76.0,experiment_score_h.26.0,experiment_score_t.5.0,experiment_score_h.86.0,experiment_score_h.52.0,experiment_score_h.72.0,experiment_score_t.58.0,experiment_score_h.2.0,experiment_score_t.9.0,experiment_score_h.96.0,experiment_score_h.1.0,experiment_score_h.98.0,experiment_score_1.50.0,experiment_score_t.34.0,experiment_score_t.25.0,experiment_score_1.88.0,experiment_score_10.14.0,_step,experiment_score_1.86.0,experiment_score_t.98.0,experiment_score_1.23.0,experiment_score_h.69.0,experiment_score_h.14.0,experiment_score_h.62.0,experiment_score_10.48.0,experiment_score_1.3.0,experiment_score_10.50.0,experiment_score_t.54.0,experiment_score_10.47.0,experiment_score_1.7.0,experiment_score_t.37.0,experiment_score_t.48.0,experiment_score_t.29.0,experiment_score_10.5.0,experiment_score_h.59.0,experiment_score_h.35.0,preference_consensus_1,decisions_t,experiment_score_1.59.0,experiment_score_t.20.0,experiment_score_1.94.0,action_judgement_consensus_h,experiment_score_10.42.0,experiment_score_10.75.0,experiment_score_t.85.0,action_judgement_consensus_10,experiment_score_10.27.0,experiment_score_h.80.0,experiment_score_10.90.0,experiment_score_1.89.0,experiment_score_10.0.0,experiment_score_1.76.0,decisions_h,experiment_score_10.16.0,experiment_score_h.13.0,experiment_score_10.52.0,experiment_score_t.86.0,experiment_score_1.1.0,experiment_score_h.90.0,experiment_score_10.94.0,experiment_score_t.69.0,experiment_score_10.57.0,experiment_score_10.28.0,experiment_score_t.47.0,experiment_score_10.59.0,experiment_score_t.36.0,experiment_score_1.4.0,experiment_score_t.77.0,experiment_score_h.79.0,experiment_score_10.3.0,experiment_score_1.18.0,experiment_score_h.60.0,experiment_score_1.28.0,experiment_score_1.85.0,experiment_score_10.80.0,experiment_score_t.66.0,experiment_score_1.70.0,experiment_score_t.56.0,situation,experiment_score_1.57.0,experiment_score_1.13.0,experiment_score_h.91.0,experiment_score_h.75.0,experiment_score_1.60.0,experiment_score_10.83.0,experiment_score_t.62.0,experiment_score_t.59.0,experiment_score_h.71.0,experiment_score_10.9.0,experiment_score_t.50.0,_runtime,experiment_score_t.68.0,experiment_score_1.2.0,experiment_score_10.67.0,experiment_score_10.33.0,experiment_score_t.18.0,experiment_score_10.43.0,experiment_score_1.84.0,experiment_score_10.79.0,experiment_score_10.71.0,experiment_score_1.8.0,experiment_score_t.96.0,experiment_score_1.30.0,experiment_score_t.73.0,experiment_score_t.99.0,experiment_score_t.80.0,experiment_score_1.33.0,experiment_score_h.32.0,experiment_score_10.10.0,experiment_score_10.87.0,experiment_score_1.26.0,experiment_score_10.41.0,experiment_score_t.26.0,experiment_score_1.69.0,experiment_score_h.76.0,experiment_score_10.78.0,experiment_score_h.10.0,experiment_score_h.24.0,experiment_score_t.97.0,experiment_score_t.38.0,experiment_score_t.55.0,experiment_score_1.49.0,experiment_score_1.71.0,experiment_score_10.84.0,experiment_score_t.35.0,experiment_score_1.0.0,preference_consensus_10,experiment_score_10.54.0,experiment_score_10.68.0,experiment_score_h.87.0,experiment_score_t.40.0,experiment_score_10.97.0,experiment_score_1.80.0,action_judgement_consensus_t,experiment_score_h.11.0,experiment_score_h.89.0,experiment_score_1.40.0,_timestamp,experiment_score_t.24.0,experiment_score_1.20.0,experiment_score_t.91.0,experiment_score_1.10.0,experiment_score_1.48.0,action_judgement_consensus_1,experiment_score_t.63.0,experiment_score_10.34.0,experiment_score_10.73.0,experiment_score_t.81.0,experiment_score_1.38.0,experiment_score_h.73.0,experiment_score_10.15.0,experiment_score_t.64.0,experiment_score_1.66.0,experiment_score_t.30.0,experiment_score_h.58.0,experiment_score_1.90.0,experiment_score_1.65.0,experiment_score_1.9.0,experiment_score_10.49.0,experiment_score_t.27.0,experiment_score_t.42.0,experiment_score_h.57.0,experiment_score_h.25.0,experiment_score_h.99.0,experiment_score_t.17.0,experiment_score_h.6.0,experiment_score_1.42.0,experiment_score_10.19.0
,,,,,,,,0.13846426506766324,,0.04490206685076931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026252604454052503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6294608389969996,,,,,,,,,0.07000625050682202,,0.05135678811010522,,,,,,,,,,,,,,,,,,,,,,,,0.6294608389969996,,,,,,,0.23924776228470918,,,,0.13846426506766324,,,,,,,,,,,,,,,,,,,,,,,0.6104049959393061,,,,,,,,,,,,0.4559739340283345,,,,0,1.0,,,,,,,,0.07000625050682202,,,,,,,3.500000000000002,,,,,,,,,,,,,,,,,,0.0509504074491286,,,,,,,,0,,,,,,,0.4504526466295392,,,,,,,,,,,,,,,0.04490206685076931,,,,,,0.22019191922701575,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0.4559739340283345,0.22059829988799237,,,,"[0.18645690995850792, 0.002040951585771366, 0.2834942682989608, 0.17464131580075176, -0.1864569099655992, -0.0020409514928950837, -0.28349426829783364, -0.17464131578662875]",,,,"[0.10498367000596211, 0.1965466678454426, 0.3128170158674908, 0.004040498731646905, -0.10498367000596211, -0.1965466678454426, -0.3128170158674908, -0.004040498731646905]",0.15752010812535666,,,,,,0.23924776228470918,,,,,,,,,,,,,,,,,,,,,,,,,0.6108113766002827,1,,,,,,,,,,,,59.984183295,,,,,,,,,,,,,,,,,,,,,0.025846223793075884,,,,,,,,,,,,,,,0.44567004518219866,,,,,,,"[0.10844061928141749, 0.15689488548801359, 0.3125316405895797, 0.058379565722983286, -0.10844061928141749, -0.15689488548801359, -0.3125316405895797, -0.058379565722983286]",,,,1728298815.8636322,,,,,,"[0.18645690995850792, 0.002040951585771366, 0.2834942682989608, 0.17464131580075176, -0.1864569099655992, -0.0020409514928950837, -0.28349426829783364, -0.17464131578662875]",,,,,,,,,,,,,,,,0.15711372746438004,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11683250270092921,,,0.6182911404339562,,,,,,0.10384498575493922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304360566419027,,,,,,,,,,,,,,,,0.06093978589165544,,,,,,,,,,,,,,,,,,,,0.18087385827322497,,,0.29934456887321526,,,,,,,,,,,,,,,,,,,0.22733169390074126,,0.2001795388924948,,,,,,,,,,,,,,,,,,0.5805474135694145,,,,0,2.2,,,,,,,,,,,,,,,2.5000000000000013,,,,,,,,,,,,,,,,,,,,,0.08968034769268274,,,,,0,,,0.7689112740182943,,,,0.5783315129053018,,,,,,,,,,,,,,,,,0.19386137521921495,,0.04955940530815661,,0.04454340776234486,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0.5904043525157193,0.1215722802806306,,,,"[0.05859929759939818, 0.06572630709515939, 0.2734630047383064, 0.1237768463411379, -0.05859929759939818, -0.06572630709515939, -0.2734630047383064, -0.1237768463411379]",,,,"[-0.1606857690062526, -0.01599982582869563, 0.31393239449346105, 0.10584748108504208, 0.1606857690062526, 0.01599982582869563, -0.31393239449346105, -0.10584748108504208]",,,,,,,0.14872443528887708,,,,,,,,,,,,,,,,,,,0.07669283074669275,,,,,,,2,,,,,0.07392730283764543,,,,,,,117.173462905,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5911389854257096,,,,,,,,0.5675909761748482,,,,,0.5141101129074239,,"[0.0058793959071375005, 0.04091356978577749, 0.28024868816945175, 0.11657861014373781, -0.0058793959071375005, -0.04091356978577749, -0.28024868816945175, -0.11657861014373781]",,,,1728298873.1331248,,,,,,"[0.33977440103379564, 0.18560738926410558, 0.24106770682284948, 0.15281036612170698, -0.33977440487196314, -0.1856073891454548, -0.24106770450815063, -0.15281036610954432]",,,,,,,,,,,,,,,,,,,,,,,,
,,,,0.09631174432650638,,,,,,,,,,,,,,,,,,0.13898874771954506,,,,,,,,,,,,,,,,,,,,,,,,0.5210739221640897,,,,,,,,,0.047455333019556484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17135249040972256,,,,,,,0.5631929793625802,,,,,,,,,,,,,,,,,,,,,,,,,0.16595608765481418,,,,,,,,,,,,,,,,0.005336275821065994,,0.03857871872333308,,,,,,,,,,,,,,,,,,,,,0.48806519447840546,,,,0,1.6,,,,,,,,,,,,,,,2.200000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.48993277867319446,,,,,,,,,,,,,,,,,,0.21347154760821305,,,0.09147328776614619,,,,,,,,,,,,0.15573852200503974,,0.578806947767263,,,0.010277692583616826,,,,,,,2,,,,,,,,,,,,,,,,,,,0.4841717850132313,0.13359234496463668,,,,"[0.18917890838649465, 0.0876473586358199, 0.11109749140518915, -0.08538567589610285, -0.18917890838649465, -0.0876473586358199, -0.11109749140518915, 0.08538567589610285]",,,0.08069777592182356,"[0.053312167729167255, 0.13796776309929432, 0.1290300605571836, -0.20983737663508523, -0.053312167729167255, -0.13796776309929432, -0.1290300605571836, 0.20983737663508523]",,,,,,,0.1492063133693195,,,,,0.027027466869111505,,,,,,,,,,,,,,,,0.11306151861200106,,,,,3,,,,,,,,,,,,176.72582943,,0.5955567220527577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4960092177464962,,,,,,,"[0.15234419066528138, 0.09965111930417758, 0.11558071142843354, -0.1414145698535148, -0.15234419066528138, -0.09965111930417758, -0.11558071142843354, 0.1414145698535148]",,,,1728298932.685491,,,,,,"[0.2291760132593958, 0.07291076182914677, 0.10661597540494812, -0.05220254044438542, -0.22917601026460888, -0.0729107618027162, -0.106615973442096, 0.052202540548467825]",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06254094297779553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1985105369810955,,,,,,0.1490262409217349,,,0.19646577320171543,,,,,,,,,,,0.1615521365734443,,,,,,,,,,,,,,,,,,,0.5887269136343618,,,,0,1.6,,,,,,0.08575536029155331,,,,,0.2617043372960917,,,0.17325135588795765,2.100000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0.03831582801157277,0.5839038781946069,,,,,,,,,,,,,,,,,,,,,-0.15107100470111495,,,,,0.20139145130942993,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,0.5949201420541995,-0.17428542201487274,,,,"[-0.224392216728195, 0.09353162396428946, -0.1310051785968861, -0.2288695788991616, 0.224392216728195, -0.09353162396428946, 0.1310051785968861, 0.2288695788991616]",,,,"[-0.16829750104769453, 0.08115771228822496, -0.12795046706994523, -0.15105176605893206, 0.16829750104769453, -0.08115771228822496, 0.12795046706994523, 0.15105176605893206]",,,,,,,-0.18598464132938608,,,,,,,,,0.2246058686231877,,,,,,,,,,,,,,,,,4,0.17716633634320716,,,,,,,,,,,237.266642586,,,,,,,,,,,,,0.23747922232986896,,,,0.050841723663282185,,,,,,,,,,,,,,,,,,,0.5730418162564387,,,,,,,"[-0.2052640379061269, 0.09264930044814848, -0.1308134139569261, -0.20348812599766883, 0.2052640379061269, -0.09264930044814848, 0.1308134139569261, 0.20348812599766883]",,,,1728298993.2264283,,,,,,"[-0.2443751126295524, 0.09444705042106591, -0.1311515722622704, -0.2579781755551877, 0.24437511255596042, -0.09444705003948907, 0.13115157203277622, 0.2579781755208745]",,,0.21426480501611117,,,0.2491784416443823,,,,,,,,,,,,0.18969223199491658,,,,,,
,,,0.38030174944571726,,,,,,,,,,,,,,,,,0.3226107621282468,,,,,,0.09213113791132468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157656071463204,,,,,,,,,,,,,,,,,,,,,0.046762613383003915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6423947663226698,,0.11228754693488324,,,,,,,,,,,-0.11949178248260367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6877632908509905,0.4891787953254474,,,,0,1.5,,,,,,,,,,,,,,,2.100000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.4818004721610552,,,,0.1328022835913255,,,,,,,,,,,,,,,,0.09996508414573349,-0.1771827698000742,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,0.4968806590175197,-0.1523289819281957,,,,"[-0.18609988485240067, 0.055026583407359386, -0.07982857292588623, -0.16652243273101658, 0.18609988485240067, -0.055026583407359386, 0.07982857292588623, 0.16652243273101658]",,,,"[-0.30674248993689185, 0.1527917795683265, -0.06416288025239993, -0.12482342222464146, 0.30674248993689185, -0.1527917795683265, 0.06416288025239993, 0.12482342222464146]",,,,,,,-0.13181424527175342,,,,,,,,,,,,,,,,,,,,,,,0.06727735003944618,,,5,,,0.3349332249173965,,,,,,,,,298.777032009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6672485541945483,,,,,,,0.4659084483426788,,,,,,,"[-0.23227670103199602, 0.08226687707384012, -0.0779969018256797, -0.15977065148907818, 0.23227670103199602, -0.08226687707384012, 0.0779969018256797, 0.15977065148907818]",,,,1728299054.7366636,,,0.3554479615738388,,,"[-0.15714627066592074, 0.02637900521523762, -0.08230421018043875, -0.17309120136870396, 0.1571462706692129, -0.026379005217956445, 0.08230421024890273, 0.17309120093473518]",,,,,0.7000857536401404,,,,0.03444015059385416,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21701035982614475,,,,,,,,,,,,,,,,,,,0.37719741303387466,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3257532484786539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3890293188985551,,,,0.26161094592126977,,,,,-0.291406714467895,,,,,,,,,,,,,,,,,,,,,,0.2797107608668987,,,,,,,,,,,,,,,,,0.39770865628965846,,,,0,1.5,,,,,,,,,,,,,,,2.100000000000001,,,,,,,,,,,,,,,,,,,,,,,,,0.3709295039529261,0,,,,,,,0.4018977643645208,,,,,0.30369910582875526,,,,,,,,,,,,,,,,-0.3649050216730145,,0.33115492542211955,0.2522549412735344,,,,,,,0.15286805726876063,,,,,,,,,,,,,,5,0.1435120526210253,,,,,,,,,,,,,,,,,,0.39304719281727946,-0.3188625340612593,,,,"[0.019490275461254092, 0.07109707146046203, -0.5122341099566158, -0.4506444746168835, -0.019490275461254092, -0.07109707146046203, 0.5122341099566158, 0.4506444746168835]",,,,"[-0.08138258320276995, 0.21713464273085503, -0.561776770168245, -0.15052222015974057, 0.08138258320276995, -0.21713464273085503, 0.561776770168245, 0.15052222015974057]",,,,,,,-0.30076271911563035,,,,0.17096787221438958,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,360.962703913,,,,0.32488701634117095,,,,,,,,,,,,0.3983853235462904,,,,,,,,,,,,,,,,,,,,0.40981292829294647,,,,,,,"[0.0038581723961137026, 0.10100471489260461, -0.5357163137525373, -0.3115682969188397, -0.0038581723961137026, -0.10100471489260461, 0.5357163137525373, 0.3115682969188397]",,,,1728299116.9223945,,,,,,"[0.030258151770523625, 0.04796199934208125, -0.4997086963873873, -0.5115695161128874, -0.0302581512314629, -0.04796200362637937, 0.4997086964134812, 0.5115695161086824]",,,,,,,,,,,,,,,,,,,,,,0.3130551104764906,,
,,,,,0.11414838364712757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12460036199653177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.13076252160195043,0.06301557685818435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5782321047984935,,,,0,1.0,,,,,,,,,,,,,,,2.100000000000001,,,0.2867796105641416,0.35662347813302575,,,,,,,,,,,,,,,,,,,,,,0,0.13285944442706857,,,,,,0.5594770290310656,,,,,,,,,,,,,,,,,,,,,-0.0005856335708203167,,,,,,,,,,,,,,,0.054756494427647545,,,,,,,,0.22644659010189566,6,,,,,0.35662347813302575,,0.24432527167825768,,,,,,,0.1839922512160118,,,,,0.5782321047984935,-0.060918654033066205,,,,"[0.023183127443455763, 0.40529140813767967, -0.34181774337813026, -0.10406310289258365, -0.02318312504640152, -0.4052914068479911, 0.3418177308133706, 0.10406310239631578]",,,,"[-0.08322446351129671, 0.36541333907822043, 0.09612312351903106, 0.24096559906927292, 0.08322446351129671, -0.36541333907822043, -0.09612312351903106, -0.24096559906927292]",,,,,,,-0.13076252160195043,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,0.005576526034598343,,424.233414998,,,,,,,,,,,,,,,,,,,0.0026825563959384582,,,,,,,,,,,,,,,,,0.5392253037310052,,,0.13285944442706857,,,,"[-0.02325124480911851, 0.39143350272940475, -0.10875736300562906, 0.08110842085664616, 0.02325124480911851, -0.39143350272940475, 0.10875736300562906, -0.08110842085664616]",,,,1728299180.1931233,,,,,0.11414838364712757,"[0.023183127443455763, 0.40529140813767967, -0.34181774337813026, -0.10406310289258365, -0.02318312504640152, -0.4052914068479911, 0.3418177308133706, 0.10406310239631578]",,,,,,,,,,,,,,0.12460036199653177,,,,,,,,,,
,,,,,,,,,0.4594169783019725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35200914679798156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44131891307692384,,,,,0.442788314008258,-0.15036824819560102,,,,,,,,,,,,0.45185012387276885,,,,,,,,,,,,,,,,0.4533195248041031,,,0.44888576750612746,,,,,,,,0.404313642029272,,,,0,1.6,,,,,,,,,,,,,,,2.000000000000001,,,,,,0.17367004063242933,,,,,,,,,,,,,,,,,,0.3459116933001121,,0,,,,,,,0.4184751222006735,,,,,,,,,,,,,,,,0.420658140942916,,,,,-0.12214062163238956,,,,,,,,,,,,,,,,,,,,,,,,7,,,,0.1515398675670873,,,,,,,,,,,,,,,0.3930865499571751,-0.1428013937663974,,,,"[-0.21929232462861104, -0.1117571082451531, -0.09335099841384151, 0.0421827913984269, 0.21929232462861104, 0.1117571082451531, 0.09335099841384151, -0.0421827913984269]",,,,"[-0.1464136819227992, -0.0878855476293473, -0.10278030325065016, -0.024211687360688454, 0.1464136819227992, 0.0878855476293473, 0.10278030325065016, 0.024211687360688454]",,,,,,,-0.1442707946977316,,,,,,,,0.1530092684984215,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,488.722215891,0.35347854772931575,,,,,,,,,,,,,,,,,,,,,,0.14544241406921787,,,,,,,,,,,,,0.443704314699265,,0.3741393198633236,,,,,"[-0.20773959792199287, -0.1094201149055564, -0.096070765452878, 0.03529199324852236, 0.20773959792199287, 0.1094201149055564, 0.096070765452878, -0.03529199324852236]",,,,1728299244.6819332,,,,,,"[-0.24328038748644382, -0.11556588839324472, -0.09019078420854516, 0.05146811611154009, 0.24328038750238176, 0.11556588837758633, 0.09019078421748715, -0.0514681152868372]",,,,,,,0.43118935173876105,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.33635122293784925,,,,,,,,,,,,,,,,,,,,,0.32042215497313026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31525228818742396,,,0.316697558691196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2866950047875437,,,,,,,0.29041960106947795,,,,,,,,,,,,,,-0.051076177652936074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.649023908040303,,,,0.2707659368228247,,,0.29186487157325,,0.5620951509463137,,,,0,1.1,,,,,,,,,,,,,,,2.200000000000001,,0.07507708654976095,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.563414785881655,0.6504691785440749,,,,,,,,,,,,,,,,,,,,-0.02997724290251081,,,,,,,,,0.6452993117583687,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,0.6293702437936497,,,0.5549545704058487,-0.045906310867229794,,,,"[0.02435728298137664, 0.026314693288508058, -0.14460223023349048, 0.19456154961696118, -0.02435728298137664, -0.026314693288508058, 0.14460223023349048, -0.19456154961696118]",,,,"[0.07484039831913174, 0.08105954753184584, -0.17027742869732043, 0.33677655346580626, -0.07484039831913174, -0.08105954753184584, 0.17027742869732043, -0.33677655346580626]",,,0.09100615451447994,,,,-0.04963090714916406,,,,,,0.07135249026782668,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,553.713647705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5723785475031677,,,,,,,"[0.034541289092399036, 0.046564147263174885, -0.14972422737060678, 0.2373954804252666, -0.034541289092399036, -0.046564147263174885, 0.14972422737060678, -0.2373954804252666]",,,,1728299309.6733394,,,,,,"[0.023895920769051122, 0.017882906474815552, -0.14456350726008424, 0.19025890587587443, -0.023895918388053775, -0.01788290691663768, 0.14456350572549975, -0.19025890340009827]",,,,,,,,,,,,0.06990721976405467,,,,,,,,,,,,
