experiment_score_h.17.0,experiment_score_1.51.0,experiment_score_t.93.0,experiment_score_10.12.0,experiment_score_10.5.0,experiment_score_h.2.0,experiment_score_h.46.0,experiment_score_t.36.0,experiment_score_10.30.0,experiment_score_10.99.0,experiment_score_10.57.0,experiment_score_t.74.0,action_judgement_consensus_1,experiment_score_1.98.0,experiment_score_10.39.0,experiment_score_10.40.0,experiment_score_t.11.0,experiment_score_t.47.0,experiment_score_10.10.0,experiment_score_t.59.0,experiment_score_1.93.0,experiment_score_10.36.0,experiment_score_10.22.0,experiment_score_1.44.0,experiment_score_t.95.0,experiment_score_10.98.0,experiment_score_t.40.0,experiment_score_1.3.0,experiment_score_1.87.0,experiment_score_1.91.0,experiment_score_t.70.0,experiment_score_h.24.0,experiment_score_1.16.0,experiment_score_1.82.0,experiment_score_h.64.0,experiment_score_h.79.0,experiment_score_h.15.0,experiment_score_10.45.0,experiment_score_h.67.0,experiment_score_10.64.0,experiment_score_1.67.0,experiment_score_10.43.0,experiment_score_h.86.0,experiment_score_10.37.0,experiment_score_t.18.0,experiment_score_10.2.0,experiment_score_10.81.0,experiment_score_t.92.0,experiment_score_10.20.0,experiment_score_1.54.0,experiment_score_h.28.0,experiment_score_t.38.0,experiment_score_h.9.0,experiment_score_10.42.0,experiment_score_t.68.0,action_judgement_consensus_t,decisions_t,experiment_score_10.27.0,experiment_score_10.35.0,experiment_score_1.42.0,experiment_score_t.82.0,experiment_score_1.81.0,experiment_score_h.62.0,experiment_score_t.75.0,experiment_score_10.11.0,experiment_score_h.55.0,experiment_score_h.72.0,experiment_score_h.90.0,experiment_score_1.62.0,experiment_score_1.28.0,experiment_score_h.40.0,experiment_score_h.77.0,experiment_score_10.21.0,experiment_score_t.81.0,experiment_score_1.94.0,experiment_score_h.52.0,experiment_score_h.98.0,experiment_score_1.72.0,experiment_score_h.36.0,experiment_score_t.94.0,experiment_score_10.14.0,experiment_score_h.18.0,experiment_score_1.89.0,experiment_score_h.81.0,experiment_score_t.6.0,experiment_score_t.85.0,experiment_score_h.99.0,experiment_score_h.13.0,experiment_score_t.98.0,experiment_score_h.96.0,experiment_score_t.54.0,experiment_score_h.44.0,experiment_score_1.92.0,experiment_score_1.9.0,experiment_score_h.69.0,experiment_score_10.62.0,experiment_score_t.42.0,experiment_score_1.19.0,experiment_score_h.38.0,experiment_score_10.16.0,experiment_score_1.27.0,experiment_score_t.97.0,experiment_score_t.87.0,experiment_score_h.10.0,experiment_score_t.19.0,experiment_score_h.34.0,experiment_score_10.47.0,experiment_score_10.4.0,experiment_score_10.53.0,experiment_score_10.17.0,experiment_score_h.11.0,experiment_score_1.47.0,experiment_score_10.52.0,experiment_score_1.39.0,experiment_score_10.31.0,experiment_score_t.62.0,experiment_score_t.89.0,preference_consensus_h,experiment_score_t.44.0,experiment_score_h.7.0,experiment_score_t.69.0,experiment_score_h.42.0,experiment_score_10.56.0,experiment_score_t.23.0,experiment_score_1.13.0,experiment_score_10.46.0,experiment_score_t.28.0,experiment_score_1.85.0,experiment_score_10.95.0,experiment_score_10.85.0,experiment_score_t.34.0,experiment_score_h.59.0,experiment_score_1.63.0,experiment_score_10.32.0,experiment_score_10.0.0,action_judgement_consensus_10,experiment_score_10.76.0,experiment_score_t.55.0,experiment_score_t.39.0,preference_consensus_1,experiment_score_t.88.0,experiment_score_10.25.0,experiment_score_10.7.0,experiment_score_10.50.0,experiment_score_t.43.0,experiment_score_1.61.0,experiment_score_h.54.0,experiment_score_h.33.0,experiment_score_h.68.0,experiment_score_h.45.0,experiment_score_h.84.0,experiment_score_t.41.0,experiment_score_h.58.0,experiment_score_1.5.0,experiment_score_h.57.0,experiment_score_10.26.0,experiment_score_1.58.0,experiment_score_10.77.0,experiment_score_h.37.0,experiment_score_h.76.0,experiment_score_h.61.0,experiment_score_t.22.0,experiment_score_t.53.0,experiment_score_t.73.0,experiment_score_t.52.0,experiment_score_t.35.0,experiment_score_h.82.0,experiment_score_h.83.0,experiment_score_10.58.0,experiment_score_t.2.0,_runtime,experiment_score_10.82.0,experiment_score_h.49.0,experiment_score_10.49.0,experiment_score_1.26.0,experiment_score_1.8.0,experiment_score_t.91.0,experiment_score_1.29.0,experiment_score_h.66.0,experiment_score_10.73.0,experiment_score_t.32.0,experiment_score_t.96.0,experiment_score_t.46.0,experiment_score_1.76.0,experiment_score_1.43.0,experiment_score_1.55.0,experiment_score_h.12.0,experiment_score_10.80.0,experiment_score_t.9.0,experiment_score_1.60.0,experiment_score_t.99.0,experiment_score_1.37.0,experiment_score_10.1.0,experiment_score_t.60.0,experiment_score_h.14.0,experiment_score_10.65.0,experiment_score_t.67.0,experiment_score_10.59.0,experiment_score_t.4.0,experiment_score_t.5.0,experiment_score_10.93.0,experiment_score_1.2.0,experiment_score_h.48.0,experiment_score_t.63.0,experiment_score_h.0.0,decisions_h,experiment_score_h.20.0,experiment_score_1.22.0,experiment_score_10.41.0,experiment_score_1.15.0,experiment_score_1.36.0,experiment_score_1.0.0,experiment_score_1.97.0,experiment_score_t.29.0,experiment_score_h.51.0,experiment_score_t.16.0,experiment_score_1.65.0,experiment_score_10.51.0,hcva_point,experiment_score_h.30.0,experiment_score_t.17.0,experiment_score_1.74.0,experiment_score_h.27.0,experiment_score_1.83.0,experiment_score_h.94.0,experiment_score_t.45.0,experiment_score_t.79.0,experiment_score_1.78.0,experiment_score_1.84.0,experiment_score_1.69.0,experiment_score_1.50.0,experiment_score_h.80.0,experiment_score_10.69.0,experiment_score_h.65.0,experiment_score_10.88.0,experiment_score_h.1.0,experiment_score_10.84.0,experiment_score_1.99.0,experiment_score_t.84.0,experiment_score_h.95.0,experiment_score_10.78.0,experiment_score_t.8.0,experiment_score_h.31.0,experiment_score_h.53.0,experiment_score_t.80.0,experiment_score_1.59.0,experiment_score_1.31.0,experiment_score_t.64.0,experiment_score_h.6.0,experiment_score_1.95.0,experiment_score_1.45.0,experiment_score_1.53.0,experiment_score_10.33.0,experiment_score_t.76.0,experiment_score_t.30.0,experiment_score_t.26.0,experiment_score_10.63.0,experiment_score_h.47.0,experiment_score_t.20.0,experiment_score_10.3.0,experiment_score_1.1.0,experiment_score_10.67.0,experiment_score_t.25.0,experiment_score_10.54.0,experiment_score_h.70.0,experiment_score_h.74.0,experiment_score_10.91.0,experiment_score_1.73.0,experiment_score_1.80.0,experiment_score_10.38.0,experiment_score_h.88.0,experiment_score_1.79.0,experiment_score_1.11.0,_step,experiment_score_10.48.0,experiment_score_10.68.0,decisions_10,experiment_score_1.86.0,experiment_score_t.86.0,_timestamp,experiment_score_t.65.0,experiment_score_1.10.0,experiment_score_1.35.0,experiment_score_h.63.0,experiment_score_10.75.0,experiment_score_t.13.0,experiment_score_h.22.0,experiment_score_t.1.0,experiment_score_1.56.0,experiment_score_1.32.0,experiment_score_1.33.0,experiment_score_1.38.0,experiment_score_10.44.0,experiment_score_t.51.0,experiment_score_1.66.0,experiment_score_1.12.0,experiment_score_10.13.0,experiment_score_10.66.0,experiment_score_h.89.0,experiment_score_t.48.0,experiment_score_10.71.0,experiment_score_1.21.0,experiment_score_10.24.0,experiment_score_t.58.0,experiment_score_h.29.0,preference_consensus_10,experiment_score_h.75.0,experiment_score_t.33.0,experiment_score_t.7.0,experiment_score_h.78.0,experiment_score_1.48.0,experiment_score_t.10.0,experiment_score_h.50.0,experiment_score_1.4.0,experiment_score_h.32.0,decisions_1,experiment_score_1.52.0,experiment_score_h.16.0,experiment_score_10.29.0,experiment_score_10.79.0,experiment_score_1.90.0,experiment_score_10.94.0,experiment_score_10.72.0,experiment_score_t.49.0,experiment_score_t.61.0,experiment_score_t.24.0,experiment_score_h.3.0,experiment_score_10.83.0,experiment_score_1.7.0,experiment_score_h.91.0,experiment_score_h.85.0,situation,experiment_score_t.50.0,experiment_score_10.60.0,experiment_score_h.43.0,experiment_score_10.89.0,experiment_score_h.23.0,experiment_score_t.15.0,experiment_score_t.72.0,experiment_score_10.61.0,experiment_score_10.19.0,experiment_score_1.40.0,experiment_score_t.27.0,sample,experiment_score_h.4.0,experiment_score_1.23.0,experiment_score_h.39.0,experiment_score_1.96.0,experiment_score_t.71.0,experiment_score_t.57.0,experiment_score_t.0.0,experiment_score_h.87.0,experiment_score_t.90.0,experiment_score_10.9.0,experiment_score_10.55.0,experiment_score_1.14.0,experiment_score_1.49.0,experiment_score_h.21.0,experiment_score_10.86.0,experiment_score_1.25.0,experiment_score_h.35.0,experiment_score_h.56.0,experiment_score_10.23.0,experiment_score_h.60.0,experiment_score_10.92.0,experiment_score_h.19.0,experiment_score_t.12.0,experiment_score_10.97.0,experiment_score_1.30.0,experiment_score_1.64.0,experiment_score_t.3.0,experiment_score_t.21.0,experiment_score_h.93.0,experiment_score_10.34.0,experiment_score_h.41.0,experiment_score_h.71.0,experiment_score_1.41.0,experiment_score_1.68.0,experiment_score_10.6.0,experiment_score_t.14.0,experiment_score_1.24.0,experiment_score_t.77.0,experiment_score_t.78.0,experiment_score_t.66.0,experiment_score_h.26.0,experiment_score_10.15.0,experiment_score_10.74.0,experiment_score_1.88.0,transition_point,experiment_score_h.73.0,experiment_score_10.70.0,experiment_score_h.92.0,experiment_score_h.97.0,experiment_score_h.25.0,experiment_score_10.18.0,experiment_score_1.17.0,experiment_score_10.8.0,experiment_score_1.75.0,experiment_score_1.18.0,experiment_score_1.77.0,experiment_score_1.20.0,experiment_score_1.46.0,experiment_score_h.5.0,action_judgement_consensus_h,preference_consensus_t,experiment_score_10.90.0,experiment_score_t.56.0,experiment_score_h.8.0,experiment_score_t.31.0,experiment_score_t.83.0,experiment_score_1.57.0,iteration,experiment_score_1.70.0,experiment_score_1.34.0,experiment_score_1.71.0,experiment_score_1.6.0,experiment_score_10.96.0,experiment_score_10.28.0,experiment_score_t.37.0,experiment_score_10.87.0
,,,,,,,,,,,,"[-0.2843538425947591, 0.09525659010361151, 0.5372118413520304, 0.14808344118291006, 0.28435384450330653, -0.095256589866459, -0.5372118558414416, -0.1480834358935413]",,,,,,,,,,0.22367694648106334,,,,,,,,,,,0.00973320437338672,,,,,,,,,,,,,,,,,,,,,,"[-0.30540102664668256, 0.07780518124629195, 0.4099025251332157, -0.05541556918966528, 0.30540102664668256, -0.07780518124629195, -0.4099025251332157, 0.05541556918966528]",0.005530339733865575,,,,0.062482934051490316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5630524512459715,,,,,,,,,,,,,,,,,,"[-0.3561873442907063, 0.05324518715221255, 0.16961281957427612, -0.2762674247195227, 0.3561873442907063, -0.05324518715221255, -0.16961281957427612, 0.2762674247195227]",,,,0.5592557871242456,,,,,,,,,,,,,,,,,,,,,,0.08715934164632645,,,,,0.024624564681759317,,,,176.964363647,0.1990005388862272,,,,,,,,,,,,,,,,0.24320181072016794,,0.5412262800109632,,,,0.46901014158608617,,,,,,,,,,,,0.04338870910359657,,0.014943203221449416,,,,,,,,,,,1.5,,,,,,,,,,,,,0.06882583651570003,,,,,,,,,,,,,0.10668420588543102,,,,,,,,,,,,,,,,,,,,,,,,0.03446806746055399,,,,,0,,,-0.13098726510087133,,,1727269709.5009809,,,,,,,0.04930097227659545,,,,,,,,,,,,,,,,,,,0.5717002491317918,,,,,,,,,,0.07774647815874261,,,,,,,,,,,,,,,,1,,0.33249253675134927,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0.5068685109558172,,,,,,,,,,,,,,,,,,,,,,,,,2.000000000000001,,,,,,,,,,,,,,,"[-0.2974639005552916, 0.08571593326623317, 0.4826128171899881, 0.09955830651110532, 0.2974639005552916, -0.08571593326623317, -0.4826128171899881, -0.09955830651110532]",0.5653155005216262,,,,,,,0,,,,,,,,
,,,,,,0.37526182102048844,,,,,,"[0.0008128839205532543, 0.023947240066340445, 0.2330399927292317, -0.410695349973713, -0.0008128838991037198, -0.02394723985313061, -0.23303999265927436, 0.41069534994988255]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1583717917399986,,,,,,,,,,,,,0.2940149456085804,"[-0.007438901135516104, 0.13726960089381857, 0.21526401347504856, -0.38126339325779357, 0.007438901135516104, -0.13726960089381857, -0.21526401347504856, 0.38126339325779357]",0.11350873029618423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46143460909987444,,,,,,,,0.3433633609249087,,,,,,,,,,"[-0.019053933534983736, 0.2097026555029555, 0.17556783623338765, -0.3489298919638575, 0.019053933534983736, -0.2097026555029555, -0.17556783623338765, 0.3489298919638575]",0.4282861364093553,,,0.46612309351576,,,,,0.1835003098637631,,,,0.3007848875803956,,,,,,,,,,,0.46018459650493504,,,,,,,,,,,333.285257306,,,,,,,,,,,,0.36849187904867325,0.46469949846416203,0.19478515379480527,,,,,,,,,,,,,,,,,,,,,0.12027867226799946,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45341465453311985,,,,,,,,,,,,,,,,,,,,1,,0.2688864274848159,0.08838021217241973,,,1727269865.9487302,,,,,,,,,,,,,,,,,,,,,,,,,,0.4479849513481151,,,,,,,,,,0.1247935742272264,,,,,,,,,,,,,,,,2,,,0.19027025183557833,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30529978953962256,,,,,,,,,,,2.300000000000001,,,,,,,,,,,,,0.37977672297971543,,"[-0.0032902852894691388, 0.05941865836021994, 0.22615066959800126, -0.39800401171974503, 0.0032902852894691388, -0.05941865836021994, -0.22615066959800126, 0.39800401171974503]",0.4569104241711492,,,,,,,0,,,,,,,,
,,,,,,,,,,,,"[0.009091650938316603, -0.0794328628290127, 0.010398528735628371, -0.63236166281632, -0.00909164624246619, 0.079432863189238, -0.010398528313545935, 0.6323616631228439]",,,,,,,,,,,,0.46523634466344505,,,,,0.38045980626323733,,,,,,,,,,,,,,,,,,,,,,,,,,"[0.08585979606021009, -0.11845063022154893, -0.028968485499098535, -0.4741658884531746, -0.08585979606021009, 0.11845063022154893, 0.028968485499098535, 0.4741658884531746]",0.02676697625610149,,,,,,,,,0.30493709955058657,,,,,,,,,,,,,,,,,0.21276816312539037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1957345280458931,0.49589245994337156,,,,,,,,,,,0.48069707981919735,,,,,,,"[0.1665414534317018, -0.18821425495712246, -0.06472732366792454, -0.3105641433690777, -0.1665414534317018, 0.18821425495712246, 0.06472732366792454, 0.3105641433690777]",,0.3094995675876981,,0.5089898693047473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490.774966036,,,,,,0.39749344134273457,,,,,,,,,0.29246593250820085,,,,,,,,,,,,,,,,,,,,0.022204508218989966,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,0.4606738766263335,,,,,,,,,,0.4482027095839478,,,,,,,,,,,,,,,,,0.41295417649848687,,,,,,,2,,,0.042227711411853774,,,1727270023.4385357,,,,,,,,,,,,,,,,,,,0.20029699608300464,,,,,,,0.46247070798365514,,,,,,,,,,0.00973334117660423,,,,,,,,,,,,,,0.39293097330562304,,3,,,,0.18027379289014084,,,,,,,,0,,,,,,,,,,,0.3249603027434504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.100000000000001,,,,,,,,,,,,,,,"[0.05598963898628802, -0.10656917749373215, -0.011030050430582899, -0.5547920081625615, -0.05598963898628802, 0.10656917749373215, 0.011030050430582899, 0.5547920081625615]",0.48538096188797136,,,,,,,0,,,,,,,,
,,,,,,,,,,,,"[0.25707577682138133, 0.06532829463216322, -0.10074045170519458, -0.7373191335170739, -0.2570757757917744, -0.0653282946356742, 0.10074045147568747, 0.7373191304503642]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07681709823623985,,,,,"[0.18868733733225898, 0.10422576104692834, -0.11504520355815433, -0.5943620578778384, -0.18868733733225898, -0.10422576104692834, 0.11504520355815433, 0.5943620578778384]",0.02739719916489694,0.5410448530402755,,,,,,,,,,,,0.09596868759430334,,,,,,,,,,,,,,,,,,,,,,,,,0.4308138681834202,,,,,,0.6188078531434476,,,,,,,,,,,,,,,,,0.47577506629158894,,,0.4055304135033697,,,,,,0.05153364355618932,,,,,,,,,"[0.140156347379995, 0.11140782676750582, -0.12828060645932893, -0.5190614795083579, -0.140156347379995, -0.11140782676750582, 0.12828060645932893, 0.5190614795083579]",,,,0.482294209018199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.318157829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05268065384494747,,,,,,,,,,,,,1.6,,,,0.5996562637853841,,,,,0.5229253257350515,,0.4499654575414837,,,0.3722024574383117,,,,,,,,0.44516232563187946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,-0.005930756900161052,,,1727270184.9816327,,,,,,,,,,,,,,,,,,,,,,,,,,0.4557861643460677,,,,0.503773736376988,,,,,,0.07183224320301096,,,,,,,,,,,,,,,,4,,,,,,,,,,,0.5743728091053335,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4784902816969374,,,,,,2.7000000000000015,,,,,,,,,,,,,,,"[0.22842517977541119, 0.07686956764257623, -0.10682122807328126, -0.6865318913359434, -0.22842517977541119, -0.07686956764257623, 0.10682122807328126, 0.6865318913359434]",0.46897313770026533,,,,,,,0,,,,,,0.018205687491131325,,
,,,,,0.26846283414558436,,,,,,,"[-0.08005893347117611, -0.09533121103211749, -0.12833963935977122, 0.3151466622275342, 0.08005893738944905, 0.09533121010957804, 0.12833963847058869, -0.3151466657428884]",,,,,,,,,,,,,,,,0.09839494686128517,,,,,,,,0.19105516733831215,,,,,,,,,0.19261191147732176,,,,,,,,,,"[0.020423097247215395, -0.09658593762848744, -0.13820941156154662, 0.26601228378187036, -0.020423097247215395, 0.09658593762848744, 0.13820941156154662, -0.26601228378187036]",-0.05422708994278594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1464080308300666,,,,,,,,,,,,,,,0.5352650832756664,,,,,,,,,,,,,,,,,,"[0.13388047451177523, -0.09797049233571542, -0.15371209859822463, 0.2059351115376959, -0.13388047451177523, 0.09797049233571542, 0.15371209859822463, -0.2059351115376959]",,,,0.5405775448284419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24199981978481325,814.647946252,,,,,,,,,,,,,,,,,,,,,,,,,0.323425984188385,,,,,,0.2900129037535947,,,,-0.08069010430355705,,,,0.21260523694632247,,,,,,,0.4208269764646579,,1.6,,,,,,,,,,,,,,,0.3992769068566476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,-0.004839181635294454,,,1727270347.3114867,0.3728138924958765,,,,,,,,,,,,,,,,,,,,,,,,,0.5176521610173449,,,,,,,,,,-0.10224017391156737,,,,,,,,,,,,,,,,5,,,,,,0.16459215297754104,,,,,,0,,,,,,,,0.11994501646929548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11520424467004955,,,2.000000000000001,,,,,,,,,,,,,,,"[-0.033567726117021635, -0.09604391269224177, -0.13496397694894904, 0.2875473686134916, 0.033567726117021635, 0.09604391269224177, 0.13496397694894904, -0.2875473686134916]",0.5294143189779896,,,,,,,0,,,,,,,,0.19579593913755808
,,,,,,,,,,,,"[0.5739670196283786, 0.03255897988421524, -0.44255050719383493, -0.27715597100011324, -0.5739670251405052, -0.03255898353768266, 0.44255050749350927, 0.27715597096514105]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2352376591906583,,,,,,,"[0.4288391261323089, -0.028586105713146615, -0.4302011733886396, -0.2725385525295566, -0.4288391261323089, 0.028586105713146615, 0.4302011733886396, 0.2725385525295566]",-0.027177073179084826,,0.40972806153793495,,,,,,,,,,,,,,,,,,,,,,0.2527732340767841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5054956944567738,,,,,,,,,,,,,,,,,0.17860667875237798,"[0.24768608930384772, -0.11597292867352246, -0.4079659209234259, -0.24333034894739258, -0.24768608930384772, 0.11597292867352246, 0.4079659209234259, 0.24333034894739258]",,,,0.509874611658093,,,,,,,,,,,,,,,,,,,,,,,,,,0.5098555703655951,,,,,980.727986733,,,,,,,,,,,,,,,,,,,,,,,,0.06305898666701062,,,,,,,,,,0.011107568657395483,0.062409665403028475,0.4249519066004318,,,,,0.02444387527280764,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3353651680183185,,,,,,,,,,,,,,,5,,,-0.127304582006745,,,1727270513.3914945,,,0.6127786155631205,,,,,,,,,,,,,,,,,,,,,,,0.42806448319954526,,,,,,,,,,0.07574597201844063,,,,,,,,,,,,,,,,6,,,,,,,,,,,,0,,,,,,,0.07847916992471782,,,,,0.04972268005159847,,,,,0.5994423089477084,,,,,,,,,,,,,,,,,,,0.15264572524912393,,,,,,,,,2.000000000000001,,,,,,,,,,,,0.43828821321584394,,,"[0.5520001233594475, 0.01339118232453318, -0.4380629609621153, -0.2769046243873533, -0.5520001233594475, -0.01339118232453318, 0.4380629609621153, 0.2769046243873533]",0.4691562205338966,,,,,,,0,,,,,,,,
,,0.0512613750192443,,,,,,,,,,"[-0.1351632299556759, -0.23825608513307575, -0.3110241120102253, 0.10391256706549945, 0.13516322819700782, 0.2382560866115066, 0.31102411173653255, -0.10391257002695069]",,,,,,,,0.05537253211429333,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13006216166230966,,,,,,,,"[-0.13496521967367398, 0.016747535277386903, -0.311594994303223, 0.12703040699581475, 0.13496521967367398, -0.016747535277386903, 0.311594994303223, -0.12703040699581475]",-0.22449536596627023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13417331875735872,,,,,,,,,,,,,,,,,,,,,,,,,0.48276906213705895,,,,,,,,,,,,,,,,0.5948349295936392,,"[-0.1344661407606657, 0.20497830887264135, -0.31420248145792834, 0.1749600379116761, 0.1344661407606657, -0.20497830887264135, 0.31420248145792834, -0.1749600379116761]",,,,0.46865219710990474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.839455805,,,,,0.352928830055867,,,,,0.5980589301225454,,,,,,,,,,,,,,,,,,,,0.04803737449033804,,,,,-0.22627077409622062,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,0.34881767296081795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,-0.22127136543736398,,,1727270678.5030682,,,,,,,,,,0.6021700872175945,,,,,,,,,,,,,,,,0.5170413265344714,,,,,,,,,0.5998343382524958,-0.22860652306131926,,,,,,,,,,,,,,,,7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.1268381611334034,,,,,,,,0.05303678314919469,,,,,,,,,,,,,,,,2.200000000000001,,,0.13183756979226008,,,,,0.3455936724319117,,,,,,,"[-0.1350477361631521, -0.1195980101342952, -0.31141583647435456, 0.1186722223643206, 0.1350477361631521, 0.1195980101342952, 0.31141583647435456, -0.1186722223643206]",0.4931197388414805,,,0.35059308109076837,,,,0,,,,,,,,
,,,,,,,,,,,,"[-0.12601015878866453, 0.14468729119623863, -0.1796841223508707, 0.01987054494470724, 0.12601015877977365, -0.14468729125460994, 0.1796841237235877, -0.019870538962992318]",,,,0.19041292097889978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[-0.08002678774870023, 0.026837406772524084, -0.08431517901713559, -0.07302682417922336, 0.08002678774870023, -0.026837406772524084, 0.08431517901713559, 0.07302682417922336]",-0.08197902459898593,,,,,,,,0.2704391406819338,,0.32016331883630333,,,,,,,,,,,0.3331155170242226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1338949342423158,,,,,,,0.5309656392683423,,0.0945702763526678,,,,,,,,,,,,,,,,"[-0.03062404207770356, -0.09562171747972498, 0.03514198946012621, -0.2228462876824978, 0.03062404207770356, 0.09562171747972498, -0.03514198946012621, 0.2228462876824978]",,,,0.5260448634404025,,,0.041973930086950204,,,,,0.2644861114998992,,,,,,,,,,,,,,,,,,,,,,,1316.007950051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1384970113355699,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1279419050602812,,,,,,,,,,,,,,,,,,,,0.12094273605439654,7,,,-0.0019528048959518984,,,1727270848.6714377,,,,,,,,,,,0.27743830968781846,,,,,,,,,,,,,,,0.5640418539583087,,0.20796812476331522,0.038052289616083826,,,,,,,-0.15144920952348917,,,,,,,0.18361911239668532,,,,,,0.10752247454058707,,,8,,,,,,,0.26364533209971935,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.000000000000001,,,,,,,,,,,,,,,"[-0.12008007188118501, 0.1359975046680613, -0.1593457227508908, 0.0011326771437173875, 0.12008007188118501, -0.1359975046680613, 0.1593457227508908, -0.0011326771437173875]",0.5447624229964472,,,,,,,0,,,,,,,,
,,,,,,,,,,0.2763870134495683,,"[0.061099621097657784, 0.18607477011804482, -0.021152974587266584, -0.18339885610044884, -0.06109962137347835, -0.18607478390845408, 0.021152972998114392, 0.18339885533662]",,,,,,,,,,,,,,,,,,,,,,,0.26452102096243196,,,,,,,,,,,,,,,,,,,,"[0.06958599291186848, 0.0027484338003428864, -0.029576790171065855, -0.14863223496557681, -0.06958599291186848, -0.0027484338003428864, 0.029576790171065855, 0.14863223496557681]",0.02902818085719801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0018475292413566644,,,,,,,,,0.5880835433074358,,,,,,,,,,,,,,,,,,"[0.07529279993501614, -0.10854941590441321, -0.06334104372189545, -0.08294517721576791, -0.07529279993501614, 0.10854941590441321, 0.06334104372189545, 0.08294517721576791]",,,,0.5839026784900678,,,,,,,,,,,,,,,0.2851138495816856,,,,,,,,0.011279153960374471,,,,,,,,1485.38431592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12716440753739403,,,0.028323392270297513,,,,,,,,,,,,,1.7,,,,,,,,0.26522580954933245,,,,,,,,,,,,,,,,,0.010574365373473973,,,,,,,,0.0091255094442645,,,,,,,,,,,,,,,,,,,,0.2630721650332225,,8,0.13589124366951133,,0.019596556138180204,,,1727271018.047845,,,,,,,,,,,,,,,,,,,,0.1264596189504935,,,,,,0.5982492995384883,,,,,0.12861326346660348,,,,,0.02687453634108804,,,,0.2557941848303147,,,,,,,,,,,,9,,,,,,,,,,,,0,,,,,,0.2858186381685861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4000000000000012,,,,,,,,,,,,,,,"[0.06560394922366262, 0.10723711726244411, -0.024901191679677484, -0.16579590590803522, -0.06560394922366262, -0.10723711726244411, 0.024901191679677484, 0.16579590590803522]",0.5909976425253198,,,,,,0.28366499365247616,0,,,,,,,,
