experiment_score_t.61.0,experiment_score_t.11.0,experiment_score_10.88.0,experiment_score_t.59.0,experiment_score_t.80.0,experiment_score_t.45.0,situation,experiment_score_1.27.0,experiment_score_10.10.0,experiment_score_h.3.0,experiment_score_h.19.0,experiment_score_1.61.0,experiment_score_1.48.0,experiment_score_h.68.0,experiment_score_10.94.0,experiment_score_10.43.0,experiment_score_t.4.0,experiment_score_h.9.0,experiment_score_1.74.0,experiment_score_10.6.0,experiment_score_10.33.0,experiment_score_1.3.0,experiment_score_t.66.0,experiment_score_h.30.0,experiment_score_1.29.0,experiment_score_10.30.0,experiment_score_t.57.0,experiment_score_1.21.0,experiment_score_t.77.0,experiment_score_1.33.0,experiment_score_t.48.0,experiment_score_10.13.0,experiment_score_1.20.0,experiment_score_1.54.0,experiment_score_t.31.0,experiment_score_10.42.0,experiment_score_t.97.0,experiment_score_h.49.0,experiment_score_1.76.0,experiment_score_h.33.0,experiment_score_t.14.0,experiment_score_10.17.0,experiment_score_1.92.0,experiment_score_10.45.0,experiment_score_h.7.0,experiment_score_10.70.0,preference_consensus_10,experiment_score_1.70.0,experiment_score_10.82.0,experiment_score_1.16.0,experiment_score_h.40.0,experiment_score_h.39.0,experiment_score_t.46.0,experiment_score_10.64.0,experiment_score_10.65.0,experiment_score_10.61.0,experiment_score_h.17.0,experiment_score_10.69.0,preference_consensus_h,experiment_score_h.11.0,experiment_score_10.52.0,experiment_score_10.9.0,experiment_score_10.35.0,experiment_score_1.34.0,experiment_score_10.40.0,experiment_score_h.48.0,experiment_score_10.96.0,experiment_score_10.44.0,experiment_score_10.57.0,experiment_score_10.38.0,experiment_score_10.79.0,experiment_score_1.36.0,experiment_score_10.46.0,experiment_score_10.25.0,experiment_score_1.86.0,experiment_score_h.14.0,experiment_score_1.84.0,experiment_score_h.72.0,experiment_score_h.91.0,experiment_score_h.54.0,experiment_score_t.56.0,experiment_score_1.67.0,experiment_score_1.1.0,hcva_point,experiment_score_t.1.0,experiment_score_10.73.0,experiment_score_h.76.0,experiment_score_1.64.0,experiment_score_t.52.0,experiment_score_t.12.0,experiment_score_t.87.0,experiment_score_10.93.0,experiment_score_1.13.0,experiment_score_t.78.0,experiment_score_10.91.0,experiment_score_h.13.0,experiment_score_t.96.0,experiment_score_t.22.0,experiment_score_10.55.0,experiment_score_t.15.0,experiment_score_1.52.0,experiment_score_t.51.0,experiment_score_1.60.0,experiment_score_10.24.0,experiment_score_h.6.0,experiment_score_1.71.0,experiment_score_t.65.0,experiment_score_10.51.0,experiment_score_10.21.0,experiment_score_h.57.0,experiment_score_t.55.0,experiment_score_1.99.0,experiment_score_10.28.0,experiment_score_h.21.0,experiment_score_h.58.0,experiment_score_1.10.0,experiment_score_1.41.0,experiment_score_10.19.0,experiment_score_h.67.0,experiment_score_1.65.0,experiment_score_h.79.0,experiment_score_h.64.0,experiment_score_1.83.0,experiment_score_t.98.0,experiment_score_1.12.0,experiment_score_1.24.0,experiment_score_10.95.0,_timestamp,experiment_score_1.37.0,_runtime,experiment_score_h.26.0,experiment_score_h.65.0,experiment_score_1.22.0,experiment_score_h.1.0,experiment_score_10.34.0,experiment_score_t.10.0,experiment_score_1.4.0,experiment_score_10.80.0,experiment_score_1.6.0,experiment_score_1.18.0,experiment_score_h.90.0,experiment_score_t.86.0,experiment_score_h.38.0,experiment_score_h.63.0,experiment_score_10.26.0,experiment_score_t.64.0,experiment_score_10.71.0,experiment_score_h.95.0,experiment_score_h.53.0,experiment_score_t.91.0,experiment_score_h.22.0,experiment_score_1.96.0,experiment_score_10.1.0,experiment_score_1.15.0,experiment_score_h.43.0,experiment_score_10.4.0,experiment_score_t.76.0,experiment_score_10.89.0,experiment_score_t.89.0,experiment_score_1.57.0,experiment_score_h.78.0,experiment_score_1.87.0,experiment_score_t.68.0,experiment_score_t.44.0,experiment_score_h.31.0,experiment_score_10.37.0,experiment_score_t.53.0,experiment_score_10.78.0,sample,experiment_score_1.49.0,experiment_score_t.43.0,experiment_score_1.89.0,experiment_score_h.97.0,experiment_score_t.62.0,experiment_score_t.95.0,experiment_score_t.27.0,experiment_score_10.8.0,experiment_score_10.12.0,experiment_score_1.94.0,experiment_score_h.5.0,experiment_score_h.16.0,experiment_score_1.8.0,action_judgement_consensus_t,experiment_score_1.77.0,experiment_score_h.92.0,experiment_score_10.67.0,experiment_score_1.32.0,experiment_score_10.66.0,experiment_score_h.60.0,experiment_score_t.32.0,experiment_score_10.3.0,experiment_score_t.20.0,experiment_score_h.56.0,experiment_score_h.12.0,experiment_score_t.26.0,experiment_score_t.18.0,experiment_score_1.97.0,experiment_score_10.87.0,experiment_score_h.35.0,experiment_score_h.46.0,experiment_score_10.41.0,experiment_score_t.38.0,experiment_score_t.40.0,experiment_score_1.47.0,experiment_score_t.25.0,experiment_score_h.74.0,experiment_score_1.14.0,decisions_1,action_judgement_consensus_h,experiment_score_1.25.0,experiment_score_10.2.0,experiment_score_h.0.0,experiment_score_1.88.0,experiment_score_10.72.0,experiment_score_t.50.0,experiment_score_10.83.0,experiment_score_1.0.0,experiment_score_h.24.0,decisions_t,experiment_score_h.42.0,experiment_score_1.63.0,experiment_score_h.73.0,experiment_score_10.29.0,experiment_score_10.85.0,experiment_score_t.35.0,experiment_score_h.32.0,experiment_score_1.9.0,experiment_score_h.94.0,_step,experiment_score_10.53.0,experiment_score_h.81.0,experiment_score_h.70.0,experiment_score_10.77.0,decisions_10,experiment_score_h.99.0,experiment_score_1.62.0,experiment_score_h.87.0,experiment_score_10.27.0,experiment_score_10.49.0,experiment_score_1.35.0,experiment_score_t.41.0,experiment_score_t.88.0,preference_consensus_t,experiment_score_t.9.0,experiment_score_1.44.0,experiment_score_1.98.0,experiment_score_10.74.0,experiment_score_h.71.0,experiment_score_1.85.0,experiment_score_h.52.0,experiment_score_10.58.0,experiment_score_10.56.0,experiment_score_t.54.0,experiment_score_h.15.0,experiment_score_10.11.0,experiment_score_1.81.0,experiment_score_t.28.0,experiment_score_10.86.0,experiment_score_10.75.0,experiment_score_t.39.0,experiment_score_t.23.0,experiment_score_h.20.0,experiment_score_t.70.0,experiment_score_h.25.0,experiment_score_t.47.0,experiment_score_10.22.0,experiment_score_t.58.0,experiment_score_h.86.0,experiment_score_1.80.0,experiment_score_t.3.0,experiment_score_t.84.0,experiment_score_h.23.0,experiment_score_t.49.0,preference_consensus_1,experiment_score_1.30.0,experiment_score_t.83.0,experiment_score_1.53.0,experiment_score_10.81.0,experiment_score_t.85.0,experiment_score_t.73.0,experiment_score_h.36.0,experiment_score_h.4.0,experiment_score_t.93.0,experiment_score_h.77.0,experiment_score_t.33.0,experiment_score_h.93.0,experiment_score_h.80.0,experiment_score_t.81.0,transition_point,experiment_score_t.5.0,experiment_score_1.26.0,experiment_score_10.99.0,experiment_score_1.5.0,experiment_score_10.54.0,experiment_score_t.21.0,action_judgement_consensus_10,experiment_score_t.37.0,experiment_score_t.63.0,experiment_score_1.38.0,experiment_score_h.28.0,experiment_score_10.32.0,experiment_score_h.66.0,experiment_score_t.8.0,experiment_score_1.56.0,experiment_score_t.6.0,experiment_score_1.69.0,experiment_score_h.29.0,experiment_score_10.63.0,experiment_score_1.79.0,experiment_score_10.97.0,experiment_score_1.31.0,experiment_score_t.92.0,experiment_score_t.69.0,experiment_score_1.51.0,experiment_score_10.39.0,experiment_score_t.99.0,experiment_score_1.58.0,experiment_score_t.42.0,experiment_score_t.82.0,experiment_score_1.68.0,experiment_score_1.75.0,experiment_score_10.18.0,experiment_score_1.23.0,experiment_score_10.31.0,experiment_score_1.73.0,experiment_score_10.90.0,experiment_score_1.28.0,experiment_score_1.11.0,experiment_score_t.34.0,experiment_score_1.43.0,experiment_score_t.75.0,experiment_score_10.60.0,experiment_score_1.95.0,experiment_score_1.42.0,experiment_score_h.89.0,experiment_score_10.59.0,experiment_score_h.8.0,experiment_score_h.61.0,experiment_score_10.68.0,experiment_score_1.90.0,experiment_score_t.36.0,experiment_score_1.17.0,experiment_score_10.62.0,experiment_score_t.19.0,experiment_score_h.47.0,experiment_score_t.24.0,experiment_score_t.72.0,experiment_score_h.50.0,experiment_score_1.55.0,experiment_score_10.0.0,experiment_score_h.45.0,experiment_score_h.59.0,experiment_score_t.60.0,experiment_score_1.2.0,experiment_score_h.62.0,experiment_score_10.14.0,experiment_score_1.50.0,experiment_score_t.0.0,experiment_score_t.79.0,experiment_score_10.15.0,experiment_score_h.18.0,experiment_score_1.78.0,experiment_score_t.71.0,experiment_score_10.47.0,experiment_score_t.29.0,experiment_score_h.10.0,experiment_score_10.98.0,experiment_score_h.27.0,experiment_score_10.50.0,iteration,experiment_score_1.19.0,experiment_score_10.84.0,experiment_score_1.91.0,experiment_score_t.30.0,experiment_score_h.84.0,experiment_score_h.96.0,experiment_score_h.34.0,experiment_score_h.75.0,experiment_score_1.7.0,experiment_score_t.16.0,experiment_score_h.51.0,experiment_score_10.76.0,experiment_score_1.39.0,experiment_score_t.2.0,experiment_score_h.44.0,decisions_h,experiment_score_10.92.0,experiment_score_h.2.0,experiment_score_1.45.0,experiment_score_h.69.0,experiment_score_h.88.0,experiment_score_t.94.0,experiment_score_h.55.0,experiment_score_t.74.0,experiment_score_10.16.0,experiment_score_1.72.0,experiment_score_10.23.0,experiment_score_h.85.0,experiment_score_h.83.0,action_judgement_consensus_1,experiment_score_t.7.0,experiment_score_1.46.0,experiment_score_1.82.0,experiment_score_10.20.0,experiment_score_10.7.0,experiment_score_1.66.0,experiment_score_t.90.0,experiment_score_1.40.0,experiment_score_10.36.0,experiment_score_h.41.0,experiment_score_10.5.0,experiment_score_1.93.0,experiment_score_t.67.0,experiment_score_h.98.0,experiment_score_h.82.0,experiment_score_t.13.0,experiment_score_10.48.0,experiment_score_1.59.0,experiment_score_h.37.0,experiment_score_t.17.0
,,,,,,1,,,,,,,,,,,,,0.215364367377967,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5890620609565096,,,,,,,,,,,,0.565471635518921,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,0.12186171316120367,0.1996069415880928,,,,,,,,,,,,,,,,,,0.3854874860770905,,,0.10531845491796352,,1727431668.8076518,,112.637253128,,,,,,,,,0.19882110913472684,,,,,,,,,,,,,,,,,,,0.03500513422476908,0.04646674782933869,,,,,,,,,,0,,,0.051548392468009234,,,,,,,,,,,"[0.10660586383208552, -0.5160971200072854, 0.045334342690028735, 0.11738613824021694, -0.10660586383208552, 0.5160971200072854, -0.045334342690028735, -0.11738613824021694]",,,,,,,,,,,,,,,,,,,,,,,,,0.08557257881803115,"[0.10470231738505059, -0.5130518278948231, 0.058869702880888324, 0.18819788812054422, -0.10470231738505059, 0.5130518278948231, -0.058869702880888324, -0.18819788812054422]",,,,,,,0.36894422783385034,,0.10610428737132949,0.08049093417936061,,,,,,,,,,0,,,,,0.069029320574791,,,,,,,,,0.5737835593769907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5577081554229849,,0.38040584143841993,,,,,,,,,,,,,2.7000000000000015,,,,,,,"[0.1157648283252859, -0.5205895675861192, 0.002035957588070324, 0.07827499158661441, -0.1157648283252859, 0.5205895675861192, -0.002035957588070324, -0.07827499158661441]",,,,,,,,,0.2039027537733974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050762560014643264,,,,,,,,,,,0.11040009955663406,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0.08478674636466518,,,,,,,,,,,,,0.38470165362372455,"[0.10308792305941779, -0.5109769901399043, 0.06348659546135481, 0.2223971995706261, -0.1030879229423253, 0.5109769903215987, -0.06348659162280555, -0.22239719945915248]",,,,,,,,,,,,,,,,,,,,
,0.06352592195141243,,,,,2,,,,,,,0.006527597518054401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5342199761926202,,,,,,,,,,,,0.5517158479188532,0.13505333187960075,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5389153956950572,,,,1727431772.4994402,,216.222401984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07805500744624272,,,,,,0,,,,,,,,,,,,,,"[0.27459730729591136, -0.4681447190638401, 0.12764862200010066, 0.1374893860552804, -0.27459730729591136, 0.4681447190638401, -0.12764862200010066, -0.1374893860552804]",,,,,,,,,,,,,,,,,,,,,0.2438691159168951,,,,0.060463827272595506,"[0.24589341564381556, -0.40526497158373115, 0.001703487709178779, 0.26657451340414734, -0.24589341564381556, 0.40526497158373115, -0.001703487709178779, -0.26657451340414734]",,,,,,,,,,0.2079543507810689,,,,,,,,,,1,,,,,0.3399750407589994,,,,,,,,,0.5464882426087119,,,0.3914248721865838,,,,,,,,,0.0684947680265181,,,,,,,,,,0.09637859240842173,,,,,,,,,0.5597629016666238,,,,,,,,,,,,,,,2.200000000000001,,,,,,,"[0.3703467790868311, -0.5483862860081449, 0.3051405942453968, -0.0680259810452632, -0.3703467790868311, 0.5483862860081449, -0.3051405942453968, 0.0680259810452632]",,,,,,,,,,,,,,,,,,,,,,,,0.06943551606223067,,,,,,,,0.21101644545988582,,,,,,,,,,,0.21007569742417326,,,,,,0.16790600233661004,,,,,,,,,,,,,,,,,,,0.03564209756950881,,,0.6709360856729877,,,0,,,,,,,,,,,,,,,,0.13642694085288057,,,,,,,,,,,,,,"[0.2000363735975655, -0.3502456537430151, -0.11700311910603325, 0.3769864758454154, -0.20003637354099463, 0.350245653754292, 0.1170031191120936, -0.37698647764050636]",,,,,,,,,,,,,,0.4673879857668688,,,,,,
,,,,,,3,,,,,,0.5341338359282404,,,,,,,,,,,,,,,,,,0.5133814387431375,,,,,,,,,,,0.4697125517407333,,,,,0.5549232205698665,,,,,,,,,,0.5010714396944249,,0.5109119213475114,,,,,,,0.5237216079368825,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45683333395174885,,,,,,,,,,,,,,,,1727431876.2456214,,319.968589566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,"[-0.3929028629353517, -0.1354318482353568, -0.5547329500420008, -0.16917302705991638, 0.3929028629353517, 0.1354318482353568, 0.5547329500420008, 0.16917302705991638]",,,,,,,,,,,,,,,,,,,,,,,,,-0.4902238049270261,"[-0.4119047845701319, -0.07926703976714544, -0.5507484720969876, -0.0839352310340888, 0.4119047845701319, 0.07926703976714544, 0.5507484720969876, 0.0839352310340888]",,,,,,,,,,-0.4694714077419232,,,,,,,,,,2,,0.2665582992064114,,,-0.4484526889819766,0.446421105960391,,,,,,,,0.5268584094865417,,,,,,,,,,,,,0.27697052719776927,,,,,,,,,,,,,,,,,,0.4955416928521617,,,,0.23519941125271976,,,,,,,,,,0.25621813001266636,2.200000000000001,,,0.4150622180066994,,,,"[-0.3392715909954151, -0.24972744953366244, -0.5845800479460441, -0.2737691095781263, 0.3392715909954151, 0.24972744953366244, 0.5845800479460441, 0.2737691095781263]",,,,,,,,,,,,,,,,,,,,0.43608093676664594,,,,,,,,,,,,,,,,,,,,,,,,,,0.5114836676857828,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,-0.4798115769356682,,,,,,,,,,,,,,"[-0.4343017630645282, -0.030719114103812183, -0.5451573899242498, -0.0345225446559565, 0.43430176075511306, 0.030719115927321575, 0.5451573875802551, 0.03452253310304236]",,,,,,,,,,,,,,,,,0.4923627199831908,,,0.4907312705006799
,,0.5692499295730743,,,,4,0.49284793433781693,,,,,,,,,,,,,,,,,,,,0.27798373054665787,,,,,,,,,,,,,,,,,,,0.5397760315450846,,,,,,,,,,,,0.52424887956269,,,,,,,,,,,,,,,,0.03158839517287765,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,0.20339680924239514,,,,,0.2569969100835007,,,,,,,,,,,,,,1727431981.7496455,,425.472612521,,,,,,,,,,,,0.0030514131833329072,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0.4582081259816063,,,,,,,"[-0.052413888596795855, -0.29556084559551465, 0.4615161429780969, -0.37855588524215006, 0.052413888596795855, 0.29556084559551465, -0.4615161429780969, 0.37855588524215006]",,,,,,,,,,,,,,,,,,,,,,,,,0.22461020307639704,"[-0.04427568735252942, -0.2976509021029349, 0.4767931221920508, -0.389521764709929, 0.04427568735252942, 0.2976509021029349, -0.4767931221920508, 0.389521764709929]",,,,0.643836850877337,,,,,,0.18997039472018648,,,,,,,,,,3,,,,,0.1500232817721343,,,,0.4182610130335542,,,,0.6091970425211265,0.5283710458129537,,,,,,,,,,,,,,,0.04299852613138508,,,,,,,,,,0.01060157470972048,,,,,,0.5168101148920615,,,,,,,,,,,,,,,2.200000000000001,,,,,,0.24334392219044731,"[-0.07810443049437825, -0.2710349502999701, 0.4175840340425583, -0.3089000944955604, 0.07810443049437825, 0.2710349502999701, -0.4175840340425583, 0.3089000944955604]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47186111387465973,,0,,,,,,,,,,,,,,,,0.20362338261323987,,,,,0.6228500304141799,,,,,,,,,"[-0.03242340298388883, -0.30035097513392844, 0.4995281419666721, -0.4031935110070932, 0.032423399895514946, 0.3003509752301009, -0.4995281392420176, 0.4031935109448014]",,,,,,,,,,,,,,,,,,,,
,,,,,,5,,0.3032605713598866,,,,,,,,,,,,,,,,0.024271513387938357,,,,,,,,,,,,,,,,,,,,,,0.4997042763617056,,,,,,,,,,,0.09520074383592664,0.494649597526652,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,0.2161498651882812,,,,,,,,,,,,,,,,,,,,,,,,,,0.3957210915820753,,,,,,,,,0.2446415799802483,,,1727432087.1503623,,530.873323873,,,,,,0.3672293767901082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0.1521810597580596,,,,,"[0.23357047539733589, -0.205186164592518, -0.036889302964468636, -0.13718948236363404, -0.23357047539733589, 0.205186164592518, 0.036889302964468636, 0.13718948236363404]",,,,,,,,,,,0.2291364809275156,,,,,,,,,,,,,,0.1256994812073166,"[0.24853734682613543, -0.24528816132531395, -0.02521916745476033, -0.15302089589527149, -0.24853734682613543, 0.24528816132531395, 0.02521916745476033, 0.15302089589527149]",,,,,,,,,,0.0972077664153495,,,,0.06818900683425033,,,,,,4,,,,,0.033238960985127915,,,,,,,,,0.4958115036256197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4920341467679738,,,,,,,,,,,,,,,2.200000000000001,,,,,,,"[0.17925163021423313, -0.09893746006426342, -0.11260109274581755, -0.10659756356859043, -0.17925163021423313, 0.09893746006426342, 0.11260109274581755, 0.10659756356859043]",,,,,,,,,,0.18766126405811534,0.008766414335205669,,,,,,0.15916954926614824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004220201404028748,0.38021599252934263,,,,0,,,,,,,,,,,,,,,,0.11019438215458392,,,,0.17215616500538264,,,,,,,,,,"[0.2666747258034122, -0.297995218745728, -0.01085425315934408, -0.175328333103377, -0.266674725979858, 0.2979952186087033, 0.01085425233755128, 0.17532833309553575]",,,,,,,,,,,,,,,,,,,,
,,,,,,6,,,,,,,,,,,,,,,,,0.24594134822358393,,0.1926273813330989,,,,,,,0.21533866141253727,,,0.43188468492521487,,,,,,,,,,,0.5130392393532796,,,,,,,,,,,,0.5626534309035919,,,,,,,,,,,,,,,,,,,,0.015106332782048537,,,,,1.7,,,,,,,,,,,0.0382076341084365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727432193.2022293,,636.925194182,,,,,,,,,,,,,,,,,,,,0.006161940127274723,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,"[0.34503598706696603, -0.2694925739151378, -0.02703924231836316, 0.14993709389156074, -0.34503598706696603, 0.2694925739151378, 0.02703924231836316, -0.14993709389156074]",,,,,,,,,0.2577664000648823,,,,,,,,,,,,,,,,0.13452432040119822,"[0.35644112783199206, -0.20684370235833996, -0.1025937792042111, 0.147357871078304, -0.35644112783199206, 0.20684370235833996, 0.1025937792042111, -0.147357871078304]",,,,,,,,,,0.17695205905354322,0.37857071803472986,,,,,,,,,5,,,,,0.208997753034705,,,,,,,,,0.5482528404508449,,,,,,,,,,,,,,,,,,,0.236498127155559,,,,,,,,,,,,0.5816179789928734,0.2671008139666057,,,,,,,,,,,,,,2.000000000000001,,,,,,,"[0.2518864585555331, -0.4317216639688133, 0.1638122049670742, 0.16489785911774824, -0.2518864585555331, 0.4317216639688133, -0.1638122049670742, -0.16489785911774824]",,,,,,,,,,,,,,,,,,,,,,0.39983899094405306,,,,,,,,,,,,,,,,0.3574112522917081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.03626579852507028,0.22467307531426067,,,,,,,,,,,,0.15568378614421996,,,,,,,,,,,,,,"[0.386839293625456, -0.11010472761751318, -0.21623387999959576, 0.1419551003853372, -0.3868392899286491, 0.11010472777734756, 0.21623388002650806, -0.14195510142549342]",,,,0.289812094046044,,,,,,,,,,,,,,,,
,,,,,,7,,,0.3197004094258451,,,,,,,0.05837042012908791,,,,,0.3984430953049214,,,,,,,,,,,,,,,0.07758947447254547,,,,,,,,,,0.44297008679924843,,,,,,,,,,,,0.49375195359640156,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15458860969944718,,,,,,,,,,,1727432299.912213,,743.635164469,,,,,,,0.17122821061032711,,,,,,,,,,,,,,,,,,,0.0730749888598335,,,,,,,,,,,,,0,,,,0.11170457907470838,,,,,,,,,,"[-0.1566935946421373, -0.3155557814990975, 0.2532575470954825, -0.15353590435307993, 0.1566935946421373, 0.3155557814990975, -0.2532575470954825, 0.15353590435307993]",,,,,,,,0.15413989583476076,,,,,,0.1904472649537847,,,,0.08971458977071345,,,,,,,0.16917339285788782,"[-0.1407455067335266, -0.28592288175007907, 0.3159006282088619, -0.11817164576132812, 0.1407455067335266, 0.28592288175007907, -0.3159006282088619, 0.11817164576132812]",,,,,,,,,,0.05631560237664861,,,,,,,,,,6,,,,,-0.07512980661227281,,,,,,,0.041730819218207975,,0.48040345462650824,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28558530482368216,,,,0.5205561303316555,,,,,,,,0.09248552473125082,,,,,,,2.100000000000001,,,,,,,"[-0.2748912698719218, -0.37227662483665613, 0.08372764542438418, -0.25646397806314264, 0.2748912698719218, 0.37227662483665613, -0.08372764542438418, 0.25646397806314264]",,,,,,,,,,,,,,0.05385593451637595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0.09043070697881152,,,,,,,,,,,,,,"[-0.09966824570122261, -0.24092987148549372, 0.4610681723365861, -0.02999176042925652, 0.09966824496703011, 0.24092987148578562, -0.461068172336581, 0.02999176043031604]",,,,,,,,,,0.07584592382037089,,,,,,,,,,
,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478344002053983,,,,,0.3195052111715697,,,,,,,0.4913336567123178,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727432409.4040353,,853.127038088,0.21573009371599056,,,,,,,,,,0.26026144022978215,,,,0.15840559402240403,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,"[0.11844576136381506, -0.33930037376407735, 0.035615222297786825, 0.058284625672174004, -0.11844576136381506, 0.33930037376407735, -0.035615222297786825, -0.058284625672174004]",,,,,,,,,,,,0.19838796582049179,,,,,,,,,,,,,0.039679466573153535,"[0.11234038715493173, -0.5906850765460971, 0.006725487183022567, 0.0543989640555542, -0.11234038715493173, 0.5906850765460971, -0.006725487183022567, -0.0543989640555542]",,,,,,,,,,0.07595977008502514,,,,,,,,,,7,,,,,0.11594214188311289,,,,,,,,,0.4870733456784306,,,,,,,,,,,,,,,,,0.3368473390670685,0.3050338506391361,,,,,,,,,,,0.32237597853463484,,0.4962778663830246,,,,,,,,,,,,,,,2.300000000000001,,0.2346682693323634,,,,,"[0.13278497139052556, -0.09345025708269476, 0.10049773694152066, 0.08295025033817358, -0.13278497139052556, 0.09345025708269476, -0.10049773694152066, -0.08295025033817358]",,,,,,,,,,,,,,,,,,,0.37682971086515626,,,,,,,,0.3413141541510077,,,0.3175859399233687,,,,,,,,,,,,,,0.2413232646134093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,0.30056703555519687,,,0.05861764218952637,,,,,,,,,,,0.2650514788410483,,,"[0.10575715540214742, -0.7139455490115852, -0.025421691840340363, 0.051159003990893265, -0.1057571533183572, 0.7139455586412844, 0.025421691921921133, -0.05115900409712736]",,,,,,,0.2776035681252809,,,,,,,,,,,,,
,,,,,,9,,,,,,,,,0.0982406991190902,,,,,,,,,,,,,0.39966702574787466,,,,,,,,,,,,0.04412894462972175,,,,,,0.39496941608059666,,,,,,,,,,,,0.41753072484055814,,,,,,,,,,,,,,,,,0.06412084269487746,,,,,,,,1.6,,,,,,,,0.2549687916726893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1727432517.3442447,,961.067205804,,,,,,,,,,,,,,,,,,,,,,,,,0.04405359138332826,,,,,,,,,,,,,,0,,0.06404548944848397,,,,,,,,,,,,"[-0.19844940907349606, 0.24547953773380313, 0.21509595389416752, 0.010529004503999385, 0.19844940907349606, -0.24547953773380313, -0.21509595389416752, -0.010529004503999385]",0.43489562625477585,,,,,,,,,,,,,,,,,,,,,,,0.07935754513662296,0.08083186754216501,"[-0.16123894791405188, 0.18247466934259837, 0.22819637973027593, 0.05844466830487232, 0.16123894791405188, -0.18247466934259837, -0.22819637973027593, -0.05844466830487232]",,,,,,,,,,0.045603267035263795,,,,,,,,,,8,,,,0.3654718160772684,0.011408057364657567,,,,,,,,,0.4098527079172132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42545088907281386,,,,,,,,,0.22077358200208308,0.4196589238130304,,0.20078168393692736,,,2.5000000000000013,,,,,,,"[-0.2590219486910292, 0.2936342704789495, 0.18794720170106236, -0.033035419437327594, 0.2590219486910292, -0.2936342704789495, -0.18794720170106236, 0.033035419437327594]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028816888941582755,,,,,,,,,,,,,,,,,,,,,,,,,,0.00993373495911552,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0.0655951651004195,,,,,,,,,,,,,,"[-0.13574177570908333, 0.14379626911203425, 0.24120362231520273, 0.08977132671000593, 0.13574177605297033, -0.1437962691032868, -0.24120362237022844, -0.08977132667012654]",,,,,,,,,,,,0.18554498149518187,,,,,,,,
