,context,p_value,agent,satisfaction,Cumulative_Satisfaction
0,0,3,82.0,0.016618320762415,0.016618320762415
1,1,3,82.0,0.0064908554695353,0.0231091762319503
2,2,3,82.0,0.2710032380821887,0.294112414314139
3,3,3,82.0,0.0387603510780773,0.3328727653922163
4,4,3,82.0,0.1282302625054316,0.4611030278976479
5,5,3,82.0,0.0487304617964398,0.5098334896940877
6,6,3,82.0,0.0278049554342381,0.5376384451283258
7,7,3,82.0,0.0136061636766242,0.55124460880495
8,8,3,82.0,0.0756569332337757,0.6269015420387256
9,9,3,82.0,0.0121839171721572,0.6390854592108829
10,10,3,82.0,0.0774843473261896,0.7165698065370725
11,11,3,82.0,0.0973518105222645,0.813921617059337
12,12,3,82.0,0.2202294608370704,1.0341510778964074
13,13,3,82.0,0.048357497024322,1.0825085749207293
14,14,3,82.0,0.0397595830932646,1.122268158013994
15,15,3,82.0,0.0684436184125534,1.1907117764265474
16,16,3,82.0,0.0959606760629755,1.2866724524895228
17,17,3,82.0,0.0196426442322221,1.306315096721745
18,18,3,82.0,0.07542141162329,1.381736508345035
19,19,3,82.0,0.0288531454119912,1.4105896537570262
20,20,3,82.0,0.0565091645940954,1.4670988183511215
21,21,3,82.0,0.0620338107238978,1.5291326290750193
22,22,3,82.0,0.1845270031005647,1.7136596321755841
23,23,3,82.0,0.0506149666921014,1.7642745988676856
24,24,3,82.0,0.1614543889418458,1.9257289878095314
25,25,3,82.0,0.011627543874833,1.9373565316843642
26,26,3,82.0,0.072228661235158,2.009585192919522
27,27,3,82.0,0.1556433345744622,2.1652285274939844
28,28,3,82.0,0.0236270512365636,2.188855578730548
29,29,3,82.0,0.0020395639137812,2.1908951426443295
30,30,3,82.0,0.0727041128055734,2.2635992554499027
31,31,3,82.0,0.0050951407286698,2.2686943961785726
32,32,3,82.0,0.0999160613133536,2.368610457491926
33,33,3,82.0,0.0444398674575441,2.41305032494947
34,34,3,82.0,0.0665035450425026,2.479553869991973
35,35,3,82.0,0.0425783942774219,2.522132264269395
