context,p,decision
16,1,"[-0.3195912492946065, 0.23194300774347282]"
16,2,"[-0.2906833466431271, 0.2039065164132247]"
16,3,"[np.float64(-0.2766240577704218), np.float64(0.1581242875580633)]"
17,0,"[np.float64(-0.1932036344103018), np.float64(-0.38276456831806455)]"
17,1,"[-0.01956980087253335, -0.3199531981859371]"
17,2,"[-0.07890271177175545, -0.3459912703146876]"
17,3,"[np.float64(-0.1479879431854997), np.float64(-0.36722390582690667)]"
18,0,"[np.float64(0.08685234770148406), np.float64(-0.17523915644037916)]"
18,1,"[0.1277184189548844, -0.15740440054599597]"
18,2,"[0.09864111846731345, -0.16323932301774138]"
18,3,"[np.float64(0.09472427974165817), np.float64(-0.1679350378546474)]"
19,0,"[np.float64(-0.040337819615966296), np.float64(0.18139027380775166)]"
19,1,"[0.10581298307627914, -0.007188175767393806]"
19,2,"[0.06133691654972563, 0.07009598786305854]"
19,3,"[np.float64(-0.022062518383084095), np.float64(0.16856479158574778)]"
20,0,"[np.float64(0.1319261876420253), np.float64(0.014640810611123295)]"
20,1,"[0.07323516125543812, -0.01426184005972568]"
20,2,"[0.12242394446351287, 0.007728612850008171]"
20,3,"[np.float64(0.13611087569497327), np.float64(0.013884330251335328)]"
21,0,"[np.float64(-0.09510334813025911), np.float64(-0.060705479835566845)]"
21,1,"[0.18640383128982219, -0.050258826369482576]"
21,2,"[0.06630944121080709, -0.048551272432394085]"
21,3,"[np.float64(-0.09510334813025911), np.float64(-0.060705479835566845)]"
22,0,"[np.float64(-0.22125317930051763), np.float64(-0.1648848036296675)]"
22,1,"[-0.15520212134041317, -0.2338723151731807]"
22,2,"[-0.180713527629528, -0.22438620542117027]"
22,3,"[np.float64(-0.21328401853413592), np.float64(-0.16689676001379505)]"
23,0,"[np.float64(-0.006040363349761629), np.float64(-0.13994713258151056)]"
23,1,"[0.1883600167381556, 0.11835655286406484]"
23,2,"[0.1178553936675133, 0.00520942694179824]"
23,3,"[np.float64(0.020042570001581494), np.float64(-0.10812545035181051)]"
24,0,"[np.float64(0.31165246977151956), np.float64(0.07430670882831136)]"
24,1,"[0.04255980848794616, 0.06348225428590018]"
24,2,"[0.19251600481578246, 0.057793208145860864]"
24,3,"[np.float64(0.2313795963006478), np.float64(0.0629860773523982)]"
25,0,"[np.float64(-0.07208187834684385), np.float64(0.04722450803506224)]"
25,1,"[-0.0052116122817382066, 0.15208240883887653]"
25,2,"[-0.008184246557047067, 0.15210449251796992]"
25,3,"[-0.04848671376419549, 0.08820403412011799]"
26,0,"[np.float64(0.061145587150481545), np.float64(0.08228765038817676)]"
26,1,"[0.09017133889855067, 0.10286181410276674]"
26,2,"[0.08119419999529168, 0.07009548202624542]"
26,3,"[0.07362563798859068, 0.07011247102039816]"
27,0,"[np.float64(0.016565365426446044), np.float64(0.06662495847131024)]"
27,1,"[-0.11665657269700819, 0.11175836298115552]"
27,2,"[np.float64(0.010208531479400956), np.float64(0.07224049942323446)]"
27,3,"[np.float64(0.010367296675173637), np.float64(0.07231912255453465)]"
28,0,"[np.float64(-0.11858123348899567), np.float64(-0.06809278915637698)]"
28,1,"[-0.01290051428343375, -0.14305823783876798]"
28,2,"[np.float64(-0.09715961394569526), np.float64(-0.11652515920437344)]"
28,3,"[-0.016767068793061127, -0.14642047537504307]"
29,0,"[np.float64(0.14310028896458432), np.float64(-0.13662228716552385)]"
29,1,"[0.12476427150862132, -0.11925336050864273]"
29,2,"[0.14292917209419845, -0.12611778134373142]"
29,3,"[0.14442375241840114, -0.12518357773820912]"
30,0,"[np.float64(-0.1787986174823018), np.float64(0.11172935190205999)]"
30,1,"[0.08863067327301095, -0.03603897704149646]"
30,2,"[-0.051426848225732534, 0.017072363683954594]"
30,3,"[np.float64(-0.15861060680528083), np.float64(0.07361512138910813)]"
31,0,"[np.float64(0.16295613330680425), np.float64(-0.06864290760764238)]"
31,1,"[0.08279598387038926, -0.21272758842942135]"
31,2,"[0.10636364957213754, -0.21693732207050875]"
31,3,"[np.float64(0.12739691223562402), np.float64(-0.1424680286179317)]"
32,0,"[np.float64(-0.13819220962530232), np.float64(0.10471709185090214)]"
32,1,"[-0.1389057504150459, -0.0007286928651037763]"
32,2,"[np.float64(-0.13600852227700988), np.float64(0.08549152373034923)]"
32,3,"[-0.13694198872703534, 0.08114466376523619]"
33,0,"[np.float64(0.07677969333145192), np.float64(-0.013396787077717416)]"
33,1,"[0.03158538405659055, -0.10346596149767541]"
33,2,"[0.022646683317542594, -0.09962639709567542]"
33,3,"[np.float64(-0.010292861192135197), np.float64(-0.036590905190885634)]"
34,0,"[np.float64(0.06577287621319698), np.float64(-0.016622682125012403)]"
34,1,"[-0.0787370872315828, -0.0025649356871843138]"
34,2,"[-0.077758439034262, -0.0030386748778366557]"
34,3,"[np.float64(0.03106429641716971), np.float64(-0.012236614644435106)]"
35,0,"[np.float64(0.07926830136881471), np.float64(-0.05207117940166961)]"
35,1,"[0.08014132601319247, -0.08952321783438921]"
35,2,"[0.07658163946532766, -0.09134916447216421]"
35,3,"[np.float64(0.05249464861683845), np.float64(-0.06501733589024697)]"
36,0,"[np.float64(0.0673927136975591), np.float64(0.05622070376654763)]"
36,1,"[0.10941000597454568, 0.1270402037385655]"
36,2,"[0.08895385651115136, 0.1242306342676089]"
36,3,"[0.06299083283566698, 0.11389857071347587]"
37,0,"[np.float64(-0.026066498223743656), np.float64(0.012305382866603033)]"
37,1,"[-0.03252037565367911, -0.048698829546453326]"
37,2,"[-0.009509304126223111, -0.05466935615529052]"
37,3,"[np.float64(-0.015196484358485179), np.float64(-0.03774166888009543)]"
38,0,"[np.float64(-0.015140793478278243), np.float64(0.024313817874667576)]"
38,1,"[-0.025270358254073214, -0.06131235683188859]"
38,2,"[-0.02193491913865917, -0.045020916719622106]"
38,3,"[-0.04085533920685297, 0.004916002301074925]"
0,0,"[np.float64(0.2387461445384612), np.float64(-0.0010174108682904637)]"
0,1,"[0.11549329492485666, -0.006220731688199088]"
0,2,"[0.19373689326361898, -0.0034507394276102332]"
0,3,"[np.float64(0.2359228102497944), np.float64(0.0012033404218773913)]"
1,0,"[np.float64(0.32471874859641847), np.float64(-0.18510758562442897)]"
1,1,"[0.17627906893160333, -0.24404544651136673]"
1,2,"[0.23071888209378544, -0.2237333030268075]"
1,3,"[np.float64(0.30962044454201165), np.float64(-0.19417208960887855)]"
2,0,"[np.float64(0.04304088534392173), np.float64(-0.17419022928243794)]"
2,1,"[-0.019334378904354788, -0.09176416607568642]"
2,2,"[0.0027645598611014824, -0.12707869568666935]"
2,3,"[np.float64(0.034117243886972), np.float64(-0.1668318846740389)]"
3,0,"[np.float64(-0.351204989146396), np.float64(0.3617078759885318)]"
3,1,"[-0.058256283051882615, 0.21076295669651313]"
3,2,"[-0.18785133181046793, 0.2829223817405347]"
3,3,"[-0.18785133181046793, 0.2829223817405347]"
4,0,"[np.float64(0.07153868725361663), np.float64(0.03952970891951907)]"
4,1,"[-0.03442881481693674, -0.04785065425322335]"
4,2,"[0.00020936788358796865, -0.004003481614131249]"
4,3,"[np.float64(0.061404108516116135), np.float64(0.029103007132878417)]"
5,0,"[np.float64(-0.26209110692020643), np.float64(-0.1713413197145837)]"
5,1,"[-0.1263315628240734, -0.28180788369659343]"
5,2,"[-0.19201742424669616, -0.22710744154238513]"
5,3,"[-0.19896260128139642, -0.22188501826876902]"
6,0,"[np.float64(-0.4063314125645824), np.float64(-0.02090343205786574)]"
6,1,"[-0.3906056047353602, 0.04842153307283627]"
6,2,"[-0.39004248568849076, 0.010636275840695458]"
6,3,"[np.float64(-0.40320222739004297), np.float64(-0.0024223082823639774)]"
7,0,"[np.float64(-0.20228414068094125), np.float64(-0.3586598756398778)]"
7,1,"[-0.32026701451655437, -0.4403483567712926]"
7,2,"[-0.2721688244241076, -0.3859210659744708]"
7,3,"[np.float64(-0.21526573419480777), np.float64(-0.3725033926479843)]"
8,0,"[np.float64(-0.024624462856550247), np.float64(-0.03970911148119735)]"
8,1,"[-0.1084557238555103, 0.04029491285891856]"
8,2,"[-0.06947823046571099, 0.0023743946363522783]"
8,3,"[np.float64(-0.024624462856550247), np.float64(-0.03970911148119735)]"
9,0,"[np.float64(0.07490404670151368), np.float64(-0.19290790870924632)]"
9,1,"[0.06969872182999472, -0.16458430759887044]"
9,2,"[0.07191425195142596, -0.18537391240175655]"
9,3,"[np.float64(0.07441832819369479), np.float64(-0.18999908954953734)]"
10,0,"[np.float64(0.3514208159101171), np.float64(0.05920953035189272)]"
10,1,"[0.3498671052313925, 0.09407598511837492]"
10,2,"[0.34663843081994683, 0.07996771353467141]"
10,3,"[np.float64(0.34767522566302544), np.float64(0.061594310640030306)]"
11,0,"[np.float64(0.4965195628027807), np.float64(0.009493750274785412)]"
11,1,"[0.3538974652296991, 0.006553669486870112]"
11,2,"[0.4201146633462941, -0.0015232621875341246]"
11,3,"[np.float64(0.4469624347875144), np.float64(-0.0006950710629483048)]"
12,0,"[np.float64(-0.29978027622808884), np.float64(-0.1098462223974877)]"
12,1,"[-0.22006603493452673, -0.11600899519359799]"
12,2,"[-0.26739689397856786, -0.11904651610284916]"
12,3,"[np.float64(-0.29094022696066524), np.float64(-0.11267480274652653)]"
13,0,"[np.float64(0.018897866523925236), np.float64(-0.11785201926466682)]"
13,1,"[-0.12060268634563902, 0.1189826122212386]"
13,2,"[-0.10123474398266367, 0.08145610245422227]"
13,3,"[np.float64(-0.024980562772238132), np.float64(-0.06089727759856697)]"
14,0,"[np.float64(0.2533023338079169), np.float64(0.07994962131991225)]"
14,1,"[0.17623145628339446, 0.17557589798770756]"
14,2,"[0.20518737078796523, 0.15686590760511096]"
14,3,"[np.float64(0.23436386405919843), np.float64(0.10546489134962812)]"
15,0,"[np.float64(0.1718552694537675), np.float64(-0.044211735379371626)]"
15,1,"[0.24832718588964364, 0.061569852896651484]"
15,2,"[0.2393453323948554, 0.05210218798355545]"
15,3,"[np.float64(0.19171599368058848), np.float64(-0.022190812960255824)]"
16,0,"[np.float64(0.03875481488604646), np.float64(0.1107126784173257)]"
16,1,"[0.0056100486747994865, 0.15088494553210743]"
16,2,"[0.027712255003686764, 0.12214673657101395]"
16,3,"[np.float64(0.03409428484802303), np.float64(0.11759517003609356)]"
17,0,"[np.float64(-0.16253244192483288), np.float64(-0.14856553452580598)]"
17,1,"[-0.22209881502191473, -0.10461392624014396]"
17,2,"[-0.19082371743061521, -0.12529492385403787]"
17,3,"[-0.212269767738257, -0.10867569978725004]"
18,0,"[np.float64(0.2698535100927707), np.float64(0.2254081785586545)]"
18,1,"[0.12691305784223447, 0.12473365124200168]"
18,2,"[0.19286205177718505, 0.1758133583019516]"
18,3,"[np.float64(0.2575506102403735), np.float64(0.21000523771580462)]"
19,0,"[np.float64(-0.003508255255838977), np.float64(0.024119319614007477)]"
19,1,"[0.07458935808108222, 0.12289070698186494]"
19,2,"[0.04688218459932741, 0.09369463834199969]"
19,3,"[np.float64(0.0030460369694961936), np.float64(0.02504644279563638)]"
20,0,"[np.float64(-0.16912602891154357), np.float64(-0.1611380671408021)]"
20,1,"[-0.15059838734127304, 0.010063639701615203]"
20,2,"[-0.16397039620509082, -0.04746048089288992]"
20,3,"[np.float64(-0.16631401825213527), np.float64(-0.10917515440688746)]"
21,0,"[np.float64(0.0797946450603477), np.float64(-0.043425209807223565)]"
21,1,"[0.12279348012092794, -0.05542540219927231]"
21,2,"[0.11571994794361873, -0.05425852508948737]"
21,3,"[np.float64(0.09029696118476563), np.float64(-0.046486424145872215)]"
22,0,"[np.float64(0.06874194093045724), np.float64(-0.1532956804986168)]"
22,1,"[0.04734676075224134, -0.11325387539079912]"
22,2,"[0.06324983800419555, -0.12717191952811166]"
22,3,"[np.float64(0.06253041159468764), np.float64(-0.14143477288811127)]"
23,0,"[np.float64(-0.10700732106337643), np.float64(0.0009689756685283546)]"
23,1,"[-0.1070312107088233, -0.2074958764569852]"
23,2,"[-0.10728696506766441, -0.09017419636040942]"
23,3,"[np.float64(-0.10675567776044925), np.float64(-0.06500550431762787)]"
24,0,"[np.float64(0.08914519295331927), np.float64(0.07951024008250512)]"
24,1,"[-0.030935807040976825, 0.08385051568313209]"
24,2,"[0.03411001191301174, 0.07532416960070251]"
24,3,"[np.float64(0.08498106282685161), np.float64(0.07859453666565741)]"
25,0,"[np.float64(0.13798016333775098), np.float64(-0.13756149268417062)]"
25,1,"[0.07587193892981066, -0.16324835109797214]"
25,2,"[0.10164106161118569, -0.15888804020645034]"
25,3,"[np.float64(0.1184540569626942), np.float64(-0.141212432112088)]"
26,0,"[np.float64(-0.04233122184215496), np.float64(0.11176601184249364)]"
26,1,"[-0.0036445272704987014, 0.06801613824740804]"
26,2,"[0.0016013101776551977, 0.06735081571630586]"
26,3,"[np.float64(-0.029470390843055083), np.float64(0.113118852708225)]"
27,0,"[np.float64(-0.06125982744448977), np.float64(-0.12344750123318765)]"
27,1,"[-0.17121837745994284, -0.015895527973170395]"
27,2,"[-0.12994795423278968, -0.0539986543216218]"
27,3,"[-0.12484043809382117, -0.06003236554648204]"
28,0,"[np.float64(-0.054030291454370834), np.float64(-0.14696528265295)]"
28,1,"[-0.03922805495765379, -0.12079710476064257]"
28,2,"[-0.029996209400273182, -0.1515679218747093]"
28,3,"[np.float64(-0.03869620334449889), np.float64(-0.1517104094855859)]"
29,0,"[np.float64(0.1616446813387496), np.float64(0.27165092003028424)]"
29,1,"[-0.005606143358018678, 0.2096710128887899]"
29,2,"[-0.005606143358018678, 0.2096710128887899]"
29,3,"[np.float64(0.09434758273729318), np.float64(0.2286186721789145)]"
30,0,"[np.float64(0.07816014946692798), np.float64(0.03426378159936531)]"
30,1,"[0.21000347593641222, 0.0525547645483609]"
30,2,"[0.16318460853537095, 0.08596488681087289]"
30,3,"[0.10264442380488048, 0.09910092910868533]"
31,0,"[np.float64(-0.13111230663633067), np.float64(0.07521861515823826)]"
31,1,"[-0.07999620235313382, -0.08030015355543177]"
31,2,"[-0.08090045423993912, -0.008329768325360878]"
31,3,"[-0.10385116881687835, 0.04762882362749505]"
32,0,"[np.float64(0.17840086187495874), np.float64(-0.029840677638543762)]"
32,1,"[-0.11662222076268643, -0.17320933512100467]"
32,2,"[np.float64(0.10580338237307493), np.float64(-0.0852205340736162)]"
32,3,"[0.07197702339254194, -0.10548624761373637]"
33,0,"[np.float64(-0.09774901176052173), np.float64(-0.14971969283790856)]"
33,1,"[0.02731869726442067, -0.007044511883112253]"
33,2,"[-0.020215191717676224, -0.09387599291558942]"
33,3,"[np.float64(-0.05861906040987437), np.float64(-0.11960522878804894)]"
34,0,"[np.float64(-0.14642459041729863), np.float64(-0.0838750771327649)]"
34,1,"[-0.020429606376208942, 0.14460622910498278]"
34,2,"[-0.09327263208886105, 0.09955739688380669]"
34,3,"[np.float64(-0.14932520134790067), np.float64(-0.04066636186075229)]"
35,0,"[np.float64(-0.05009501303058185), np.float64(0.027666110041788046)]"
35,1,"[0.027986224053547847, -0.05010062553734492]"
35,2,"[-4.6101132547525864e-05, -0.05269224078369403]"
35,3,"[np.float64(-0.050052015123082785), np.float64(0.017531671594552052)]"
36,0,"[np.float64(-0.033651307848518976), np.float64(-0.056620782105714036)]"
36,1,"[-0.07759824383905037, -0.03768820840493426]"
36,2,"[np.float64(-0.070697148475699), np.float64(-0.07663195361264807)]"
36,3,"[np.float64(-0.03449791498436569), np.float64(-0.06143944614919762)]"
37,0,"[np.float64(0.01371569365032968), np.float64(-0.2114086359886599)]"
37,1,"[0.02993598957030686, -0.06006989585308362]"
37,2,"[0.014003349160314787, -0.048689860751702015]"
37,3,"[0.01509258639832485, -0.052663779945626724]"
38,0,"[np.float64(-0.10155489483512183), np.float64(-0.06987819961009295)]"
38,1,"[0.014644173477722289, 0.09897407761217618]"
38,2,"[0.014644173477722289, 0.09897407761217618]"
38,3,"[np.float64(-0.05777281159132716), np.float64(-0.003396992708726806)]"
0,0,"[np.float64(0.01641724437980559), np.float64(-0.03907917660921785)]"
0,1,"[0.030159476305879247, -0.15999721246354878]"
0,2,"[0.021358716118088213, -0.10645647785647913]"
0,3,"[np.float64(0.019105801174536707), np.float64(-0.07787369567952288)]"
1,0,"[np.float64(0.03176712022948829), np.float64(-0.016404610812982924)]"
1,1,"[0.028176530218560307, 0.003765887185033262]"
1,2,"[0.024543011825899488, -0.013967242661118283]"
1,3,"[np.float64(0.02907427593449072), np.float64(-0.013043644764947404)]"
2,0,"[np.float64(-0.16500482544491418), np.float64(0.0747626118362806)]"
2,1,"[-0.011478793545132059, 0.1297581311511418]"
2,2,"[-0.06534294454043402, 0.11609155895347814]"
2,3,"[np.float64(-0.13035233422308912), np.float64(0.0855964024214646)]"
3,0,"[np.float64(-0.1444965393428057), np.float64(-0.0036700939629095916)]"
3,1,"[-0.0898228347168986, 0.023554586640964416]"
3,2,"[-0.12354789969916866, 0.01859336159129702]"
3,3,"[np.float64(-0.13358846235134114), np.float64(0.004743475874595053)]"
4,0,"[np.float64(0.1680430309325797), np.float64(0.4960647040186118)]"
4,1,"[-0.01895066325483319, 0.5790581806237178]"
4,2,"[0.06084292798609073, 0.5444879550588673]"
4,3,"[np.float64(0.12208882705015497), np.float64(0.5185136254519982)]"
5,0,"[np.float64(-0.005273075363827803), np.float64(0.29894589636269675)]"
5,1,"[-0.10160780469209241, 0.25765476928130193]"
5,2,"[-0.034054552572053434, 0.2838235321340752]"
5,3,"[np.float64(-0.021242909411515798), np.float64(0.2893581025096881)]"
6,0,"[np.float64(-0.060483361287483474), np.float64(-0.0842375308423352)]"
6,1,"[0.11012130283582797, 0.02054146915332071]"
6,2,"[0.04220392832745039, -0.023685568647114325]"
6,3,"[np.float64(-0.04702812276964154), np.float64(-0.0739318487844023)]"
7,0,"[np.float64(-0.28638198631246375), np.float64(-0.30192229452173613)]"
7,1,"[-0.24618045253305051, 0.01372837157170663]"
7,2,"[-0.26876182625303846, -0.08575063700226396]"
7,3,"[np.float64(-0.28230463454386945), np.float64(-0.29438651155853746)]"
8,0,"[np.float64(0.2881917012558233), np.float64(0.030532099827292825)]"
8,1,"[0.47342608168460576, 0.09528551638400126]"
8,2,"[0.3895309528568252, 0.07960293197351356]"
8,3,"[np.float64(0.33875532313817136), np.float64(0.060532419013242134)]"
9,0,"[np.float64(-0.29435428911212064), np.float64(0.15530942929117328)]"
9,1,"[-0.3274179552394987, 0.1045612366754485]"
9,2,"[-0.32270141055318424, 0.11883364972636568]"
9,3,"[np.float64(-0.3018911469469553), np.float64(0.13948495070850137)]"
10,0,"[np.float64(-0.11071188827956772), np.float64(0.18980202015151443)]"
10,1,"[-0.14493043645594667, -0.023408380200846457]"
10,2,"[-0.12775702590905008, 0.004644564872281751]"
10,3,"[np.float64(-0.11286664687938013), np.float64(0.15810269630980567)]"
11,0,"[np.float64(0.18830334327048734), np.float64(0.21173294572024295)]"
11,1,"[0.21313550879758808, 0.2995302388855573]"
11,2,"[0.21191669547656444, 0.2502814761346216]"
11,3,"[np.float64(0.18967708336499647), np.float64(0.21768639608093773)]"
12,0,"[np.float64(0.17787891795000674), np.float64(-0.04539120314948415)]"
12,1,"[0.26864747389360555, -0.05012320578465082]"
12,2,"[0.235940336365758, -0.0445824069358165]"
12,3,"[np.float64(0.18448694115815617), np.float64(-0.04281040776683657)]"
13,0,"[np.float64(0.14677637472903285), np.float64(-0.13689717194270412)]"
13,1,"[0.26909921892923244, -0.2737791822213908]"
13,2,"[0.225089727359422, -0.22989565456146577]"
13,3,"[np.float64(0.1759108988160149), np.float64(-0.17432104307545843)]"
14,0,"[np.float64(-0.12147402461311237), np.float64(0.10107018046097206)]"
14,1,"[-0.2502270228423949, 0.04689464295242017]"
14,2,"[-0.18845493405253103, 0.06215130817825524]"
14,3,"[np.float64(-0.15803344229751937), np.float64(0.0836226458318906)]"
15,0,"[np.float64(-0.09105883788351063), np.float64(-0.18516449559980955)]"
15,1,"[0.0058034249844287275, -0.15403832881882001]"
15,2,"[-0.03818956307054743, -0.16728801218949585]"
15,3,"[np.float64(-0.07884805966027647), np.float64(-0.18087602379277595)]"
16,0,"[np.float64(-0.19737167175574), np.float64(-0.2666765500626652)]"
16,1,"[-0.0891084288380403, -0.2075206702594181]"
16,2,"[-0.13907173811821133, -0.23626549850255246]"
16,3,"[-0.12653901372732007, -0.2300980564892728]"
17,0,"[np.float64(-0.018652161492421344), np.float64(0.0942162964681206)]"
17,1,"[0.01295117921261345, 0.03661819153868069]"
17,2,"[-0.0097881713006531, 0.07055729205289796]"
17,3,"[-0.0097881713006531, 0.07055729205289796]"
18,0,"[np.float64(-0.12373417584811515), np.float64(-0.2721487829127026)]"
18,1,"[-0.21849773062569844, -0.08774180970489433]"
18,2,"[-0.17539584584393295, -0.1691521050811597]"
18,3,"[np.float64(-0.1305719816172008), np.float64(-0.2675002799238726)]"
19,0,"[np.float64(0.03409659155478405), np.float64(0.056667548724891624)]"
19,1,"[0.03782548518868047, 0.0475867364440392]"
19,2,"[0.033414800459802996, 0.05599887672610236]"
19,3,"[np.float64(0.032885443426783206), np.float64(0.05711674847894698)]"
20,0,"[np.float64(0.08072166803342344), np.float64(0.134432783133625)]"
20,1,"[0.15533958610333365, 0.1435564100454123]"
20,2,"[0.12185905662271895, 0.14036475994153544]"
20,3,"[np.float64(0.08228769260366808), np.float64(0.13746415667001474)]"
21,0,"[np.float64(-0.10189130861819433), np.float64(0.3971255734735626)]"
21,1,"[-0.3414741667877219, 0.19122504773656163]"
21,2,"[-0.25518719983075855, 0.25510810370407283]"
21,3,"[np.float64(-0.11800152518722223), np.float64(0.3869878308623567)]"
22,0,"[np.float64(0.12638727837397395), np.float64(0.31064547031321876)]"
22,1,"[0.28978092761796487, 0.3144803213868995]"
22,2,"[0.22843686148968792, 0.31336791439418343]"
22,3,"[np.float64(0.17853093603809683), np.float64(0.3117591499037036)]"
23,0,"[np.float64(0.10371147915887789), np.float64(-0.2722166735529989)]"
23,1,"[-0.022660518154314767, -0.3176612554941681]"
23,2,"[0.05808491729184371, -0.295305923634639]"
23,3,"[np.float64(0.09740057071392488), np.float64(-0.2780166080883778)]"
24,0,"[np.float64(0.3882078798962635), np.float64(0.25721469277035997)]"
24,1,"[0.34348680858177316, 0.11716148583280905]"
24,2,"[0.36118434283560646, 0.18405831840618236]"
24,3,"[np.float64(0.3791603838549563), np.float64(0.2199980856192809)]"
25,0,"[np.float64(-0.0037837209380372216), np.float64(0.04749322801525779)]"
25,1,"[-0.1342024512479057, -0.15808305433633213]"
25,2,"[-0.05884454523408861, -0.06024798546585154]"
25,3,"[-0.05884454523408861, -0.06024798546585154]"
26,0,"[np.float64(-0.0313572899264173), np.float64(0.1514698589557563)]"
26,1,"[0.09210368444443078, 0.10469087330288421]"
26,2,"[-0.005688381127439286, 0.08268771129636958]"
26,3,"[-0.002523543057999329, 0.08132029290352115]"
27,0,"[np.float64(-0.1123790460236504), np.float64(0.16001981963734885)]"
27,1,"[0.012466384364566069, 0.06228901522394914]"
27,2,"[0.012981079130201675, 0.07066260711896225]"
27,3,"[-0.01211055743535109, 0.09028694776338503]"
28,0,"[np.float64(0.035161340324076265), np.float64(-0.10122371155789664)]"
28,1,"[-0.02904286682157251, 0.19608289799746578]"
28,2,"[-0.048885793618473394, 0.11728377917503961]"
28,3,"[-0.031473062193863754, 0.18812745007123644]"
29,0,"[np.float64(-0.02348357176596219), np.float64(0.17740798476608)]"
29,1,"[-0.0830125695642104, -0.004656836101154707]"
29,2,"[-0.037682676488836546, 0.0601771269324937]"
29,3,"[np.float64(-0.021651370379990778), np.float64(0.1247159802282487)]"
30,0,"[np.float64(0.11366965613615879), np.float64(-0.03791147005812192)]"
30,1,"[0.04052954038402638, 0.08633718529016357]"
30,2,"[0.04052954038402638, 0.08633718529016357]"
30,3,"[np.float64(0.06361895812970546), np.float64(0.045338107284590035)]"
31,0,"[np.float64(0.13144548983709614), np.float64(-0.1779750363100278)]"
31,1,"[-0.0016150824103516315, -0.09375986390420021]"
31,2,"[-0.0025546219801319547, -0.09530690957442144]"
31,3,"[0.03834441981898773, -0.13690014977992312]"
32,0,"[np.float64(-0.022535791550335166), np.float64(-0.14187790277496862)]"
32,1,"[-0.1776780404437736, -0.023141190724552372]"
32,2,"[-0.12888267642481388, -0.037645847539524775]"
32,3,"[np.float64(-0.049830095721780356), np.float64(-0.10251454699658887)]"
33,0,"[np.float64(-0.14692161011940608), np.float64(-0.044309867586330424)]"
33,1,"[-0.18705735341983196, 0.05755570759769486]"
33,2,"[-0.16667920631740016, -0.022173822678758753]"
33,3,"[-0.15790427551947875, -0.03673759384287239]"
34,0,"[np.float64(-0.03387414748163257), np.float64(0.0967681187071515)]"
34,1,"[0.14985756999770522, 0.11846036128542196]"
34,2,"[0.03008303953280496, 0.1446811953703345]"
34,3,"[0.01436853600940731, 0.147473550418402]"
35,0,"[np.float64(-0.14310373312441518), np.float64(-0.02752216507632351)]"
35,1,"[0.01634238813540674, -0.0066146910971198805]"
35,2,"[np.float64(-0.0405505734743071), np.float64(-0.025227666052824907)]"
35,3,"[np.float64(-0.06360448207266173), np.float64(-0.023429601825825312)]"
36,0,"[np.float64(-0.10420670034837726), np.float64(0.011026383968907672)]"
36,1,"[0.021599568115131418, 0.07197709023861652]"
36,2,"[-0.052676526779544056, 0.036896302975808745]"
36,3,"[np.float64(-0.07725049757288828), np.float64(0.02811642886987878)]"
37,0,"[np.float64(0.10079182960320299), np.float64(0.05510079164976137)]"
37,1,"[-0.025566934828590446, -0.010778509235167544]"
37,2,"[0.08073090997335543, 0.0106162217047456]"
37,3,"[np.float64(0.11910611075653882), np.float64(0.029215600827071534)]"
38,0,"[np.float64(0.02799428467140753), np.float64(-0.06889448016957306)]"
38,1,"[-0.0451194811766029, -0.08740860929842635]"
38,2,"[0.022027146266803542, -0.058294980599237455]"
38,3,"[0.047388657299012066, -0.04594132318248684]"
0,0,"[np.float64(-0.06085991750751814), np.float64(0.06622775061031311)]"
0,1,"[-0.14663486619847999, 0.05286811355341259]"
0,2,"[-0.1116431201112606, 0.07012142062669005]"
0,3,"[np.float64(-0.06565682953809648), np.float64(0.05970420117877079)]"
1,0,"[np.float64(0.05151047327390309), np.float64(0.3225579338300722)]"
1,1,"[0.03326522502158085, 0.29077186923070864]"
1,2,"[0.03556493266764903, 0.2896859087565194]"
1,3,"[np.float64(0.05033716259384448), np.float64(0.3126551829648896)]"
2,0,"[np.float64(0.1142300352132063), np.float64(0.1543444515285241)]"
2,1,"[0.1074989879342237, 0.14403729191371986]"
2,2,"[0.10321901835766492, 0.14560215788938372]"
2,3,"[np.float64(0.11672045858848092), np.float64(0.15251281243785642)]"
3,0,"[np.float64(-0.0672571798877376), np.float64(0.5015769514164223)]"
3,1,"[0.0948619725495488, 0.34243973452815035]"
3,2,"[-0.0051954133565236815, 0.43125184988668597]"
3,3,"[np.float64(-0.0672571798877376), np.float64(0.5015769514164223)]"
4,0,"[np.float64(-0.16120736826962578), np.float64(-0.06636894193185203)]"
4,1,"[-0.1471776113107858, 0.01182099196088538]"
4,2,"[-0.14686972802985301, 0.00961682549842157]"
4,3,"[np.float64(-0.15623118254060805), np.float64(-0.043731176598111265)]"
5,0,"[np.float64(-0.20397281513476112), np.float64(0.12106925479026052)]"
5,1,"[-0.06263592269323207, 0.05271378916636375]"
5,2,"[-0.1093276603301656, 0.07073802981519402]"
5,3,"[np.float64(-0.18360590123567938), np.float64(0.10716769550062592)]"
6,0,"[np.float64(0.3860580092915038), np.float64(-0.044031414008078494)]"
6,1,"[0.3600798943328856, -0.05352794796480975]"
6,2,"[0.383417928307778, -0.05098897332706469]"
6,3,"[np.float64(0.38409733937762425), np.float64(-0.04658870588089077)]"
7,0,"[np.float64(-0.23637385257338364), np.float64(-0.21407509981083792)]"
