context,p,decision
20,3,"[0.17384064558516643, 0.1972124890744629]"
21,0,"[np.float64(-0.08166818354124067), np.float64(-0.10584470728357606)]"
21,1,"[-0.16802275153847174, -0.09780592989320386]"
21,2,"[-0.15312538847031248, -0.10096256277528012]"
21,3,"[np.float64(-0.10191750102813316), np.float64(-0.1039321584243581)]"
22,0,"[np.float64(0.2531945517212309), np.float64(0.03394350621772705)]"
22,1,"[0.1679130552029979, 0.055641300968635024]"
22,2,"[0.2209417222196609, 0.04380577654966967]"
22,3,"[np.float64(0.23709782984221256), np.float64(0.040222454312924615)]"
23,0,"[np.float64(0.04445543822506004), np.float64(-0.23653348709671332)]"
23,1,"[0.0047517094108374125, -0.27412455157107524]"
23,2,"[0.03666133299008735, -0.2452436871685706]"
23,3,"[np.float64(0.03223232192652313), np.float64(-0.24324999542883521)]"
24,0,"[np.float64(0.15478020288343297), np.float64(-0.19185428354296596)]"
24,1,"[-0.007143819889582632, -0.22650619158433594]"
24,2,"[0.061978996891244365, -0.21035477465500058]"
24,3,"[np.float64(0.11773058484414706), np.float64(-0.20234503284391472)]"
25,0,"[np.float64(0.11761780911328774), np.float64(0.0714764541739593)]"
25,1,"[0.08711592783248115, 0.14733577938869438]"
25,2,"[np.float64(0.10795139023675179), np.float64(0.11855997487218724)]"
25,3,"[0.0866597406637126, 0.14591020995597395]"
26,0,"[np.float64(0.14322817490533496), np.float64(-0.08412233680279614)]"
26,1,"[0.11764578661796449, -0.16182834805381358]"
26,2,"[np.float64(0.1155576356837576), np.float64(-0.10685682692099943)]"
26,3,"[np.float64(0.1320324964373555), np.float64(-0.08704583110947689)]"
27,0,"[np.float64(-0.037091121597170276), np.float64(0.13470296367331638)]"
27,1,"[-0.2193542870458006, 0.18544259014455533]"
27,2,"[np.float64(-0.047945249922572916), np.float64(0.15503205258640632)]"
27,3,"[-0.08810385163394936, 0.2019859932556349]"
28,0,"[np.float64(-0.13594342438100937), np.float64(-0.011481876035200261)]"
28,1,"[-0.12155652209890647, -0.09228216509961862]"
28,2,"[-0.12579667866139765, -0.027365352021042136]"
28,3,"[-0.13328986114767724, 0.00654926078575202]"
29,0,"[np.float64(-0.010701900032925222), np.float64(-0.09107890915877218)]"
29,1,"[0.10151050870585916, 0.08183632279096757]"
29,2,"[0.08247111515062228, 0.08249607542611909]"
29,3,"[0.03080959068262043, 0.04155345587567066]"
30,0,"[np.float64(0.04199438351007366), np.float64(-0.08976643571743145)]"
30,1,"[-0.07932946072869616, -0.03156899570317869]"
30,2,"[-0.0716192492932694, -0.07744755222822608]"
30,3,"[np.float64(-0.0254336984711005), np.float64(-0.08473724166583521)]"
31,0,"[np.float64(-0.014635675447293581), np.float64(-0.029884545369187516)]"
31,1,"[0.05203289209492455, -0.059034236340062975]"
31,2,"[0.02576816784065348, -0.027526701499199356]"
31,3,"[0.023247272507601932, -0.027940561946496315]"
32,0,"[np.float64(-0.10064847553613505), np.float64(0.026332866933266155)]"
32,1,"[-0.07383630543682923, 0.08937110270274765]"
32,2,"[-0.07383630543682923, 0.08937110270274765]"
32,3,"[np.float64(-0.10316467868822086), np.float64(0.033329775105058856)]"
33,0,"[np.float64(-0.11784494402477981), np.float64(-0.02851767168589754)]"
33,1,"[0.02429941997091689, 0.058096220939068174]"
33,2,"[-0.020940853293040934, 0.05191024044605631]"
33,3,"[np.float64(-0.11148812104457337), np.float64(-0.0021277064051619526)]"
34,0,"[np.float64(-0.3781543116997566), np.float64(-0.08912112161262281)]"
34,1,"[-0.20059870552947454, -0.06130010936060951]"
34,2,"[-0.2587364228364854, -0.06020029996141382]"
34,3,"[np.float64(-0.35079898718889185), np.float64(-0.07931550098383325)]"
35,0,"[np.float64(0.005811407693754843), np.float64(-0.03476882128005476)]"
35,1,"[-0.083758274705304, -0.014639942827624888]"
35,2,"[-0.10475105065836597, -0.03548846581326262]"
35,3,"[np.float64(-0.04919438721771053), np.float64(-0.04179321676495795)]"
36,0,"[np.float64(0.054629384606608704), np.float64(0.0035096219274280693)]"
36,1,"[0.055603534618903015, 0.02215936355250446]"
36,2,"[np.float64(0.03360135783751013), np.float64(-0.057730240684868296)]"
36,3,"[np.float64(0.038121709274771404), np.float64(-0.055308191196625604)]"
37,0,"[np.float64(0.10982927839137889), np.float64(-0.11007971213665818)]"
37,1,"[0.021241231359138635, -0.02609277409178932]"
37,2,"[0.008795844570459732, -0.017883967158250025]"
37,3,"[0.015461918036741285, -0.022147752869556798]"
38,0,"[np.float64(-0.011685817929504174), np.float64(-0.08334896720624888)]"
38,1,"[0.08537377844675618, -0.04112063283215009]"
38,2,"[0.05514867432999395, -0.03375573150474045]"
38,3,"[0.05514867432999395, -0.03375573150474045]"
0,0,"[np.float64(0.11411931294853332), np.float64(-0.11571414503575785)]"
0,1,"[-0.0007900556412804433, 0.021919610906643155]"
0,2,"[0.05764792211368829, -0.049054470245167923]"
0,3,"[np.float64(0.11411931294853332), np.float64(-0.11571414503575785)]"
1,0,"[np.float64(0.011079983386142349), np.float64(0.1370163807673404)]"
1,1,"[-0.04465195458681601, 0.014038177803547925]"
1,2,"[-0.017059010324270475, 0.0755909737266573]"
1,3,"[np.float64(-0.0034799251897453046), np.float64(0.1033393505421481)]"
2,0,"[np.float64(0.2824659391748283), np.float64(-0.1315452339712413)]"
2,1,"[0.19869363919749503, -0.339446381117145]"
2,2,"[0.2545144610993163, -0.23372132687411828]"
2,3,"[np.float64(0.27243734363838035), np.float64(-0.14029025903570297)]"
3,0,"[np.float64(0.05192347748469478), np.float64(0.017530535612128466)]"
3,1,"[0.16270016814663008, -0.05433364762835585]"
3,2,"[0.09886190300982114, -0.010468123869993337]"
3,3,"[np.float64(0.06976560880231172), np.float64(0.009972590119494099)]"
4,0,"[np.float64(0.39741164145083463), np.float64(-0.08620096980445383)]"
4,1,"[0.3714036512229116, 0.0008255900257327919]"
4,2,"[0.39135906936193454, -0.01997426367675137]"
4,3,"[np.float64(0.39880148231662305), np.float64(-0.07895884460856636)]"
5,0,"[np.float64(-0.35923254464768833), np.float64(-0.05296388062412721)]"
5,1,"[-0.24605361271172793, -0.026826750191309562]"
5,2,"[-0.30769114587037916, -0.0387735815196355]"
5,3,"[np.float64(-0.328880003869846), np.float64(-0.04327318849385267)]"
6,0,"[np.float64(0.42354708570433397), np.float64(-0.07185254031122881)]"
6,1,"[0.37680519645759825, -0.08334466101917072]"
6,2,"[0.3983019068026711, -0.07859818029099314]"
6,3,"[np.float64(0.41505137321909347), np.float64(-0.07426833880593534)]"
7,0,"[np.float64(-0.22791254971899333), np.float64(0.06296530847721388)]"
7,1,"[-0.21393332345555927, 0.07399187994112962]"
7,2,"[-0.22502805548730065, 0.07267623399865417]"
7,3,"[np.float64(-0.22701126860093568), np.float64(0.06598371469366701)]"
8,0,"[np.float64(-0.07427798295141115), np.float64(0.06776937792837048)]"
8,1,"[-0.10546038604220531, 0.24209681074433553]"
8,2,"[-0.09895980719300246, 0.126025589009744]"
8,3,"[np.float64(-0.08916340211584496), np.float64(0.09825397585181828)]"
9,0,"[np.float64(0.0819194110928086), np.float64(0.16268464079958433)]"
9,1,"[-0.044711032481814406, 0.21469825499123218]"
9,2,"[0.014931997412267875, 0.18322071551295016]"
9,3,"[np.float64(0.05382078701748062), np.float64(0.17458564718527309)]"
10,0,"[np.float64(0.015496790825434132), np.float64(-0.10094521146949684)]"
10,1,"[0.08815781623140853, 0.009789380192217985]"
10,2,"[0.07481404443335755, 0.012920586184367696]"
10,3,"[0.05128487729689852, 0.005091243609463024]"
11,0,"[np.float64(-0.15444679971155298), np.float64(-0.06805447569958976)]"
11,1,"[-0.12539643297941358, 0.17250182965633523]"
11,2,"[-0.1436155823684871, 0.07808709564001845]"
11,3,"[np.float64(-0.15444679971155298), np.float64(-0.06805447569958976)]"
12,0,"[np.float64(-0.3365137654913715), np.float64(0.04880972955228857)]"
12,1,"[-0.34859828837797324, 0.07820334626655037]"
12,2,"[-0.34414735311376576, 0.06394666651343675]"
12,3,"[np.float64(-0.3395540363190305), np.float64(0.05804057821277881)]"
13,0,"[np.float64(0.06647747141928359), np.float64(0.14927012745217463)]"
13,1,"[0.10874586535137097, 0.03383617456030891]"
13,2,"[0.10764392294874134, 0.04317793659974686]"
13,3,"[np.float64(0.07414543391709419), np.float64(0.125202406451235)]"
14,0,"[np.float64(0.08231327228449378), np.float64(-0.2185662161029799)]"
14,1,"[-0.1033015344769066, -0.06688156418059807]"
14,2,"[-0.08815101732501994, -0.07215183350250193]"
14,3,"[np.float64(0.045568097145852526), np.float64(-0.18169215475443207)]"
15,0,"[np.float64(-0.024152170639030135), np.float64(-0.013769120468930113)]"
15,1,"[-0.009873574211839875, -0.1282100161874664]"
15,2,"[-0.0027788741711968767, -0.0749101356618038]"
15,3,"[np.float64(-0.01763447616137115), np.float64(-0.023633153505864146)]"
16,0,"[np.float64(-0.09173046452945753), np.float64(0.08401453349369044)]"
16,1,"[-0.10273088676405683, 0.09284602977305391]"
16,2,"[-0.07346606851455709, 0.09592015920809359]"
16,3,"[np.float64(-0.09404922022748104), np.float64(0.07816924529332338)]"
17,0,"[np.float64(-0.15457921606061817), np.float64(-0.033658870353381234)]"
17,1,"[-0.12846648541066175, -0.05474807452525778]"
17,2,"[-0.14148416062100913, -0.051259220870350695]"
17,3,"[np.float64(-0.14917400044922574), np.float64(-0.04258841244031453)]"
18,0,"[np.float64(-0.1108139956681587), np.float64(0.09562043431984557)]"
18,1,"[-0.1507959409725445, 0.018380457850034213]"
18,2,"[-0.12679502322658165, 0.07505595689246516]"
18,3,"[np.float64(-0.12139420817625154), np.float64(0.08385875690805569)]"
19,0,"[np.float64(0.0963763548211395), np.float64(0.31381243422945343)]"
19,1,"[0.2661713182878859, 0.22710781429540694]"
19,2,"[0.17776640756284937, 0.26643439519006007]"
19,3,"[np.float64(0.10412893028735586), np.float64(0.30817395904194395)]"
20,0,"[np.float64(-0.09940089610667899), np.float64(0.12953209913390873)]"
20,1,"[0.06371441500771897, 0.15301568052113568]"
20,2,"[-0.013857212029591835, 0.14214857982986104]"
20,3,"[np.float64(-0.08205593912750551), np.float64(0.1336885170035798)]"
21,0,"[np.float64(0.1876519768866254), np.float64(0.030311689878527216)]"
21,1,"[0.06784221948226024, 0.0047649618284055645]"
21,2,"[0.13186530920094278, 0.028652721382563005]"
21,3,"[np.float64(0.17683479387449433), np.float64(0.0333267123608108)]"
22,0,"[np.float64(0.17077083106066565), np.float64(0.28359239922466617)]"
22,1,"[0.278262609502355, 0.21170494750562113]"
22,2,"[0.2748554507158718, 0.2063956705779115]"
22,3,"[np.float64(0.200441276997461), np.float64(0.25704586737805557)]"
23,0,"[np.float64(-0.47385124486580354), np.float64(0.369581794415914)]"
23,1,"[-0.3342451764853642, 0.17697163080041448]"
23,2,"[-0.4086115148538698, 0.25279516120419127]"
23,3,"[np.float64(-0.44801315723555096), np.float64(0.3270097746084161)]"
24,0,"[np.float64(0.2699762900158719), np.float64(0.06176271505617728)]"
24,1,"[0.1513276883992971, 0.0305409957572933]"
24,2,"[0.19891588548058797, 0.05230428853389771]"
24,3,"[np.float64(0.23432923856057772), np.float64(0.056671054808809546)]"
25,0,"[np.float64(0.051535533837502076), np.float64(-0.14418371298485066)]"
25,1,"[0.24188775794468348, -0.10540221063334376]"
25,2,"[np.float64(0.11912816682222446), np.float64(-0.11754538387058175)]"
25,3,"[np.float64(0.1068429969649588), np.float64(-0.12140475916106803)]"
26,0,"[np.float64(0.0157268369391204), np.float64(0.056781135366623964)]"
26,1,"[-0.017793408775579056, -0.07083264029446679]"
26,2,"[np.float64(-0.005019570560581427), np.float64(0.04666287388882511)]"
26,3,"[np.float64(-0.0018128071277202723), np.float64(0.04845748804190761)]"
27,0,"[np.float64(-0.1324666371872394), np.float64(-0.1347627218191298)]"
27,1,"[0.013553000675108942, -0.1689849894589112]"
27,2,"[-0.04785351553914361, -0.16842601086167436]"
27,3,"[np.float64(-0.07599158814774876), np.float64(-0.1606315642101727)]"
28,0,"[np.float64(-0.09002776664455417), np.float64(-0.1558273279254073)]"
28,1,"[0.0053373241322215645, -0.06924672323764691]"
28,2,"[-0.03340904134895151, -0.10011030747950282]"
28,3,"[-0.05876071069373333, -0.13237358528996446]"
29,0,"[np.float64(0.08813657892889211), np.float64(-0.0043165178035983786)]"
29,1,"[0.17816308712873463, 0.06981119624670949]"
29,2,"[np.float64(0.09202545570299259), np.float64(0.01868636283177084)]"
29,3,"[0.09749972373477711, 0.04981715821504315]"
30,0,"[np.float64(-0.19490573620666854), np.float64(-0.30797678368438514)]"
30,1,"[0.051267221959462414, -0.04051944586488722]"
30,2,"[np.float64(-0.1695477060007853), np.float64(-0.2648622909214416)]"
30,3,"[np.float64(-0.1695477060007853), np.float64(-0.2648622909214416)]"
31,0,"[np.float64(0.06693334646130439), np.float64(-0.09019481235166579)]"
31,1,"[0.1464716675964381, 0.15811376937335922]"
31,2,"[0.1464716675964381, 0.15811376937335922]"
31,3,"[np.float64(0.07856216870611465), np.float64(-0.07445030882636951)]"
32,0,"[np.float64(0.1270307480516859), np.float64(0.04479439472041811)]"
32,1,"[0.15874529506643703, 0.03230255191361376]"
32,2,"[0.15874529506643703, 0.03230255191361376]"
32,3,"[0.0999550842978693, 0.02229510184258217]"
33,0,"[np.float64(-0.020710500688372796), np.float64(-0.09502600593647277)]"
33,1,"[0.11524516470376549, -0.0684454530802269]"
33,2,"[np.float64(-0.004074042277252388), np.float64(-0.09258153565929614)]"
33,3,"[0.016357287024223593, -0.0968510355141689]"
34,0,"[np.float64(0.07007039484143245), np.float64(0.07303837366878937)]"
34,1,"[0.09694159830776826, 0.04160656821966777]"
34,2,"[np.float64(0.1063516625402734), np.float64(0.050844462712383756)]"
34,3,"[0.11949767638166939, 0.03880306463995115]"
35,0,"[np.float64(-0.026748658408403805), np.float64(-0.16878432437869154)]"
35,1,"[0.025519880065375023, -0.08389700480654204]"
35,2,"[-0.003815487211995393, -0.10829777808437]"
35,3,"[-0.009498496059405795, -0.10160888238803872]"
36,0,"[np.float64(0.09924587381137401), np.float64(-0.034667783482582426)]"
36,1,"[0.06458648522156495, -0.07933685447938776]"
36,2,"[0.07150354304058378, -0.0838951310974442]"
36,3,"[np.float64(0.10012741361784783), np.float64(-0.036347872286531205)]"
37,0,"[np.float64(0.049513884176913145), np.float64(0.19709636274854403)]"
37,1,"[0.12727818870077134, 0.10968546111536129]"
37,2,"[0.10365465890348344, 0.12102339266708065]"
37,3,"[np.float64(0.05580928538549494), np.float64(0.16344738686622923)]"
38,0,"[np.float64(-0.057997521122223214), np.float64(-0.04429409477830876)]"
38,1,"[0.04282876102841006, -0.046641034523889825]"
38,2,"[0.04282876102841006, -0.046641034523889825]"
38,3,"[0.025449338973955286, -0.03129139421006618]"
0,0,"[np.float64(-0.249450532503045), np.float64(0.18132226831240647)]"
0,1,"[-0.19391505655635735, 0.1838974478687594]"
0,2,"[-0.22203670862814928, 0.1835460139163646]"
0,3,"[np.float64(-0.23732311466399103), np.float64(0.18268235884515419)]"
1,0,"[np.float64(-0.2556087841994272), np.float64(-0.14745818423979323)]"
1,1,"[-0.26185937632831435, -0.08891190645195585]"
1,2,"[-0.26237938733152055, -0.12444027210666535]"
1,3,"[np.float64(-0.2556087841994272), np.float64(-0.14745818423979323)]"
2,0,"[np.float64(-0.06918477397138441), np.float64(0.12317493335104095)]"
2,1,"[-0.15502009978796855, 0.14901946867881033]"
2,2,"[-0.11719632768982358, 0.14115890002271553]"
2,3,"[np.float64(-0.09403855064521373), np.float64(0.12976381115476404)]"
3,0,"[np.float64(0.03761720644695107), np.float64(-0.3410869067295043)]"
3,1,"[-0.0490590517221818, -0.4179173172600473]"
3,2,"[-0.008813130756022606, -0.38076000568628293]"
3,3,"[np.float64(0.010605941817635989), np.float64(-0.3682385153044962)]"
4,0,"[np.float64(-0.19445631415469922), np.float64(-0.09107245430472193)]"
4,1,"[-0.20693064092374308, -0.020167599715544677]"
4,2,"[-0.19447341377186422, -0.06954168629744167]"
4,3,"[np.float64(-0.19737489649379375), np.float64(-0.07701570520791298)]"
5,0,"[np.float64(0.27523883469007493), np.float64(-0.02667939262177586)]"
5,1,"[0.2353537474395567, -0.2773559728614201]"
5,2,"[0.2594536610513284, -0.14405911853839876]"
5,3,"[np.float64(0.26224978895573586), np.float64(-0.11379185452405184)]"
6,0,"[np.float64(0.06990942034009688), np.float64(-0.1827490599792809)]"
6,1,"[-0.19331303679120218, -0.15295955990735974]"
6,2,"[-0.05016358078695084, -0.1757172794736746]"
6,3,"[np.float64(-0.00839368527719931), np.float64(-0.17808212463833817)]"
7,0,"[np.float64(-0.24094068595967957), np.float64(0.002602233735608632)]"
7,1,"[-0.056092382425017066, -0.038606843347149235]"
7,2,"[-0.1126484708690925, -0.020533235763724816]"
7,3,"[np.float64(-0.2214088455257794), np.float64(-0.006560275510048449)]"
8,0,"[np.float64(-0.26590359234455163), np.float64(-0.442891832662883)]"
8,1,"[-0.2862780109220028, -0.20286690969709875]"
8,2,"[-0.2780924887145924, -0.2808585742273706]"
8,3,"[np.float64(-0.27200511495510177), np.float64(-0.3747291350093302)]"
9,0,"[np.float64(0.09718026936921564), np.float64(-0.015474065427462116)]"
9,1,"[-0.06475442559974948, 0.06804499665532972]"
9,2,"[-0.045454407127998135, 0.057396602665655175]"
9,3,"[np.float64(0.05343857896726502), np.float64(0.006633064024838466)]"
10,0,"[np.float64(-0.18899963850839635), np.float64(0.04380512298029444)]"
10,1,"[-0.04889432616347762, 0.03343588638574664]"
10,2,"[-0.06801248157850662, 0.04153021186865219]"
10,3,"[np.float64(-0.18438641793887134), np.float64(0.03959864464514735)]"
11,0,"[np.float64(0.030687409417930037), np.float64(-0.04166382972375238)]"
11,1,"[-0.23097242081747182, -0.06809530533366802]"
11,2,"[-0.10254739616954388, -0.047705558357142804]"
11,3,"[np.float64(-0.037923687566724214), np.float64(-0.0461285494002724)]"
12,0,"[np.float64(0.14309772017139444), np.float64(-0.21329116713112936)]"
12,1,"[0.15291155417506874, -0.1184052960894728]"
12,2,"[0.14524289831675596, -0.1730455322011522]"
12,3,"[0.14759036995888955, -0.1432709466003567]"
13,0,"[np.float64(0.030033366899574906), np.float64(0.1624134540000481)]"
13,1,"[0.027439909102505836, 0.1528294033488411]"
13,2,"[0.0256896968526181, 0.15203910576618251]"
13,3,"[np.float64(0.02927437719102685), np.float64(0.16213839319851067)]"
14,0,"[np.float64(-0.1681829995491982), np.float64(0.12269080491301898)]"
14,1,"[-0.054821731549802404, 0.16086970735591355]"
14,2,"[-0.12785907063917806, 0.1453656739208362]"
14,3,"[-0.11714462771470066, 0.15249486768746018]"
15,0,"[np.float64(-0.1812092992153226), np.float64(-0.040348951509940244)]"
15,1,"[-0.1396777943584954, 0.03662214176323872]"
15,2,"[-0.16803314812424017, -0.014277939110016968]"
15,3,"[np.float64(-0.1715023120845827), np.float64(-0.02686915711059031)]"
16,0,"[np.float64(-0.07735275044511489), np.float64(0.2370228483964975)]"
16,1,"[-0.2661404866945577, 0.03630944551286189]"
16,2,"[-0.19148245449589127, 0.12078388155153084]"
16,3,"[np.float64(-0.07735275044511489), np.float64(0.2370228483964975)]"
17,0,"[np.float64(0.25514760860833446), np.float64(0.34949871768811414)]"
17,1,"[0.34951474047896897, 0.07285921995913322]"
17,2,"[0.3121224234264486, 0.1806613877660622]"
17,3,"[np.float64(0.28774563435508366), np.float64(0.2523472189882826)]"
18,0,"[np.float64(-0.196032784022634), np.float64(0.17292648830262497)]"
18,1,"[-0.07868589903344618, -0.02938187372868925]"
18,2,"[-0.155642765560836, 0.08484771890912754]"
18,3,"[np.float64(-0.1696243453789342), np.float64(0.11489758705000844)]"
19,0,"[np.float64(0.04594387407928045), np.float64(-0.06390608058972673)]"
19,1,"[-0.00797669880949902, -0.09447707867853147]"
19,2,"[0.002004339801633462, -0.07939443837686039]"
19,3,"[0.019931780182936426, -0.06796242567386371]"
20,0,"[np.float64(-0.04297198253524987), np.float64(-0.11331051231027761)]"
20,1,"[0.016813824088231188, -0.194464741278988]"
20,2,"[-0.01612637316260876, -0.14534426414203522]"
20,3,"[np.float64(-0.04297198253524987), np.float64(-0.11331051231027761)]"
21,0,"[np.float64(-0.08791790602458043), np.float64(0.005470623093077789)]"
21,1,"[-0.12511124108997562, 0.11807992328444186]"
21,2,"[-0.10244978022906495, 0.06519782960150641]"
21,3,"[np.float64(-0.09708868157982249), np.float64(0.02899031050099137)]"
22,0,"[np.float64(-0.3581265360607432), np.float64(-0.013124618932113506)]"
22,1,"[-0.034111038183052396, -0.02409015477237661]"
22,2,"[-0.2119668740726233, -0.018013011979223843]"
22,3,"[np.float64(-0.3394031561911222), np.float64(-0.01277332350235837)]"
23,0,"[np.float64(-0.24699309103787515), np.float64(-0.1619102610665411)]"
23,1,"[-0.3331694424714666, -0.04696401041122317]"
23,2,"[-0.28979064742343746, -0.11557270544009485]"
23,3,"[np.float64(-0.26674868254700834), np.float64(-0.14030385061742157)]"
24,0,"[np.float64(-0.06230074985382514), np.float64(-0.011906441667268296)]"
24,1,"[-0.05100146644336123, 0.2378172555878938]"
24,2,"[-0.057572838101313265, 0.10815621695865754]"
24,3,"[-0.05691744063842431, 0.12099392156423995]"
25,0,"[np.float64(0.18421714356406885), np.float64(-0.25353143121066113)]"
25,1,"[-0.10913101884378693, -0.051862857232353586]"
25,2,"[np.float64(0.1267378928187078), np.float64(-0.18349120954801942)]"
25,3,"[np.float64(0.1696223930066669), np.float64(-0.2541770414696462)]"
26,0,"[np.float64(-0.02114570722743215), np.float64(0.1410218100827381)]"
26,1,"[-0.09569500021167927, 0.07269019826750699]"
26,2,"[np.float64(-0.03304142786976787), np.float64(0.1376524548074831)]"
26,3,"[np.float64(-0.030795972953105537), np.float64(0.1399545426086725)]"
27,0,"[np.float64(0.09524693276637694), np.float64(0.14198249552270792)]"
27,1,"[-0.04860217416960565, 0.08891894906407957]"
27,2,"[-0.06588601411575776, 0.13032822796100837]"
27,3,"[np.float64(0.04002114592896701), np.float64(0.14011901002121646)]"
28,0,"[np.float64(-0.010189983969611632), np.float64(-0.01124345665002294)]"
28,1,"[0.13673241950026088, 0.09402041003587171]"
28,2,"[0.09562763248108594, 0.020157051908650157]"
28,3,"[np.float64(0.0024633518753807895), np.float64(-0.014819603464809004)]"
29,0,"[np.float64(-0.01347911650585061), np.float64(0.0016495675774274576)]"
29,1,"[-0.16023277065539265, 0.02760127196219525]"
29,2,"[np.float64(-0.03823102108558185), np.float64(0.0333485347993363)]"
29,3,"[-0.09634120484111353, 0.09357006298434631]"
30,0,"[np.float64(-0.12500200295427646), np.float64(0.15803800507119456)]"
30,1,"[0.0018492774944357665, 0.026595042638966386]"
30,2,"[np.float64(-0.0857611501793911), np.float64(0.11978567467646373)]"
30,3,"[np.float64(-0.11732647159714081), np.float64(0.14352875141389854)]"
31,0,"[np.float64(0.06947566986140338), np.float64(-0.2584031068101833)]"
31,1,"[0.21668033104524942, -0.08605599609349505]"
31,2,"[0.1975278609547632, -0.09790364350838118]"
31,3,"[0.15067564676747408, -0.17114631003174716]"
32,0,"[np.float64(0.06415332896539994), np.float64(-0.07689072099834543)]"
32,1,"[0.019074343375396326, -0.05557837098839817]"
32,2,"[0.025733674013693635, -0.050204982636592545]"
32,3,"[np.float64(0.06003947708426898), np.float64(-0.06880956373601628)]"
33,0,"[np.float64(-0.009606190887048865), np.float64(0.208764849945807)]"
33,1,"[-0.15114999736544396, 0.01182179367562134]"
33,2,"[-0.11414980463275456, 0.03829416587870773]"
33,3,"[np.float64(-0.06220785461353068), np.float64(0.09509927905026269)]"
34,0,"[np.float64(-0.08427620214072876), np.float64(-0.1392349474262804)]"
34,1,"[0.1176046262570346, -0.170696947720348]"
34,2,"[0.025011997123049398, -0.12466608751301655]"
34,3,"[np.float64(-0.061736078186733635), np.float64(-0.12938798633955337)]"
35,0,"[np.float64(-0.12597338416475326), np.float64(-0.0022238068248915735)]"
35,1,"[0.06302350240498936, -0.0014266214299295393]"
35,2,"[0.050225474849908774, -0.01403747496702415]"
35,3,"[0.007301946190749226, -0.015510562900933361]"
36,0,"[np.float64(-0.0894721188102184), np.float64(-0.03735927322959132)]"
36,1,"[-0.03960978433697914, -0.007354007777628818]"
36,2,"[-0.024931918815373794, -0.03651964263271011]"
36,3,"[-0.017592155854333276, -0.04674576395554382]"
37,0,"[np.float64(-0.046032765542228835), np.float64(0.009826162430951649)]"
37,1,"[-0.019544608520949663, 0.002684282335086417]"
37,2,"[-0.04139107211753106, 0.0017662145344317735]"
37,3,"[-0.07290923987827626, 0.00880988217846142]"
38,0,"[np.float64(0.06286790541041545), np.float64(-0.10863281040815012)]"
38,1,"[0.0470325910647406, -0.08751348738290306]"
38,2,"[0.07646538357121302, -0.12218799990925247]"
38,3,"[0.07248501812069082, -0.12033142795187653]"
0,0,"[np.float64(0.06833054872190104), np.float64(0.22044041387882304)]"
0,1,"[0.13773220384951068, 0.0016516391835076985]"
0,2,"[0.10447275933175966, 0.10526743100982475]"
0,3,"[0.10857495919862796, 0.09616172448140015]"
1,0,"[np.float64(0.035310631694802724), np.float64(-0.0058964782492615525)]"
1,1,"[0.25957625399145645, -0.08746758982369396]"
1,2,"[0.17739685776648834, -0.05467248914015853]"
1,3,"[np.float64(0.11079275051024408), np.float64(-0.031952785786836094)]"
2,0,"[np.float64(0.14393176297677554), np.float64(-0.06383042038713241)]"
2,1,"[0.05136214205539006, -0.1277755175677817]"
2,2,"[0.09912831775756752, -0.10495075838841915]"
2,3,"[np.float64(0.12770630594700166), np.float64(-0.07736211309675912)]"
3,0,"[np.float64(-0.14663401130265818), np.float64(-0.09448540941401996)]"
3,1,"[-0.25715367829481495, -0.07019610790110653]"
3,2,"[-0.18466419181235808, -0.08916202997572102]"
3,3,"[np.float64(-0.1687612147719366), np.float64(-0.091107536369121)]"
4,0,"[np.float64(-0.040077059254694805), np.float64(-0.3066117562366756)]"
4,1,"[0.09381484333208176, -0.18117837943574194]"
4,2,"[0.07750619131045368, -0.19585992306709316]"
4,3,"[np.float64(-0.014370219699161132), np.float64(-0.28477168488456817)]"
5,0,"[np.float64(0.2786702160621999), np.float64(0.10549078271496427)]"
5,1,"[0.08102034050120402, 0.1384499731790883]"
5,2,"[0.18276522949647916, 0.11629070114222559]"
5,3,"[np.float64(0.21866439397939555), np.float64(0.11164456286539264)]"
6,0,"[np.float64(0.09602790066747047), np.float64(-0.1971309434392282)]"
6,1,"[0.17005727238684315, -0.12604968381878112]"
6,2,"[0.13296936223280484, -0.17735459474773926]"
6,3,"[np.float64(0.0978531648454323), np.float64(-0.1965023650256982)]"
7,0,"[np.float64(0.2784968755852324), np.float64(0.03863025028740089)]"
7,1,"[0.2646217189655806, 0.10444675901086814]"
7,2,"[0.27092516165949737, 0.07649120462654782]"
7,3,"[np.float64(0.27780557926484334), np.float64(0.04089905802266537)]"
8,0,"[np.float64(-0.06007263052162037), np.float64(-0.01769334455343136)]"
8,1,"[-0.14756452035194034, 0.018823851489957737]"
8,2,"[-0.12610016564496154, -0.0005351469216992172]"
8,3,"[np.float64(-0.06487524116402776), np.float64(-0.010028064155857747)]"
9,0,"[np.float64(0.27512745082848744), np.float64(0.027278587910697635)]"
9,1,"[0.24045270755300238, 0.1488504289524632]"
9,2,"[0.25286785430098013, 0.11809776181753684]"
9,3,"[np.float64(0.26614887221471945), np.float64(0.06499076812958406)]"
10,0,"[np.float64(-0.08515874610835741), np.float64(-0.03758696889330436)]"
10,1,"[-0.0603140981887047, -0.10518988394775067]"
10,2,"[-0.06442521830336284, -0.07508634463521796]"
10,3,"[np.float64(-0.08134186842218888), np.float64(-0.05182494553885231)]"
11,0,"[np.float64(-0.10973772111494444), np.float64(0.0932514212068506)]"
