p,Up,Dist1,Distl,Rel_adp_p,Rel_div_p,Nonrel_adp_p,Nonrel_div_p,Rel_adp_n,Rel_div_n,Nonrel_adp_n,Nonrel_div_n
1.6000000000000005,1.2515258995952014,0.05813104784251561,0.15780752481111096,0.25,0.75,0.5836501090818857,-0.41634989091811436,-0.25,-0.75,-0.5836501090818857,0.41634989091811436
1.7000000000000006,1.1236373292371233,0.06384923380334852,0.1413594183506315,0.25,0.75,0.5874579930922421,-0.41254200690775794,-0.25,-0.75,-0.5874579930922421,0.41254200690775794
1.8000000000000007,1.0220504619298156,0.06941761508131154,0.12670176181136805,0.25,0.75,0.5913450214045755,-0.40865497859542466,-0.25,-0.75,-0.5913450214045755,0.40865497859542466
1.9000000000000008,0.9397098128048859,0.07534542895339523,0.11298322892830326,0.25,0.7499999999999999,0.5955321412848087,-0.40446785871519164,-0.25,-0.7499999999999999,-0.5955321412848087,0.40446785871519164
2.000000000000001,0.8717797887081341,0.08158197158192806,0.10000000007227797,0.25,0.75,0.6,-0.4,-0.25,-0.75,-0.6,0.4
2.100000000000001,0.8148585413330267,0.08826293875065741,0.08742338923179928,0.25,0.75,0.6048214378574432,-0.3951785621425568,-0.25,-0.75,-0.6048214378574432,0.3951785621425568
2.200000000000001,0.7665430037030457,0.09414058087196844,0.07635234513304855,0.25,0.75,0.609340807615232,-0.39065919238476793,-0.25,-0.75,-0.609340807615232,0.39065919238476793
2.300000000000001,0.7250997812641213,0.09903986114761426,0.06684545522847721,0.25,0.75,0.6134146957377384,-0.3865853042622615,-0.25,-0.75,-0.6134146957377384,0.3865853042622615
2.4000000000000012,0.6892277812822077,0.10304661534936631,0.05872453043474623,0.25,0.75,0.6170419716772348,-0.38295802832276515,-0.25,-0.75,-0.6170419716772348,0.38295802832276515
2.5000000000000013,0.6579282713369696,0.10629240504638313,0.051783882661592014,0.25,0.75,0.6202579696217654,-0.3797420303782346,-0.25,-0.75,-0.6202579696217654,0.3797420303782346
2.6000000000000014,0.6304218310270089,0.10890567682629544,0.04583491976225358,0.25,0.75,0.6231072670218859,-0.37689273297811415,-0.25,-0.75,-0.6231072670218859,0.37689273297811415
2.7000000000000015,0.6060918451812045,0.11099857084144206,0.04071621687666171,0.25,0.75,0.6256341124059112,-0.3743658875940889,-0.25,-0.75,-0.6256341124059112,0.3743658875940889
2.8000000000000016,0.5844447116617466,0.11266497756574768,0.03629313379576034,0.25,0.75,0.6278790872106796,-0.3721209127893204,-0.25,-0.75,-0.6278790872106796,0.3721209127893204
