p,Dist_p,Dist_inf,Diff
1.1,0.012316574557732838,0.1869478309410553,0.17463125638332247
1.2000000000000002,0.01461157207223097,0.17445921195889413,0.15984763988666317
1.3000000000000003,0.014680203879208268,0.16617359286329053,0.15149338898408227
1.4000000000000004,0.016049679995191583,0.15804581006519913,0.14199613007000755
1.5000000000000004,0.024470758560389126,0.14397216057072917,0.11950140201034004
1.6000000000000005,0.036636477198157505,0.12701119899887775,0.09037472180072025
1.7000000000000006,0.04815509993528309,0.11137497288574322,0.06321987295046014
1.8000000000000007,0.05816622612121742,0.09779081316613808,0.03962458704492066
1.9000000000000008,0.06595968866340642,0.08686831327770254,0.02090862461429613
2.000000000000001,0.07282917293261805,0.0772364078011121,0.0044072348684940504
2.100000000000001,0.07859193949192864,0.06901735767855,0.009574581813378641
2.200000000000001,0.08338887712273668,0.06202234067522426,0.02136653644751242
2.300000000000001,0.08740348914577839,0.05602938539655536,0.03137410374922303
2.4000000000000012,0.09078355095525986,0.05085949591696886,0.039924055038291
2.5000000000000013,0.09364668795280609,0.046369449765894424,0.047277238186911666
2.6000000000000014,0.0960862978537652,0.04244466824922802,0.05364162960453718
2.7000000000000015,0.09817668531936731,0.03899317183961311,0.0591835134797542
2.8000000000000016,0.09997722546441584,0.03594072219762935,0.06403650326678649
2.9000000000000017,0.10153563521668169,0.03322701470061489,0.06830862051606679
3.0000000000000018,0.10289050635220601,0.030802727160459776,0.07208777919174623
3.100000000000002,0.10407323903617946,0.0286272568009776,0.07544598223520185
3.200000000000002,0.10510956295739973,0.02666693722324393,0.07844262573415581
3.300000000000002,0.10602068197376861,0.024893683834852055,0.08112699813891655
3.400000000000002,0.10682417750341656,0.023283920882306564,0.08354025662111
3.500000000000002,0.10753472296227676,0.021817729034842727,0.08571699392743404
3.6000000000000023,0.10816462377087419,0.020478192346467975,0.08768643142440621
3.7000000000000024,0.10872425673484214,0.01925086569185669,0.08947339104298545
3.8000000000000025,0.10922242135378922,0.018123346177539877,0.09109907517624935
3.9000000000000026,0.10966661083527252,0.017084937677382107,0.09258167315789041
4.000000000000003,0.11006323655287471,0.016126372339085867,0.09393686421378884
4.100000000000003,0.11041780865539039,0.015239584445407548,0.09517822420998284
4.200000000000003,0.11073508294374672,0.0144175249934526,0.09631755795029412
4.3000000000000025,0.11101918022550461,0.013654009564522675,0.09736517066098194
4.400000000000003,0.11127368243191288,0.012943594218251114,0.09833008821366176
4.5000000000000036,0.11150171831512108,0.012281465798175895,0.09922025251694519
4.600000000000003,0.11170602528562437,0.011663359440749907,0.10004266584487446
4.700000000000003,0.11188901025376641,0.011085479893382735,0.10080353036038367
4.800000000000003,0.11205279341887298,0.010544442261347826,0.10150835115752516
4.900000000000004,0.11219924706440158,0.010037219764259258,0.10216202730014233
5.0000000000000036,0.11233003545719128,0.009561092104371182,0.1027689433528201
5.100000000000003,0.11244663153961633,0.009113618508042974,0.10333301303157336
5.200000000000003,0.11255035353597218,0.008692592109881303,0.10385776142609088
5.300000000000004,0.11264237478289381,0.008296022193988969,0.10434635258890484
5.400000000000004,0.11272374822840446,0.007922102699470905,0.10480164552893356
5.5000000000000036,0.11279541696081054,0.007569195503496187,0.10522622145731435
5.600000000000003,0.11285822844811037,0.007235810694674305,0.10562241775343607
5.700000000000005,0.11291295026501753,0.0069205859688380444,0.10599236429617949
5.800000000000004,0.1129602729604243,0.006622279416791829,0.10633799354363246
5.900000000000004,0.11300081800804844,0.006339757694743114,0.10666106031330533
6.0000000000000036,0.11303515509421448,0.006071975266256516,0.10696317982795797
6.100000000000005,0.11306379455318176,0.005817978855994627,0.10724581569718714
6.200000000000005,0.11308720728752823,0.005576884735095423,0.10751032255243281
6.300000000000004,0.11310581543220079,0.005347885542617898,0.1077579298895829
6.400000000000004,0.11312000777666864,0.0051302325965062534,0.10798977518016238
6.500000000000005,0.11313013943812465,0.004923234173157565,0.10820690526496708
6.600000000000005,0.11313653530766175,0.004726250209245399,0.10841028509841635
6.700000000000005,0.11313949124777808,0.004538689426080158,0.10860080182169793
6.800000000000004,0.1131392791844628,0.004360002714515441,0.10877927646994737
6.900000000000006,0.11313614995237216,0.00418967890542581,0.10894647104694635
7.000000000000005,0.11313033282546256,0.004027243978889624,0.10910308884657294
7.100000000000005,0.11312203948841296,0.003872255943951098,0.10924978354446185
7.200000000000005,0.1131114655059112,0.003724302320578496,0.1093871631853327
7.300000000000006,0.11309878964141183,0.003582999862193654,0.10951578977921818
7.400000000000006,0.11308417756104633,0.0034479899742050355,0.1096361875868413
7.500000000000005,0.11306778323054856,0.0033189365127828893,0.10974884671776566
7.600000000000005,0.1130497490949376,0.0031955248671007726,0.10985422422783683
7.700000000000006,0.11303020259851485,0.003077464761214304,0.10995273783730054
7.800000000000006,0.11300927033675498,0.0029644754783959854,0.110044794858359
7.900000000000006,0.11298706145070089,0.0028563018923020555,0.11013075955839884
8.000000000000005,0.11296368186846747,0.0027526996958765187,0.11021098217259095
8.100000000000007,0.11293922668066622,0.002653442537149907,0.11028578414351631
8.200000000000006,0.11291378817912079,0.0025583135289404123,0.11035547465018038
8.300000000000006,0.11288744866406393,0.002467112024008455,0.11042033664005547
8.400000000000006,0.1128602872961535,0.002379646376390029,0.11048064091976346
8.500000000000007,0.11283237464935675,0.00229573903020881,0.11053663561914794
8.600000000000007,0.11280377857793279,0.002215220320343665,0.11058855825758912
8.700000000000006,0.11277456280827323,0.002137929572024812,0.11063663323624842
8.800000000000006,0.11274478416468935,0.0020637175883083097,0.11068106657638103
