context,agent_max,satisfaction_max,agent_min,satisfaction_min
0,98.0,0.7822254538009209,1.0,0.0100171816844066
1,95.0,0.8980009227522898,11.0,0.0027740643591302
2,15.0,0.9372792093593588,9.0,0.014393126564937
3,24.0,1.0454766300479024,85.0,0.0122320709349322
4,59.0,1.0885020522249855,25.0,0.0112072730169959
5,31.0,0.7918957108111007,68.0,0.0190851006766562
6,17.0,1.0935543469392526,66.0,0.0245074993552265
7,39.0,1.0790583308668331,18.0,0.0111601911686858
8,54.0,1.1610797229920604,96.0,0.0092448585468366
9,57.0,1.0780232764423416,48.0,0.0208437283679061
10,31.0,0.9385544479702704,1.0,0.0007054032663799
11,17.0,0.9158579103646376,99.0,0.0071017931580213
12,14.0,0.9247372559900632,73.0,0.0071876180562771
13,17.0,1.2964008032026886,51.0,0.0004509179845101
14,49.0,1.080377676815342,96.0,0.0051742906701595
15,59.0,1.037284920330028,84.0,0.0051182667900041
16,98.0,1.0460693395411225,48.0,0.0037289104705284
17,17.0,1.1369778894743372,32.0,0.0008744221021793
18,98.0,0.9883068226892808,21.0,0.0097919076968559
19,17.0,1.3247069279762056,40.0,0.0016340733358692
20,49.0,0.9266712360027608,1.0,0.0205964423222714
21,95.0,1.075639576995709,72.0,0.0164619684734272
22,98.0,1.020984250638036,28.0,0.0259475539552148
23,17.0,0.9985622724951106,89.0,0.0004256112780147
24,95.0,1.081474837922139,72.0,0.0138885022231078
25,59.0,0.9175372211410764,99.0,0.0022656791814731
26,95.0,1.2187233693098525,58.0,0.0017469046595085
27,52.0,1.0231398041646875,30.0,0.0020560688548816
28,51.0,1.0754514950167442,89.0,0.0100645452688675
29,86.0,1.2004408209579127,18.0,0.0190072664900219
30,54.0,1.0956492961346918,40.0,0.013231844268689
31,86.0,1.0215896560499802,85.0,0.0087624451804941
32,26.0,1.1636001512309566,4.0,0.0016391298658881
33,54.0,1.0302445108805067,64.0,0.0014297080248883
34,26.0,1.0627535924579117,75.0,0.0001086574624442
35,15.0,1.0369230653009782,47.0,0.0008775826215088
36,15.0,1.007455398265994,97.0,0.0004652243341462
37,83.0,0.9715873903777292,45.0,0.0002806991101345
38,46.0,0.9865755481225472,75.0,0.0033185828307765
