context,agent_max,satisfaction_max,agent_min,satisfaction_min
0,93.0,1.1139356330912495,67.0,2.4175066447341964e-05
1,79.0,1.047977830591416,72.0,0.0005707723802394
2,92.0,0.8576908955295268,46.0,0.001882360995589
3,91.0,0.8372618300838965,45.0,0.0006582757018388
4,31.0,0.9965032862348716,69.0,0.0004156813369642
5,79.0,0.959534021921786,26.0,0.0004790363349027
6,77.0,0.8749205933781661,50.0,0.0001744813160829
7,77.0,1.051744238006964,92.0,0.0001548739226071
8,42.0,1.0456794359289543,87.0,0.0009723977878868
9,53.0,0.9312911612783126,54.0,0.0014569571760638
10,15.0,0.8015926720689183,6.0,0.0004270630204303
11,93.0,1.062919060126581,99.0,0.0007298851320143
12,69.0,0.9564782900826448,19.0,0.0003679456367901
13,42.0,0.8944891359835883,18.0,0.0002396010554419
14,5.0,0.8424355060340116,78.0,0.0026969079922778
15,85.0,0.9408824205436662,3.0,0.0005302438423864
16,31.0,0.9940082755298904,93.0,3.30557793021477e-05
17,87.0,0.9007658685366,26.0,0.0007548371184517
18,5.0,0.9704754070933124,34.0,0.0007149029264554
19,31.0,0.9101919095368022,14.0,0.0001281207153746
20,79.0,0.9049975214995852,37.0,0.0027649272263046
21,93.0,0.988796691449602,61.0,0.0006711432739355
22,30.0,0.9223136876004726,75.0,5.979759424551423e-05
23,69.0,1.118373908569532,34.0,0.0010920179043754
24,18.0,1.1485844641061698,10.0,0.0006164288104808
25,48.0,0.783907579039529,93.0,9.761734347634582e-05
26,45.0,0.8262955855925573,17.0,0.0004308425898997
27,48.0,0.8667788623206755,39.0,0.0003285700024428
28,73.0,0.859101574287841,63.0,0.0004676801366493
29,73.0,0.763819357368851,52.0,0.0002549414393754
30,24.0,0.7981436947872664,89.0,0.0001573962271916
31,8.0,0.7874295396095747,3.0,2.7783604233853895e-05
32,71.0,0.8029150561358043,16.0,0.0005103547723658
33,18.0,0.7712048357941845,31.0,3.5262392276469434e-05
34,73.0,0.8836705316285076,39.0,0.0001644557906972
35,26.0,0.81304388319303,80.0,3.0216573355917875e-05
36,37.0,0.7799442722612662,51.0,1.3854588619216512e-05
37,6.0,0.8049230877010146,80.0,4.0132341869836274e-05
38,6.0,0.8035668691531382,90.0,0.0002814578063673
