context,agent_max,satisfaction_max,agent_min,satisfaction_min
0,86.0,0.8704205941863186,79.0,0.0225870311796931
1,6.0,0.6667622474593502,87.0,0.0001747690461613
2,35.0,0.5878177968133271,93.0,0.0036477321452659
3,31.0,0.7080700223271817,27.0,0.0032243697363276
4,62.0,0.6002665494608568,10.0,0.0005291690134721
5,31.0,0.7904067429380345,3.0,0.0031016842984449
6,31.0,0.7961696423833353,72.0,0.006282577585161
7,2.0,0.6619678926605712,79.0,0.0024927823369103
8,31.0,0.7043592454146201,27.0,0.0024451515927408
9,29.0,0.5424083356933886,90.0,0.0182819997833569
10,8.0,0.6495717224357356,65.0,0.0034962907040781
11,32.0,0.7530619988801894,68.0,0.0030166490418547
12,29.0,0.8661463061555976,66.0,0.0100804017173289
13,31.0,0.7405795947703278,0.0,0.0084723714354867
14,16.0,0.735702885387757,75.0,0.0015415038782
15,86.0,0.8119614780751977,60.0,0.0077880839982602
16,86.0,0.608334852726947,65.0,0.0069120385324779
17,16.0,0.6397723914334253,83.0,0.0024406071296213
18,31.0,0.9477574058139916,8.0,0.0056960462199025
19,16.0,0.6633959340328537,7.0,0.0145372420292209
20,77.0,0.7891308618331208,8.0,0.002128423211396
21,35.0,0.8676584730940906,60.0,0.00189090543593
22,29.0,0.624827949534161,87.0,0.0037844372737354
23,29.0,0.7452394057459306,24.0,0.0070590867573721
24,26.0,0.6178138437083136,22.0,0.0136276910451198
25,29.0,0.8340974360430145,23.0,0.0061857996345116
26,29.0,0.8177893664440065,67.0,0.0018110213460711
27,15.0,0.6774871885778926,91.0,0.0002755482142375
28,29.0,0.9532812499756214,81.0,0.0052238596302852
29,15.0,0.7079931876402797,63.0,0.0014617285496524
30,29.0,0.7088108813507303,43.0,0.0065592841317594
31,29.0,0.7005922588212918,13.0,0.0005585235370296
32,12.0,0.8468785645950866,78.0,0.0052644434574329
33,29.0,0.8758411331230438,80.0,0.0035093246969527
34,29.0,0.783980304529801,98.0,0.0010941711682866
35,57.0,0.6779100631430914,76.0,0.0006384258367764
36,28.0,0.741414902052921,96.0,0.0030849011559929
37,43.0,0.683709596052692,62.0,0.0016256554042038
38,5.0,0.6232257471892463,4.0,0.0004308172350903
