context,p,decision
29,3,"[-0.024410281550431602, 0.19563866175603037]"
30,0,"[np.float64(0.16604475122432347), np.float64(-0.009468417241275832)]"
30,1,"[0.1845117213537567, 0.0754870924454514]"
30,2,"[0.12692686847024984, 0.04045836711467269]"
30,3,"[0.125792303094482, 0.02450712601849029]"
31,0,"[np.float64(0.01046782156045304), np.float64(-0.1293014694854838)]"
31,1,"[0.08410313821536282, -0.10052552672350179]"
31,2,"[0.08410313821536282, -0.10052552672350179]"
31,3,"[0.05181554609496035, -0.08020942847911885]"
32,0,"[np.float64(-0.17599729871180278), np.float64(-0.1456849700529389)]"
32,1,"[-0.29000196097899994, -0.01069782802632259]"
32,2,"[-0.23911961131987441, -0.11296514363974208]"
32,3,"[np.float64(-0.2287810814855985), np.float64(-0.11840430745281097)]"
33,0,"[np.float64(0.2013753426656414), np.float64(0.005930557840857262)]"
33,1,"[0.22646631670431916, 0.04044867545790985]"
33,2,"[0.20702881606563792, 0.032893200492110045]"
33,3,"[np.float64(0.18943431871821373), np.float64(-0.003908609009918114)]"
34,0,"[np.float64(-0.1529319615688314), np.float64(-0.21036262007866013)]"
34,1,"[0.14283171891237365, -0.20404755216983264]"
34,2,"[-0.01162006282349808, -0.19084337260147563]"
34,3,"[np.float64(-0.07108086475476708), np.float64(-0.20576069139465275)]"
35,0,"[np.float64(-0.024516323437589194), np.float64(-0.05341822327334514)]"
35,1,"[0.08033876493909231, -0.13036758229913767]"
35,2,"[0.07291796406296668, -0.12916219314225058]"
35,3,"[np.float64(-0.029302945397604), np.float64(-0.06841103630431399)]"
36,0,"[np.float64(-0.06643116090072088), np.float64(-0.02255532712362254)]"
36,1,"[-0.01889441890143465, 0.04854390290998636]"
36,2,"[np.float64(-0.015756295582112077), np.float64(-0.022649188651914755)]"
36,3,"[0.015795870060728114, 0.006492771430035439]"
37,0,"[np.float64(-0.08014232445378439), np.float64(0.1756780325186708)]"
37,1,"[-0.014553555803718737, 0.11974680634402421]"
37,2,"[-0.01108107659042288, 0.11737681726813654]"
37,3,"[np.float64(-0.05323591559941703), np.float64(0.12671342578513828)]"
38,0,"[np.float64(0.045333883117137486), np.float64(-0.02648994154310047)]"
38,1,"[0.05150892719131915, 0.016774266459933018]"
38,2,"[0.12009052724073857, -0.026346950236081954]"
38,3,"[0.11875305088941783, -0.024907730780723863]"
0,0,"[np.float64(0.0993809591424648), np.float64(0.23285417244784473)]"
0,1,"[0.06952882724809611, -0.040251723204642535]"
0,2,"[0.08518274936014515, 0.09748678797193482]"
0,3,"[np.float64(0.09089200581330076), np.float64(0.16202601650782858)]"
1,0,"[np.float64(-0.049171228892008416), np.float64(0.2537930081180108)]"
1,1,"[-0.12630311611399436, 0.03575510616970527]"
1,2,"[-0.11975456368712518, 0.04995329321520897]"
1,3,"[np.float64(-0.06632152023810886), np.float64(0.20153933263529097)]"
2,0,"[np.float64(0.3570882306585743), np.float64(-0.13054346265943514)]"
2,1,"[0.3423206236169827, -0.1862826206966411]"
2,2,"[0.35339613140725534, -0.14649605442439115]"
2,3,"[np.float64(0.3554899093737758), np.float64(-0.13690368354518814)]"
3,0,"[np.float64(-0.08220869028870999), np.float64(0.07227282786221106)]"
3,1,"[-0.23735762436151103, 0.04394751857319197]"
3,2,"[-0.1622047558317088, 0.07309551357986505]"
3,3,"[np.float64(-0.09900822037176735), np.float64(0.07455062478112542)]"
4,0,"[np.float64(0.15535163319730266), np.float64(0.19975564067386564)]"
4,1,"[0.07506888547536374, -0.11075394190982554]"
4,2,"[0.11058723371535575, -0.04630971235832499]"
4,3,"[np.float64(0.14595430116400068), np.float64(0.1905548581075879)]"
5,0,"[np.float64(-0.03588896970202317), np.float64(0.1189976786781679)]"
5,1,"[0.178314065039691, -0.183238586256127]"
5,2,"[0.05163511288637178, -0.02281412728608695]"
5,3,"[np.float64(-0.018422820970600974), np.float64(0.10909823236862892)]"
6,0,"[np.float64(-0.10037113411798598), np.float64(-0.34940647679611475)]"
6,1,"[-0.05893588676534292, -0.3008335462977364]"
6,2,"[-0.08558237996075557, -0.33842854666609296]"
6,3,"[np.float64(-0.0924408939641972), np.float64(-0.3462759865229566)]"
7,0,"[np.float64(0.39681113587435357), np.float64(0.4070486871877492)]"
7,1,"[0.36573284103039916, -0.04651538372857969]"
7,2,"[0.38969161122443013, 0.11160099011518419]"
7,3,"[np.float64(0.39420179508499387), np.float64(0.39312285860487955)]"
8,0,"[np.float64(0.48862436457547337), np.float64(0.3410732205433422)]"
8,1,"[0.2699321689740384, 0.19338164545234623]"
8,2,"[0.3609405853611054, 0.2725520504596048]"
8,3,"[np.float64(0.47063875936817157), np.float64(0.3292138055630818)]"
9,0,"[np.float64(0.17094280232217682), np.float64(0.04604528461936115)]"
9,1,"[0.2623364519439169, -0.025668633259528853]"
9,2,"[0.2145825895445854, 0.008478670261977662]"
9,3,"[np.float64(0.19359926646667908), np.float64(0.025416256138232424)]"
10,0,"[np.float64(0.13797752947894248), np.float64(-0.3624446970995744)]"
10,1,"[0.05512184291071717, -0.238619190572959]"
10,2,"[0.058386306120635056, -0.2451487280320958]"
10,3,"[np.float64(0.12204408026904129), np.float64(-0.3557357452852355)]"
11,0,"[np.float64(-0.04675917296203816), np.float64(-0.06810878430185634)]"
11,1,"[-0.13983613730893035, -0.08728252562254679]"
11,2,"[-0.08079127996796125, -0.07665888715195658]"
11,3,"[np.float64(-0.05913388232779678), np.float64(-0.07147041004047237)]"
12,0,"[np.float64(0.29030654610293966), np.float64(-0.41917001031975487)]"
12,1,"[0.13405104526923897, -0.34137248239319934]"
12,2,"[0.1608311371115141, -0.35575130040186176]"
12,3,"[np.float64(0.28146148669052895), np.float64(-0.4164899480407639)]"
13,0,"[np.float64(0.11912417176991238), np.float64(-0.07823265223302578)]"
13,1,"[0.14173296255804957, 0.07032901038932056]"
13,2,"[0.1320776558356809, 0.035848272419028146]"
13,3,"[np.float64(0.12407448677056485), np.float64(-0.04791909088178087)]"
14,0,"[np.float64(0.08879220940715697), np.float64(-0.2645705859800499)]"
14,1,"[0.23615667211103036, -0.13216894995381767]"
14,2,"[0.21844903951590278, -0.1317524323134809]"
14,3,"[np.float64(0.12635084599407825), np.float64(-0.21321122534302228)]"
15,0,"[np.float64(-0.1364837542425528), np.float64(-0.00023577325075277433)]"
15,1,"[-0.14374978766755153, 0.22032613539537194]"
15,2,"[-0.14098492872950694, 0.13741659003404655]"
15,3,"[np.float64(-0.13972725763295424), np.float64(0.006342411963791955)]"
16,0,"[np.float64(0.23078982006281745), np.float64(0.07868952377863334)]"
16,1,"[0.2155520129777504, -0.07171930084458383]"
16,2,"[0.22785577305767513, -0.010943861599567006]"
16,3,"[np.float64(0.23206298333835634), np.float64(0.06604368936420581)]"
17,0,"[np.float64(-0.06814601195119853), np.float64(-0.0541913489501334)]"
17,1,"[0.1088017789094495, -0.02580754549487672]"
17,2,"[0.005557027710353851, -0.03993375673807471]"
17,3,"[np.float64(-0.023081340899529845), np.float64(-0.04526236977137012)]"
18,0,"[np.float64(0.07721114954918806), np.float64(0.3942747043351209)]"
18,1,"[0.10210695320847718, 0.21448207104022168]"
18,2,"[0.09307698933178041, 0.26597210825844236]"
18,3,"[np.float64(0.07531226556230133), np.float64(0.3812455168059192)]"
19,0,"[np.float64(-0.21519434463958517), np.float64(0.08710348838791944)]"
19,1,"[-0.10129150316441493, 0.31687578127879257]"
19,2,"[-0.1478899323026196, 0.2192621015425636]"
19,3,"[np.float64(-0.17931064538199798), np.float64(0.15732490900878887)]"
20,0,"[np.float64(0.3032623761509505), np.float64(-0.09622648626171995)]"
20,1,"[0.0637792694042218, -0.05637308057332392]"
20,2,"[0.21914765469750735, -0.08869089985722223]"
20,3,"[np.float64(0.28023060204027306), np.float64(-0.09489828948971236)]"
21,0,"[np.float64(-0.2202070134964525), np.float64(0.21001121290891356)]"
21,1,"[-0.0038433458724400973, 0.07548411005387443]"
21,2,"[-0.0687907201157735, 0.14484831185234998]"
21,3,"[np.float64(-0.12891226962605157), np.float64(0.17365181736433843)]"
22,0,"[np.float64(-0.061605625679851936), np.float64(-0.32477333551932785)]"
22,1,"[-0.011131628587734935, -0.32845750352285696]"
22,2,"[-0.03162294907815659, -0.32355203002447475]"
22,3,"[np.float64(-0.05491404434944185), np.float64(-0.3241833044635165)]"
23,0,"[np.float64(0.17846099002414095), np.float64(0.024208731092591584)]"
23,1,"[0.19751658685603996, 0.05269225063181962]"
23,2,"[0.19081764666974, 0.03748780359064256]"
23,3,"[np.float64(0.18340579354382924), np.float64(0.028298509956564216)]"
24,0,"[np.float64(-0.16488505635040535), np.float64(-0.058949682396776504)]"
24,1,"[-0.258948889010274, 0.34810102159072914]"
24,2,"[-0.20716714329800062, 0.13093893281244942]"
24,3,"[np.float64(-0.1980402114555777), np.float64(0.08087994855707971)]"
25,0,"[np.float64(0.1126010201217747), np.float64(-0.009297190903062049)]"
25,1,"[-0.015168333175134815, -0.060638654040349585]"
25,2,"[-0.004458049352251567, -0.04236288904387631]"
25,3,"[np.float64(0.07956780976844138), np.float64(-0.005113907478516335)]"
26,0,"[np.float64(-0.24771532766761334), np.float64(0.007145753510288691)]"
26,1,"[-0.15429496039545051, 0.21468144463913055]"
26,2,"[-0.15429496039545051, 0.21468144463913055]"
26,3,"[-0.16635451977441718, 0.08593022165948808]"
27,0,"[np.float64(-0.13302617661313226), np.float64(-0.033376515220058314)]"
27,1,"[-0.04461805518048575, -0.019365662539103545]"
27,2,"[np.float64(-0.1158851667333557), np.float64(-0.03236778895424121)]"
27,3,"[-0.045219499425458, -0.026308972585288103]"
28,0,"[np.float64(0.1298603299583124), np.float64(0.04615194347673729)]"
28,1,"[-0.060295435368163654, 0.1064351614687538]"
28,2,"[np.float64(0.10624846340087715), np.float64(0.05704915314624652)]"
28,3,"[np.float64(0.10624846340087715), np.float64(0.05704915314624652)]"
29,0,"[np.float64(-0.04991795688787924), np.float64(-0.19563223020948098)]"
29,1,"[-0.05873439525290088, 0.20926036297661854]"
29,2,"[-0.04620357536314601, 0.1861305055593229]"
29,3,"[np.float64(-0.0099725349255186), np.float64(-0.13764878595429436)]"
30,0,"[np.float64(0.12636822941674514), np.float64(0.07525225698857746)]"
30,1,"[0.06406783728213, 0.18564913386569157]"
30,2,"[0.09533826416269282, 0.08857288929670501]"
30,3,"[np.float64(0.12417561931087988), np.float64(0.07634461487179506)]"
31,0,"[np.float64(-0.1855918096146836), np.float64(0.205598322573474)]"
31,1,"[-0.08246342241661372, 0.16403113844490122]"
31,2,"[-0.13309814051256455, 0.15016323138661]"
31,3,"[np.float64(-0.16154187093471328), np.float64(0.17620718500314628)]"
32,0,"[np.float64(-0.07294169306189538), np.float64(-0.040361742552319495)]"
32,1,"[-0.2585031980808616, -0.030976293288560004]"
32,2,"[np.float64(-0.08817743481420566), np.float64(-0.0005023134788720018)]"
32,3,"[-0.12807071819467788, 0.011763231966704275]"
33,0,"[np.float64(0.1161168551924039), np.float64(-0.026206140301363964)]"
33,1,"[-0.2198797758461532, -0.06916092246285532]"
33,2,"[-0.14864797560702, -0.042730880139851275]"
33,3,"[np.float64(0.03792314106334391), np.float64(-0.02865697049608474)]"
34,0,"[np.float64(0.13834576280577826), np.float64(0.23044332535831547)]"
34,1,"[0.05209204206498905, -0.02232912626419]"
34,2,"[0.12490865188555487, 0.16352534164601468]"
34,3,"[0.07546213904086488, 0.06562852381665653]"
35,0,"[np.float64(-0.08387687724937633), np.float64(0.060753751138621664)]"
35,1,"[0.0581617407011622, 0.09753539874654585]"
35,2,"[0.01263642365827675, 0.06264218621010212]"
35,3,"[0.021432206475774426, 0.06510030196098263]"
36,0,"[np.float64(0.01765660151012896), np.float64(0.11073914926431473)]"
36,1,"[0.059405630209314046, 0.0056537614297390475]"
36,2,"[0.030597828731617815, 0.09487884628208315]"
36,3,"[0.04033587120852009, 0.07275790603008578]"
37,0,"[np.float64(-0.061025797511738), np.float64(0.024161905678057417)]"
37,1,"[-0.15769818095312046, 0.07257024405314837]"
37,2,"[-0.15769818095312046, 0.07257024405314837]"
37,3,"[-0.030157032815462722, 0.06588443872529794]"
38,0,"[np.float64(0.08998173780805344), np.float64(0.07222091926248418)]"
38,1,"[0.05358299545848345, 0.1676769686798063]"
38,2,"[0.07274919027231062, 0.151310895664493]"
38,3,"[0.07502571331060663, 0.14541109021883844]"
0,0,"[np.float64(-0.11871248144066313), np.float64(-0.06428356243175008)]"
0,1,"[-0.21687251146012546, 0.018719013451213268]"
0,2,"[-0.14199978773301503, -0.018285811430367907]"
0,3,"[-0.14491106997907272, -0.014412558168106729]"
1,0,"[np.float64(-0.1451543831557874), np.float64(-0.023539503872509332)]"
1,1,"[-0.3295024842931849, 0.07328175355262555]"
1,2,"[-0.20895868182528926, 0.012200506110045334]"
1,3,"[np.float64(-0.15764393917928807), np.float64(-0.016572213468567687)]"
2,0,"[np.float64(-0.1178150543201392), np.float64(-0.1879112445766138)]"
2,1,"[-0.2620658764224336, 0.1339247704091816]"
2,2,"[-0.2080773807603228, 0.0020395489182208]"
2,3,"[np.float64(-0.1288469995936062), np.float64(-0.16268776425737466)]"
3,0,"[np.float64(-0.2779769416722561), np.float64(0.13692218919632768)]"
3,1,"[-0.05535448027604721, -0.04461649523920594]"
3,2,"[-0.1669669662738628, 0.05581857468378304]"
3,3,"[np.float64(-0.27011707187822387), np.float64(0.12013964434003868)]"
4,0,"[np.float64(-0.20989560335792323), np.float64(-0.19863783508880384)]"
4,1,"[-0.12795013282155018, -0.16568103665314732]"
4,2,"[-0.17511503617708932, -0.17600104855367543]"
4,3,"[np.float64(-0.1853117916513236), np.float64(-0.18480487392719586)]"
5,0,"[np.float64(-0.0045528243924832235), np.float64(-0.1656303456410843)]"
5,1,"[-0.06561552418172549, -0.17733312797875503]"
5,2,"[-0.032899513116393025, -0.1882873835738626]"
5,3,"[np.float64(-0.016614127303951703), np.float64(-0.17122098692972068)]"
6,0,"[np.float64(0.12279586770143036), np.float64(-0.43804016863770845)]"
6,1,"[0.046142770792553, -0.39762436561882764]"
6,2,"[0.08357698838746938, -0.42806160758577405]"
6,3,"[0.07923417358248158, -0.42696932451156905]"
7,0,"[np.float64(0.05534180985758364), np.float64(0.27472057165862973)]"
7,1,"[-0.038616364696816535, 0.04579124441381343]"
7,2,"[-0.012248471139578186, 0.15346007413162768]"
7,3,"[np.float64(0.03451306326316605), np.float64(0.22083174601160724)]"
8,0,"[np.float64(0.2715034585229701), np.float64(0.06802516099965644)]"
8,1,"[0.3061715007425268, -0.21333754911643504]"
8,2,"[0.2814662178427934, -0.07482162642856575]"
8,3,"[np.float64(0.2783566622125209), np.float64(-0.005886430945384644)]"
9,0,"[np.float64(0.0033647395201624603), np.float64(0.302123336878431)]"
9,1,"[-0.07731200544978258, 0.3527738915564076]"
9,2,"[-0.026233226155669608, 0.32014749245729085]"
9,3,"[np.float64(0.0033647395201624603), np.float64(0.302123336878431)]"
10,0,"[np.float64(0.506830686818215), np.float64(0.13327051920191524)]"
10,1,"[0.5033074377715838, 0.08089145358591779]"
10,2,"[0.503026532574531, 0.0835876783312052]"
10,3,"[np.float64(0.5059194134540923), np.float64(0.12746267286181506)]"
11,0,"[np.float64(-0.02266906196607152), np.float64(0.22558771744068024)]"
11,1,"[-0.06993164725648422, 0.20700230484058108]"
11,2,"[-0.041249152567590645, 0.22153374721170507]"
11,3,"[np.float64(-0.025132518312144015), np.float64(0.22491904260438225)]"
12,0,"[np.float64(0.23560746630846593), np.float64(-0.3084125946048632)]"
12,1,"[0.18958684126296427, -0.11120415980757317]"
12,2,"[0.20223019937608394, -0.16835109701062728]"
12,3,"[np.float64(0.22580952612304725), np.float64(-0.25201414128150035)]"
13,0,"[np.float64(-0.23538719482632134), np.float64(0.13976670586159726)]"
13,1,"[-0.14626491878992767, -0.005894126508541639]"
13,2,"[-0.18730219586438981, 0.06258546302188667]"
13,3,"[np.float64(-0.20506429423344721), np.float64(0.08874491528019451)]"
14,0,"[np.float64(0.38527075212594475), np.float64(-0.5017777705201476)]"
14,1,"[0.048042011164291666, -0.47500489894814624]"
14,2,"[0.1623449278847821, -0.49440693588157103]"
14,3,"[np.float64(0.2843789302764964), np.float64(-0.4977653945796513)]"
15,0,"[np.float64(-0.23410673784157665), np.float64(0.2109558016164755)]"
15,1,"[-0.18643638914924907, 0.06173642757929742]"
15,2,"[-0.21608630817168958, 0.1558464664147769]"
15,3,"[np.float64(-0.23229413884440345), np.float64(0.19753483442675113)]"
16,0,"[np.float64(0.08652417548176647), np.float64(-0.12097827142013738)]"
16,1,"[0.1736673428062851, -0.044595887072116806]"
16,2,"[0.12020951601290891, -0.0833452276380236]"
16,3,"[np.float64(0.11060887828725716), np.float64(-0.10594232239233967)]"
17,0,"[np.float64(-0.06726799368190509), np.float64(0.06559347734416501)]"
17,1,"[0.32327770537902517, 0.0991156986178072]"
17,2,"[0.11769439833640201, 0.08000324879268628]"
17,3,"[np.float64(0.012116476197388582), np.float64(0.07516026442692861)]"
18,0,"[np.float64(-0.40804447006584965), np.float64(-0.017601710272822556)]"
18,1,"[-0.248916395911577, 0.08605647538708204]"
18,2,"[-0.3433578314553094, 0.02612562425244294]"
18,3,"[np.float64(-0.3818966051214469), np.float64(0.006670085892223343)]"
19,0,"[np.float64(0.12117939959034041), np.float64(-0.01653381343087933)]"
19,1,"[0.20478483341966996, 0.11868050443444945]"
19,2,"[0.15893256936751346, 0.05616849888956796]"
19,3,"[np.float64(0.14731637032690237), np.float64(0.03272256695327431)]"
20,0,"[np.float64(-0.06744954349082875), np.float64(-0.10040495332219869)]"
20,1,"[-0.06997306583976828, -0.19451231329968488]"
20,2,"[-0.05364888357003516, -0.16046309191662494]"
20,3,"[np.float64(-0.06440978432442415), np.float64(-0.10698992347428787)]"
21,0,"[np.float64(0.0664784974424962), np.float64(-0.35438569367820294)]"
21,1,"[0.1698756525587451, -0.10544105381588222]"
21,2,"[0.16370094562658705, -0.10931570455817137]"
21,3,"[np.float64(0.09111434119362019), np.float64(-0.3093920243231386)]"
22,0,"[np.float64(-0.006664956982081846), np.float64(-0.021961744512311816)]"
22,1,"[-0.2067997106166588, 0.03979926454877137]"
22,2,"[-0.15475553528749797, 0.02183284108298265]"
22,3,"[np.float64(-0.04932329274817007), np.float64(-0.008372447570824004)]"
23,0,"[np.float64(0.03056554770901533), np.float64(0.04564168577102903)]"
23,1,"[-0.10495778442264404, 0.10738957067393715]"
23,2,"[-0.06092645620926754, 0.0827937131508492]"
23,3,"[np.float64(0.0004030096146308837), np.float64(0.06033892712340565)]"
24,0,"[np.float64(-0.10410671787838055), np.float64(-0.12147906163835465)]"
24,1,"[-0.1150193909339786, -0.04914902116586447]"
24,2,"[-0.10808518602939723, -0.09767146029517423]"
24,3,"[np.float64(-0.10651183342569615), np.float64(-0.11056116900121815)]"
25,0,"[np.float64(0.014895206648939757), np.float64(-0.048789943053965376)]"
25,1,"[-0.07527526949979683, 0.05867543337605172]"
25,2,"[-0.027756729771073158, -0.019947766955607973]"
25,3,"[-0.04112123378885407, -0.005396487830204744]"
26,0,"[np.float64(0.16529555442669921), np.float64(-0.08555464418791853)]"
26,1,"[-0.039479636074208846, 0.13047365663073926]"
26,2,"[0.04354494359083603, 0.037473160278274215]"
26,3,"[np.float64(0.12659069270614104), np.float64(-0.05819285794789075)]"
27,0,"[np.float64(0.005956345269328492), np.float64(-0.07382799966411202)]"
27,1,"[0.011071906405610024, -0.15535990861035268]"
27,2,"[-0.016677508424518313, -0.10994161433023761]"
27,3,"[-0.035128211313631585, -0.05961199707455755]"
28,0,"[np.float64(0.03799288307392208), np.float64(0.0116650004588494)]"
28,1,"[-0.1284636788816215, -0.001190017224144746]"
28,2,"[-0.07565750377303869, 0.012180068708852819]"
28,3,"[np.float64(-0.009249191688239036), np.float64(0.0018755474182871135)]"
29,0,"[np.float64(0.10804757772773543), np.float64(0.09833593676428212)]"
29,1,"[0.20725220172917727, 0.005071742866052095]"
29,2,"[0.13370014398219549, 0.01958863683172715]"
29,3,"[0.15759601733707795, -0.0007654755137383763]"
30,0,"[np.float64(-0.16352398207223606), np.float64(-0.07537826011476167)]"
30,1,"[0.15102195735036525, -0.08117869911143265]"
30,2,"[0.005959642193642728, -0.09817017722996602]"
30,3,"[np.float64(-0.15024830210141027), np.float64(-0.0750407206540469)]"
31,0,"[np.float64(-0.017273080002647434), np.float64(-0.057984640075010516)]"
31,1,"[-0.0646635639937029, 0.01083859047054412]"
31,2,"[-0.008576134882503542, -0.08159437371531919]"
31,3,"[-0.008576134882503542, -0.08159437371531919]"
32,0,"[np.float64(-0.03451513302153232), np.float64(0.09169800387374183)]"
32,1,"[-0.0772088446836503, -0.10550579227894001]"
32,2,"[-0.07580748310308089, -0.08854787213877066]"
32,3,"[np.float64(-0.051734592098304), np.float64(0.0005826574689105496)]"
33,0,"[np.float64(0.10710921375266955), np.float64(-0.16563913176977157)]"
33,1,"[0.25488919097049895, -0.18816245391746486]"
33,2,"[0.17702054565632624, -0.14254017951377715]"
33,3,"[0.16042613396603755, -0.14183848338475163]"
34,0,"[np.float64(-0.18263614966188446), np.float64(-0.12149556645357298)]"
34,1,"[-0.15858615796890788, -0.031510347230959926]"
34,2,"[-0.1593535473100271, -0.038879663532113806]"
34,3,"[np.float64(-0.19138307288583722), np.float64(-0.09879415953408592)]"
35,0,"[np.float64(0.015488417275707739), np.float64(-0.06263568123541056)]"
35,1,"[-0.13756575655375664, 0.01548935219209609]"
35,2,"[-0.11165205449873618, 0.019461493512002985]"
35,3,"[-0.09664318421340061, 0.014744004979525202]"
36,0,"[np.float64(0.03185820087576254), np.float64(-0.03153367618670241)]"
36,1,"[0.15004606041935764, -0.005527795228376638]"
36,2,"[0.11957182354147651, -0.008996060100528749]"
36,3,"[np.float64(0.03111603651405115), np.float64(-0.03419483637856992)]"
37,0,"[np.float64(-0.07273394453392953), np.float64(0.08183237347494143)]"
37,1,"[0.052096628548130366, -0.01853932087561632]"
37,2,"[0.052096628548130366, -0.01853932087561632]"
37,3,"[0.0029684120072640437, -0.01953505372054525]"
38,0,"[np.float64(0.028144095398596164), np.float64(-0.01061244731248886)]"
38,1,"[-0.024757143792614265, -0.05625951433007692]"
38,2,"[-0.024757143792614265, -0.05625951433007692]"
38,3,"[-0.007380004059471198, -0.1064794315846993]"
0,0,"[np.float64(-0.13561243955129082), np.float64(0.08051700772995626)]"
0,1,"[-0.18116575771521673, 0.13187714361797973]"
0,2,"[-0.1563285854958353, 0.09901031479274133]"
0,3,"[-0.15874507045924624, 0.1007075440504154]"
1,0,"[np.float64(0.1956111079252572), np.float64(0.12647388628883152)]"
1,1,"[0.23613463560694262, 0.21802811323137722]"
1,2,"[0.22212965470358026, 0.17136953425849588]"
1,3,"[np.float64(0.20468047931982838), np.float64(0.14682252847642835)]"
2,0,"[np.float64(0.21650184748081147), np.float64(0.0444128352901667)]"
2,1,"[-0.1126312748894519, -0.12213817650082366]"
2,2,"[0.05193190568868064, -0.040393609145553705]"
2,3,"[np.float64(0.1865068518201216), np.float64(0.021575298682206173)]"
3,0,"[np.float64(0.014009209492576686), np.float64(-0.005607361364051891)]"
3,1,"[-0.12629805242303205, 0.03140666020870611]"
3,2,"[-0.04681589235888177, 0.017282548354812258]"
3,3,"[np.float64(-0.0227025659125689), np.float64(0.008649380143918875)]"
4,0,"[np.float64(-0.09985838913961007), np.float64(0.16931837898156243)]"
4,1,"[-0.2991294322022792, 0.03537433434323656]"
4,2,"[-0.19318642508302483, 0.09058147271302419]"
4,3,"[np.float64(-0.15257192869939634), np.float64(0.1337032105306779)]"
5,0,"[np.float64(0.00042495604997819583), np.float64(-0.22454548774528882)]"
5,1,"[0.027907612716001128, -0.30996357946023656]"
5,2,"[0.01410763820398745, -0.26922936586067187]"
5,3,"[np.float64(0.0016892851891970595), np.float64(-0.22387017432564707)]"
6,0,"[np.float64(-0.21948263633605383), np.float64(-0.09723992366969625)]"
6,1,"[-0.2302119292202305, -0.2144119118969781]"
6,2,"[-0.21292386970866867, -0.18490821858244721]"
6,3,"[np.float64(-0.22062666780011334), np.float64(-0.12862681251895813)]"
7,0,"[np.float64(-0.10990422079517585), np.float64(0.03985421675082204)]"
7,1,"[-0.1730948727931591, 0.05361372152040028]"
7,2,"[-0.14429221818963217, 0.051157440819834074]"
7,3,"[np.float64(-0.11806220343481061), np.float64(0.04269711621015501)]"
8,0,"[np.float64(-0.05257281772645869), np.float64(-0.38322910450917835)]"
8,1,"[0.06152312234736684, -0.23236802580673208]"
8,2,"[0.023758029775592285, -0.3040199428669404]"
8,3,"[np.float64(-0.049602379137568875), np.float64(-0.3698975491363353)]"
9,0,"[np.float64(0.17681191089422077), np.float64(-0.26820471873245055)]"
9,1,"[0.14027527506121049, -0.28917608034559283]"
9,2,"[0.15469193781507523, -0.27414270737432905]"
9,3,"[0.15663352006777967, -0.2739587723832712]"
10,0,"[np.float64(0.21589745445020786), np.float64(0.2963365915385622)]"
10,1,"[0.16661786748261273, 0.11367619628281095]"
10,2,"[0.18388626566637734, 0.19756310656214607]"
10,3,"[np.float64(0.20232187552986527), np.float64(0.2574986933981456)]"
11,0,"[np.float64(0.39712990056788905), np.float64(-0.3129160351064183)]"
11,1,"[0.4346800639578031, -0.2246032218580244]"
11,2,"[0.42962874736794354, -0.2312200014731253]"
11,3,"[np.float64(0.4064403687530251), np.float64(-0.29393091707575086)]"
12,0,"[np.float64(-0.025863070188969037), np.float64(0.02530914133779169)]"
12,1,"[0.07032386896643578, -0.11336974839075625]"
12,2,"[0.06573497668921666, -0.10482088401312108]"
12,3,"[np.float64(-0.016366100008440375), np.float64(0.018379090546210633)]"
13,0,"[np.float64(-0.0816332957858949), np.float64(-0.025458181087342706)]"
13,1,"[-0.24304522129854417, -0.12488469768668667]"
13,2,"[-0.15935251703297187, -0.0693893901996613]"
13,3,"[np.float64(-0.12024251761502688), np.float64(-0.04652667807588851)]"
14,0,"[np.float64(-0.058990485079688015), np.float64(0.0414752628176528)]"
14,1,"[0.02489523949858935, -0.10074276080206596]"
14,2,"[-0.023560098118896297, -0.0587316058110441]"
14,3,"[np.float64(-0.052598783071115866), np.float64(0.028357260195970176)]"
15,0,"[np.float64(-0.19502911284032526), np.float64(-0.11941502428647002)]"
15,1,"[-0.1569371336747853, -0.03901278306645278]"
15,2,"[-0.1797705970213175, -0.07287879891348938]"
15,3,"[np.float64(-0.19203226128159914), np.float64(-0.10878365755608807)]"
16,0,"[np.float64(0.06417060154597655), np.float64(0.1040375222051953)]"
16,1,"[-0.022842010165813706, 0.06093743681512346]"
16,2,"[0.025280426332330633, 0.08139776997196954]"
16,3,"[np.float64(0.06417060154597655), np.float64(0.1040375222051953)]"
17,0,"[np.float64(-0.15456922825467412), np.float64(0.26870527443106534)]"
17,1,"[-0.006688116713534219, 0.2890902534097174]"
17,2,"[-0.10698256623599559, 0.2733669402765896]"
17,3,"[np.float64(-0.1270288859892359), np.float64(0.2738614375851118)]"
18,0,"[np.float64(-0.06327132774990485), np.float64(0.11393133785278793)]"
18,1,"[0.0029936912814193598, -0.0014551467319344792]"
18,2,"[-0.03130967564713841, 0.07124892532609933]"
18,3,"[np.float64(-0.04953701968639394), np.float64(0.08767364061222327)]"
19,0,"[np.float64(0.14219284994473586), np.float64(-0.09597108838115284)]"
19,1,"[0.23302096647511442, -0.12702548904746305]"
19,2,"[0.1785725211632322, -0.1032965438902464]"
19,3,"[np.float64(0.16826207905440452), np.float64(-0.10292989320976048)]"
20,0,"[np.float64(0.35207557871823264), np.float64(-0.030988899816611702)]"
20,1,"[0.35179880276516257, -0.2758400984820334]"
20,2,"[0.3477490667086196, -0.15514855749503864]"
20,3,"[np.float64(0.3500689836515887), np.float64(-0.0482319898598655)]"
