experiment_score_1.25.0,experiment_score_h.96.0,experiment_score_1.42.0,experiment_score_h.26.0,action_judgement_consensus_t,experiment_score_10.16.0,experiment_score_1.40.0,experiment_score_h.10.0,experiment_score_h.68.0,experiment_score_t.99.0,action_judgement_consensus_10,experiment_score_h.44.0,experiment_score_t.7.0,experiment_score_10.73.0,experiment_score_t.84.0,experiment_score_h.51.0,experiment_score_t.88.0,experiment_score_h.12.0,preference_consensus_1,action_judgement_consensus_h,experiment_score_1.79.0,experiment_score_10.71.0,experiment_score_1.97.0,experiment_score_h.77.0,experiment_score_1.8.0,experiment_score_t.0.0,experiment_score_10.69.0,experiment_score_10.13.0,experiment_score_t.81.0,experiment_score_t.62.0,experiment_score_t.96.0,experiment_score_1.62.0,experiment_score_1.96.0,experiment_score_1.47.0,experiment_score_10.54.0,experiment_score_10.81.0,experiment_score_1.12.0,experiment_score_10.29.0,experiment_score_t.28.0,experiment_score_1.68.0,experiment_score_h.19.0,experiment_score_t.49.0,experiment_score_t.71.0,experiment_score_t.25.0,experiment_score_h.42.0,experiment_score_10.41.0,experiment_score_10.89.0,experiment_score_h.79.0,experiment_score_1.32.0,experiment_score_h.49.0,experiment_score_10.92.0,experiment_score_t.87.0,experiment_score_h.36.0,experiment_score_h.14.0,experiment_score_1.19.0,experiment_score_t.31.0,experiment_score_1.39.0,experiment_score_10.42.0,experiment_score_h.63.0,experiment_score_10.49.0,experiment_score_1.63.0,experiment_score_t.54.0,experiment_score_1.0.0,experiment_score_10.39.0,experiment_score_10.87.0,experiment_score_h.54.0,experiment_score_t.35.0,experiment_score_h.62.0,experiment_score_t.43.0,experiment_score_h.78.0,experiment_score_10.32.0,experiment_score_1.72.0,experiment_score_t.89.0,experiment_score_t.52.0,experiment_score_1.58.0,experiment_score_1.65.0,experiment_score_t.20.0,experiment_score_t.3.0,experiment_score_h.70.0,experiment_score_10.2.0,experiment_score_1.71.0,experiment_score_1.98.0,experiment_score_h.65.0,experiment_score_1.9.0,experiment_score_10.37.0,experiment_score_h.38.0,experiment_score_10.40.0,experiment_score_10.55.0,experiment_score_10.59.0,experiment_score_10.80.0,experiment_score_10.99.0,experiment_score_t.22.0,experiment_score_10.22.0,experiment_score_h.87.0,experiment_score_10.85.0,experiment_score_t.55.0,experiment_score_1.38.0,experiment_score_t.42.0,experiment_score_t.90.0,experiment_score_h.60.0,experiment_score_h.46.0,experiment_score_h.97.0,experiment_score_h.82.0,experiment_score_10.95.0,experiment_score_1.43.0,experiment_score_1.64.0,experiment_score_h.25.0,experiment_score_10.90.0,experiment_score_1.67.0,experiment_score_1.55.0,experiment_score_h.56.0,experiment_score_t.68.0,experiment_score_h.52.0,experiment_score_h.72.0,experiment_score_1.27.0,experiment_score_1.86.0,experiment_score_h.43.0,experiment_score_10.70.0,experiment_score_t.29.0,experiment_score_10.83.0,experiment_score_h.39.0,experiment_score_t.47.0,experiment_score_t.60.0,experiment_score_t.98.0,experiment_score_10.61.0,experiment_score_t.63.0,experiment_score_h.59.0,experiment_score_10.68.0,experiment_score_h.7.0,experiment_score_10.48.0,preference_consensus_h,experiment_score_t.15.0,experiment_score_h.95.0,experiment_score_10.30.0,experiment_score_10.1.0,experiment_score_h.16.0,experiment_score_h.94.0,experiment_score_1.3.0,experiment_score_t.92.0,experiment_score_10.3.0,experiment_score_1.45.0,experiment_score_t.21.0,experiment_score_h.11.0,experiment_score_h.29.0,experiment_score_1.30.0,experiment_score_1.37.0,experiment_score_h.4.0,experiment_score_10.50.0,experiment_score_t.2.0,experiment_score_1.31.0,experiment_score_h.8.0,experiment_score_h.6.0,experiment_score_10.93.0,experiment_score_h.47.0,experiment_score_1.26.0,experiment_score_t.83.0,experiment_score_10.78.0,experiment_score_t.74.0,experiment_score_1.80.0,experiment_score_h.15.0,experiment_score_t.41.0,experiment_score_t.34.0,experiment_score_1.82.0,experiment_score_t.64.0,experiment_score_1.85.0,experiment_score_h.71.0,experiment_score_t.93.0,experiment_score_h.88.0,experiment_score_t.17.0,experiment_score_1.22.0,experiment_score_1.35.0,experiment_score_10.98.0,experiment_score_10.0.0,experiment_score_h.24.0,experiment_score_10.27.0,experiment_score_10.60.0,experiment_score_10.66.0,experiment_score_h.30.0,experiment_score_10.57.0,experiment_score_1.1.0,experiment_score_t.38.0,experiment_score_t.30.0,experiment_score_1.41.0,experiment_score_10.4.0,experiment_score_h.90.0,experiment_score_t.70.0,experiment_score_10.12.0,experiment_score_t.69.0,experiment_score_10.10.0,experiment_score_h.40.0,experiment_score_t.78.0,experiment_score_10.86.0,experiment_score_10.67.0,experiment_score_t.53.0,experiment_score_h.89.0,experiment_score_1.93.0,experiment_score_10.79.0,experiment_score_h.64.0,experiment_score_10.8.0,experiment_score_t.56.0,experiment_score_1.61.0,experiment_score_t.77.0,experiment_score_10.9.0,experiment_score_1.57.0,experiment_score_t.75.0,experiment_score_10.45.0,experiment_score_h.45.0,experiment_score_h.58.0,experiment_score_1.2.0,experiment_score_1.15.0,experiment_score_1.74.0,experiment_score_10.6.0,experiment_score_1.95.0,experiment_score_t.40.0,experiment_score_t.50.0,experiment_score_h.69.0,experiment_score_10.72.0,experiment_score_t.16.0,experiment_score_t.36.0,experiment_score_10.7.0,experiment_score_10.63.0,experiment_score_10.35.0,_timestamp,experiment_score_h.23.0,experiment_score_h.50.0,experiment_score_h.37.0,experiment_score_10.36.0,experiment_score_1.23.0,experiment_score_1.75.0,experiment_score_h.76.0,iteration,experiment_score_10.77.0,experiment_score_1.33.0,experiment_score_10.75.0,experiment_score_t.11.0,experiment_score_h.61.0,experiment_score_10.33.0,decisions_t,experiment_score_h.28.0,experiment_score_h.34.0,experiment_score_t.37.0,experiment_score_10.31.0,experiment_score_1.20.0,experiment_score_h.35.0,experiment_score_1.44.0,experiment_score_10.14.0,experiment_score_h.93.0,experiment_score_t.32.0,experiment_score_h.22.0,experiment_score_h.9.0,experiment_score_t.44.0,experiment_score_h.66.0,experiment_score_t.66.0,experiment_score_t.8.0,experiment_score_10.65.0,experiment_score_t.13.0,experiment_score_h.55.0,experiment_score_1.81.0,experiment_score_t.51.0,experiment_score_1.83.0,experiment_score_h.18.0,experiment_score_1.59.0,experiment_score_t.5.0,experiment_score_10.64.0,experiment_score_10.82.0,experiment_score_t.57.0,experiment_score_10.47.0,experiment_score_1.70.0,experiment_score_1.51.0,preference_consensus_t,experiment_score_t.86.0,experiment_score_1.21.0,experiment_score_h.91.0,experiment_score_1.18.0,experiment_score_1.7.0,experiment_score_h.27.0,experiment_score_10.58.0,experiment_score_t.10.0,experiment_score_h.31.0,sample,experiment_score_1.48.0,experiment_score_1.17.0,experiment_score_t.48.0,experiment_score_h.48.0,experiment_score_t.67.0,experiment_score_10.84.0,experiment_score_t.95.0,experiment_score_h.53.0,decisions_10,decisions_1,experiment_score_h.17.0,experiment_score_10.28.0,experiment_score_10.44.0,experiment_score_1.14.0,experiment_score_h.75.0,experiment_score_10.94.0,experiment_score_10.53.0,experiment_score_10.21.0,experiment_score_1.50.0,experiment_score_10.25.0,experiment_score_h.86.0,experiment_score_10.97.0,experiment_score_h.33.0,experiment_score_h.81.0,experiment_score_10.43.0,experiment_score_1.90.0,experiment_score_1.84.0,experiment_score_10.56.0,experiment_score_h.13.0,experiment_score_10.23.0,experiment_score_h.92.0,experiment_score_1.52.0,experiment_score_1.34.0,experiment_score_1.10.0,experiment_score_1.11.0,experiment_score_t.6.0,experiment_score_t.26.0,experiment_score_10.62.0,experiment_score_t.27.0,experiment_score_1.92.0,experiment_score_h.73.0,experiment_score_10.96.0,experiment_score_t.85.0,experiment_score_t.23.0,experiment_score_1.94.0,experiment_score_t.58.0,experiment_score_t.46.0,experiment_score_10.51.0,experiment_score_1.24.0,experiment_score_1.69.0,experiment_score_h.2.0,situation,experiment_score_10.5.0,experiment_score_1.13.0,experiment_score_1.91.0,experiment_score_t.12.0,experiment_score_1.36.0,experiment_score_10.19.0,experiment_score_1.89.0,experiment_score_1.6.0,experiment_score_1.77.0,experiment_score_10.74.0,experiment_score_1.5.0,experiment_score_t.79.0,experiment_score_1.60.0,experiment_score_t.4.0,experiment_score_t.82.0,experiment_score_1.56.0,experiment_score_10.15.0,experiment_score_h.21.0,experiment_score_t.45.0,experiment_score_1.78.0,experiment_score_10.38.0,experiment_score_t.18.0,experiment_score_1.66.0,experiment_score_t.61.0,experiment_score_1.29.0,experiment_score_1.73.0,experiment_score_t.91.0,experiment_score_10.34.0,experiment_score_10.52.0,experiment_score_h.1.0,experiment_score_h.3.0,experiment_score_t.73.0,experiment_score_10.17.0,experiment_score_h.67.0,experiment_score_10.24.0,preference_consensus_10,experiment_score_t.14.0,experiment_score_1.4.0,experiment_score_h.32.0,experiment_score_h.99.0,experiment_score_h.83.0,experiment_score_t.39.0,experiment_score_t.76.0,hcva_point,experiment_score_t.9.0,transition_point,experiment_score_t.24.0,experiment_score_1.16.0,experiment_score_t.97.0,experiment_score_h.74.0,experiment_score_h.57.0,experiment_score_h.80.0,experiment_score_1.54.0,experiment_score_1.53.0,experiment_score_h.0.0,experiment_score_t.80.0,experiment_score_10.91.0,experiment_score_10.46.0,experiment_score_1.87.0,experiment_score_h.5.0,experiment_score_10.76.0,_runtime,experiment_score_t.72.0,experiment_score_t.94.0,experiment_score_1.99.0,experiment_score_t.59.0,experiment_score_10.26.0,experiment_score_h.98.0,experiment_score_10.18.0,experiment_score_t.1.0,_step,experiment_score_1.46.0,experiment_score_1.49.0,experiment_score_10.11.0,experiment_score_t.65.0,experiment_score_t.33.0,experiment_score_h.85.0,experiment_score_10.20.0,experiment_score_h.41.0,decisions_h,experiment_score_1.28.0,experiment_score_h.20.0,action_judgement_consensus_1,experiment_score_10.88.0,experiment_score_1.88.0,experiment_score_h.84.0,experiment_score_t.19.0,experiment_score_1.76.0
,,,,"[0.36718812475904034, 0.13903238269769266, 0.21208799644628518, -0.19440482253197391, -0.36718812475904034, -0.13903238269769266, -0.21208799644628518, 0.19440482253197391]",,,,,,"[0.25116992607934513, 0.17542674862371882, 0.13657638923917767, -0.35589914310083, -0.25116992607934513, -0.17542674862371882, -0.13657638923917767, 0.35589914310083]",,,,,,,,0.4324516569325702,"[0.4591716317286631, 0.1304316336868583, 0.22960701546288617, -0.14389610413156181, -0.4591716317286631, -0.1304316336868583, -0.22960701546288617, 0.14389610413156181]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06334109528903903,,,,,,,,,,,,,0.15458194725414656,,,,,,,,,,0.007198054006506804,,,,,,,,,,,,,,,,,,,0.015444513283941974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4409028320749359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8756282699207025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03006174058565847,,,,,,,,,,,,,,,1728834652.5649164,,,,,,,,0,,0.16031709734558625,,,,0.0016840232037700076,0.282926122913566,,,,,,,,,,,,,,1.014765703890907,0.9668691218858101,,,,,,,,,,,,,,,,,0.45672513129349374,,,,,,,0.16919917455586306,,,0,,,,,,,,,0.19168527094845847,0.3536863914978147,,,,,,,,,,,,,0.13745341076643458,,,,,,,,,,,,,,,,,,,,,,,0.07795832259075552,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1.0376293904700589,,,,,,,,,,,,,0.4809074161498781,,,,,,,,1.5,,2.000000000000001,,,,,,,,,,,,,0.007419173295209691,,,117.326160748,,,,,,,,,0,,,,,0.08955682876133753,,,,0.33082270491866306,,,"[0.4830772527570645, 0.12332649059446546, 0.25509515600050964, -0.09621892758154516, -0.4830772527678207, -0.12332648971026046, -0.2550951570347095, 0.09621892276342896]",,,,,
,,,,"[-0.17391120286888448, 0.13682204607042972, 0.3725534718538365, 0.19553424590908713, 0.17391120286888448, -0.13682204607042972, -0.3725534718538365, -0.19553424590908713]",,0.07752128463977218,,,,"[-0.17746173432995668, 0.2756352967134692, 0.5293990787093413, 0.3420253013791783, 0.17746173432995668, -0.2756352967134692, -0.5293990787093413, -0.3420253013791783]",,,,,,,,0.5308822811116624,"[-0.17368118613442382, 0.08646596505515163, 0.3181312974041548, 0.13909377188897018, 0.17368118613442382, -0.08646596505515163, -0.3181312974041548, -0.13909377188897018]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23730345017312032,,,,,,,,,,,,0.2429932378098262,,,,,,,,,0.31988764989263696,,,,,,,,,,,,,,,,,,,,,,,0.5265210621099693,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23235156276684704,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21662452054547188,,,,,0.13404032082595524,,,,,,,,,,,,,,,,,,,,,0.14946380931630965,,,0.16040903809030957,,,,,,,,,1728834760.6003675,0.3676290440613067,,,,0.42414808024748973,,,0,,,,,,,0.08555038347683488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5251997094279305,,,,,,,,,,0,,,,,,,,,0.16244479555964564,0.002662630026297491,,,,,,,,,,,,,,,,0.1601054843592888,,,,0.2643659147141416,,,,,,,,,,,,,,0.3412603267969524,,,,,,,,2,,,,,,,,,,0.30924597484965777,,,,,,,,,,,,,,,,,,,,,,,,,,0.5191323049468507,,,,,,,,1.8,,2.100000000000001,,,,0.2059828455024927,,,,,,,,,,,,225.247297126,,,,,,,,,1,,,,,,,,,0.059181666212480555,,,"[-0.17287732750104168, -0.018779437675146834, 0.2013143741536178, 0.04483967842457213, 0.1728773278126794, 0.018779435374422074, -0.2013143885451659, -0.044839667200269856]",,,,,
,,,,"[0.16660068030261288, -0.18263483705286557, -0.12851140300850397, 0.11620285069223275, -0.16660068030261288, 0.18263483705286557, 0.12851140300850397, -0.11620285069223275]",,,,,,"[0.238039604086735, -0.25868682851131275, -0.08848872538401988, 0.04785035681593273, -0.238039604086735, 0.25868682851131275, 0.08848872538401988, -0.04785035681593273]",,,,,,,,0.536765973018949,"[0.015345242899101857, -0.0010950937243333625, -0.20983112160574063, 0.168957230808018, -0.015345242899101857, 0.0010950937243333625, 0.20983112160574063, -0.168957230808018]",,,,0.35734086545540084,0.9263805106300286,,0.2120820784139869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2179824585715595,,,,,,,,,,,,,,,,,,,,,,,0.3369809176412865,,,,,,,,0.5373454993501249,,,,,,,,,,,,,,,,,,,,0.857188185819941,,,,,,,,,,,,,,,,,,,,,,,,,0.3941942120725298,,,,,,,,,,,,0.1548687839827436,,,,,,,,,,,0.6809764323189709,,,0.23834240638567386,,,,,,,,,,,,,,0.0358703249130166,,,,,,,1728834868.8761983,,,,,,,,0,0.18112911195443054,,,,,,0.03016484349068669,,,,,,,,,,,,,,,,0.7381897267502141,,,,,,,,,,,,,,,,0.5376812928798613,,,,,,,,,,0,,,,,,,,,0.08737813792193,-0.15802594038912776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03332199989707087,,3,,,,,,,,,0.4265331902654883,,,,0.14879013376147204,,,,,,,,,,,,,,,,,,,,,,,0.5385960341970916,,,,,,,,1.7,,2.8000000000000016,,,,,,,,,,,,,,,,333.523140538,,,,,,,,,2,,,,,,,,,-0.08883361557904029,,,"[-0.07260404495604164, 0.08952776351183937, -0.2570073712927535, 0.20280269735175546, 0.07260404478390887, -0.08952776611116832, 0.25700737136064444, -0.20280269264902998]",,,,,
,,,,"[-0.2930721545175527, -0.08260401230109889, -0.036396303032299626, 0.01716873883804579, 0.2930721545175527, 0.08260401230109889, 0.036396303032299626, -0.01716873883804579]",,,,,,"[-0.13387082564661648, -0.11066418807572327, -0.24706464647607412, 0.012663125070669998, 0.13387082564661648, 0.11066418807572327, 0.24706464647607412, -0.012663125070669998]",,,,,,,,0.5005952518067673,"[-0.3598126617726438, -0.07820063537294218, 0.20334877945740037, 0.02287687425926976, 0.3598126617726438, 0.07820063537294218, -0.20334877945740037, -0.02287687425926976]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44308325077467303,,,,,,,,,,,,,0.3462310640284806,,,,0.15944139642774383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5007189493128674,,,,,,,,,,,,,,,,,,0.37166524419543323,,,,,,,,,,,,,,,,,,,,,,0.2958267993728635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33213202799650604,,,,,,0.5189216955972428,,,,,,,,,,,,,0.4685174309416257,1728834979.1710083,,,,,,,,0,,,,,,,-0.16492927804823151,,,,,,0.356790798415269,,,,,,0.22040539547014937,,,,,,,,,,,0.36538399996015025,,,,,,,,,0.5007599050404498,,,,0.4263479990025558,,,,,,0,,,,,,,,,-0.1903634582151842,-0.017672826646421974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45795769655483726,4,,,,,,,,,,,,,,,,,,,,,,0.2790915476007463,,,,,,,,,,,,,,0.5009212326732764,,,,,,,,1.6,0.30669784782955334,2.4000000000000012,,,,,,,,,,,,,,,,443.817947265,,,,,,,0.2536573674337936,,3,,,,,,,,,-0.07863682568882753,,,"[-0.401661540100793, -0.07460945055858664, 0.36723125646795907, 0.026636050213117005, 0.40166153349564504, 0.07460945184242673, -0.3672312564672847, -0.026636050298738414]",,,,,
,,,,"[0.400017804386681, -0.15827159621593043, 0.2450470210503685, -0.06725292178580514, -0.400017804386681, 0.15827159621593043, -0.2450470210503685, 0.06725292178580514]",,,,,,"[0.4489285580281753, -0.06161209833353809, 0.225894234573566, -0.11862104404691803, -0.4489285580281753, 0.06161209833353809, -0.225894234573566, 0.11862104404691803]",,,,,,,,0.5145988347463784,"[0.18585178392400462, -0.22854107520091047, 0.30434735527639617, 0.11655177760884196, -0.18585178392400462, 0.22854107520091047, -0.30434735527639617, -0.11655177760884196]",,,,,,,,,,,,,,,,,,0.31965623432223306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362582119838908,,,,,,,,,,,0.3687703101449833,,,,,,,,,,,,,,,,,,,,,,0.30431236669990885,,,,,,,,,,,,0.5135900611359933,,,,,,0.39456221834193933,,,,,,,0.22329047149915288,,,,,,,,0.06399794534076428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.28156022463815206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16036370816384443,,,,,,,,,,,1728835089.0840156,,,,,,,,0,,,,,,,0.3245111027419329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5127681488136644,,,,,,,,,,0,,,,,,,,,0.3398549703642571,0.23730101723510164,,,,,,0.49092798116501946,,,,,,,,,,,,,,,,,,,,0.14501984054152023,,,,,,,,,0.388374028035864,,,,,,,5,,,,,,,,0.057809755034688964,,,,,,,,,,,,,0.26621635701582785,,,,0.21710228119307756,,,,,,,,,,,0.5109560449061725,,,,,,,,1.4,,3.100000000000002,,,,,,,,,,,,,,,,553.730940027,,0.47558411354269525,,,,,,,4,,,,,,,,,0.24348920754117695,,,"[0.15889245707219546, -0.23366773840454377, 0.32042597983375737, 0.13534303492630692, -0.15889245705363375, 0.2336677353227835, -0.32042598044598125, -0.13534303498306538]",,,,,
,,,,"[0.06873550093249457, 0.7409731926189055, 0.06699717215806374, -0.41135179461004945, -0.06873550093249457, -0.7409731926189055, -0.06699717215806374, 0.41135179461004945]",,,,,,"[0.06949248884469535, 0.6398286506509447, 0.03045053953034645, -0.2800420977499684, -0.06949248884469535, -0.6398286506509447, -0.03045053953034645, 0.2800420977499684]",,,,,,,,0.5333451341450437,"[0.06810837979844452, 0.9338094538111243, 0.17552814540458123, -0.5246880232626742, -0.06810837979844452, -0.9338094538111243, -0.17552814540458123, 0.5246880232626742]",,,,,,,,,,,,,,,,,,,,,,,,,,,0.5396329550081862,,,,,,,,,,,,,,,,,,,,,,,,,,0.5554536244607668,,,,,,,,,,,,,,,,,0.09429070588785021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5407367366276471,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16499393208599322,,,,,,,,,,0.2840699945125033,,,,,,,,,,,,,,,,,,,,,,,,,,0.6049520874297101,,,,,,,,,,0.5692714887106662,,,,,,,,,,,,,,,,,,1728835199.7506554,,,,,,0.6241540454562287,,0,,,0.5534508192580856,,,,0.0679438689324689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5446016819891428,,,,,,,,,,0,,0.2291874377669409,,,,,,,0.052123199479888284,0.12282642567803131,0.23457153154356014,,,,0.6187699516796094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0.6103361812063293,,,,,,,,,,,,,,,,,,,,,,,,,,0.2998906639650839,,,0.555112137845448,,,,,,,,1.1,,2.5000000000000013,,,,,,0.159609838309374,,,,0.11011137534043082,,,,,,664.397595656,,,,,,,,,5,,,,,,,,,0.11744233190141208,,,"[0.0680382858484941, 0.9494303042870942, 0.18544441103472595, -0.5380712562667296, -0.06803828430422727, -0.9494303042469745, -0.1854444086900393, 0.5380712446609542]",,,,,
,,,,"[-0.2009676773178542, -0.2673108684416768, -0.25564215688422215, -0.0959530880508184, 0.2009676773178542, 0.2673108684416768, 0.25564215688422215, 0.0959530880508184]",,,,,,"[-0.011130669442163631, -0.19181606474322624, -0.03419189341452235, -0.12136977250200819, 0.011130669442163631, 0.19181606474322624, 0.03419189341452235, 0.12136977250200819]",,,,,,,,0.5004831218140191,"[-0.29825806318208625, -0.2814663625902304, -0.36937789028353524, -0.09340573022310586, 0.29825806318208625, 0.2814663625902304, 0.36937789028353524, 0.09340573022310586]",,,,,,,,,,,,,,0.8227469488929955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27985726663483945,0.4854045474574762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6162261848749719,,,,,,,,,0.5084057269138155,,,,,,,,,,,,,,,,,0.3631107722532516,,,,,0.10041862362460843,0.7218258359438328,,,,,,,,,,,,,0.3059659044472452,,,0.07333650261681601,,,,,,,,,,,,,,,,,,,,,,,,,,0.5124866684652687,,,,,,,,,,,,,,,,,,,0.15756349143061488,,,,,,,,1728835311.285908,,0.051963840361754055,,,,,,0,,,,,,,-0.2276205118191773,,,,,,,,,0.411565555516106,,0.17425761556597863,,,,,,,,,,,,,,,,,,0.41067890405233526,,,0.5125178197815324,,,,,,,,,,0,,,,,,,,,-0.02207323099654055,-0.43414127583720075,,,,,,,,,0.04895727258740856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5254995325706595,,,,,,,,1.6,,2.000000000000001,,,,,,,,,,,,,,,,775.932832037,,,,,,,,,6,,,,,,,,,-0.33322016288803813,,,"[-0.3954859187985842, -0.3103746332106887, -0.4728714062382419, -0.08833651067492958, 0.3954859188689565, 0.31037463799695386, 0.4728714039994257, 0.08833650824374155]",,,,,
,,,0.06677736706318535,"[-0.3378010141843283, -0.2860551074052248, 0.3652559451075511, 0.03805728348668062, 0.3378010141843283, 0.2860551074052248, -0.3652559451075511, -0.03805728348668062]",,,,,,"[-0.306937151548347, -0.3681266942676553, 0.39063460517057064, 0.07140831282469738, 0.306937151548347, 0.3681266942676553, -0.39063460517057064, -0.07140831282469738]",,,,,0.18027120453517068,,,0.40930744595097324,"[-0.3536544837493908, -0.19658656829682924, 0.3120519057413682, 0.003491491325940524, 0.3536544837493908, 0.19658656829682924, -0.3120519057413682, -0.003491491325940524]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008352991575346344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06613880038256104,,,,0.40342209596348216,,,,,,,,,,,0.3893963771227422,,,,,,,,,,,,,0.05730324624445601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728835425.7890172,,,,,,,,0,,,,,,,0.08406714224462244,,,,,,,,,,,,,,,,,,,,,0.22084710798306909,,,0.07561292120129037,,,,,,,0.17079708371644134,0.399951666997426,,0.3393463528561145,,,,,,,,0,,,,,,,,,0.11798303075463142,0.0340171179779947,,,,,,,,0.42331226563275115,,,,,,,,,,,,,,,,,,,0.10735327051108376,,,,,,,,,,,0.25476299649307804,,,,8,,,,,,,,,,,,,,,,,,0.3488204736748438,,,,,,,,,,,,,,,,,,0.39085810425923323,,,,,,,,1.1,,2.8000000000000016,,,,,,,,,,,,,,,,890.435953736,,,,0.025562896934662627,0.14126915902109272,,,,7,,,,,,,,,0.043491238796724035,,,"[-0.35789861574265497, -0.18713847346276535, 0.30558652731361086, -0.005253563522337073, 0.3578986141892688, 0.18713847099688483, -0.3055865299310815, 0.005253564927654774]",,,,,
,,,,"[-0.023725388139385073, 0.13933368906771143, -0.3837203252536412, -0.015636500135554558, 0.023725388139385073, -0.13933368906771143, 0.3837203252536412, 0.015636500135554558]",,,,,,"[-0.011421390992643584, 0.11648373494758797, -0.44661629499130595, -0.04396676127010672, 0.011421390992643584, -0.11648373494758797, 0.44661629499130595, 0.04396676127010672]",,,,,,0.04855699453971571,,0.4150825839101774,"[-0.03173529980922272, 0.15655324204335802, -0.3602431154428173, -0.008104678438920513, 0.03173529980922272, -0.15655324204335802, 0.3602431154428173, 0.008104678438920513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6233793897921229,,,,,0.11343629103038602,,,,,0.1511484085632294,,0.14590605035893747,,,,,,,,,,0.6172193867933748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1396794344528204,,,,,0.4185163111920553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06002596865012469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13974604736018928,,1728835538.1800706,,,,,,,,0,,,,,,,-0.21128826213567647,,,,,,,,0.10203392982734591,,0.6171527738860059,,,,,,,,,,,,,,,,,,,,,,0.47898468934088867,,,,,,,,,,0,,,,,,,,,-0.21135487504304534,-0.21751487804179354,,,,0.1081939328260941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5405886369225126,0.10196731691997704,,0.6286217479964149,,,,,1.1,,2.000000000000001,,,,,,,,,,,,,,,,1002.826992103,,,,,,,,,8,,,,,,,,,-0.22275723624608545,,,"[-0.034028255344815475, 0.16167560418742227, -0.3477248860804009, -0.005444810682896276, 0.03402825566619208, -0.16167560420741764, 0.34772488548380626, 0.005444812058265723]",0.04862360744708458,0.05478361044583277,,,
