,Mean_Decisiveness
decs_egalitarian_societyp1,0.18751327241123353
decs_egalitarian_societyp10,0.17366734780257242
decs_egalitarian_societypt,0.16522582289078505
decs_egalitarian_societypHCVA,0.17126628624037582
