0,0,59.0,0.34597957011797303
0,0,6.0,0.2182296808717379
0,0,26.0,0.29122621409449156
0,0,20.0,0.10381594512329673
0,1,59.0,0.4055010370404737
0,1,6.0,0.27775114779423854
0,1,26.0,0.35074768101699216
0,1,20.0,0.16333741204579735
0,2,59.0,0.36977128896701855
0,2,6.0,0.2420213997207834
0,2,26.0,0.3150179329435371
0,2,20.0,0.12760766397234222
0,3,59.0,0.3606814233773071
0,3,6.0,0.23293153413107193
0,3,26.0,0.3059280673538256
0,3,20.0,0.11851779838263075
1,0,18.0,0.5125865271879442
1,0,77.0,0.0917798911450122
1,0,19.0,0.3796392982557566
1,0,22.0,0.04157947119850128
1,1,18.0,0.510959392086025
1,1,77.0,0.090152756043093
1,1,19.0,0.37801216315383734
1,1,22.0,0.03995233609658208
1,2,18.0,0.5016084372253832
1,2,77.0,0.08080180118245117
1,2,19.0,0.36866120829319554
1,2,22.0,0.03060138123594025
1,3,18.0,0.5095803123431025
1,3,77.0,0.0887736763001705
1,3,19.0,0.37663308341091484
1,3,22.0,0.038573256353659574
2,0,87.0,0.5772526887403041
2,0,35.0,0.40619914934741885
2,0,64.0,0.6421459543995769
2,0,32.0,0.4547587079662662
2,1,87.0,0.3764455577545645
2,1,35.0,0.20539201836167922
2,1,64.0,0.44133882341383723
2,1,32.0,0.25395157698052656
2,2,87.0,0.46303137927818194
2,2,35.0,0.2919778398852967
2,2,64.0,0.5279246449374547
2,2,32.0,0.34053739850414405
2,3,87.0,0.49144676263206144
2,3,35.0,0.32039322323917613
2,3,64.0,0.5563400282913341
2,3,32.0,0.3689527818580235
3,0,3.0,0.28315442048008654
3,0,63.0,0.10287450203419654
3,0,7.0,0.2211825480519605
3,0,48.0,0.10444829261872507
3,1,3.0,0.2938759886057312
3,1,63.0,0.11359607015984122
3,1,7.0,0.21046097992631585
3,1,48.0,0.11516986074436973
3,2,3.0,0.2920829131277957
3,2,63.0,0.11180299468190569
3,2,7.0,0.21225405540425135
3,2,48.0,0.11337678526643422
3,3,3.0,0.2883491863517991
3,3,63.0,0.10806926790590912
3,3,7.0,0.21598778218024794
3,3,48.0,0.10964305849043764
4,0,78.0,0.2977505075330216
4,0,58.0,0.07121293662810872
4,0,27.0,0.058403348162097087
4,0,40.0,0.07560737021389122
4,1,78.0,0.0992932561787119
4,1,58.0,0.127244314726201
4,1,27.0,0.25686059951640683
4,1,40.0,0.12284988114041852
4,2,78.0,0.167249051866988
4,2,58.0,0.059288519037924925
4,2,27.0,0.18890480382813074
4,2,40.0,0.05489408545214243
4,3,78.0,0.25324584722824517
4,3,58.0,0.02670827632333227
4,3,27.0,0.10290800846687354
4,3,40.0,0.031102709909114765
5,0,0.0,0.23700025477625436
5,0,66.0,0.39435675079558086
5,0,28.0,0.05800941619700975
5,0,42.0,0.1326252315001352
5,1,0.0,0.09294118360508413
5,1,66.0,0.2502976796244107
5,1,28.0,0.08604965497416046
5,1,42.0,0.2766843026713054
5,2,0.0,0.16274555742374364
5,2,66.0,0.3201020534430702
5,2,28.0,0.016245281155500974
5,2,42.0,0.20687992885264592
5,3,0.0,0.2105173460105299
5,3,66.0,0.3678738420298564
5,3,28.0,0.031526507431285294
5,3,42.0,0.15910814026585965
6,0,50.0,0.3786204483461391
6,0,90.0,0.1828002088517885
6,0,51.0,0.41239328137587966
6,0,79.0,0.4675419005471535
6,1,50.0,0.2982620401439963
6,1,90.0,0.2631586170539313
6,1,51.0,0.33203487317373687
6,1,79.0,0.3871834923450107
6,2,50.0,0.32010372998412634
6,2,90.0,0.24131692721380127
6,2,51.0,0.3538765630138669
6,2,79.0,0.4090251821851407
6,3,50.0,0.3587240622363585
6,3,90.0,0.2026965949615691
6,3,51.0,0.39249689526609904
6,3,79.0,0.4476455144373729
7,0,4.0,0.02912667473170376
7,0,25.0,0.4472402863484494
7,0,98.0,0.40925252542263535
7,0,68.0,0.18009690850888932
7,1,4.0,0.0853142647437561
7,1,25.0,0.39105269633639705
7,1,98.0,0.4654401154346877
7,1,68.0,0.12390931849683698
7,2,4.0,0.059951240747849535
7,2,25.0,0.4164157203323036
7,2,98.0,0.44007709143878115
7,2,68.0,0.14927234249274354
7,3,4.0,0.044831888690203964
7,3,25.0,0.4315350723899492
7,3,98.0,0.42495773938113557
7,3,68.0,0.1643916945503891
8,0,85.0,0.018413758273055553
8,0,9.0,0.7669089275918595
8,0,80.0,0.2657342245525714
8,0,38.0,0.035549803569598
8,1,85.0,0.10896239142555698
8,1,9.0,0.8574575607443609
8,1,80.0,0.17518559140006998
8,1,38.0,0.12609843672209942
8,2,85.0,0.08680510106774454
8,2,9.0,0.8353002703865484
8,2,80.0,0.19734288175788242
8,2,38.0,0.10394114636428699
8,3,85.0,0.046992428112651016
8,3,9.0,0.7954875974314549
8,3,80.0,0.23715555471297595
8,3,38.0,0.06412847340919346
9,0,21.0,0.20762744478028655
9,0,92.0,0.08820932005748011
9,0,14.0,0.4615782129944236
9,0,46.0,0.10222730070041265
9,1,21.0,0.0125694872398361
9,1,92.0,0.10684863748297034
9,1,14.0,0.2665202554539731
9,1,46.0,0.0928306568400378
9,2,21.0,0.07449401765322615
9,2,92.0,0.04492410706958029
9,2,14.0,0.3284447858673632
9,2,46.0,0.03090612642664775
9,3,21.0,0.18515253645059085
9,3,92.0,0.06573441172778441
9,3,14.0,0.4391033046647279
9,3,46.0,0.07975239237071695
10,0,29.0,0.4842094112121305
10,0,89.0,0.4789558154712044
10,0,56.0,0.830552577850526
10,0,52.0,0.34850652666053095
10,1,29.0,0.24679407337764758
10,1,89.0,0.24154047763672148
10,1,56.0,0.5931372400160431
10,1,52.0,0.11109118882604799
10,2,29.0,0.2912096988156508
10,2,89.0,0.2859561030747247
10,2,56.0,0.6375528654540463
10,2,52.0,0.1555068142640512
10,3,29.0,0.42274137271216344
10,3,89.0,0.41748777697123735
10,3,56.0,0.769084539350559
10,3,52.0,0.2870384881605639
11,0,60.0,0.027623568184660108
11,0,37.0,0.3575619591904622
11,0,30.0,0.0840516610349612
11,0,47.0,0.3821294622394742
11,1,60.0,0.10085666191627368
11,1,37.0,0.43079505292207576
11,1,30.0,0.010818567303347626
11,1,47.0,0.45536255597108777
11,2,60.0,0.07423744035510527
11,2,37.0,0.4041758313609073
11,2,30.0,0.03743778886451604
11,2,47.0,0.4287433344099194
11,3,60.0,0.043107036534188015
11,3,37.0,0.37304542753999004
11,3,30.0,0.0685681926854333
11,3,47.0,0.39761293058900216
12,0,57.0,0.16535148049012877
12,0,49.0,0.1953994552436458
12,0,54.0,0.07303507582314894
12,0,34.0,0.2656993679728982
12,1,57.0,0.06183930123216558
12,1,49.0,0.298911634501609
12,1,54.0,0.030477103434814246
12,1,34.0,0.3692115472308614
12,2,57.0,0.10382833624882543
12,2,49.0,0.25692259948494917
12,2,54.0,0.011511931581845603
12,2,34.0,0.32722251221420157
12,3,57.0,0.15494046744145928
12,3,49.0,0.20581046829231528
12,3,54.0,0.06262406277447946
12,3,34.0,0.2761103810215677
13,0,24.0,0.24605216857514425
13,0,97.0,0.25459245487113785
13,0,88.0,0.309501136706452
13,0,1.0,0.27946293590630517
13,1,24.0,0.15607878853803864
